,Report_Date,UK_falkland islands (malvinas)_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
52,2020-03-14,0,91.56398875665894,8.072096098711567,False,53,0.1784876899960925,0.0030816441363883266
53,2020-03-15,0,91.56398875665894,8.072096098711567,False,54,0.20027260745451536,0.0030816441363883266
54,2020-03-16,0,91.56398875665894,8.072096098711567,False,55,0.22467901671379212,0.0030816441363883266
55,2020-03-17,0,91.56398875665894,8.072096098711567,False,56,0.25201272341503633,0.0030816441363883266
56,2020-03-18,0,91.56398875665894,8.072096098711567,False,57,0.2826127253264381,0.0030816441363883266
57,2020-03-19,0,91.56398875665894,8.072096098711567,False,58,0.31685417516972136,0.0030816441363883266
58,2020-03-20,0,91.56398875665894,8.072096098711567,False,59,0.35515143792644205,0.0030816441363883266
59,2020-03-21,0,91.56398875665894,8.072096098711567,False,60,0.3979611937020471,0.0030816441363883266
60,2020-03-22,0,91.56398875665894,8.072096098711567,False,61,0.4457855193487229,0.0030816441363883266
61,2020-03-23,0,91.56398875665894,8.072096098711567,False,62,0.49917486033780867,0.0030816441363883266
62,2020-03-24,0,91.56398875665894,8.072096098711567,False,63,0.5587307784289407,0.0030816441363883266
63,2020-03-25,0,91.56398875665894,8.072096098711567,False,64,0.62510833022372,0.0030816441363883266
64,2020-03-26,0,91.56398875665894,8.072096098711567,False,65,0.6990178966417069,0.0030816441363883266
65,2020-03-27,0,91.56398875665894,8.072096098711567,False,66,0.7812262439698541,0.0030816441363883266
66,2020-03-28,0,91.56398875665894,8.072096098711567,False,67,0.8725565541516288,0.0030816441363883266
67,2020-03-29,0,91.56398875665894,8.072096098711567,False,68,0.9738871168145179,0.0030816441363883266
68,2020-03-30,0,91.56398875665894,8.072096098711567,False,69,1.0861483305008852,0.0030816441363883266
69,2020-03-31,0,91.56398875665894,8.072096098711567,False,70,1.2103176191283085,0.0030816441363883266
70,2020-04-01,0,91.56398875665894,8.072096098711567,False,71,1.347411836704606,0.0030816441363883266
71,2020-04-02,0,91.56398875665894,8.072096098711567,False,72,1.4984767151725638,0.0030816441363883266
72,2020-04-03,0,91.56398875665894,8.072096098711567,False,73,1.6645729150159403,0.0030816441363883266
73,2020-04-04,1,91.56398875665894,8.072096098711567,False,74,1.846758275492015,0.0030816441363883266
74,2020-04-05,2,91.56398875665894,8.072096098711567,False,75,2.04606594170794,0.0030816441363883266
75,2020-04-06,2,91.56398875665894,8.072096098711567,False,76,2.2634781800632098,0.0030816441363883266
76,2020-04-07,2,91.56398875665894,8.072096098711567,False,77,2.499895891446374,0.0030816441363883266
77,2020-04-08,5,91.56398875665894,8.072096098711567,False,78,2.7561040993544705,0.0030816441363883266
78,2020-04-09,5,91.56398875665894,8.072096098711567,False,79,3.0327340283146125,0.0030816441363883266
79,2020-04-10,5,91.56398875665894,8.072096098711567,False,80,3.3302227883659676,0.0030816441363883266
