,Report_Date,Saint Kitts and Nevis_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
28,2020-02-19,0,77.09993073495481,8.984762307529293,True,29,0.08450922096108025,17.969524615056347
29,2020-02-20,0,77.09993073495481,8.984762307529293,True,30,0.09440884356664955,17.969524615056347
30,2020-02-21,0,77.09993073495481,8.984762307529293,True,31,0.10546129472878252,17.969524615056347
31,2020-02-22,0,77.09993073495481,8.984762307529293,True,32,0.11779913023774138,17.969524615056347
32,2020-02-23,0,77.09993073495481,8.984762307529293,True,33,0.13156972893580038,17.969524615056347
33,2020-02-24,0,77.09993073495481,8.984762307529293,True,34,0.14693684669239324,17.969524615056347
34,2020-02-25,0,77.09993073495481,8.984762307529293,True,35,0.16408230739627278,17.969524615056347
35,2020-02-26,0,77.09993073495481,8.984762307529293,True,36,0.18320783632910823,17.969524615056347
36,2020-02-27,0,77.09993073495481,8.984762307529293,True,37,0.2045370394963322,17.969524615056347
37,2020-02-28,0,77.09993073495481,8.984762307529293,True,38,0.22831752998799446,17.969524615056347
38,2020-02-29,0,77.09993073495481,8.984762307529293,True,39,0.2548231990516537,17.969524615056347
39,2020-03-01,0,77.09993073495481,8.984762307529293,True,40,0.2843566250780002,17.969524615056347
40,2020-03-02,0,77.09993073495481,8.984762307529293,True,41,0.31725160789370976,17.969524615056347
41,2020-03-03,0,77.09993073495481,8.984762307529293,True,42,0.35387580835952737,17.969524615056347
42,2020-03-04,0,77.09993073495481,8.984762307529293,True,43,0.39463346399057375,17.969524615056347
43,2020-03-05,0,77.09993073495481,8.984762307529293,True,44,0.43996813983373734,17.969524615056347
44,2020-03-06,0,77.09993073495481,8.984762307529293,True,45,0.49036545982635105,17.969524615056347
45,2020-03-07,0,77.09993073495481,8.984762307529293,True,46,0.546355747001953,17.969524615056347
46,2020-03-08,0,77.09993073495481,8.984762307529293,True,47,0.6085164809208222,17.969524615056347
47,2020-03-09,0,77.09993073495481,8.984762307529293,True,48,0.6774744573819894,17.969524615056347
48,2020-03-10,0,77.09993073495481,8.984762307529293,True,49,0.7539075087528925,17.969524615056347
49,2020-03-11,0,77.09993073495481,8.984762307529293,True,50,0.8385456132790837,17.969524615056347
50,2020-03-12,0,77.09993073495481,8.984762307529293,True,51,0.932171188966648,17.969524615056347
51,2020-03-13,0,77.09993073495481,8.984762307529293,True,52,1.035618332952919,17.969524615056347
52,2020-03-14,0,77.09993073495481,8.984762307529293,True,53,1.1497707321576616,17.969524615056347
53,2020-03-15,0,77.09993073495481,8.984762307529293,True,54,1.2755579376261177,17.969524615056347
54,2020-03-16,0,77.09993073495481,8.984762307529293,True,55,1.4139496664113214,17.969524615056347
55,2020-03-17,0,77.09993073495481,8.984762307529293,True,56,1.5659477751919815,17.969524615056347
56,2020-03-18,0,77.09993073495481,8.984762307529293,True,57,1.7325755442849584,17.969524615056347
57,2020-03-19,0,77.09993073495481,8.984762307529293,True,58,1.9148639255756197,17.969524615056347
58,2020-03-20,0,77.09993073495481,8.984762307529293,True,59,2.1138344503503754,17.969524615056347
59,2020-03-21,0,77.09993073495481,8.984762307529293,True,60,2.330478570765992,17.969524615056347
60,2020-03-22,0,77.09993073495481,8.984762307529293,True,61,2.5657333292075344,17.969524615056347
61,2020-03-23,0,77.09993073495481,8.984762307529293,True,62,2.820453419264084,17.969524615056347
62,2020-03-24,0,77.09993073495481,8.984762307529293,True,63,3.0953799239529176,17.969524615056347
63,2020-03-25,2,77.09993073495481,8.984762307529293,True,64,3.3911062901192497,17.969524615056347
64,2020-03-26,2,77.09993073495481,8.984762307529293,True,65,3.7080424151806652,17.969524615056347
65,2020-03-27,2,77.09993073495481,8.984762307529293,True,66,4.046378067907682,17.969524615056347
66,2020-03-28,2,77.09993073495481,8.984762307529293,True,67,4.406047213621428,17.969524615056347
67,2020-03-29,2,77.09993073495481,8.984762307529293,True,68,4.786695131361311,17.969524615056347
68,2020-03-30,7,77.09993073495481,8.984762307529293,True,69,5.187650453526955,17.969524615056347
69,2020-03-31,8,77.09993073495481,8.984762307529293,True,70,5.607904380189104,17.969524615056347
70,2020-04-01,8,77.09993073495481,8.984762307529293,True,71,6.046099275253484,17.969524615056347
71,2020-04-02,9,77.09993073495481,8.984762307529293,True,72,6.500528603922442,17.969524615056347
72,2020-04-03,9,77.09993073495481,8.984762307529293,True,73,6.969149702471799,17.969524615056347
73,2020-04-04,9,77.09993073495481,8.984762307529293,True,74,7.449610190190146,17.969524615056347
74,2020-04-05,10,77.09993073495481,8.984762307529293,True,75,7.9392879782443915,17.969524615056347
75,2020-04-06,10,77.09993073495481,8.984762307529293,True,76,8.435343871125358,17.969524615056347
76,2020-04-07,11,77.09993073495481,8.984762307529293,True,77,8.934784788258613,17.969524615056347
77,2020-04-08,11,77.09993073495481,8.984762307529293,True,78,9.434534764712682,17.969524615056347
78,2020-04-09,11,77.09993073495481,8.984762307529293,True,79,9.93151022613287,17.969524615056347
79,2020-04-10,12,77.09993073495481,8.984762307529293,True,80,10.422695659001745,17.969524615056347
80,2020-04-11,12,77.09993073495481,8.984762307529293,True,81,10.905215762410739,17.969524615056347
81,2020-04-12,12,77.09993073495481,8.984762307529293,True,82,11.37640047637808,17.969524615056347
82,2020-04-13,12,77.09993073495481,8.984762307529293,True,83,11.833839893477723,17.969524615056347
83,2020-04-14,14,77.09993073495481,8.984762307529293,True,84,12.275426896278782,17.969524615056347
84,2020-04-15,14,77.09993073495481,8.984762307529293,True,85,12.69938632011841,17.969524615056347
85,2020-04-16,14,77.09993073495481,8.984762307529293,True,86,13.104290409864117,17.969524615056347
86,2020-04-17,14,77.09993073495481,8.984762307529293,True,87,13.489061221713957,17.969524615056347
87,2020-04-18,14,77.09993073495481,8.984762307529293,True,88,13.852961341143294,17.969524615056347
88,2020-04-19,14,77.09993073495481,8.984762307529293,True,89,14.1955748006298,17.969524615056347
89,2020-04-20,15,77.09993073495481,8.984762307529293,True,90,14.516780371926101,17.969524615056347
90,2020-04-21,15,77.09993073495481,8.984762307529293,True,91,14.816719490749762,17.969524615056347
91,2020-04-22,15,77.09993073495481,8.984762307529293,True,92,15.095760979933102,17.969524615056347
92,2020-04-23,15,77.09993073495481,8.984762307529293,True,93,15.354464514549822,17.969524615056347
93,2020-04-24,15,77.09993073495481,8.984762307529293,True,94,15.593544466576798,17.969524615056347
94,2020-04-25,15,77.09993073495481,8.984762307529293,True,95,15.81383542119441,17.969524615056347
95,2020-04-26,15,77.09993073495481,8.984762307529293,True,96,16.0162603083522,17.969524615056347
96,2020-04-27,15,77.09993073495481,8.984762307529293,True,97,16.201801768790162,17.969524615056347
97,2020-04-28,15,77.09993073495481,8.984762307529293,True,98,16.371477090791927,17.969524615056347
98,2020-04-29,15,77.09993073495481,8.984762307529293,True,99,16.52631682151292,17.969524615056347
99,2020-04-30,15,77.09993073495481,8.984762307529293,True,100,16.667346976932294,17.969524615056347
100,2020-05-01,15,77.09993073495481,8.984762307529293,True,101,16.79557464460565,17.969524615056347
101,2020-05-02,15,77.09993073495481,8.984762307529293,True,102,16.911976687672702,17.969524615056347
102,2020-05-03,15,77.09993073495481,8.984762307529293,True,103,17.017491209680447,17.969524615056347
103,2020-05-04,15,77.09993073495481,8.984762307529293,True,104,17.113011420001563,17.969524615056347
104,2020-05-05,15,77.09993073495481,8.984762307529293,True,105,17.19938154162311,17.969524615056347
105,2020-05-06,15,77.09993073495481,8.984762307529293,True,106,17.277394420362615,17.969524615056347
106,2020-05-07,15,77.09993073495481,8.984762307529293,True,107,17.347790521713392,17.969524615056347
107,2020-05-08,15,77.09993073495481,8.984762307529293,True,108,17.411258034215848,17.969524615056347
108,2020-05-09,15,77.09993073495481,8.984762307529293,True,109,17.468433833227635,17.969524615056347
109,2020-05-10,15,77.09993073495481,8.984762307529293,True,110,17.51990509386973,17.969524615056347
110,2020-05-11,15,77.09993073495481,8.984762307529293,True,111,17.566211375163633,17.969524615056347
111,2020-05-12,15,77.09993073495481,8.984762307529293,True,112,17.607847027955874,17.969524615056347
112,2020-05-13,15,77.09993073495481,8.984762307529293,True,113,17.645263806616967,17.969524615056347
113,2020-05-14,15,77.09993073495481,8.984762307529293,True,114,17.678873588502455,17.969524615056347
114,2020-05-15,15,77.09993073495481,8.984762307529293,True,115,17.709051125805242,17.969524615056347
115,2020-05-16,15,77.09993073495481,8.984762307529293,True,116,17.73613677189155,17.969524615056347
116,2020-05-17,15,77.09993073495481,8.984762307529293,True,117,17.76043913876782,17.969524615056347
117,2020-05-18,15,77.09993073495481,8.984762307529293,True,118,17.78223765428701,17.969524615056347
118,2020-05-19,15,77.09993073495481,8.984762307529293,True,119,17.801784997398173,17.969524615056347
119,2020-05-20,15,77.09993073495481,8.984762307529293,True,120,17.819309397491416,17.969524615056347
120,2020-05-21,15,77.09993073495481,8.984762307529293,True,121,17.835016789992704,17.969524615056347
121,2020-05-22,15,77.09993073495481,8.984762307529293,True,122,17.849092825089034,17.969524615056347
122,2020-05-23,15,77.09993073495481,8.984762307529293,True,123,17.861704730056083,17.969524615056347
123,2020-05-24,15,77.09993073495481,8.984762307529293,True,124,17.87300302832618,17.969524615056347
124,2020-05-25,15,77.09993073495481,8.984762307529293,True,125,17.883123120353268,17.969524615056347
125,2020-05-26,15,77.09993073495481,8.984762307529293,True,126,17.892186732654856,17.969524615056347
126,2020-05-27,15,77.09993073495481,8.984762307529293,True,127,17.900303242264886,17.969524615056347
127,2020-05-28,15,77.09993073495481,8.984762307529293,True,128,17.907570884320158,17.969524615056347
128,2020-05-29,15,77.09993073495481,8.984762307529293,True,129,17.91407785071208,17.969524615056347
129,2020-05-30,15,77.09993073495481,8.984762307529293,True,130,17.91990328773375,17.969524615056347
130,2020-05-31,15,77.09993073495481,8.984762307529293,True,131,17.92511820049585,17.969524615056347
131,2020-06-01,15,77.09993073495481,8.984762307529293,True,132,17.929786271617182,17.969524615056347
132,2020-06-02,15,77.09993073495481,8.984762307529293,True,133,17.933964601352173,17.969524615056347
133,2020-06-03,15,77.09993073495481,8.984762307529293,True,134,17.937704375925275,17.969524615056347
134,2020-06-04,15,77.09993073495481,8.984762307529293,True,135,17.941051470421986,17.969524615056347
135,2020-06-05,15,77.09993073495481,8.984762307529293,True,136,17.944046992153798,17.969524615056347
136,2020-06-06,15,77.09993073495481,8.984762307529293,True,137,17.9467277699821,17.969524615056347
137,2020-06-07,15,77.09993073495481,8.984762307529293,True,138,17.949126794662224,17.969524615056347
138,2020-06-08,15,77.09993073495481,8.984762307529293,True,139,17.951273614859648,17.969524615056347
139,2020-06-09,15,77.09993073495481,8.984762307529293,True,140,17.953194693100315,17.969524615056347
140,2020-06-10,15,77.09993073495481,8.984762307529293,True,141,17.954913725548245,17.969524615056347
141,2020-06-11,15,77.09993073495481,8.984762307529293,True,142,17.956451929158323,17.969524615056347
142,2020-06-12,15,77.09993073495481,8.984762307529293,True,143,17.957828299430176,17.969524615056347
143,2020-06-13,15,77.09993073495481,8.984762307529293,True,144,17.959059841690994,17.969524615056347
144,2020-06-14,15,77.09993073495481,8.984762307529293,True,145,17.96016177856029,17.969524615056347
145,2020-06-15,15,77.09993073495481,8.984762307529293,True,146,17.96114773599689,17.969524615056347
146,2020-06-16,15,77.09993073495481,8.984762307529293,True,147,17.962029910097268,17.969524615056347
147,2020-06-17,15,77.09993073495481,8.984762307529293,True,148,17.962819216603144,17.969524615056347
148,2020-06-18,15,77.09993073495481,8.984762307529293,True,149,17.963525424883766,17.969524615056347
149,2020-06-19,15,77.09993073495481,8.984762307529293,True,150,17.964157277983702,17.969524615056347
150,2020-06-20,15,77.09993073495481,8.984762307529293,True,151,17.964722600168002,17.969524615056347
151,2020-06-21,15,77.09993073495481,8.984762307529293,True,152,17.9652283932532,17.969524615056347
152,2020-06-22,15,77.09993073495481,8.984762307529293,True,153,17.965680922882378,17.969524615056347
153,2020-06-23,15,77.09993073495481,8.984762307529293,True,154,17.96608579578526,17.969524615056347
154,2020-06-24,15,77.09993073495481,8.984762307529293,True,155,17.966448028958254,17.969524615056347
155,2020-06-25,15,77.09993073495481,8.984762307529293,True,156,17.966772111603802,17.969524615056347
156,2020-06-26,15,77.09993073495481,8.984762307529293,True,157,17.96706206058237,17.969524615056347
157,2020-06-27,15,77.09993073495481,8.984762307529293,True,158,17.967321470052976,17.969524615056347
158,2020-06-28,15,77.09993073495481,8.984762307529293,True,159,17.96755355590831,17.969524615056347
159,2020-06-29,15,77.09993073495481,8.984762307529293,True,160,17.96776119554808,17.969524615056347
160,2020-06-30,15,77.09993073495481,8.984762307529293,True,161,17.967946963477743,17.969524615056347
161,2020-07-01,15,77.09993073495481,8.984762307529293,True,162,17.96811316316934,17.969524615056347
162,2020-07-02,15,77.09993073495481,8.984762307529293,True,163,17.9682618555757,17.969524615056347
163,2020-07-03,15,77.09993073495481,8.984762307529293,True,164,17.968394884648607,17.969524615056347
164,2020-07-04,16,77.09993073495481,8.984762307529293,True,165,17.96851390017496,17.969524615056347
165,2020-07-05,16,77.09993073495481,8.984762307529293,True,166,17.96862037821222,17.969524615056347
166,2020-07-06,16,77.09993073495481,8.984762307529293,True,167,17.968715639375002,17.969524615056347
167,2020-07-07,16,77.09993073495481,8.984762307529293,True,168,17.96880086519842,17.969524615056347
168,2020-07-08,16,77.09993073495481,8.984762307529293,True,169,17.968877112780117,17.969524615056347
169,2020-07-09,16,77.09993073495481,8.984762307529293,True,170,17.96894532788179,17.969524615056347
170,2020-07-10,17,77.09993073495481,8.984762307529293,True,171,17.96900635665217,17.969524615056347
171,2020-07-11,17,77.09993073495481,8.984762307529293,True,172,17.969060956116227,17.969524615056347
172,2020-07-12,17,77.09993073495481,8.984762307529293,True,173,17.969109803560404,17.969524615056347
173,2020-07-13,17,77.09993073495481,8.984762307529293,True,174,17.969153504929942,17.969524615056347
174,2020-07-14,17,77.09993073495481,8.984762307529293,True,175,17.969192602342215,17.969524615056347
175,2020-07-15,17,77.09993073495481,8.984762307529293,True,176,17.969227580809026,17.969524615056347
176,2020-07-16,17,77.09993073495481,8.984762307529293,True,177,17.96925887425118,17.969524615056347
177,2020-07-17,17,77.09993073495481,8.984762307529293,True,178,17.9692868708797,17.969524615056347
178,2020-07-18,17,77.09993073495481,8.984762307529293,True,179,17.9693119180104,17.969524615056347
179,2020-07-19,17,77.09993073495481,8.984762307529293,True,180,17.969334326371495,17.969524615056347
180,2020-07-20,17,77.09993073495481,8.984762307529293,True,181,17.96935437395752,17.969524615056347
181,2020-07-21,17,77.09993073495481,8.984762307529293,True,182,17.96937230947737,17.969524615056347
182,2020-07-22,17,77.09993073495481,8.984762307529293,True,183,17.96938835543923,17.969524615056347
183,2020-07-23,17,77.09993073495481,8.984762307529293,True,184,17.969402710910543,17.969524615056347
184,2020-07-24,17,77.09993073495481,8.984762307529293,True,185,17.969415553987304,17.969524615056347
185,2020-07-25,17,77.09993073495481,8.984762307529293,True,186,17.969427044003258,17.969524615056347
186,2020-07-26,17,77.09993073495481,8.984762307529293,True,187,17.969437323506387,17.969524615056347
187,2020-07-27,17,77.09993073495481,8.984762307529293,True,188,17.969446520027223,17.969524615056347
188,2020-07-28,17,77.09993073495481,8.984762307529293,True,189,17.96945474766087,17.969524615056347
189,2020-07-29,17,77.09993073495481,8.984762307529293,True,190,17.969462108482393,17.969524615056347
190,2020-07-30,17,77.09993073495481,8.984762307529293,True,191,17.969468693813106,17.969524615056347
191,2020-07-31,17,77.09993073495481,8.984762307529293,True,192,17.969474585353463,17.969524615056347
192,2020-08-01,17,77.09993073495481,8.984762307529293,True,193,17.969479856196603,17.969524615056347
193,2020-08-02,17,77.09993073495481,8.984762307529293,True,194,17.969484571735137,17.969524615056347
194,2020-08-03,17,77.09993073495481,8.984762307529293,True,195,17.96948879047241,17.969524615056347
195,2020-08-04,17,77.09993073495481,8.984762307529293,True,196,17.96949256474826,17.969524615056347
196,2020-08-05,17,77.09993073495481,8.984762307529293,True,197,17.96949594138838,17.969524615056347
197,2020-08-06,17,77.09993073495481,8.984762307529293,True,198,17.969498962285233,17.969524615056347
198,2020-08-07,17,77.09993073495481,8.984762307529293,True,199,17.96950166491776,17.969524615056347
199,2020-08-08,17,77.09993073495481,8.984762307529293,True,200,17.96950408281639,17.969524615056347
200,2020-08-09,17,77.09993073495481,8.984762307529293,True,201,17.969506245978987,17.969524615056347
201,2020-08-10,17,77.09993073495481,8.984762307529293,True,202,17.96950818124304,17.969524615056347
202,2020-08-11,17,77.09993073495481,8.984762307529293,True,203,17.969509912618598,17.969524615056347
203,2020-08-12,17,77.09993073495481,8.984762307529293,True,204,17.96951146158618,17.969524615056347
204,2020-08-13,17,77.09993073495481,8.984762307529293,True,205,17.969512847363227,17.969524615056347
205,2020-08-14,17,77.09993073495481,8.984762307529293,True,206,17.96951408714256,17.969524615056347
206,2020-08-15,17,77.09993073495481,8.984762307529293,True,207,17.969515196305668,17.969524615056347
207,2020-08-16,17,77.09993073495481,8.984762307529293,True,208,17.96951618861353,17.969524615056347
208,2020-08-17,17,77.09993073495481,8.984762307529293,True,209,17.969517076377347,17.969524615056347
209,2020-08-18,17,77.09993073495481,8.984762307529293,True,210,17.9695178706113,17.969524615056347
210,2020-08-19,17,77.09993073495481,8.984762307529293,True,211,17.969518581169158,17.969524615056347
211,2020-08-20,17,77.09993073495481,8.984762307529293,True,212,17.969519216866576,17.969524615056347
212,2020-08-21,17,77.09993073495481,8.984762307529293,True,213,17.96951978559043,17.969524615056347
213,2020-08-22,17,77.09993073495481,8.984762307529293,True,214,17.96952029439667,17.969524615056347
214,2020-08-23,17,77.09993073495481,8.984762307529293,True,215,17.969520749597898,17.969524615056347
215,2020-08-24,17,77.09993073495481,8.984762307529293,True,216,17.96952115684163,17.969524615056347
216,2020-08-25,17,77.09993073495481,8.984762307529293,True,217,17.9695215211804,17.969524615056347
217,2020-08-26,17,77.09993073495481,8.984762307529293,True,218,17.969521847134445,17.969524615056347
218,2020-08-27,17,77.09993073495481,8.984762307529293,True,219,17.969522138747763,17.969524615056347
219,2020-08-28,17,77.09993073495481,8.984762307529293,True,220,17.969522399638304,17.969524615056347
220,2020-08-29,17,77.09993073495481,8.984762307529293,True,221,17.96952263304285,17.969524615056347
221,2020-08-30,17,77.09993073495481,8.984762307529293,True,222,17.969522841857174,17.969524615056347
222,2020-08-31,17,77.09993073495481,8.984762307529293,True,223,17.969523028671965,17.969524615056347
223,2020-09-01,17,77.09993073495481,8.984762307529293,True,224,17.969523195804975,17.969524615056347
224,2020-09-02,17,77.09993073495481,8.984762307529293,True,225,17.969523345329765,17.969524615056347
225,2020-09-03,17,77.09993073495481,8.984762307529293,True,226,17.969523479101447,17.969524615056347
226,2020-09-04,17,77.09993073495481,8.984762307529293,True,227,17.969523598779674,17.969524615056347
227,2020-09-05,17,77.09993073495481,8.984762307529293,True,228,17.969523705849262,17.969524615056347
228,2020-09-06,17,77.09993073495481,8.984762307529293,True,229,17.96952380163858,17.969524615056347
229,2020-09-07,17,77.09993073495481,8.984762307529293,True,230,17.969523887336063,17.969524615056347
230,2020-09-08,17,77.09993073495481,8.984762307529293,True,231,17.969523964004928,17.969524615056347
231,2020-09-09,17,77.09993073495481,8.984762307529293,True,232,17.969524032596382,17.969524615056347
232,2020-09-10,17,77.09993073495481,8.984762307529293,True,233,17.96952409396141,17.969524615056347
233,2020-09-11,17,77.09993073495481,8.984762307529293,True,234,17.96952414886136,17.969524615056347
234,2020-09-12,17,77.09993073495481,8.984762307529293,True,235,17.96952419797735,17.969524615056347
235,2020-09-13,17,77.09993073495481,8.984762307529293,True,236,17.96952424191875,17.969524615056347
236,2020-09-14,17,77.09993073495481,8.984762307529293,True,237,17.969524281230722,17.969524615056347
237,2020-09-15,17,77.09993073495481,8.984762307529293,True,238,17.969524316401,17.969524615056347
238,2020-09-16,17,77.09993073495481,8.984762307529293,True,239,17.969524347865928,17.969524615056347
239,2020-09-17,17,77.09993073495481,8.984762307529293,True,240,17.969524376015887,17.969524615056347
240,2020-09-18,17,77.09993073495481,8.984762307529293,True,241,17.96952440120012,17.969524615056347
241,2020-09-19,17,77.09993073495481,8.984762307529293,True,242,17.96952442373108,17.969524615056347
242,2020-09-20,17,77.09993073495481,8.984762307529293,True,243,17.969524443888297,17.969524615056347
243,2020-09-21,19,77.09993073495481,8.984762307529293,True,244,17.969524461921864,17.969524615056347
244,2020-09-22,19,77.09993073495481,8.984762307529293,True,245,17.969524478055515,17.969524615056347
245,2020-09-23,19,77.09993073495481,8.984762307529293,True,246,17.96952449248941,17.969524615056347
246,2020-09-24,19,77.09993073495481,8.984762307529293,True,247,17.969524505402624,17.969524615056347
247,2020-09-25,19,77.09993073495481,8.984762307529293,True,248,17.969524516955378,17.969524615056347
248,2020-09-26,19,77.09993073495481,8.984762307529293,True,249,17.969524527290996,17.969524615056347
249,2020-09-27,19,77.09993073495481,8.984762307529293,True,250,17.96952453653771,17.969524615056347
250,2020-09-28,19,77.09993073495481,8.984762307529293,True,251,17.969524544810238,17.969524615056347
251,2020-09-29,19,77.09993073495481,8.984762307529293,True,252,17.969524552211222,17.969524615056347
252,2020-09-30,19,77.09993073495481,8.984762307529293,True,253,17.969524558832475,17.969524615056347
253,2020-10-01,19,77.09993073495481,8.984762307529293,True,254,17.96952456475615,17.969524615056347
254,2020-10-02,19,77.09993073495481,8.984762307529293,True,255,17.96952457005574,17.969524615056347
255,2020-10-03,19,77.09993073495481,8.984762307529293,True,256,17.969524574796996,17.969524615056347
256,2020-10-04,19,77.09993073495481,8.984762307529293,True,257,17.969524579038733,17.969524615056347
257,2020-10-05,19,77.09993073495481,8.984762307529293,True,258,17.96952458283359,17.969524615056347
258,2020-10-06,19,77.09993073495481,8.984762307529293,True,259,17.96952458622864,17.969524615056347
259,2020-10-07,19,77.09993073495481,8.984762307529293,True,260,17.969524589266005,17.969524615056347
260,2020-10-08,19,77.09993073495481,8.984762307529293,True,261,17.96952459198337,17.969524615056347
261,2020-10-09,19,77.09993073495481,8.984762307529293,True,262,17.96952459441445,17.969524615056347
262,2020-10-10,19,77.09993073495481,8.984762307529293,True,263,17.9695245965894,17.969524615056347
263,2020-10-11,19,77.09993073495481,8.984762307529293,True,264,17.969524598535216,17.969524615056347
264,2020-10-12,19,77.09993073495481,8.984762307529293,True,265,17.969524600276024,17.969524615056347
265,2020-10-13,19,77.09993073495481,8.984762307529293,True,266,17.969524601833434,17.969524615056347
266,2020-10-14,19,77.09993073495481,8.984762307529293,True,267,17.969524603226763,17.969524615056347
267,2020-10-15,19,77.09993073495481,8.984762307529293,True,268,17.969524604473303,17.969524615056347
268,2020-10-16,19,77.09993073495481,8.984762307529293,True,269,17.96952460558851,17.969524615056347
269,2020-10-17,19,77.09993073495481,8.984762307529293,True,270,17.969524606586223,17.969524615056347
270,2020-10-18,19,77.09993073495481,8.984762307529293,True,271,17.969524607478824,17.969524615056347
271,2020-10-19,19,77.09993073495481,8.984762307529293,True,272,17.969524608277386,17.969524615056347
272,2020-10-20,19,77.09993073495481,8.984762307529293,True,273,17.96952460899182,17.969524615056347
273,2020-10-21,19,77.09993073495481,8.984762307529293,True,274,17.96952460963098,17.969524615056347
274,2020-10-22,19,77.09993073495481,8.984762307529293,True,275,17.969524610202804,17.969524615056347
275,2020-10-23,19,77.09993073495481,8.984762307529293,True,276,17.96952461071438,17.969524615056347
276,2020-10-24,19,77.09993073495481,8.984762307529293,True,277,17.969524611172062,17.969524615056347
277,2020-10-25,19,77.09993073495481,8.984762307529293,True,278,17.969524611581523,17.969524615056347
278,2020-10-26,19,77.09993073495481,8.984762307529293,True,279,17.96952461194785,17.969524615056347
279,2020-10-27,19,77.09993073495481,8.984762307529293,True,280,17.969524612275578,17.969524615056347
280,2020-10-28,19,77.09993073495481,8.984762307529293,True,281,17.969524612568783,17.969524615056347
281,2020-10-29,19,77.09993073495481,8.984762307529293,True,282,17.969524612831094,17.969524615056347
282,2020-10-30,19,77.09993073495481,8.984762307529293,True,283,17.96952461306577,17.969524615056347
283,2020-10-31,19,77.09993073495481,8.984762307529293,True,284,17.96952461327572,17.969524615056347
284,2020-11-01,19,77.09993073495481,8.984762307529293,True,285,17.969524613463555,17.969524615056347
285,2020-11-02,19,77.09993073495481,8.984762307529293,True,286,17.969524613631595,17.969524615056347
286,2020-11-03,19,77.09993073495481,8.984762307529293,True,287,17.96952461378194,17.969524615056347
287,2020-11-04,19,77.09993073495481,8.984762307529293,True,288,17.969524613916438,17.969524615056347
288,2020-11-05,19,77.09993073495481,8.984762307529293,True,289,17.969524614036768,17.969524615056347
289,2020-11-06,19,77.09993073495481,8.984762307529293,True,290,17.96952461414442,17.969524615056347
290,2020-11-07,19,77.09993073495481,8.984762307529293,True,291,17.969524614240733,17.969524615056347
291,2020-11-08,19,77.09993073495481,8.984762307529293,True,292,17.969524614326897,17.969524615056347
292,2020-11-09,19,77.09993073495481,8.984762307529293,True,293,17.969524614403984,17.969524615056347
