,Report_Date,Malawi_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
36,2020-02-27,0,180.99153188074675,2996.319436054989,True,37,0.630550212986565,5502.257355928445
37,2020-02-28,0,180.99153188074675,2996.319436054989,True,38,0.671958229861537,5502.257355928445
38,2020-02-29,0,180.99153188074675,2996.319436054989,True,39,0.7160851720768863,5502.257355928445
39,2020-03-01,0,180.99153188074675,2996.319436054989,True,40,0.7631095251102206,5502.257355928445
40,2020-03-02,0,180.99153188074675,2996.319436054989,True,41,0.8132214852453493,5502.257355928445
41,2020-03-03,0,180.99153188074675,2996.319436054989,True,42,0.8666237271316825,5502.257355928445
42,2020-03-04,0,180.99153188074675,2996.319436054989,True,43,0.9235322215415871,5502.257355928445
43,2020-03-05,0,180.99153188074675,2996.319436054989,True,44,0.9841771065936884,5502.257355928445
44,2020-03-06,0,180.99153188074675,2996.319436054989,True,45,1.0488036159208156,5502.257355928445
45,2020-03-07,0,180.99153188074675,2996.319436054989,True,46,1.1176730674853148,5502.257355928445
46,2020-03-08,0,180.99153188074675,2996.319436054989,True,47,1.1910639169826132,5502.257355928445
47,2020-03-09,0,180.99153188074675,2996.319436054989,True,48,1.2692728800270068,5502.257355928445
48,2020-03-10,0,180.99153188074675,2996.319436054989,True,49,1.3526161275825959,5502.257355928445
49,2020-03-11,0,180.99153188074675,2996.319436054989,True,50,1.441430559388042,5502.257355928445
50,2020-03-12,0,180.99153188074675,2996.319436054989,True,51,1.536075160427314,5502.257355928445
51,2020-03-13,0,180.99153188074675,2996.319436054989,True,52,1.6369324458208978,5502.257355928445
52,2020-03-14,0,180.99153188074675,2996.319436054989,True,53,1.7444099998541516,5502.257355928445
53,2020-03-15,0,180.99153188074675,2996.319436054989,True,54,1.858942115222688,5502.257355928445
54,2020-03-16,0,180.99153188074675,2996.319436054989,True,55,1.9809915389600623,5502.257355928445
55,2020-03-17,0,180.99153188074675,2996.319436054989,True,56,2.1110513319219204,5502.257355928445
56,2020-03-18,0,180.99153188074675,2996.319436054989,True,57,2.2496468491343156,5502.257355928445
57,2020-03-19,0,180.99153188074675,2996.319436054989,True,58,2.397337848773511,5502.257355928445
58,2020-03-20,0,180.99153188074675,2996.319436054989,True,59,2.554720738031707,5502.257355928445
59,2020-03-21,0,180.99153188074675,2996.319436054989,True,60,2.7224309646390483,5502.257355928445
60,2020-03-22,0,180.99153188074675,2996.319436054989,True,61,2.901145563358606,5502.257355928445
61,2020-03-23,0,180.99153188074675,2996.319436054989,True,62,3.0915858673492074,5502.257355928445
62,2020-03-24,0,180.99153188074675,2996.319436054989,True,63,3.2945203949026505,5502.257355928445
63,2020-03-25,0,180.99153188074675,2996.319436054989,True,64,3.5107679227084807,5502.257355928445
64,2020-03-26,0,180.99153188074675,2996.319436054989,True,65,3.7412007574827895,5502.257355928445
65,2020-03-27,0,180.99153188074675,2996.319436054989,True,66,3.986748218519107,5502.257355928445
66,2020-03-28,0,180.99153188074675,2996.319436054989,True,67,4.248400344480851,5502.257355928445
67,2020-03-29,0,180.99153188074675,2996.319436054989,True,68,4.527211838557797,5502.257355928445
68,2020-03-30,0,180.99153188074675,2996.319436054989,True,69,4.824306266955087,5502.257355928445
69,2020-03-31,0,180.99153188074675,2996.319436054989,True,70,5.1408805265739534,5502.257355928445
70,2020-04-01,0,180.99153188074675,2996.319436054989,True,71,5.478209598680263,5502.257355928445
71,2020-04-02,3,180.99153188074675,2996.319436054989,True,72,5.83765160634123,5502.257355928445
72,2020-04-03,3,180.99153188074675,2996.319436054989,True,73,6.220653194443797,5502.257355928445
73,2020-04-04,4,180.99153188074675,2996.319436054989,True,74,6.628755252191173,5502.257355928445
74,2020-04-05,4,180.99153188074675,2996.319436054989,True,75,7.0635989991077,5502.257355928445
75,2020-04-06,5,180.99153188074675,2996.319436054989,True,76,7.526932456767352,5502.257355928445
76,2020-04-07,8,180.99153188074675,2996.319436054989,True,77,8.020617329698098,5502.257355928445
77,2020-04-08,8,180.99153188074675,2996.319436054989,True,78,8.546636320202776,5502.257355928445
78,2020-04-09,8,180.99153188074675,2996.319436054989,True,79,9.10710090317703,5502.257355928445
79,2020-04-10,9,180.99153188074675,2996.319436054989,True,80,9.704259588394601,5502.257355928445
80,2020-04-11,12,180.99153188074675,2996.319436054989,True,81,10.340506699168921,5502.257355928445
81,2020-04-12,13,180.99153188074675,2996.319436054989,True,82,11.018391697784379,5502.257355928445
82,2020-04-13,16,180.99153188074675,2996.319436054989,True,83,11.74062908961814,5502.257355928445
83,2020-04-14,16,180.99153188074675,2996.319436054989,True,84,12.51010893943952,5502.257355928445
84,2020-04-15,16,180.99153188074675,2996.319436054989,True,85,13.329908034972995,5502.257355928445
85,2020-04-16,16,180.99153188074675,2996.319436054989,True,86,14.203301734436502,5502.257355928445
86,2020-04-17,17,180.99153188074675,2996.319436054989,True,87,15.133776536410153,5502.257355928445
87,2020-04-18,17,180.99153188074675,2996.319436054989,True,88,16.125043412041673,5502.257355928445
88,2020-04-19,17,180.99153188074675,2996.319436054989,True,89,17.181051941241407,5502.257355928445
89,2020-04-20,17,180.99153188074675,2996.319436054989,True,90,18.306005296147596,5502.257355928445
90,2020-04-21,18,180.99153188074675,2996.319436054989,True,91,19.504376116733194,5502.257355928445
91,2020-04-22,23,180.99153188074675,2996.319436054989,True,92,20.78092332495989,5502.257355928445
92,2020-04-23,33,180.99153188074675,2996.319436054989,True,93,22.140709925337944,5502.257355928445
93,2020-04-24,33,180.99153188074675,2996.319436054989,True,94,23.589121841095327,5502.257355928445
94,2020-04-25,33,180.99153188074675,2996.319436054989,True,95,25.13188783636231,5502.257355928445
95,2020-04-26,34,180.99153188074675,2996.319436054989,True,96,26.775100575803474,5502.257355928445
96,2020-04-27,36,180.99153188074675,2996.319436054989,True,97,28.52523887393176,5502.257355928445
97,2020-04-28,36,180.99153188074675,2996.319436054989,True,98,30.38919118687188,5502.257355928445
98,2020-04-29,36,180.99153188074675,2996.319436054989,True,99,32.37428039954545,5502.257355928445
99,2020-04-30,37,180.99153188074675,2996.319436054989,True,100,34.48828996106302,5502.257355928445
100,2020-05-01,37,180.99153188074675,2996.319436054989,True,101,36.73949142045654,5502.257355928445
101,2020-05-02,38,180.99153188074675,2996.319436054989,True,102,39.13667341368474,5502.257355928445
102,2020-05-03,39,180.99153188074675,2996.319436054989,True,103,41.689172151002865,5502.257355928445
103,2020-05-04,41,180.99153188074675,2996.319436054989,True,104,44.40690345119728,5502.257355928445
104,2020-05-05,41,180.99153188074675,2996.319436054989,True,105,47.30039636572996,5502.257355928445
105,2020-05-06,43,180.99153188074675,2996.319436054989,True,106,50.380828431382156,5502.257355928445
106,2020-05-07,43,180.99153188074675,2996.319436054989,True,107,53.660062584384,5502.257355928445
107,2020-05-08,43,180.99153188074675,2996.319436054989,True,108,57.1506857620999,5502.257355928445
108,2020-05-09,56,180.99153188074675,2996.319436054989,True,109,60.86604920993009,5502.257355928445
109,2020-05-10,56,180.99153188074675,2996.319436054989,True,110,64.82031050097778,5502.257355928445
110,2020-05-11,57,180.99153188074675,2996.319436054989,True,111,69.02847726400289,5502.257355928445
111,2020-05-12,57,180.99153188074675,2996.319436054989,True,112,73.50645260098935,5502.257355928445
112,2020-05-13,63,180.99153188074675,2996.319436054989,True,113,78.27108215903135,5502.257355928445
113,2020-05-14,63,180.99153188074675,2996.319436054989,True,114,83.34020280190055,5502.257355928445
114,2020-05-15,63,180.99153188074675,2996.319436054989,True,115,88.73269280428977,5502.257355928445
115,2020-05-16,65,180.99153188074675,2996.319436054989,True,116,94.46852346599408,5502.257355928445
116,2020-05-17,70,180.99153188074675,2996.319436054989,True,117,100.56881201384307,5502.257355928445
117,2020-05-18,70,180.99153188074675,2996.319436054989,True,118,107.05587562565788,5502.257355928445
118,2020-05-19,70,180.99153188074675,2996.319436054989,True,119,113.95328637248453,5502.257355928445
119,2020-05-20,71,180.99153188074675,2996.319436054989,True,120,121.28592683244831,5502.257355928445
120,2020-05-21,72,180.99153188074675,2996.319436054989,True,121,129.08004608136716,5502.257355928445
121,2020-05-22,82,180.99153188074675,2996.319436054989,True,122,137.36331571135193,5502.257355928445
122,2020-05-23,82,180.99153188074675,2996.319436054989,True,123,146.16488546859554,5502.257355928445
123,2020-05-24,83,180.99153188074675,2996.319436054989,True,124,155.51543803503907,5502.257355928445
124,2020-05-25,101,180.99153188074675,2996.319436054989,True,125,165.44724240525224,5502.257355928445
125,2020-05-26,101,180.99153188074675,2996.319436054989,True,126,175.99420522938507,5502.257355928445
126,2020-05-27,101,180.99153188074675,2996.319436054989,True,127,187.19191940522126,5502.257355928445
127,2020-05-28,203,180.99153188074675,2996.319436054989,True,128,199.07770910708,5502.257355928445
128,2020-05-29,273,180.99153188074675,2996.319436054989,True,129,211.69067033657663,5502.257355928445
129,2020-05-30,279,180.99153188074675,2996.319436054989,True,130,225.071705970257,5502.257355928445
130,2020-05-31,284,180.99153188074675,2996.319436054989,True,131,239.26355416224453,5502.257355928445
131,2020-06-01,336,180.99153188074675,2996.319436054989,True,132,254.31080883692698,5502.257355928445
132,2020-06-02,358,180.99153188074675,2996.319436054989,True,133,270.25993087830545,5502.257355928445
133,2020-06-03,369,180.99153188074675,2996.319436054989,True,134,287.15924849023247,5502.257355928445
134,2020-06-04,393,180.99153188074675,2996.319436054989,True,135,305.05894506710507,5502.257355928445
135,2020-06-05,409,180.99153188074675,2996.319436054989,True,136,324.0110327798646,5502.257355928445
136,2020-06-06,409,180.99153188074675,2996.319436054989,True,137,344.06930995012743,5502.257355928445
137,2020-06-07,438,180.99153188074675,2996.319436054989,True,138,365.28930015935106,5502.257355928445
138,2020-06-08,443,180.99153188074675,2996.319436054989,True,139,387.7281709241247,5502.257355928445
139,2020-06-09,455,180.99153188074675,2996.319436054989,True,140,411.4446296678087,5502.257355928445
140,2020-06-10,455,180.99153188074675,2996.319436054989,True,141,436.49879463838187,5502.257355928445
141,2020-06-11,481,180.99153188074675,2996.319436054989,True,142,462.95203836887316,5502.257355928445
142,2020-06-12,481,180.99153188074675,2996.319436054989,True,143,490.8668012573612,5502.257355928445
143,2020-06-13,529,180.99153188074675,2996.319436054989,True,144,520.3063728661821,5502.257355928445
144,2020-06-14,547,180.99153188074675,2996.319436054989,True,145,551.3346386133907,5502.257355928445
145,2020-06-15,555,180.99153188074675,2996.319436054989,True,146,584.0157896629398,5502.257355928445
146,2020-06-16,564,180.99153188074675,2996.319436054989,True,147,618.4139940231593,5502.257355928445
147,2020-06-17,572,180.99153188074675,2996.319436054989,True,148,654.5930271457539,5502.257355928445
148,2020-06-18,592,180.99153188074675,2996.319436054989,True,149,692.6158606893583,5502.257355928445
149,2020-06-19,620,180.99153188074675,2996.319436054989,True,150,732.5442085816742,5502.257355928445
150,2020-06-20,620,180.99153188074675,2996.319436054989,True,151,774.4380300903802,5502.257355928445
151,2020-06-21,730,180.99153188074675,2996.319436054989,True,152,818.3549903013911,5502.257355928445
152,2020-06-22,749,180.99153188074675,2996.319436054989,True,153,864.3498792075616,5502.257355928445
153,2020-06-23,803,180.99153188074675,2996.319436054989,True,154,912.4739915320495,5502.257355928445
154,2020-06-24,941,180.99153188074675,2996.319436054989,True,155,962.7744704449361,5502.257355928445
155,2020-06-25,960,180.99153188074675,2996.319436054989,True,156,1015.2936194710918,5502.257355928445
156,2020-06-26,1005,180.99153188074675,2996.319436054989,True,157,1070.068188117877,5502.257355928445
157,2020-06-27,1038,180.99153188074675,2996.319436054989,True,158,1127.1286380529366,5502.257355928445
158,2020-06-28,1146,180.99153188074675,2996.319436054989,True,159,1186.498398008155,5502.257355928445
159,2020-06-29,1152,180.99153188074675,2996.319436054989,True,160,1248.193116941654,5502.257355928445
160,2020-06-30,1224,180.99153188074675,2996.319436054989,True,161,1312.2199263143507,5502.257355928445
161,2020-07-01,1265,180.99153188074675,2996.319436054989,True,162,1378.5767235830808,5502.257355928445
162,2020-07-02,1342,180.99153188074675,2996.319436054989,True,163,1447.251490124884,5502.257355928445
163,2020-07-03,1498,180.99153188074675,2996.319436054989,True,164,1518.2216577287033,5502.257355928445
164,2020-07-04,1613,180.99153188074675,2996.319436054989,True,165,1591.453538460723,5502.257355928445
165,2020-07-05,1613,180.99153188074675,2996.319436054989,True,166,1666.9018330676913,5502.257355928445
166,2020-07-06,1742,180.99153188074675,2996.319436054989,True,167,1744.509233071482,5502.257355928445
167,2020-07-07,1818,180.99153188074675,2996.319436054989,True,168,1824.206131277337,5502.257355928445
168,2020-07-08,1864,180.99153188074675,2996.319436054989,True,169,1905.9104545274954,5502.257355928445
169,2020-07-09,1942,180.99153188074675,2996.319436054989,True,170,1989.5276311550815,5502.257355928445
170,2020-07-10,2069,180.99153188074675,2996.319436054989,True,171,2074.950703721578,5502.257355928445
171,2020-07-11,2261,180.99153188074675,2996.319436054989,True,172,2162.0605952669143,5502.257355928445
172,2020-07-12,2364,180.99153188074675,2996.319436054989,True,173,2250.726534498583,5502.257355928445
173,2020-07-13,2430,180.99153188074675,2996.319436054989,True,174,2340.8066421535423,5502.257355928445
174,2020-07-14,2497,180.99153188074675,2996.319436054989,True,175,2432.1486772652697,5502.257355928445
175,2020-07-15,2614,180.99153188074675,2996.319436054989,True,176,2524.590938361231,5502.257355928445
176,2020-07-16,2712,180.99153188074675,2996.319436054989,True,177,2617.9633108238345,5502.257355928445
177,2020-07-17,2805,180.99153188074675,2996.319436054989,True,178,2712.0884479046604,5502.257355928445
178,2020-07-18,2810,180.99153188074675,2996.319436054989,True,179,2806.783069328034,5502.257355928445
179,2020-07-19,2907,180.99153188074675,2996.319436054989,True,180,2901.859358196185,5502.257355928445
180,2020-07-20,2992,180.99153188074675,2996.319436054989,True,181,2997.12643414682,5502.257355928445
181,2020-07-21,3045,180.99153188074675,2996.319436054989,True,182,3092.3918785318347,5502.257355928445
182,2020-07-22,3302,180.99153188074675,2996.319436054989,True,183,3187.4632858777554,5502.257355928445
183,2020-07-23,3302,180.99153188074675,2996.319436054989,True,184,3282.149815120635,5502.257355928445
184,2020-07-24,3453,180.99153188074675,2996.319436054989,True,185,3376.263714114751,5502.257355928445
185,2020-07-25,3453,180.99153188074675,2996.319436054989,True,186,3469.6217916951978,5502.257355928445
186,2020-07-26,3640,180.99153188074675,2996.319436054989,True,187,3562.046813094715,5502.257355928445
187,2020-07-27,3664,180.99153188074675,2996.319436054989,True,188,3653.3687967077594,5502.257355928445
188,2020-07-28,3709,180.99153188074675,2996.319436054989,True,189,3743.4261929652507,5502.257355928445
189,2020-07-29,3738,180.99153188074675,2996.319436054989,True,190,3832.066929313825,5502.257355928445
190,2020-07-30,3858,180.99153188074675,2996.319436054989,True,191,3919.149308851632,5502.257355928445
191,2020-07-31,4078,180.99153188074675,2996.319436054989,True,192,4004.5427539179695,5502.257355928445
192,2020-08-01,4186,180.99153188074675,2996.319436054989,True,193,4088.128389725836,5502.257355928445
193,2020-08-02,4231,180.99153188074675,2996.319436054989,True,194,4169.799466831132,5502.257355928445
194,2020-08-03,4272,180.99153188074675,2996.319436054989,True,195,4249.461624729155,5502.257355928445
195,2020-08-04,4361,180.99153188074675,2996.319436054989,True,196,4327.033002055715,5502.257355928445
196,2020-08-05,4426,180.99153188074675,2996.319436054989,True,197,4402.444201665631,5502.257355928445
197,2020-08-06,4491,180.99153188074675,2996.319436054989,True,198,4475.638121207727,5502.257355928445
198,2020-08-07,4575,180.99153188074675,2996.319436054989,True,199,4546.569661678619,5502.257355928445
199,2020-08-08,4624,180.99153188074675,2996.319436054989,True,200,4615.205327806112,5502.257355928445
200,2020-08-09,4658,180.99153188074675,2996.319436054989,True,201,4681.522734995631,5502.257355928445
201,2020-08-10,4674,180.99153188074675,2996.319436054989,True,202,4745.510037996547,5502.257355928445
202,2020-08-11,4714,180.99153188074675,2996.319436054989,True,203,4807.165296449544,5502.257355928445
203,2020-08-12,4752,180.99153188074675,2996.319436054989,True,204,4866.495792112386,5502.257355928445
204,2020-08-13,4912,180.99153188074675,2996.319436054989,True,205,4923.517311886608,5502.257355928445
205,2020-08-14,4988,180.99153188074675,2996.319436054989,True,206,4978.253409842312,5502.257355928445
206,2020-08-15,5026,180.99153188074675,2996.319436054989,True,207,5030.73466032296,5502.257355928445
207,2020-08-16,5072,180.99153188074675,2996.319436054989,True,208,5080.997912964715,5502.257355928445
208,2020-08-17,5125,180.99153188074675,2996.319436054989,True,209,5129.085559139412,5502.257355928445
