,Report_Date,Germany_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
286,2020-11-03,577131,721.7841886168698,346527454.89835346,False,287,673711.8082903728,693054909.7967073
287,2020-11-04,608611,721.7841886168698,346527454.89835346,False,288,684533.410476011,693054909.7967073
288,2020-11-05,631172,721.7841886168698,346527454.89835346,False,289,695528.6617397846,693054909.7967073
289,2020-11-06,653992,721.7841886168698,346527454.89835346,False,290,706700.3428911055,693054909.7967073
290,2020-11-07,668114,721.7841886168698,346527454.89835346,False,291,718051.27908806,693054909.7967073
291,2020-11-08,682624,721.7841886168698,346527454.89835346,False,292,729584.3405387611,693054909.7967073
292,2020-11-09,689146,721.7841886168698,346527454.89835346,False,293,741302.4432135898,693054909.7967073
293,2020-11-10,715693,721.7841886168698,346527454.89835346,False,294,753208.5495685035,693054909.7967073
294,2020-11-11,738094,721.7841886168698,346527454.89835346,False,295,765305.6692795707,693054909.7967073
295,2020-11-12,762832,721.7841886168698,346527454.89835346,False,296,777596.8599889001,693054909.7967073
296,2020-11-13,785093,721.7841886168698,346527454.89835346,False,297,790085.2280621342,693054909.7967073
297,2020-11-14,799733,721.7841886168698,346527454.89835346,False,298,802773.9293576826,693054909.7967073
298,2020-11-15,802946,721.7841886168698,346527454.89835346,False,299,815666.1700078592,693054909.7967073
299,2020-11-16,817526,721.7841886168698,346527454.89835346,False,300,828765.2072121188,693054909.7967073
300,2020-11-17,843757,721.7841886168698,346527454.89835346,False,301,842074.3500425513,693054909.7967073
301,2020-11-18,867484,721.7841886168698,346527454.89835346,False,302,855596.9602618293,693054909.7967073
302,2020-11-19,891525,721.7841886168698,346527454.89835346,False,303,869336.453153789,693054909.7967073
303,2020-11-20,914118,721.7841886168698,346527454.89835346,False,304,883296.2983668289,693054909.7967073
304,2020-11-21,927990,721.7841886168698,346527454.89835346,False,305,897480.0207703187,693054909.7967073
305,2020-11-22,932367,721.7841886168698,346527454.89835346,False,306,911891.2013242043,693054909.7967073
306,2020-11-23,946822,721.7841886168698,346527454.89835346,False,307,926533.4779620151,693054909.7967073
307,2020-11-24,963192,721.7841886168698,346527454.89835346,False,308,941410.5464874516,693054909.7967073
308,2020-11-25,995879,721.7841886168698,346527454.89835346,False,309,956526.1614847685,693054909.7967073
309,2020-11-26,1017830,721.7841886168698,346527454.89835346,False,310,971884.1372431475,693054909.7967073
310,2020-11-27,1038649,721.7841886168698,346527454.89835346,False,311,987488.3486952642,693054909.7967073
311,2020-11-28,1052494,721.7841886168698,346527454.89835346,False,312,1003342.7323702588,693054909.7967073
312,2020-11-29,1055691,721.7841886168698,346527454.89835346,False,313,1019451.2873613172,693054909.7967073
313,2020-11-30,1069912,721.7841886168698,346527454.89835346,False,314,1035818.0763080737,693054909.7967073
314,2020-12-01,1094678,721.7841886168698,346527454.89835346,False,315,1052447.2263940584,693054909.7967073
315,2020-12-02,1117953,721.7841886168698,346527454.89835346,False,316,1069342.9303593936,693054909.7967073
316,2020-12-03,1141544,721.7841886168698,346527454.89835346,False,317,1086509.4475289704,693054909.7967073
317,2020-12-04,1157514,721.7841886168698,346527454.89835346,False,318,1103951.1048563237,693054909.7967073
318,2020-12-05,1183640,721.7841886168698,346527454.89835346,False,319,1121672.297983432,693054909.7967073
319,2020-12-06,1194550,721.7841886168698,346527454.89835346,False,320,1139677.4923166707,693054909.7967073
320,2020-12-07,1200006,721.7841886168698,346527454.89835346,False,321,1157971.2241191522,693054909.7967073
321,2020-12-08,1229269,721.7841886168698,346527454.89835346,False,322,1176558.1016196785,693054909.7967073
322,2020-12-09,1254358,721.7841886168698,346527454.89835346,False,323,1195442.8061385618,693054909.7967073
323,2020-12-10,1287092,721.7841886168698,346527454.89835346,False,324,1214630.0932305288,693054909.7967073
324,2020-12-11,1314309,721.7841886168698,346527454.89835346,False,325,1234124.7938449704,693054909.7967073
325,2020-12-12,1336101,721.7841886168698,346527454.89835346,False,326,1253931.8155037747,693054909.7967073
326,2020-12-13,1350810,721.7841886168698,346527454.89835346,False,327,1274056.1434969911,693054909.7967073
327,2020-12-14,1357261,721.7841886168698,346527454.89835346,False,328,1294502.8420965797,693054909.7967073
328,2020-12-15,1391086,721.7841886168698,346527454.89835346,False,329,1315277.0557884965,693054909.7967073
329,2020-12-16,1423830,721.7841886168698,346527454.89835346,False,330,1336384.0105233814,693054909.7967073
330,2020-12-17,1454009,721.7841886168698,346527454.89835346,False,331,1357829.0149860932,693054909.7967073
331,2020-12-18,1486839,721.7841886168698,346527454.89835346,False,332,1379617.4618843687,693054909.7967073
332,2020-12-19,1508518,721.7841886168698,346527454.89835346,False,333,1401754.8292568654,693054909.7967073
333,2020-12-20,1498847,721.7841886168698,346527454.89835346,False,334,1424246.6818008588,693054909.7967073
