,Report_Date,Canada_manitoba_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,76.44627338177493,198.8132873990937,True,1,0.00462248771118844,351.92203057864396
1,2020-01-23,0,76.44627338177493,198.8132873990937,True,2,0.005373785864361316,351.92203057864396
2,2020-01-24,0,76.44627338177493,198.8132873990937,True,3,0.006247191437164701,351.92203057864396
3,2020-01-25,0,76.44627338177493,198.8132873990937,True,4,0.007262549700424694,351.92203057864396
4,2020-01-26,0,76.44627338177493,198.8132873990937,True,5,0.008442931001998269,351.92203057864396
5,2020-01-27,0,76.44627338177493,198.8132873990937,True,6,0.009815154794327563,351.92203057864396
6,2020-01-28,0,76.44627338177493,198.8132873990937,True,7,0.011410398779481159,351.92203057864396
7,2020-01-29,0,76.44627338177493,198.8132873990937,True,8,0.013264906986974152,351.92203057864396
8,2020-01-30,0,76.44627338177493,198.8132873990937,True,9,0.015420812838379807,351.92203057864396
9,2020-01-31,0,76.44627338177493,198.8132873990937,True,10,0.017927095852971246,351.92203057864396
10,2020-02-01,0,76.44627338177493,198.8132873990937,True,11,0.020840693668288165,351.92203057864396
11,2020-02-02,0,76.44627338177493,198.8132873990937,True,12,0.02422779455566248,351.92203057864396
12,2020-02-03,0,76.44627338177493,198.8132873990937,True,13,0.028165339680912112,351.92203057864396
13,2020-02-04,0,76.44627338177493,198.8132873990937,True,14,0.032742769084254025,351.92203057864396
14,2020-02-05,0,76.44627338177493,198.8132873990937,True,15,0.03806405083447405,351.92203057864396
15,2020-02-06,0,76.44627338177493,198.8132873990937,True,16,0.04425003916985205,351.92203057864396
16,2020-02-07,0,76.44627338177493,198.8132873990937,True,17,0.05144121480969019,351.92203057864396
17,2020-02-08,0,76.44627338177493,198.8132873990937,True,18,0.05980086916351503,351.92203057864396
18,2020-02-09,0,76.44627338177493,198.8132873990937,True,19,0.0695188040613953,351.92203057864396
19,2020-02-10,0,76.44627338177493,198.8132873990937,True,20,0.08081563008586186,351.92203057864396
20,2020-02-11,0,76.44627338177493,198.8132873990937,True,21,0.09394775984054476,351.92203057864396
21,2020-02-12,0,76.44627338177493,198.8132873990937,True,22,0.10921320781242115,351.92203057864396
22,2020-02-13,0,76.44627338177493,198.8132873990937,True,23,0.12695832617897823,351.92203057864396
23,2020-02-14,0,76.44627338177493,198.8132873990937,True,24,0.1475856263231407,351.92203057864396
24,2020-02-15,0,76.44627338177493,198.8132873990937,True,25,0.1715628593336497,351.92203057864396
25,2020-02-16,0,76.44627338177493,198.8132873990937,True,26,0.19943355581634545,351.92203057864396
26,2020-02-17,0,76.44627338177493,198.8132873990937,True,27,0.23182925639599888,351.92203057864396
27,2020-02-18,0,76.44627338177493,198.8132873990937,True,28,0.26948369986450665,351.92203057864396
28,2020-02-19,0,76.44627338177493,198.8132873990937,True,29,0.3132492765818726,351.92203057864396
29,2020-02-20,0,76.44627338177493,198.8132873990937,True,30,0.3641161010407379,351.92203057864396
30,2020-02-21,0,76.44627338177493,198.8132873990937,True,31,0.42323411005239037,351.92203057864396
31,2020-02-22,0,76.44627338177493,198.8132873990937,True,32,0.49193865237404194,351.92203057864396
32,2020-02-23,0,76.44627338177493,198.8132873990937,True,33,0.5717801022875932,351.92203057864396
33,2020-02-24,0,76.44627338177493,198.8132873990937,True,34,0.6645581040550244,351.92203057864396
34,2020-02-25,0,76.44627338177493,198.8132873990937,True,35,0.7723611365072243,351.92203057864396
