,Report_Date,Japan_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
58,2020-03-20,963,142.07996885379953,385975.4563910958,False,59,919.1106356081457,771950.9127821913
59,2020-03-21,1007,142.07996885379953,385975.4563910958,False,60,996.5878736968245,771950.9127821913
60,2020-03-22,1101,142.07996885379953,385975.4563910958,False,61,1080.5869705084012,771950.9127821913
61,2020-03-23,1128,142.07996885379953,385975.4563910958,False,62,1171.655313644143,771950.9127821913
62,2020-03-24,1193,142.07996885379953,385975.4563910958,False,63,1270.3859512947959,771950.9127821913
63,2020-03-25,1307,142.07996885379953,385975.4563910958,False,64,1377.4213514446403,771950.9127821913
64,2020-03-26,1387,142.07996885379953,385975.4563910958,False,65,1493.457461837103,771950.9127821913
65,2020-03-27,1468,142.07996885379953,385975.4563910958,False,66,1619.2480932171748,771950.9127821913
66,2020-03-28,1693,142.07996885379953,385975.4563910958,False,67,1755.6096497716928,771950.9127821913
67,2020-03-29,1866,142.07996885379953,385975.4563910958,False,68,1903.4262321288506,771950.9127821913
68,2020-03-30,1866,142.07996885379953,385975.4563910958,False,69,2063.65513974205,771950.9127821913
69,2020-03-31,1953,142.07996885379953,385975.4563910958,False,70,2237.332800955858,771950.9127821913
70,2020-04-01,2178,142.07996885379953,385975.4563910958,False,71,2425.5811605155577,771950.9127821913
71,2020-04-02,2495,142.07996885379953,385975.4563910958,False,72,2629.6145557135933,771950.9127821913
72,2020-04-03,2617,142.07996885379953,385975.4563910958,False,73,2850.74711373832,771950.9127821913
73,2020-04-04,3139,142.07996885379953,385975.4563910958,False,74,3090.4007040685615,771950.9127821913
74,2020-04-05,3139,142.07996885379953,385975.4563910958,False,75,3350.113480899743,771950.9127821913
75,2020-04-06,3654,142.07996885379953,385975.4563910958,False,76,3631.5490515436927,771950.9127821913
76,2020-04-07,3906,142.07996885379953,385975.4563910958,False,77,3936.5063074543523,771950.9127821913
77,2020-04-08,4257,142.07996885379953,385975.4563910958,False,78,4266.929954923605,771950.9127821913
78,2020-04-09,4667,142.07996885379953,385975.4563910958,False,79,4624.921782480132,771950.9127821913
79,2020-04-10,5530,142.07996885379953,385975.4563910958,False,80,5012.752701509404,771950.9127821913
