,Report_Date,UK_montserrat_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,71.98789526913737,5.724342741720211,True,1,0.00013434040401405896,10.840549949646714
1,2020-01-23,0,71.98789526913737,5.724342741720211,True,2,0.00015763835264919713,10.840549949646714
2,2020-01-24,0,71.98789526913737,5.724342741720211,True,3,0.0001849766765128031,10.840549949646714
3,2020-01-25,0,71.98789526913737,5.724342741720211,True,4,0.00021705604067045607,10.840549949646714
4,2020-01-26,0,71.98789526913737,5.724342741720211,True,5,0.0002546986073342237,10.840549949646714
5,2020-01-27,0,71.98789526913737,5.724342741720211,True,6,0.0002988691002883603,10.840549949646714
6,2020-01-28,0,71.98789526913737,5.724342741720211,True,7,0.00035069952001751326,10.840549949646714
7,2020-01-29,0,71.98789526913737,5.724342741720211,True,8,0.000411518141748654,10.840549949646714
8,2020-01-30,0,71.98789526913737,5.724342741720211,True,9,0.00048288353791399506,10.840549949646714
9,2020-01-31,0,71.98789526913737,5.724342741720211,True,10,0.0005666244946625542,10.840549949646714
10,2020-02-01,0,71.98789526913737,5.724342741720211,True,11,0.0006648868422082546,10.840549949646714
11,2020-02-02,0,71.98789526913737,5.724342741720211,True,12,0.0007801883947571449,10.840549949646714
12,2020-02-03,0,71.98789526913737,5.724342741720211,True,13,0.0009154834018857927,10.840549949646714
13,2020-02-04,0,71.98789526913737,5.724342741720211,True,14,0.0010742381546520897,10.840549949646714
14,2020-02-05,0,71.98789526913737,5.724342741720211,True,15,0.0012605196723506453,10.840549949646714
15,2020-02-06,0,71.98789526913737,5.724342741720211,True,16,0.0014790997265839224,10.840549949646714
16,2020-02-07,0,71.98789526913737,5.724342741720211,True,17,0.0017355768462199881,10.840549949646714
17,2020-02-08,0,71.98789526913737,5.724342741720211,True,18,0.0020365193991252026,10.840549949646714
18,2020-02-09,0,71.98789526913737,5.724342741720211,True,19,0.0023896333750087406,10.840549949646714
19,2020-02-10,0,71.98789526913737,5.724342741720211,True,20,0.0028039591106298694,10.840549949646714
20,2020-02-11,0,71.98789526913737,5.724342741720211,True,21,0.0032901019181463065,10.840549949646714
21,2020-02-12,0,71.98789526913737,5.724342741720211,True,22,0.0038605024156769053,10.840549949646714
22,2020-02-13,0,71.98789526913737,5.724342741720211,True,23,0.004529753334556356,10.840549949646714
23,2020-02-14,0,71.98789526913737,5.724342741720211,True,24,0.005314970710953822,10.840549949646714
24,2020-02-15,0,71.98789526913737,5.724342741720211,True,25,0.006236228683623318,10.840549949646714
25,2020-02-16,0,71.98789526913737,5.724342741720211,True,26,0.0073170686400881885,10.840549949646714
26,2020-02-17,0,71.98789526913737,5.724342741720211,True,27,0.008585095208334254,10.840549949646714
27,2020-02-18,0,71.98789526913737,5.724342741720211,True,28,0.010072673609751748,10.840549949646714
28,2020-02-19,0,71.98789526913737,5.724342741720211,True,29,0.011817745202375978,10.840549949646714
29,2020-02-20,0,71.98789526913737,5.724342741720211,True,30,0.013864780681990017,10.840549949646714
30,2020-02-21,0,71.98789526913737,5.724342741720211,True,31,0.016265893400709695,10.840549949646714
31,2020-02-22,0,71.98789526913737,5.724342741720211,True,32,0.019082138631302332,10.840549949646714
32,2020-02-23,0,71.98789526913737,5.724342741720211,True,33,0.022385028363861467,10.840549949646714
33,2020-02-24,0,71.98789526913737,5.724342741720211,True,34,0.026258295366281725,10.840549949646714
34,2020-02-25,0,71.98789526913737,5.724342741720211,True,35,0.03079994474213971,10.840549949646714
35,2020-02-26,0,71.98789526913737,5.724342741720211,True,36,0.03612463601104882,10.840549949646714
36,2020-02-27,0,71.98789526913737,5.724342741720211,True,37,0.042366443692235016,10.840549949646714
37,2020-02-28,0,71.98789526913737,5.724342741720211,True,38,0.04968204928514756,10.840549949646714
38,2020-02-29,0,71.98789526913737,5.724342741720211,True,39,0.05825442208956147,10.840549949646714
39,2020-03-01,0,71.98789526913737,5.724342741720211,True,40,0.06829705001092364,10.840549949646714
40,2020-03-02,0,71.98789526913737,5.724342741720211,True,41,0.08005878365699355,10.840549949646714
41,2020-03-03,0,71.98789526913737,5.724342741720211,True,42,0.09382935666090583,10.840549949646714
42,2020-03-04,0,71.98789526913737,5.724342741720211,True,43,0.10994564089235123,10.840549949646714
43,2020-03-05,0,71.98789526913737,5.724342741720211,True,44,0.1287986851760013,10.840549949646714
44,2020-03-06,0,71.98789526913737,5.724342741720211,True,45,0.15084156783186897,10.840549949646714
45,2020-03-07,0,71.98789526913737,5.724342741720211,True,46,0.17659806352436527,10.840549949646714
46,2020-03-08,0,71.98789526913737,5.724342741720211,True,47,0.2066720793849911,10.840549949646714
47,2020-03-09,0,71.98789526913737,5.724342741720211,True,48,0.2417577489708891,10.840549949646714
48,2020-03-10,0,71.98789526913737,5.724342741720211,True,49,0.282649979109394,10.840549949646714
49,2020-03-11,0,71.98789526913737,5.724342741720211,True,50,0.330255116928041,10.840549949646714
50,2020-03-12,0,71.98789526913737,5.724342741720211,True,51,0.38560123478246605,10.840549949646714
51,2020-03-13,0,71.98789526913737,5.724342741720211,True,52,0.4498473122093421,10.840549949646714
52,2020-03-14,0,71.98789526913737,5.724342741720211,True,53,0.5242903213376554,10.840549949646714
53,2020-03-15,0,71.98789526913737,5.724342741720211,True,54,0.610368894945356,10.840549949646714
54,2020-03-16,0,71.98789526913737,5.724342741720211,True,55,0.7096618826750861,10.840549949646714
55,2020-03-17,0,71.98789526913737,5.724342741720211,True,56,0.8238797028927637,10.840549949646714
56,2020-03-18,1,71.98789526913737,5.724342741720211,True,57,0.9548460180344057,10.840549949646714
57,2020-03-19,1,71.98789526913737,5.724342741720211,True,58,1.1044669708173336,10.840549949646714
58,2020-03-20,1,71.98789526913737,5.724342741720211,True,59,1.2746851223841362,10.840549949646714
59,2020-03-21,1,71.98789526913737,5.724342741720211,True,60,1.4674154722286656,10.840549949646714
60,2020-03-22,1,71.98789526913737,5.724342741720211,True,61,1.6844616826842194,10.840549949646714
61,2020-03-23,1,71.98789526913737,5.724342741720211,True,62,1.927412051306608,10.840549949646714
62,2020-03-24,1,71.98789526913737,5.724342741720211,True,63,2.1975170048713477,10.840549949646714
63,2020-03-25,1,71.98789526913737,5.724342741720211,True,64,2.49555295026726,10.840549949646714
64,2020-03-26,5,71.98789526913737,5.724342741720211,True,65,2.8216810348000094,10.840549949646714
65,2020-03-27,5,71.98789526913737,5.724342741720211,True,66,3.1753132896021654,10.840549949646714
66,2020-03-28,5,71.98789526913737,5.724342741720211,True,67,3.5550019948928973,10.840549949646714
67,2020-03-29,5,71.98789526913737,5.724342741720211,True,68,3.9583699120218694,10.840549949646714
68,2020-03-30,5,71.98789526913737,5.724342741720211,True,69,4.382098231909457,10.840549949646714
69,2020-03-31,5,71.98789526913737,5.724342741720211,True,70,4.8219849434791335,10.840549949646714
70,2020-04-01,5,71.98789526913737,5.724342741720211,True,71,5.273078756134038,10.840549949646714
71,2020-04-02,5,71.98789526913737,5.724342741720211,True,72,5.729883597577362,10.840549949646714
72,2020-04-03,6,71.98789526913737,5.724342741720211,True,73,6.186617880363625,10.840549949646714
73,2020-04-04,6,71.98789526913737,5.724342741720211,True,74,6.6375035770562,10.840549949646714
74,2020-04-05,6,71.98789526913737,5.724342741720211,True,75,7.0770549191458665,10.840549949646714
75,2020-04-06,6,71.98789526913737,5.724342741720211,True,76,7.500336601833938,10.840549949646714
76,2020-04-07,9,71.98789526913737,5.724342741720211,True,77,7.903166717624537,10.840549949646714
77,2020-04-08,9,71.98789526913737,5.724342741720211,True,78,8.28224886448198,10.840549949646714
78,2020-04-09,9,71.98789526913737,5.724342741720211,True,79,8.635228712079588,10.840549949646714
79,2020-04-10,9,71.98789526913737,5.724342741720211,True,80,8.960680379075365,10.840549949646714
