,Report_Date,Barbados_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,81.54952349982676,53.56756327395694,True,1,0.5415563384410792,107.12208808395557
1,2020-01-23,0,81.54952349982676,53.56756327395694,True,2,0.5780632180124713,107.12208808395557
2,2020-01-24,0,81.54952349982676,53.56756327395694,True,3,0.617016819238335,107.12208808395557
3,2020-01-25,0,81.54952349982676,53.56756327395694,True,4,0.6585791400122187,107.12208808395557
4,2020-01-26,0,81.54952349982676,53.56756327395694,True,5,0.7029226281887335,107.12208808395557
5,2020-01-27,0,81.54952349982676,53.56756327395694,True,6,0.7502308172079875,107.12208808395557
6,2020-01-28,0,81.54952349982676,53.56756327395694,True,7,0.8006989949625792,107.12208808395557
7,2020-01-29,0,81.54952349982676,53.56756327395694,True,8,0.8545349068542129,107.12208808395557
8,2020-01-30,0,81.54952349982676,53.56756327395694,True,9,0.9119594938834878,107.12208808395557
9,2020-01-31,0,81.54952349982676,53.56756327395694,True,10,0.9732076664855711,107.12208808395557
10,2020-02-01,0,81.54952349982676,53.56756327395694,True,11,1.03852911466224,107.12208808395557
11,2020-02-02,0,81.54952349982676,53.56756327395694,True,12,1.1081891547626936,107.12208808395557
12,2020-02-03,0,81.54952349982676,53.56756327395694,True,13,1.1824696130265802,107.12208808395557
13,2020-02-04,0,81.54952349982676,53.56756327395694,True,14,1.2616697457173807,107.12208808395557
14,2020-02-05,0,81.54952349982676,53.56756327395694,True,15,1.3461071953366206,107.12208808395557
15,2020-02-06,0,81.54952349982676,53.56756327395694,True,16,1.4361189820127234,107.12208808395557
16,2020-02-07,0,81.54952349982676,53.56756327395694,True,17,1.5320625286955771,107.12208808395557
17,2020-02-08,0,81.54952349982676,53.56756327395694,True,18,1.6343167182512848,107.12208808395557
18,2020-02-09,0,81.54952349982676,53.56756327395694,True,19,1.743282979932913,107.12208808395557
19,2020-02-10,0,81.54952349982676,53.56756327395694,True,20,1.8593864019934583,107.12208808395557
20,2020-02-11,0,81.54952349982676,53.56756327395694,True,21,1.9830768663975944,107.12208808395557
21,2020-02-12,0,81.54952349982676,53.56756327395694,True,22,2.114830200669289,107.12208808395557
22,2020-02-13,0,81.54952349982676,53.56756327395694,True,23,2.2551493408732717,107.12208808395557
23,2020-02-14,0,81.54952349982676,53.56756327395694,True,24,2.404565498559594,107.12208808395557
24,2020-02-15,0,81.54952349982676,53.56756327395694,True,25,2.5636393231922563,107.12208808395557
25,2020-02-16,0,81.54952349982676,53.56756327395694,True,26,2.7329620501255807,107.12208808395557
26,2020-02-17,0,81.54952349982676,53.56756327395694,True,27,2.9131566225769925,107.12208808395557
27,2020-02-18,0,81.54952349982676,53.56756327395694,True,28,3.104878774264436,107.12208808395557
28,2020-02-19,0,81.54952349982676,53.56756327395694,True,29,3.3088180574249813,107.12208808395557
29,2020-02-20,0,81.54952349982676,53.56756327395694,True,30,3.5256987988045356,107.12208808395557
30,2020-02-21,0,81.54952349982676,53.56756327395694,True,31,3.7562809639065247,107.12208808395557
31,2020-02-22,0,81.54952349982676,53.56756327395694,True,32,4.001360907313148,107.12208808395557
32,2020-02-23,0,81.54952349982676,53.56756327395694,True,33,4.2617719842547475,107.12208808395557
33,2020-02-24,0,81.54952349982676,53.56756327395694,True,34,4.538384995815159,107.12208808395557
34,2020-02-25,0,81.54952349982676,53.56756327395694,True,35,4.832108437245496,107.12208808395557
35,2020-02-26,0,81.54952349982676,53.56756327395694,True,36,5.14388851584604,107.12208808395557
36,2020-02-27,0,81.54952349982676,53.56756327395694,True,37,5.474708901806584,107.12208808395557
37,2020-02-28,0,81.54952349982676,53.56756327395694,True,38,5.825590172322734,107.12208808395557
38,2020-02-29,0,81.54952349982676,53.56756327395694,True,39,6.197588906295663,107.12208808395557
39,2020-03-01,0,81.54952349982676,53.56756327395694,True,40,6.59179638405758,107.12208808395557
40,2020-03-02,0,81.54952349982676,53.56756327395694,True,41,7.009336843943907,107.12208808395557
41,2020-03-03,0,81.54952349982676,53.56756327395694,True,42,7.451365245273009,107.12208808395557
42,2020-03-04,0,81.54952349982676,53.56756327395694,True,43,7.919064485532521,107.12208808395557
43,2020-03-05,0,81.54952349982676,53.56756327395694,True,44,8.41364201846492,107.12208808395557
44,2020-03-06,0,81.54952349982676,53.56756327395694,True,45,8.936325819471794,107.12208808395557
45,2020-03-07,0,81.54952349982676,53.56756327395694,True,46,9.48835964551238,107.12208808395557
46,2020-03-08,0,81.54952349982676,53.56756327395694,True,47,10.070997538672076,107.12208808395557
47,2020-03-09,0,81.54952349982676,53.56756327395694,True,48,10.68549752604784,107.12208808395557
48,2020-03-10,0,81.54952349982676,53.56756327395694,True,49,11.333114473776083,107.12208808395557
49,2020-03-11,0,81.54952349982676,53.56756327395694,True,50,12.015092060152744,107.12208808395557
50,2020-03-12,0,81.54952349982676,53.56756327395694,True,51,12.73265384209415,107.12208808395557
51,2020-03-13,0,81.54952349982676,53.56756327395694,True,52,13.486993400871137,107.12208808395557
52,2020-03-14,0,81.54952349982676,53.56756327395694,True,53,14.279263567294684,107.12208808395557
53,2020-03-15,0,81.54952349982676,53.56756327395694,True,54,15.110564743464268,107.12208808395557
54,2020-03-16,0,81.54952349982676,53.56756327395694,True,55,15.981932357868374,107.12208808395557
55,2020-03-17,2,81.54952349982676,53.56756327395694,True,56,16.89432351301761,107.12208808395557
56,2020-03-18,2,81.54952349982676,53.56756327395694,True,57,17.848602909752504,107.12208808395557
57,2020-03-19,5,81.54952349982676,53.56756327395694,True,58,18.845528159627207,107.12208808395557
58,2020-03-20,5,81.54952349982676,53.56756327395694,True,59,19.885734625903105,107.12208808395557
59,2020-03-21,6,81.54952349982676,53.56756327395694,True,60,20.96971996410275,107.12208808395557
60,2020-03-22,14,81.54952349982676,53.56756327395694,True,61,22.09782856400909,107.12208808395557
61,2020-03-23,17,81.54952349982676,53.56756327395694,True,62,23.27023612550189,107.12208808395557
62,2020-03-24,18,81.54952349982676,53.56756327395694,True,63,24.486934629585857,107.12208808395557
63,2020-03-25,18,81.54952349982676,53.56756327395694,True,64,25.747717992115085,107.12208808395557
64,2020-03-26,18,81.54952349982676,53.56756327395694,True,65,27.052168709665636,107.12208808395557
65,2020-03-27,24,81.54952349982676,53.56756327395694,True,66,28.39964582329587,107.12208808395557
66,2020-03-28,26,81.54952349982676,53.56756327395694,True,67,29.789274535091387,107.12208808395557
67,2020-03-29,33,81.54952349982676,53.56756327395694,True,68,31.21993781302054,107.12208808395557
68,2020-03-30,33,81.54952349982676,53.56756327395694,True,69,32.69027031048329,107.12208808395557
69,2020-03-31,34,81.54952349982676,53.56756327395694,True,70,34.198654907026196,107.12208808395557
70,2020-04-01,34,81.54952349982676,53.56756327395694,True,71,35.74322214537364,107.12208808395557
71,2020-04-02,46,81.54952349982676,53.56756327395694,True,72,37.321852796980274,107.12208808395557
72,2020-04-03,51,81.54952349982676,53.56756327395694,True,73,38.9321837340415,107.12208808395557
73,2020-04-04,52,81.54952349982676,53.56756327395694,True,74,40.57161722117832,107.12208808395557
74,2020-04-05,56,81.54952349982676,53.56756327395694,True,75,42.23733366629825,107.12208808395557
75,2020-04-06,60,81.54952349982676,53.56756327395694,True,76,43.92630778945996,107.12208808395557
76,2020-04-07,63,81.54952349982676,53.56756327395694,True,77,45.63532808349912,107.12208808395557
77,2020-04-08,63,81.54952349982676,53.56756327395694,True,78,47.36101935369896,107.12208808395557
78,2020-04-09,66,81.54952349982676,53.56756327395694,True,79,49.09986803919812,107.12208808395557
79,2020-04-10,67,81.54952349982676,53.56756327395694,True,80,50.84824993954422,107.12208808395557
80,2020-04-11,68,81.54952349982676,53.56756327395694,True,81,52.60245989918942,107.12208808395557
81,2020-04-12,71,81.54952349982676,53.56756327395694,True,82,54.358742943894455,107.12208808395557
82,2020-04-13,72,81.54952349982676,53.56756327395694,True,83,56.11332631863215,107.12208808395557
83,2020-04-14,72,81.54952349982676,53.56756327395694,True,84,57.86245184871424,107.12208808395557
84,2020-04-15,73,81.54952349982676,53.56756327395694,True,85,59.60240803581657,107.12208808395557
85,2020-04-16,75,81.54952349982676,53.56756327395694,True,86,61.32956130882153,107.12208808395557
86,2020-04-17,75,81.54952349982676,53.56756327395694,True,87,63.04038587554444,107.12208808395557
87,2020-04-18,75,81.54952349982676,53.56756327395694,True,88,64.73149166423188,107.12208808395557
88,2020-04-19,75,81.54952349982676,53.56756327395694,True,89,66.39964990122697,107.12208808395557
89,2020-04-20,75,81.54952349982676,53.56756327395694,True,90,68.0418159407763,107.12208808395557
90,2020-04-21,75,81.54952349982676,53.56756327395694,True,91,69.65514904152572,107.12208808395557
91,2020-04-22,75,81.54952349982676,53.56756327395694,True,92,71.23702886846954,107.12208808395557
92,2020-04-23,76,81.54952349982676,53.56756327395694,True,93,72.78506858555694,107.12208808395557
93,2020-04-24,77,81.54952349982676,53.56756327395694,True,94,74.29712448950784,107.12208808395557
94,2020-04-25,79,81.54952349982676,53.56756327395694,True,95,75.7713022166209,107.12208808395557
