,Report_Date,Tunisia_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
38,2020-02-29,0,297.11732718360156,74119.31129902533,True,39,6.718124950794255,127509.38883334276
39,2020-03-01,0,297.11732718360156,74119.31129902533,True,40,6.983540696952324,127509.38883334276
40,2020-03-02,0,297.11732718360156,74119.31129902533,True,41,7.259441819440519,127509.38883334276
41,2020-03-03,0,297.11732718360156,74119.31129902533,True,42,7.5462425067010255,127509.38883334276
42,2020-03-04,1,297.11732718360156,74119.31129902533,True,43,7.844373304920541,127509.38883334276
43,2020-03-05,1,297.11732718360156,74119.31129902533,True,44,8.154281763785956,127509.38883334276
44,2020-03-06,1,297.11732718360156,74119.31129902533,True,45,8.476433107710898,127509.38883334276
45,2020-03-07,1,297.11732718360156,74119.31129902533,True,46,8.81131093353612,127509.38883334276
46,2020-03-08,2,297.11732718360156,74119.31129902533,True,47,9.159417935745916,127509.38883334276
47,2020-03-09,2,297.11732718360156,74119.31129902533,True,48,9.521276660283792,127509.38883334276
48,2020-03-10,5,297.11732718360156,74119.31129902533,True,49,9.897430288092956,127509.38883334276
49,2020-03-11,7,297.11732718360156,74119.31129902533,True,50,10.288443449551398,127509.38883334276
50,2020-03-12,7,297.11732718360156,74119.31129902533,True,51,10.694903071017146,127509.38883334276
51,2020-03-13,16,297.11732718360156,74119.31129902533,True,52,11.117419254746892,127509.38883334276
52,2020-03-14,18,297.11732718360156,74119.31129902533,True,53,11.5566261935007,127509.38883334276
53,2020-03-15,18,297.11732718360156,74119.31129902533,True,54,12.013183121196812,127509.38883334276
54,2020-03-16,20,297.11732718360156,74119.31129902533,True,55,12.487775301034029,127509.38883334276
55,2020-03-17,24,297.11732718360156,74119.31129902533,True,56,12.981115052554596,127509.38883334276
56,2020-03-18,29,297.11732718360156,74119.31129902533,True,57,13.493942819178043,127509.38883334276
57,2020-03-19,39,297.11732718360156,74119.31129902533,True,58,14.027028277796278,127509.38883334276
58,2020-03-20,54,297.11732718360156,74119.31129902533,True,59,14.5811714920825,127509.38883334276
59,2020-03-21,60,297.11732718360156,74119.31129902533,True,60,15.157204111230767,127509.38883334276
60,2020-03-22,75,297.11732718360156,74119.31129902533,True,61,15.755990615910319,127509.38883334276
61,2020-03-23,89,297.11732718360156,74119.31129902533,True,62,16.378429613288347,127509.38883334276
62,2020-03-24,114,297.11732718360156,74119.31129902533,True,63,17.025455183046873,127509.38883334276
63,2020-03-25,173,297.11732718360156,74119.31129902533,True,64,17.698038276395003,127509.38883334276
64,2020-03-26,197,297.11732718360156,74119.31129902533,True,65,18.39718817015521,127509.38883334276
65,2020-03-27,227,297.11732718360156,74119.31129902533,True,66,19.12395397808368,127509.38883334276
66,2020-03-28,278,297.11732718360156,74119.31129902533,True,67,19.879426221668563,127509.38883334276
67,2020-03-29,312,297.11732718360156,74119.31129902533,True,68,20.664738462737134,127509.38883334276
68,2020-03-30,312,297.11732718360156,74119.31129902533,True,69,21.48106900029392,127509.38883334276
69,2020-03-31,394,297.11732718360156,74119.31129902533,True,70,22.32964263410522,127509.38883334276
70,2020-04-01,423,297.11732718360156,74119.31129902533,True,71,23.211732497643684,127509.38883334276
71,2020-04-02,455,297.11732718360156,74119.31129902533,True,72,24.1286619631077,127509.38883334276
72,2020-04-03,495,297.11732718360156,74119.31129902533,True,73,25.081806621335364,127509.38883334276
73,2020-04-04,553,297.11732718360156,74119.31129902533,True,74,26.072596339542486,127509.38883334276
74,2020-04-05,574,297.11732718360156,74119.31129902533,True,75,27.102517399926874,127509.38883334276
75,2020-04-06,596,297.11732718360156,74119.31129902533,True,76,28.17311472229909,127509.38883334276
76,2020-04-07,623,297.11732718360156,74119.31129902533,True,77,29.28599417402194,127509.38883334276
77,2020-04-08,628,297.11732718360156,74119.31129902533,True,78,30.44282497066714,127509.38883334276
78,2020-04-09,643,297.11732718360156,74119.31129902533,True,79,31.645342170929876,127509.38883334276
79,2020-04-10,671,297.11732718360156,74119.31129902533,True,80,32.895349269477244,127509.38883334276
80,2020-04-11,685,297.11732718360156,74119.31129902533,True,81,34.194720891548926,127509.38883334276
81,2020-04-12,707,297.11732718360156,74119.31129902533,True,82,35.54540559327471,127509.38883334276
82,2020-04-13,726,297.11732718360156,74119.31129902533,True,83,36.949428771825474,127509.38883334276
83,2020-04-14,747,297.11732718360156,74119.31129902533,True,84,38.40889568967283,127509.38883334276
84,2020-04-15,780,297.11732718360156,74119.31129902533,True,85,39.92599461739522,127509.38883334276
85,2020-04-16,822,297.11732718360156,74119.31129902533,True,86,41.503000099639245,127509.38883334276
86,2020-04-17,864,297.11732718360156,74119.31129902533,True,87,43.142276349019745,127509.38883334276
87,2020-04-18,864,297.11732718360156,74119.31129902533,True,88,44.84628077292573,127509.38883334276
88,2020-04-19,879,297.11732718360156,74119.31129902533,True,89,46.61756763838759,127509.38883334276
89,2020-04-20,884,297.11732718360156,74119.31129902533,True,90,48.458791880357374,127509.38883334276
90,2020-04-21,884,297.11732718360156,74119.31129902533,True,91,50.37271305895739,127509.38883334276
91,2020-04-22,909,297.11732718360156,74119.31129902533,True,92,52.362199471462134,127509.38883334276
92,2020-04-23,918,297.11732718360156,74119.31129902533,True,93,54.430232424997726,127509.38883334276
93,2020-04-24,922,297.11732718360156,74119.31129902533,True,94,56.579910676168204,127509.38883334276
94,2020-04-25,939,297.11732718360156,74119.31129902533,True,95,58.814455044052366,127509.38883334276
95,2020-04-26,949,297.11732718360156,74119.31129902533,True,96,61.13721320325766,127509.38883334276
96,2020-04-27,967,297.11732718360156,74119.31129902533,True,97,63.55166466396785,127509.38883334276
97,2020-04-28,975,297.11732718360156,74119.31129902533,True,98,66.06142594618207,127509.38883334276
98,2020-04-29,980,297.11732718360156,74119.31129902533,True,99,68.67025595561135,127509.38883334276
99,2020-04-30,994,297.11732718360156,74119.31129902533,True,100,71.38206156897667,127509.38883334276
100,2020-05-01,998,297.11732718360156,74119.31129902533,True,101,74.20090343674231,127509.38883334276
101,2020-05-02,1009,297.11732718360156,74119.31129902533,True,102,77.1310020116144,127509.38883334276
102,2020-05-03,1013,297.11732718360156,74119.31129902533,True,103,80.17674381144433,127509.38883334276
103,2020-05-04,1018,297.11732718360156,74119.31129902533,True,104,83.34268792549514,127509.38883334276
104,2020-05-05,1022,297.11732718360156,74119.31129902533,True,105,86.6335727733579,127509.38883334276
105,2020-05-06,1025,297.11732718360156,74119.31129902533,True,106,90.05432312614727,127509.38883334276
106,2020-05-07,1026,297.11732718360156,74119.31129902533,True,107,93.61005739995619,127509.38883334276
107,2020-05-08,1030,297.11732718360156,74119.31129902533,True,108,97.30609523191373,127509.38883334276
108,2020-05-09,1032,297.11732718360156,74119.31129902533,True,109,101.14796534956703,127509.38883334276
109,2020-05-10,1032,297.11732718360156,74119.31129902533,True,110,105.14141374469389,127509.38883334276
110,2020-05-11,1032,297.11732718360156,74119.31129902533,True,111,109.29241216305452,127509.38883334276
111,2020-05-12,1032,297.11732718360156,74119.31129902533,True,112,113.60716692200467,127509.38883334276
112,2020-05-13,1032,297.11732718360156,74119.31129902533,True,113,118.09212806831638,127509.38883334276
113,2020-05-14,1032,297.11732718360156,74119.31129902533,True,114,122.75399888899334,127509.38883334276
114,2020-05-15,1035,297.11732718360156,74119.31129902533,True,115,127.5997457883221,127509.38883334276
115,2020-05-16,1037,297.11732718360156,74119.31129902533,True,116,132.63660854486324,127509.38883334276
116,2020-05-17,1037,297.11732718360156,74119.31129902533,True,117,137.87211096257184,127509.38883334276
117,2020-05-18,1043,297.11732718360156,74119.31129902533,True,118,143.31407193072693,127509.38883334276
118,2020-05-19,1044,297.11732718360156,74119.31129902533,True,119,148.97061690786333,127509.38883334276
119,2020-05-20,1045,297.11732718360156,74119.31129902533,True,120,154.85018984541807,127509.38883334276
120,2020-05-21,1046,297.11732718360156,74119.31129902533,True,121,160.96156556734468,127509.38883334276
121,2020-05-22,1048,297.11732718360156,74119.31129902533,True,122,167.31386262250297,127509.38883334276
122,2020-05-23,1048,297.11732718360156,74119.31129902533,True,123,173.91655662719455,127509.38883334276
123,2020-05-24,1051,297.11732718360156,74119.31129902533,True,124,180.7794941158013,127509.38883334276
124,2020-05-25,1051,297.11732718360156,74119.31129902533,True,125,187.91290691808163,127509.38883334276
125,2020-05-26,1051,297.11732718360156,74119.31129902533,True,126,195.3274270822862,127509.38883334276
126,2020-05-27,1051,297.11732718360156,74119.31129902533,True,127,203.03410236388865,127509.38883334276
127,2020-05-28,1068,297.11732718360156,74119.31129902533,True,128,211.04441230036085,127509.38883334276
128,2020-05-29,1071,297.11732718360156,74119.31129902533,True,129,219.37028489308545,127509.38883334276
129,2020-05-30,1076,297.11732718360156,74119.31129902533,True,130,228.02411391815966,127509.38883334276
130,2020-05-31,1077,297.11732718360156,74119.31129902533,True,131,237.01877688853196,127509.38883334276
131,2020-06-01,1084,297.11732718360156,74119.31129902533,True,132,246.36765369061163,127509.38883334276
132,2020-06-02,1086,297.11732718360156,74119.31129902533,True,133,256.084645919192,127509.38883334276
133,2020-06-03,1087,297.11732718360156,74119.31129902533,True,134,266.18419693525635,127509.38883334276
134,2020-06-04,1087,297.11732718360156,74119.31129902533,True,135,276.6813126719614,127509.38883334276
135,2020-06-05,1087,297.11732718360156,74119.31129902533,True,136,287.59158321484193,127509.38883334276
136,2020-06-06,1087,297.11732718360156,74119.31129902533,True,137,298.93120518302135,127509.38883334276
137,2020-06-07,1087,297.11732718360156,74119.31129902533,True,138,310.7170049389795,127509.38883334276
138,2020-06-08,1087,297.11732718360156,74119.31129902533,True,139,322.96646265519564,127509.38883334276
139,2020-06-09,1087,297.11732718360156,74119.31129902533,True,140,335.69773726674646,127509.38883334276
140,2020-06-10,1087,297.11732718360156,74119.31129902533,True,141,348.9296923397217,127509.38883334276
141,2020-06-11,1087,297.11732718360156,74119.31129902533,True,142,362.6819228860953,127509.38883334276
142,2020-06-12,1093,297.11732718360156,74119.31129902533,True,143,376.97478315645674,127509.38883334276
143,2020-06-13,1094,297.11732718360156,74119.31129902533,True,144,391.82941544279026,127509.38883334276
144,2020-06-14,1096,297.11732718360156,74119.31129902533,True,145,407.2677799242466,127509.38883334276
145,2020-06-15,1110,297.11732718360156,74119.31129902533,True,146,423.31268558961955,127509.38883334276
146,2020-06-16,1125,297.11732718360156,74119.31129902533,True,147,439.9878222709721,127509.38883334276
147,2020-06-17,1128,297.11732718360156,74119.31129902533,True,148,457.3177938236,127509.38883334276
148,2020-06-18,1132,297.11732718360156,74119.31129902533,True,149,475.32815248822635,127509.38883334276
149,2020-06-19,1146,297.11732718360156,74119.31129902533,True,150,494.045434472005,127509.38883334276
150,2020-06-20,1156,297.11732718360156,74119.31129902533,True,151,513.4971967855706,127509.38883334276
151,2020-06-21,1157,297.11732718360156,74119.31129902533,True,152,533.712055374007,127509.38883334276
152,2020-06-22,1159,297.11732718360156,74119.31129902533,True,153,554.7197245801705,127509.38883334276
153,2020-06-23,1159,297.11732718360156,74119.31129902533,True,154,576.5510579793663,127509.38883334276
154,2020-06-24,1160,297.11732718360156,74119.31129902533,True,155,599.2380906248426,127509.38883334276
155,2020-06-25,1162,297.11732718360156,74119.31129902533,True,156,622.8140827440158,127509.38883334276
156,2020-06-26,1164,297.11732718360156,74119.31129902533,True,157,647.3135649256711,127509.38883334276
157,2020-06-27,1168,297.11732718360156,74119.31129902533,True,158,672.7723848386861,127509.38883334276
158,2020-06-28,1169,297.11732718360156,74119.31129902533,True,159,699.2277555230149,127509.38883334276
159,2020-06-29,1172,297.11732718360156,74119.31129902533,True,160,726.7183052937579,127509.38883334276
160,2020-06-30,1174,297.11732718360156,74119.31129902533,True,161,755.2841292991369,127509.38883334276
161,2020-07-01,1175,297.11732718360156,74119.31129902533,True,162,784.9668427730826,127509.38883334276
162,2020-07-02,1178,297.11732718360156,74119.31129902533,True,163,815.809636022838,127509.38883334276
163,2020-07-03,1181,297.11732718360156,74119.31129902533,True,164,847.8573311916107,127509.38883334276
164,2020-07-04,1186,297.11732718360156,74119.31129902533,True,165,881.1564408357023,127509.38883334276
165,2020-07-05,1188,297.11732718360156,74119.31129902533,True,166,915.7552283548154,127509.38883334276
166,2020-07-06,1199,297.11732718360156,74119.31129902533,True,167,951.7037703132578,127509.38883334276
167,2020-07-07,1205,297.11732718360156,74119.31129902533,True,168,989.0540206886236,127509.38883334276
168,2020-07-08,1221,297.11732718360156,74119.31129902533,True,169,1027.8598770831204,127509.38883334276
169,2020-07-09,1231,297.11732718360156,74119.31129902533,True,170,1068.1772489310406,127509.38883334276
170,2020-07-10,1240,297.11732718360156,74119.31129902533,True,171,1110.0641277339469,127509.38883334276
171,2020-07-11,1245,297.11732718360156,74119.31129902533,True,172,1153.5806593528816,127509.38883334276
172,2020-07-12,1263,297.11732718360156,74119.31129902533,True,173,1198.7892183843478,127509.38883334276
173,2020-07-13,1302,297.11732718360156,74119.31129902533,True,174,1245.754484643832,127509.38883334276
174,2020-07-14,1306,297.11732718360156,74119.31129902533,True,175,1294.5435217773345,127509.38883334276
175,2020-07-15,1319,297.11732718360156,74119.31129902533,True,176,1345.2258580176087,127509.38883334276
176,2020-07-16,1327,297.11732718360156,74119.31129902533,True,177,1397.8735690975693,127509.38883334276
177,2020-07-17,1336,297.11732718360156,74119.31129902533,True,178,1452.5613633286366,127509.38883334276
178,2020-07-18,1348,297.11732718360156,74119.31129902533,True,179,1509.3666688465435,127509.38883334276
179,2020-07-19,1374,297.11732718360156,74119.31129902533,True,180,1568.369723021275,127509.38883334276
180,2020-07-20,1381,297.11732718360156,74119.31129902533,True,181,1629.653664021406,127509.38883334276
181,2020-07-21,1389,297.11732718360156,74119.31129902533,True,182,1693.304624515971,127509.38883334276
182,2020-07-22,1394,297.11732718360156,74119.31129902533,True,183,1759.4118274892191,127509.38883334276
183,2020-07-23,1406,297.11732718360156,74119.31129902533,True,184,1828.0676841349755,127509.38883334276
184,2020-07-24,1425,297.11732718360156,74119.31129902533,True,185,1899.367893787993,127509.38883334276
185,2020-07-25,1443,297.11732718360156,74119.31129902533,True,186,1973.4115458393958,127509.38883334276
186,2020-07-26,1452,297.11732718360156,74119.31129902533,True,187,2050.3012235721158,127509.38883334276
187,2020-07-27,1455,297.11732718360156,74119.31129902533,True,188,2130.143109840054,127509.38883334276
188,2020-07-28,1468,297.11732718360156,74119.31129902533,True,189,2213.0470945015118,127509.38883334276
189,2020-07-29,1488,297.11732718360156,74119.31129902533,True,190,2299.1268835030182,127509.38883334276
190,2020-07-30,1514,297.11732718360156,74119.31129902533,True,191,2388.500109494255,127509.38883334276
191,2020-07-31,1535,297.11732718360156,74119.31129902533,True,192,2481.2884438379365,127509.38883334276
192,2020-08-01,1552,297.11732718360156,74119.31129902533,True,193,2577.6177098604894,127509.38883334276
193,2020-08-02,1561,297.11732718360156,74119.31129902533,True,194,2677.6179971698407,127509.38883334276
194,2020-08-03,1565,297.11732718360156,74119.31129902533,True,195,2781.423776845733,127509.38883334276
195,2020-08-04,1584,297.11732718360156,74119.31129902533,True,196,2889.1740172855475,127509.38883334276
196,2020-08-05,1601,297.11732718360156,74119.31129902533,True,197,3001.0123004644684,127509.38883334276
197,2020-08-06,1642,297.11732718360156,74119.31129902533,True,198,3117.0869383431836,127509.38883334276
198,2020-08-07,1656,297.11732718360156,74119.31129902533,True,199,3237.5510891287367,127509.38883334276
199,2020-08-08,1678,297.11732718360156,74119.31129902533,True,200,3362.5628730649587,127509.38883334276
200,2020-08-09,1697,297.11732718360156,74119.31129902533,True,201,3492.2854873975953,127509.38883334276
201,2020-08-10,1717,297.11732718360156,74119.31129902533,True,202,3626.887320126246,127509.38883334276
202,2020-08-11,1738,297.11732718360156,74119.31129902533,True,203,3766.5420621201047,127509.38883334276
203,2020-08-12,1780,297.11732718360156,74119.31129902533,True,204,3911.4288171372514,127509.38883334276
204,2020-08-13,1847,297.11732718360156,74119.31129902533,True,205,4061.732209248121,127509.38883334276
205,2020-08-14,1903,297.11732718360156,74119.31129902533,True,206,4217.642487122384,127509.38883334276
206,2020-08-15,2023,297.11732718360156,74119.31129902533,True,207,4379.355624594925,127509.38883334276
207,2020-08-16,2107,297.11732718360156,74119.31129902533,True,208,4547.073416881023,127509.38883334276
208,2020-08-17,2185,297.11732718360156,74119.31129902533,True,209,4721.003571763138,127509.38883334276
209,2020-08-18,2314,297.11732718360156,74119.31129902533,True,210,4901.359795021601,127509.38883334276
210,2020-08-19,2427,297.11732718360156,74119.31129902533,True,211,5088.36186932983,127509.38883334276
211,2020-08-20,2543,297.11732718360156,74119.31129902533,True,212,5282.2357257805415,127509.38883334276
212,2020-08-21,2607,297.11732718360156,74119.31129902533,True,213,5483.213507153695,127509.38883334276
213,2020-08-22,2738,297.11732718360156,74119.31129902533,True,214,5691.533621979201,127509.38883334276
214,2020-08-23,2818,297.11732718360156,74119.31129902533,True,215,5907.440788388373,127509.38883334276
215,2020-08-24,2893,297.11732718360156,74119.31129902533,True,216,6131.18606668711,127509.38883334276
216,2020-08-25,3069,297.11732718360156,74119.31129902533,True,217,6363.026879522297,127509.38883334276
217,2020-08-26,3206,297.11732718360156,74119.31129902533,True,218,6603.227018449925,127509.38883334276
218,2020-08-27,3323,297.11732718360156,74119.31129902533,True,219,6852.0566356501395,127509.38883334276
219,2020-08-28,3461,297.11732718360156,74119.31129902533,True,220,7109.792219470839,127509.38883334276
220,2020-08-29,3572,297.11732718360156,74119.31129902533,True,221,7376.71655241826,127509.38883334276
221,2020-08-30,3685,297.11732718360156,74119.31129902533,True,222,7653.118650150058,127509.38883334276
222,2020-08-31,3803,297.11732718360156,74119.31129902533,True,223,7939.293679965416,127509.38883334276
223,2020-09-01,3963,297.11732718360156,74119.31129902533,True,224,8235.54285722707,127509.38883334276
224,2020-09-02,4196,297.11732718360156,74119.31129902533,True,225,8542.173318093463,127509.38883334276
225,2020-09-03,4394,297.11732718360156,74119.31129902533,True,226,8859.497966885805,127509.38883334276
226,2020-09-04,4542,297.11732718360156,74119.31129902533,True,227,9187.835296365694,127509.38883334276
227,2020-09-05,4776,297.11732718360156,74119.31129902533,True,228,9527.50917915524,127509.38883334276
228,2020-09-06,5041,297.11732718360156,74119.31129902533,True,229,9878.848628493573,127509.38883334276
229,2020-09-07,5124,297.11732718360156,74119.31129902533,True,230,10242.1875264938,127509.38883334276
230,2020-09-08,5417,297.11732718360156,74119.31129902533,True,231,10617.864318042488,127509.38883334276
231,2020-09-09,5417,297.11732718360156,74119.31129902533,True,232,11006.22166847195,127509.38883334276
232,2020-09-10,5882,297.11732718360156,74119.31129902533,True,233,11407.606083135106,127509.38883334276
233,2020-09-11,6259,297.11732718360156,74119.31129902533,True,234,11822.367487024589,127509.38883334276
234,2020-09-12,6635,297.11732718360156,74119.31129902533,True,235,12250.85876260448,127509.38883334276
235,2020-09-13,6635,297.11732718360156,74119.31129902533,True,236,12693.43524406463,127509.38883334276
236,2020-09-14,7382,297.11732718360156,74119.31129902533,True,237,13150.454166267738,127509.38883334276
237,2020-09-15,7623,297.11732718360156,74119.31129902533,True,238,13622.27406673769,127509.38883334276
238,2020-09-16,8100,297.11732718360156,74119.31129902533,True,239,14109.254139137676,127509.38883334276
239,2020-09-17,8570,297.11732718360156,74119.31129902533,True,240,14611.753536808637,127509.38883334276
240,2020-09-18,8570,297.11732718360156,74119.31129902533,True,241,15130.130625085185,127509.38883334276
241,2020-09-19,9110,297.11732718360156,74119.31129902533,True,242,15664.742181279227,127509.38883334276
242,2020-09-20,10732,297.11732718360156,74119.31129902533,True,243,16215.942541420745,127509.38883334276
243,2020-09-21,11260,297.11732718360156,74119.31129902533,True,244,16784.082693075496,127509.38883334276
244,2020-09-22,11260,297.11732718360156,74119.31129902533,True,245,17369.509313818344,127509.38883334276
245,2020-09-23,12479,297.11732718360156,74119.31129902533,True,246,17972.563755232648,127509.38883334276
246,2020-09-24,13305,297.11732718360156,74119.31129902533,True,247,18593.580972629683,127509.38883334276
247,2020-09-25,14392,297.11732718360156,74119.31129902533,True,248,19232.888401039807,127509.38883334276
248,2020-09-26,14392,297.11732718360156,74119.31129902533,True,249,19890.804778416783,127509.38883334276
249,2020-09-27,16114,297.11732718360156,74119.31129902533,True,250,20567.638917421984,127509.38883334276
250,2020-09-28,16114,297.11732718360156,74119.31129902533,True,251,21263.68842761205,127509.38883334276
251,2020-09-29,17405,297.11732718360156,74119.31129902533,True,252,21979.23839034328,127509.38883334276
252,2020-09-30,18413,297.11732718360156,74119.31129902533,True,253,22714.559989226564,127509.38883334276
253,2020-10-01,18413,297.11732718360156,74119.31129902533,True,254,23469.90909951554,127509.38883334276
254,2020-10-02,19721,297.11732718360156,74119.31129902533,True,255,24245.524840386257,127509.38883334276
255,2020-10-03,20944,297.11732718360156,74119.31129902533,True,256,25041.628094663534,127509.38883334276
256,2020-10-04,22230,297.11732718360156,74119.31129902533,True,257,25858.420001166498,127509.38883334276
257,2020-10-05,22230,297.11732718360156,74119.31129902533,True,258,26696.08042547538,127509.38883334276
258,2020-10-06,22230,297.11732718360156,74119.31129902533,True,259,27554.7664155601,127509.38883334276
259,2020-10-07,24542,297.11732718360156,74119.31129902533,True,260,28434.61064935142,127509.38883334276
260,2020-10-08,26899,297.11732718360156,74119.31129902533,True,261,29335.71988196981,127509.38883334276
261,2020-10-09,26899,297.11732718360156,74119.31129902533,True,262,30258.173400949974,127509.38883334276
262,2020-10-10,31259,297.11732718360156,74119.31129902533,True,263,31202.021498397193,127509.38883334276
263,2020-10-11,32556,297.11732718360156,74119.31129902533,True,264,32167.283969582284,127509.38883334276
264,2020-10-12,32556,297.11732718360156,74119.31129902533,True,265,33153.948648009275,127509.38883334276
265,2020-10-13,32556,297.11732718360156,74119.31129902533,True,266,34161.969987467804,127509.38883334276
266,2020-10-14,34790,297.11732718360156,74119.31129902533,True,267,35191.26770199792,127509.38883334276
267,2020-10-15,34790,297.11732718360156,74119.31129902533,True,268,36241.72547503907,127509.38883334276
268,2020-10-16,34790,297.11732718360156,74119.31129902533,True,269,37313.18974929648,127509.38883334276
269,2020-10-17,40542,297.11732718360156,74119.31129902533,True,270,38405.46860902489,127509.38883334276
270,2020-10-18,40542,297.11732718360156,74119.31129902533,True,271,39518.330766495405,127509.38883334276
271,2020-10-19,42727,297.11732718360156,74119.31129902533,True,272,40651.504664361935,127509.38883334276
272,2020-10-20,44450,297.11732718360156,74119.31129902533,True,273,41804.6777054741,127509.38883334276
273,2020-10-21,45892,297.11732718360156,74119.31129902533,True,274,42977.49562138492,127509.38883334276
274,2020-10-22,45892,297.11732718360156,74119.31129902533,True,275,44169.5619903684,127509.38883334276
275,2020-10-23,47214,297.11732718360156,74119.31129902533,True,276,45380.43791518809,127509.38883334276
276,2020-10-24,48799,297.11732718360156,74119.31129902533,True,277,46609.64187014378,127509.38883334276
277,2020-10-25,48799,297.11732718360156,74119.31129902533,True,278,47856.649726064854,127509.38883334276
278,2020-10-26,52399,297.11732718360156,74119.31129902533,True,279,49120.89496092068,127509.38883334276
279,2020-10-27,52399,297.11732718360156,74119.31129902533,True,280,50401.76906258195,127509.38883334276
280,2020-10-28,54278,297.11732718360156,74119.31129902533,True,281,51698.62212900054,127509.38883334276
281,2020-10-29,54278,297.11732718360156,74119.31129902533,True,282,53010.76366968857,127509.38883334276
282,2020-10-30,58029,297.11732718360156,74119.31129902533,True,283,54337.463610877356,127509.38883334276
283,2020-10-31,59813,297.11732718360156,74119.31129902533,True,284,55677.95350514519,127509.38883334276
284,2020-11-01,61115,297.11732718360156,74119.31129902533,True,285,57031.42794462869,127509.38883334276
285,2020-11-02,61906,297.11732718360156,74119.31129902533,True,286,58397.046175198695,127509.38883334276
286,2020-11-03,63126,297.11732718360156,74119.31129902533,True,287,59773.933907207946,127509.38883334276
287,2020-11-04,64363,297.11732718360156,74119.31129902533,True,288,61161.18531662509,127509.38883334276
288,2020-11-05,66334,297.11732718360156,74119.31129902533,True,289,62557.865228585215,127509.38883334276
289,2020-11-06,66334,297.11732718360156,74119.31129902533,True,290,63963.01147362864,127509.38883334276
