,Report_Date,Botswana_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
44,2020-03-06,0,308.6514184264405,9983.006656704447,True,45,9.271927009665525,14709.098360894977
45,2020-03-07,0,308.6514184264405,9983.006656704447,True,46,9.545648416155746,14709.098360894977
46,2020-03-08,0,308.6514184264405,9983.006656704447,True,47,9.827446516218076,14709.098360894977
47,2020-03-09,0,308.6514184264405,9983.006656704447,True,48,10.117559390327584,14709.098360894977
48,2020-03-10,0,308.6514184264405,9983.006656704447,True,49,10.416232122685878,14709.098360894977
49,2020-03-11,0,308.6514184264405,9983.006656704447,True,50,10.723717006397184,14709.098360894977
50,2020-03-12,0,308.6514184264405,9983.006656704447,True,51,11.040273754603774,14709.098360894977
51,2020-03-13,0,308.6514184264405,9983.006656704447,True,52,11.366169717750767,14709.098360894977
52,2020-03-14,0,308.6514184264405,9983.006656704447,True,53,11.701680107154946,14709.098360894977
53,2020-03-15,0,308.6514184264405,9983.006656704447,True,54,12.047088225057083,14709.098360894977
54,2020-03-16,0,308.6514184264405,9983.006656704447,True,55,12.402685701342046,14709.098360894977
55,2020-03-17,0,308.6514184264405,9983.006656704447,True,56,12.76877273711614,14709.098360894977
56,2020-03-18,0,308.6514184264405,9983.006656704447,True,57,13.145658355336124,14709.098360894977
57,2020-03-19,0,308.6514184264405,9983.006656704447,True,58,13.533660658689683,14709.098360894977
58,2020-03-20,0,308.6514184264405,9983.006656704447,True,59,13.93310709493259,14709.098360894977
59,2020-03-21,0,308.6514184264405,9983.006656704447,True,60,14.34433472989313,14709.098360894977
60,2020-03-22,0,308.6514184264405,9983.006656704447,True,61,14.767690528360296,14709.098360894977
61,2020-03-23,0,308.6514184264405,9983.006656704447,True,62,15.203531643077715,14709.098360894977
62,2020-03-24,0,308.6514184264405,9983.006656704447,True,63,15.65222571207152,14709.098360894977
63,2020-03-25,0,308.6514184264405,9983.006656704447,True,64,16.114151164546175,14709.098360894977
64,2020-03-26,0,308.6514184264405,9983.006656704447,True,65,16.589697535588677,14709.098360894977
65,2020-03-27,0,308.6514184264405,9983.006656704447,True,66,17.0792657899277,14709.098360894977
66,2020-03-28,0,308.6514184264405,9983.006656704447,True,67,17.583268655000907,14709.098360894977
67,2020-03-29,0,308.6514184264405,9983.006656704447,True,68,18.102130963590167,14709.098360894977
68,2020-03-30,3,308.6514184264405,9983.006656704447,True,69,18.636290006291244,14709.098360894977
69,2020-03-31,4,308.6514184264405,9983.006656704447,True,70,19.18619589409139,14709.098360894977
70,2020-04-01,4,308.6514184264405,9983.006656704447,True,71,19.752311931335456,14709.098360894977
71,2020-04-02,4,308.6514184264405,9983.006656704447,True,72,20.33511499936824,14709.098360894977
72,2020-04-03,4,308.6514184264405,9983.006656704447,True,73,20.935095951148114,14709.098360894977
73,2020-04-04,4,308.6514184264405,9983.006656704447,True,74,21.55276001713475,14709.098360894977
74,2020-04-05,6,308.6514184264405,9983.006656704447,True,75,22.188627222761134,14709.098360894977
75,2020-04-06,6,308.6514184264405,9983.006656704447,True,76,22.843232817807994,14709.098360894977
76,2020-04-07,6,308.6514184264405,9983.006656704447,True,77,23.517127718006893,14709.098360894977
77,2020-04-08,6,308.6514184264405,9983.006656704447,True,78,24.210878959206067,14709.098360894977
78,2020-04-09,13,308.6514184264405,9983.006656704447,True,79,24.9250701644416,14709.098360894977
79,2020-04-10,13,308.6514184264405,9983.006656704447,True,80,25.660302024264947,14709.098360894977
80,2020-04-11,13,308.6514184264405,9983.006656704447,True,81,26.417192790686215,14709.098360894977
81,2020-04-12,13,308.6514184264405,9983.006656704447,True,82,27.196378785101533,14709.098360894977
82,2020-04-13,13,308.6514184264405,9983.006656704447,True,83,27.99851492058161,14709.098360894977
83,2020-04-14,13,308.6514184264405,9983.006656704447,True,84,28.824275238907692,14709.098360894977
84,2020-04-15,13,308.6514184264405,9983.006656704447,True,85,29.67435346275017,14709.098360894977
85,2020-04-16,15,308.6514184264405,9983.006656704447,True,86,30.549463563394404,14709.098360894977
86,2020-04-17,15,308.6514184264405,9983.006656704447,True,87,31.450340344428007,14709.098360894977
87,2020-04-18,15,308.6514184264405,9983.006656704447,True,88,32.377740041813006,14709.098360894977
88,2020-04-19,20,308.6514184264405,9983.006656704447,True,89,33.33244094077628,14709.098360894977
89,2020-04-20,20,308.6514184264405,9983.006656704447,True,90,34.31524400996147,14709.098360894977
90,2020-04-21,20,308.6514184264405,9983.006656704447,True,91,35.326973553295325,14709.098360894977
91,2020-04-22,22,308.6514184264405,9983.006656704447,True,92,36.368477880031676,14709.098360894977
92,2020-04-23,22,308.6514184264405,9983.006656704447,True,93,37.4406299934463,14709.098360894977
93,2020-04-24,22,308.6514184264405,9983.006656704447,True,94,38.544328298666144,14709.098360894977
94,2020-04-25,22,308.6514184264405,9983.006656704447,True,95,39.68049733012678,14709.098360894977
95,2020-04-26,22,308.6514184264405,9983.006656704447,True,96,40.85008849916229,14709.098360894977
96,2020-04-27,22,308.6514184264405,9983.006656704447,True,97,42.054080862242465,14709.098360894977
97,2020-04-28,23,308.6514184264405,9983.006656704447,True,98,43.29348191038214,14709.098360894977
98,2020-04-29,23,308.6514184264405,9983.006656704447,True,99,44.56932838025897,14709.098360894977
99,2020-04-30,23,308.6514184264405,9983.006656704447,True,100,45.8826870875857,14709.098360894977
100,2020-05-01,23,308.6514184264405,9983.006656704447,True,101,47.23465578329392,14709.098360894977
101,2020-05-02,23,308.6514184264405,9983.006656704447,True,102,48.62636403309703,14709.098360894977
102,2020-05-03,23,308.6514184264405,9983.006656704447,True,103,50.05897412101051,14709.098360894977
103,2020-05-04,23,308.6514184264405,9983.006656704447,True,104,51.53368197741798,14709.098360894977
104,2020-05-05,23,308.6514184264405,9983.006656704447,True,105,53.051718132282424,14709.098360894977
105,2020-05-06,23,308.6514184264405,9983.006656704447,True,106,54.614348694111946,14709.098360894977
106,2020-05-07,23,308.6514184264405,9983.006656704447,True,107,56.22287635529978,14709.098360894977
107,2020-05-08,23,308.6514184264405,9983.006656704447,True,108,57.87864142446852,14709.098360894977
108,2020-05-09,23,308.6514184264405,9983.006656704447,True,109,59.58302288645824,14709.098360894977
109,2020-05-10,23,308.6514184264405,9983.006656704447,True,110,61.33743949060837,14709.098360894977
110,2020-05-11,24,308.6514184264405,9983.006656704447,True,111,63.143350867991806,14709.098360894977
111,2020-05-12,24,308.6514184264405,9983.006656704447,True,112,65.00225867827046,14709.098360894977
112,2020-05-13,24,308.6514184264405,9983.006656704447,True,113,66.91570778684867,14709.098360894977
113,2020-05-14,24,308.6514184264405,9983.006656704447,True,114,68.88528747301092,14709.098360894977
114,2020-05-15,24,308.6514184264405,9983.006656704447,True,115,70.91263266973765,14709.098360894977
115,2020-05-16,24,308.6514184264405,9983.006656704447,True,116,72.99942523590107,14709.098360894977
116,2020-05-17,25,308.6514184264405,9983.006656704447,True,117,75.1473952615502,14709.098360894977
117,2020-05-18,25,308.6514184264405,9983.006656704447,True,118,77.35832240700078,14709.098360894977
118,2020-05-19,25,308.6514184264405,9983.006656704447,True,119,79.63403727645226,14709.098360894977
119,2020-05-20,25,308.6514184264405,9983.006656704447,True,120,81.97642282685916,14709.098360894977
120,2020-05-21,29,308.6514184264405,9983.006656704447,True,121,84.38741581278931,14709.098360894977
121,2020-05-22,30,308.6514184264405,9983.006656704447,True,122,86.86900826800468,14709.098360894977
122,2020-05-23,30,308.6514184264405,9983.006656704447,True,123,89.42324902450483,14709.098360894977
123,2020-05-24,35,308.6514184264405,9983.006656704447,True,124,92.05224526977369,14709.098360894977
124,2020-05-25,35,308.6514184264405,9983.006656704447,True,125,94.75816414297284,14709.098360894977
125,2020-05-26,35,308.6514184264405,9983.006656704447,True,126,97.54323437082368,14709.098360894977
126,2020-05-27,35,308.6514184264405,9983.006656704447,True,127,100.40974794391992,14709.098360894977
127,2020-05-28,35,308.6514184264405,9983.006656704447,True,128,103.36006183420963,14709.098360894977
128,2020-05-29,35,308.6514184264405,9983.006656704447,True,129,106.39659975438153,14709.098360894977
129,2020-05-30,35,308.6514184264405,9983.006656704447,True,130,109.52185395988548,14709.098360894977
130,2020-05-31,35,308.6514184264405,9983.006656704447,True,131,112.73838709430997,14709.098360894977
131,2020-06-01,38,308.6514184264405,9983.006656704447,True,132,116.04883407882996,14709.098360894977
132,2020-06-02,40,308.6514184264405,9983.006656704447,True,133,119.45590404642874,14709.098360894977
133,2020-06-03,40,308.6514184264405,9983.006656704447,True,134,122.96238232158404,14709.098360894977
134,2020-06-04,40,308.6514184264405,9983.006656704447,True,135,126.5711324460939,14709.098360894977
135,2020-06-05,40,308.6514184264405,9983.006656704447,True,136,130.28509825170119,14709.098360894977
136,2020-06-06,40,308.6514184264405,9983.006656704447,True,137,134.10730598015445,14709.098360894977
137,2020-06-07,40,308.6514184264405,9983.006656704447,True,138,138.04086645132267,14709.098360894977
138,2020-06-08,42,308.6514184264405,9983.006656704447,True,139,142.0889772799542,14709.098360894977
139,2020-06-09,42,308.6514184264405,9983.006656704447,True,140,146.25492514164355,14709.098360894977
140,2020-06-10,48,308.6514184264405,9983.006656704447,True,141,150.54208808853664,14709.098360894977
141,2020-06-11,48,308.6514184264405,9983.006656704447,True,142,154.95393791527255,14709.098360894977
142,2020-06-12,48,308.6514184264405,9983.006656704447,True,143,159.49404257561912,14709.098360894977
143,2020-06-13,60,308.6514184264405,9983.006656704447,True,144,164.16606865021745,14709.098360894977
144,2020-06-14,60,308.6514184264405,9983.006656704447,True,145,168.9737838658077,14709.098360894977
145,2020-06-15,60,308.6514184264405,9983.006656704447,True,146,173.92105966625004,14709.098360894977
146,2020-06-16,60,308.6514184264405,9983.006656704447,True,147,179.01187383560907,14709.098360894977
147,2020-06-17,79,308.6514184264405,9983.006656704447,True,148,184.25031317349882,14709.098360894977
148,2020-06-18,79,308.6514184264405,9983.006656704447,True,149,189.640576222831,14709.098360894977
149,2020-06-19,89,308.6514184264405,9983.006656704447,True,150,195.1869760500265,14709.098360894977
150,2020-06-20,89,308.6514184264405,9983.006656704447,True,151,200.89394307768538,14709.098360894977
151,2020-06-21,89,308.6514184264405,9983.006656704447,True,152,206.76602796961492,14709.098360894977
152,2020-06-22,89,308.6514184264405,9983.006656704447,True,153,212.80790456803848,14709.098360894977
153,2020-06-23,89,308.6514184264405,9983.006656704447,True,154,219.02437288269908,14709.098360894977
154,2020-06-24,92,308.6514184264405,9983.006656704447,True,155,225.42036213148037,14709.098360894977
155,2020-06-25,92,308.6514184264405,9983.006656704447,True,156,232.00093383204495,14709.098360894977
156,2020-06-26,92,308.6514184264405,9983.006656704447,True,157,238.77128494387927,14709.098360894977
157,2020-06-27,92,308.6514184264405,9983.006656704447,True,158,245.73675106000468,14709.098360894977
158,2020-06-28,92,308.6514184264405,9983.006656704447,True,159,252.90280964747316,14709.098360894977
159,2020-06-29,175,308.6514184264405,9983.006656704447,True,160,260.2750833356299,14709.098360894977
160,2020-06-30,227,308.6514184264405,9983.006656704447,True,161,267.85934325095866,14709.098360894977
161,2020-07-01,227,308.6514184264405,9983.006656704447,True,162,275.66151239717203,14709.098360894977
162,2020-07-02,227,308.6514184264405,9983.006656704447,True,163,283.6876690790201,14709.098360894977
163,2020-07-03,277,308.6514184264405,9983.006656704447,True,164,291.94405036811764,14709.098360894977
164,2020-07-04,277,308.6514184264405,9983.006656704447,True,165,300.4370556088759,14709.098360894977
165,2020-07-05,277,308.6514184264405,9983.006656704447,True,166,309.17324996243025,14709.098360894977
166,2020-07-06,314,308.6514184264405,9983.006656704447,True,167,318.1593679862145,14709.098360894977
167,2020-07-07,314,308.6514184264405,9983.006656704447,True,168,327.40231724661237,14709.098360894977
168,2020-07-08,314,308.6514184264405,9983.006656704447,True,169,336.9091819618516,14709.098360894977
169,2020-07-09,314,308.6514184264405,9983.006656704447,True,170,346.6872266720494,14709.098360894977
170,2020-07-10,314,308.6514184264405,9983.006656704447,True,171,356.74389993303964,14709.098360894977
171,2020-07-11,314,308.6514184264405,9983.006656704447,True,172,367.0868380303067,14709.098360894977
172,2020-07-12,399,308.6514184264405,9983.006656704447,True,173,377.7238687090542,14709.098360894977
173,2020-07-13,399,308.6514184264405,9983.006656704447,True,174,388.66301491609426,14709.098360894977
174,2020-07-14,399,308.6514184264405,9983.006656704447,True,175,399.912498548913,14709.098360894977
175,2020-07-15,399,308.6514184264405,9983.006656704447,True,176,411.4807442068895,14709.098360894977
176,2020-07-16,522,308.6514184264405,9983.006656704447,True,177,423.3763829392835,14709.098360894977
177,2020-07-17,522,308.6514184264405,9983.006656704447,True,178,435.6082559841876,14709.098360894977
178,2020-07-18,522,308.6514184264405,9983.006656704447,True,179,448.18541849224204,14709.098360894977
179,2020-07-19,522,308.6514184264405,9983.006656704447,True,180,461.1171432284507,14709.098360894977
180,2020-07-20,522,308.6514184264405,9983.006656704447,True,181,474.41292424500307,14709.098360894977
181,2020-07-21,522,308.6514184264405,9983.006656704447,True,182,488.0824805175031,14709.098360894977
182,2020-07-22,522,308.6514184264405,9983.006656704447,True,183,502.1357595365249,14709.098360894977
183,2020-07-23,592,308.6514184264405,9983.006656704447,True,184,516.58294084589,14709.098360894977
184,2020-07-24,686,308.6514184264405,9983.006656704447,True,185,531.4344395185085,14709.098360894977
185,2020-07-25,686,308.6514184264405,9983.006656704447,True,186,546.700909560082,14709.098360894977
186,2020-07-26,686,308.6514184264405,9983.006656704447,True,187,562.3932472303561,14709.098360894977
187,2020-07-27,739,308.6514184264405,9983.006656704447,True,188,578.5225942710276,14709.098360894977
188,2020-07-28,739,308.6514184264405,9983.006656704447,True,189,595.1003410287564,14709.098360894977
189,2020-07-29,804,308.6514184264405,9983.006656704447,True,190,612.1381294611056,14709.098360894977
190,2020-07-30,804,308.6514184264405,9983.006656704447,True,191,629.6478560125314,14709.098360894977
191,2020-07-31,804,308.6514184264405,9983.006656704447,True,192,647.6416743468824,14709.098360894977
192,2020-08-01,804,308.6514184264405,9983.006656704447,True,193,666.131997922116,14709.098360894977
193,2020-08-02,804,308.6514184264405,9983.006656704447,True,194,685.1315023922315,14709.098360894977
194,2020-08-03,804,308.6514184264405,9983.006656704447,True,195,704.653127820654,14709.098360894977
195,2020-08-04,804,308.6514184264405,9983.006656704447,True,196,724.7100806885154,14709.098360894977
196,2020-08-05,804,308.6514184264405,9983.006656704447,True,197,745.3158356805136,14709.098360894977
197,2020-08-06,804,308.6514184264405,9983.006656704447,True,198,766.4841372301873,14709.098360894977
198,2020-08-07,804,308.6514184264405,9983.006656704447,True,199,788.2290008056584,14709.098360894977
199,2020-08-08,804,308.6514184264405,9983.006656704447,True,200,810.5647139160131,14709.098360894977
200,2020-08-09,804,308.6514184264405,9983.006656704447,True,201,833.505836817692,14709.098360894977
201,2020-08-10,1066,308.6514184264405,9983.006656704447,True,202,857.067202899351,14709.098360894977
202,2020-08-11,1066,308.6514184264405,9983.006656704447,True,203,881.2639187228406,14709.098360894977
203,2020-08-12,1066,308.6514184264405,9983.006656704447,True,204,906.1113636970375,14709.098360894977
204,2020-08-13,1214,308.6514184264405,9983.006656704447,True,205,931.6251893604331,14709.098360894977
205,2020-08-14,1214,308.6514184264405,9983.006656704447,True,206,957.8213182474836,14709.098360894977
206,2020-08-15,1214,308.6514184264405,9983.006656704447,True,207,984.7159423128911,14709.098360894977
207,2020-08-16,1214,308.6514184264405,9983.006656704447,True,208,1012.3255208871324,14709.098360894977
208,2020-08-17,1308,308.6514184264405,9983.006656704447,True,209,1040.6667781356996,14709.098360894977
209,2020-08-18,1308,308.6514184264405,9983.006656704447,True,210,1069.7566999937426,14709.098360894977
210,2020-08-19,1308,308.6514184264405,9983.006656704447,True,211,1099.6125305469661,14709.098360894977
211,2020-08-20,1308,308.6514184264405,9983.006656704447,True,212,1130.251767828937,14709.098360894977
212,2020-08-21,1308,308.6514184264405,9983.006656704447,True,213,1161.6921590041788,14709.098360894977
213,2020-08-22,1308,308.6514184264405,9983.006656704447,True,214,1193.9516949058248,14709.098360894977
214,2020-08-23,1308,308.6514184264405,9983.006656704447,True,215,1227.0486038959082,14709.098360894977
215,2020-08-24,1562,308.6514184264405,9983.006656704447,True,216,1261.0013450158876,14709.098360894977
216,2020-08-25,1562,308.6514184264405,9983.006656704447,True,217,1295.8286003944343,14709.098360894977
217,2020-08-26,1562,308.6514184264405,9983.006656704447,True,218,1331.549266879167,14709.098360894977
218,2020-08-27,1562,308.6514184264405,9983.006656704447,True,219,1368.1824468586353,14709.098360894977
219,2020-08-28,1562,308.6514184264405,9983.006656704447,True,220,1405.7474382406494,14709.098360894977
220,2020-08-29,1562,308.6514184264405,9983.006656704447,True,221,1444.2637235529373,14709.098360894977
221,2020-08-30,1633,308.6514184264405,9983.006656704447,True,222,1483.7509581320614,14709.098360894977
222,2020-08-31,1633,308.6514184264405,9983.006656704447,True,223,1524.2289573667088,14709.098360894977
223,2020-09-01,1724,308.6514184264405,9983.006656704447,True,224,1565.7176829616599,14709.098360894977
224,2020-09-02,1724,308.6514184264405,9983.006656704447,True,225,1608.23722818923,14709.098360894977
225,2020-09-03,1724,308.6514184264405,9983.006656704447,True,226,1651.807802095473,14709.098360894977
226,2020-09-04,2002,308.6514184264405,9983.006656704447,True,227,1696.4497126292817,14709.098360894977
227,2020-09-05,2002,308.6514184264405,9983.006656704447,True,228,1742.1833486633734,14709.098360894977
228,2020-09-06,2002,308.6514184264405,9983.006656704447,True,229,1789.0291608773891,14709.098360894977
229,2020-09-07,2126,308.6514184264405,9983.006656704447,True,230,1837.0076414746127,14709.098360894977
230,2020-09-08,2126,308.6514184264405,9983.006656704447,True,231,1886.1393027055049,14709.098360894977
231,2020-09-09,2126,308.6514184264405,9983.006656704447,True,232,1936.4446541729976,14709.098360894977
232,2020-09-10,2252,308.6514184264405,9983.006656704447,True,233,1987.9441788966578,14709.098360894977
233,2020-09-11,2252,308.6514184264405,9983.006656704447,True,234,2040.6583081151787,14709.098360894977
234,2020-09-12,2252,308.6514184264405,9983.006656704447,True,235,2094.6073948092708,14709.098360894977
235,2020-09-13,2252,308.6514184264405,9983.006656704447,True,236,2149.811685930033,14709.098360894977
236,2020-09-14,2463,308.6514184264405,9983.006656704447,True,237,2206.2912933210528,14709.098360894977
237,2020-09-15,2463,308.6514184264405,9983.006656704447,True,238,2264.066163326128,14709.098360894977
238,2020-09-16,2463,308.6514184264405,9983.006656704447,True,239,2323.1560450783,14709.098360894977
239,2020-09-17,2567,308.6514184264405,9983.006656704447,True,240,2383.5804574701974,14709.098360894977
240,2020-09-18,2567,308.6514184264405,9983.006656704447,True,241,2445.358654810147,14709.098360894977
241,2020-09-19,2567,308.6514184264405,9983.006656704447,True,242,2508.5095911735066,14709.098360894977
242,2020-09-20,2567,308.6514184264405,9983.006656704447,True,243,2573.051883463806,14709.098360894977
243,2020-09-21,2567,308.6514184264405,9983.006656704447,True,244,2639.0037732039896,14709.098360894977
244,2020-09-22,2567,308.6514184264405,9983.006656704447,True,245,2706.38308708387,14709.098360894977
245,2020-09-23,2567,308.6514184264405,9983.006656704447,True,246,2775.207196296254,14709.098360894977
246,2020-09-24,2921,308.6514184264405,9983.006656704447,True,247,2845.492974700785,14709.098360894977
247,2020-09-25,2921,308.6514184264405,9983.006656704447,True,248,2917.256755861429,14709.098360894977
248,2020-09-26,2921,308.6514184264405,9983.006656704447,True,249,2990.5142890108477,14709.098360894977
249,2020-09-27,2921,308.6514184264405,9983.006656704447,True,250,3065.2806940023243,14709.098360894977
250,2020-09-28,3172,308.6514184264405,9983.006656704447,True,251,3141.570415317812,14709.098360894977
251,2020-09-29,3172,308.6514184264405,9983.006656704447,True,252,3219.397175208604,14709.098360894977
252,2020-09-30,3172,308.6514184264405,9983.006656704447,True,253,3298.773926053491,14709.098360894977
253,2020-10-01,3172,308.6514184264405,9983.006656704447,True,254,3379.7128020275973,14709.098360894977
254,2020-10-02,3172,308.6514184264405,9983.006656704447,True,255,3462.225070183805,14709.098360894977
255,2020-10-03,3172,308.6514184264405,9983.006656704447,True,256,3546.3210810572155,14709.098360894977
256,2020-10-04,3172,308.6514184264405,9983.006656704447,True,257,3632.010218911997,14709.098360894977
257,2020-10-05,3172,308.6514184264405,9983.006656704447,True,258,3719.300851758603,14709.098360894977
258,2020-10-06,3172,308.6514184264405,9983.006656704447,True,259,3808.200281278099,14709.098360894977
259,2020-10-07,3172,308.6514184264405,9983.006656704447,True,260,3898.7146927989793,14709.098360894977
260,2020-10-08,3219,308.6514184264405,9983.006656704447,True,261,3990.849105480174,14709.098360894977
261,2020-10-09,3219,308.6514184264405,9983.006656704447,True,262,4084.6073228622495,14709.098360894977
262,2020-10-10,3219,308.6514184264405,9983.006656704447,True,263,4179.991883956578,14709.098360894977
263,2020-10-11,3219,308.6514184264405,9983.006656704447,True,264,4277.004015049849,14709.098360894977
264,2020-10-12,3515,308.6514184264405,9983.006656704447,True,265,4375.6435824082,14709.098360894977
265,2020-10-13,3515,308.6514184264405,9983.006656704447,True,266,4475.909046071862,14709.098360894977
266,2020-10-14,3515,308.6514184264405,9983.006656704447,True,267,4577.797414936937,14709.098360894977
267,2020-10-15,3914,308.6514184264405,9983.006656704447,True,268,4681.304203326224,14709.098360894977
268,2020-10-16,5242,308.6514184264405,9983.006656704447,True,269,4786.423389255228,14709.098360894977
269,2020-10-17,5242,308.6514184264405,9983.006656704447,True,270,4893.147374603116,14709.098360894977
270,2020-10-18,5242,308.6514184264405,9983.006656704447,True,271,5001.466947400808,14709.098360894977
271,2020-10-19,5609,308.6514184264405,9983.006656704447,True,272,5111.371246449968,14709.098360894977
272,2020-10-20,5609,308.6514184264405,9983.006656704447,True,273,5222.847728487078,14709.098360894977
273,2020-10-21,5609,308.6514184264405,9983.006656704447,True,274,5335.882138105893,14709.098360894977
274,2020-10-22,5923,308.6514184264405,9983.006656704447,True,275,5450.458480649723,14709.098360894977
275,2020-10-23,5923,308.6514184264405,9983.006656704447,True,276,5566.55899828148,14709.098360894977
276,2020-10-24,5923,308.6514184264405,9983.006656704447,True,277,5684.164149434885,14709.098360894977
277,2020-10-25,5923,308.6514184264405,9983.006656704447,True,278,5803.252591844147,14709.098360894977
278,2020-10-26,6283,308.6514184264405,9983.006656704447,True,279,5923.801169341792,14709.098360894977
279,2020-10-27,6283,308.6514184264405,9983.006656704447,True,280,6045.784902605514,14709.098360894977
280,2020-10-28,6283,308.6514184264405,9983.006656704447,True,281,6169.176984024338,14709.098360894977
281,2020-10-29,6642,308.6514184264405,9983.006656704447,True,282,6293.94877684272,14709.098360894977
282,2020-10-30,6642,308.6514184264405,9983.006656704447,True,283,6420.06981872751,14709.098360894977
283,2020-10-31,6642,308.6514184264405,9983.006656704447,True,284,6547.50782988827,14709.098360894977
284,2020-11-01,6642,308.6514184264405,9983.006656704447,True,285,6676.228725865096,14709.098360894977
285,2020-11-02,6642,308.6514184264405,9983.006656704447,True,286,6806.196635080626,14709.098360894977
286,2020-11-03,6642,308.6514184264405,9983.006656704447,True,287,6937.373921234319,14709.098360894977
287,2020-11-04,6642,308.6514184264405,9983.006656704447,True,288,7069.7212105969365,14709.098360894977
288,2020-11-05,7835,308.6514184264405,9983.006656704447,True,289,7203.197424242456,14709.098360894977
289,2020-11-06,7835,308.6514184264405,9983.006656704447,True,290,7337.759815232515,14709.098360894977
290,2020-11-07,7835,308.6514184264405,9983.006656704447,True,291,7473.364010745953,14709.098360894977
291,2020-11-08,7835,308.6514184264405,9983.006656704447,True,292,7609.964059122311,14709.098360894977
