,Report_Date,Djibouti_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
93,2020-04-24,999,124.04514634811277,2604.737147810495,True,94,540.0033685591733,5203.780186539476
94,2020-04-25,1008,124.04514634811277,2604.737147810495,True,95,575.7584329934161,5203.780186539476
95,2020-04-26,1023,124.04514634811277,2604.737147810495,True,96,613.569853599665,5203.780186539476
96,2020-04-27,1035,124.04514634811277,2604.737147810495,True,97,653.5142275482575,5203.780186539476
97,2020-04-28,1072,124.04514634811277,2604.737147810495,True,98,695.6654242683009,5203.780186539476
98,2020-04-29,1077,124.04514634811277,2604.737147810495,True,99,740.0936995783568,5203.780186539476
99,2020-04-30,1089,124.04514634811277,2604.737147810495,True,100,786.8647370832011,5203.780186539476
100,2020-05-01,1097,124.04514634811277,2604.737147810495,True,101,836.0386222475183,5203.780186539476
101,2020-05-02,1112,124.04514634811277,2604.737147810495,True,102,887.6687570699851,5203.780186539476
102,2020-05-03,1112,124.04514634811277,2604.737147810495,True,103,941.8007260419618,5203.780186539476
103,2020-05-04,1116,124.04514634811277,2604.737147810495,True,104,998.4711270302928,5203.780186539476
104,2020-05-05,1120,124.04514634811277,2604.737147810495,True,105,1057.7063837977948,5203.780186539476
105,2020-05-06,1124,124.04514634811277,2604.737147810495,True,106,1119.5215599688236,5203.780186539476
106,2020-05-07,1133,124.04514634811277,2604.737147810495,True,107,1183.9191972384829,5203.780186539476
107,2020-05-08,1135,124.04514634811277,2604.737147810495,True,108,1250.8882033687366,5203.780186539476
108,2020-05-09,1189,124.04514634811277,2604.737147810495,True,109,1320.402817851359,5203.780186539476
109,2020-05-10,1210,124.04514634811277,2604.737147810495,True,110,1392.421684873085,5203.780186539476
110,2020-05-11,1227,124.04514634811277,2604.737147810495,True,111,1466.8870642160969,5203.780186539476
111,2020-05-12,1256,124.04514634811277,2604.737147810495,True,112,1543.724210798074,5203.780186539476
112,2020-05-13,1268,124.04514634811277,2604.737147810495,True,113,1622.8409525512452,5203.780186539476
113,2020-05-14,1284,124.04514634811277,2604.737147810495,True,114,1704.1274941434765,5203.780186539476
114,2020-05-15,1309,124.04514634811277,2604.737147810495,True,115,1787.4564705876276,5203.780186539476
115,2020-05-16,1331,124.04514634811277,2604.737147810495,True,116,1872.6832700594769,5203.780186539476
116,2020-05-17,1401,124.04514634811277,2604.737147810495,True,117,1959.6466393099513,5203.780186539476
117,2020-05-18,1518,124.04514634811277,2604.737147810495,True,118,2048.169578051496,5203.780186539476
118,2020-05-19,1618,124.04514634811277,2604.737147810495,True,119,2138.0605208349953,5203.780186539476
119,2020-05-20,1828,124.04514634811277,2604.737147810495,True,120,2229.1147964988313,5203.780186539476
120,2020-05-21,2047,124.04514634811277,2604.737147810495,True,121,2321.1163466125777,5203.780186539476
121,2020-05-22,2270,124.04514634811277,2604.737147810495,True,122,2413.83967584365,5203.780186539476
122,2020-05-23,2270,124.04514634811277,2604.737147810495,True,123,2507.051999256027,5203.780186539476
123,2020-05-24,2270,124.04514634811277,2604.737147810495,True,124,2600.515544607902,5203.780186539476
124,2020-05-25,2468,124.04514634811277,2604.737147810495,True,125,2693.989962117852,5203.780186539476
125,2020-05-26,2468,124.04514634811277,2604.737147810495,True,126,2787.234790221559,5203.780186539476
126,2020-05-27,2697,124.04514634811277,2604.737147810495,True,127,2880.0119237636586,5203.780186539476
127,2020-05-28,2914,124.04514634811277,2604.737147810495,True,128,2972.088030978452,5203.780186539476
128,2020-05-29,2914,124.04514634811277,2604.737147810495,True,129,3063.2368675147495,5203.780186539476
129,2020-05-30,3194,124.04514634811277,2604.737147810495,True,130,3153.2414395461783,5203.780186539476
130,2020-05-31,3354,124.04514634811277,2604.737147810495,True,131,3241.895973468192,5203.780186539476
131,2020-06-01,3569,124.04514634811277,2604.737147810495,True,132,3329.0076565180752,5203.780186539476
132,2020-06-02,3779,124.04514634811277,2604.737147810495,True,133,3414.3981205014647,5203.780186539476
133,2020-06-03,3935,124.04514634811277,2604.737147810495,True,134,3497.9046492681227,5203.780186539476
134,2020-06-04,4054,124.04514634811277,2604.737147810495,True,135,3579.381099240304,5203.780186539476
135,2020-06-05,4123,124.04514634811277,2604.737147810495,True,136,3658.698530767259,5203.780186539476
136,2020-06-06,4169,124.04514634811277,2604.737147810495,True,137,3735.745556007038,5203.780186539476
137,2020-06-07,4207,124.04514634811277,2604.737147810495,True,138,3810.4284161302276,5203.780186539476
138,2020-06-08,4278,124.04514634811277,2604.737147810495,True,139,3882.6708066780907,5203.780186539476
139,2020-06-09,4331,124.04514634811277,2604.737147810495,True,140,3952.4134747464686,5203.780186539476
140,2020-06-10,4373,124.04514634811277,2604.737147810495,True,141,4019.6136152386352,5203.780186539476
141,2020-06-11,4398,124.04514634811277,2604.737147810495,True,142,4084.244095738628,5203.780186539476
142,2020-06-12,4441,124.04514634811277,2604.737147810495,True,143,4146.292540664692,5203.780186539476
143,2020-06-13,4449,124.04514634811277,2604.737147810495,True,144,4205.760305382899,5203.780186539476
144,2020-06-14,4465,124.04514634811277,2604.737147810495,True,145,4262.661370040116,5203.780186539476
145,2020-06-15,4501,124.04514634811277,2604.737147810495,True,146,4317.02118118125,5203.780186539476
146,2020-06-16,4539,124.04514634811277,2604.737147810495,True,147,4368.875466924325,5203.780186539476
147,2020-06-17,4545,124.04514634811277,2604.737147810495,True,148,4418.269048752186,5203.780186539476
148,2020-06-18,4557,124.04514634811277,2604.737147810495,True,149,4465.254670004515,5203.780186539476
149,2020-06-19,4565,124.04514634811277,2604.737147810495,True,150,4509.891858063955,5203.780186539476
150,2020-06-20,4565,124.04514634811277,2604.737147810495,True,151,4552.245834149837,5203.780186539476
151,2020-06-21,4582,124.04514634811277,2604.737147810495,True,152,4592.386481663534,5203.780186539476
152,2020-06-22,4599,124.04514634811277,2604.737147810495,True,153,4630.387381248649,5203.780186539476
153,2020-06-23,4617,124.04514634811277,2604.737147810495,True,154,4666.324918192555,5203.780186539476
154,2020-06-24,4630,124.04514634811277,2604.737147810495,True,155,4700.277465538645,5203.780186539476
155,2020-06-25,4635,124.04514634811277,2604.737147810495,True,156,4732.324644318932,5203.780186539476
156,2020-06-26,4643,124.04514634811277,2604.737147810495,True,157,4762.546660657623,5203.780186539476
157,2020-06-27,4643,124.04514634811277,2604.737147810495,True,158,4791.02371813004,5203.780186539476
158,2020-06-28,4643,124.04514634811277,2604.737147810495,True,159,4817.835502670904,5203.780186539476
159,2020-06-29,4656,124.04514634811277,2604.737147810495,True,160,4843.060736489027,5203.780186539476
160,2020-06-30,4682,124.04514634811277,2604.737147810495,True,161,4866.776796835349,5203.780186539476
161,2020-07-01,4704,124.04514634811277,2604.737147810495,True,162,4889.059395059931,5203.780186539476
162,2020-07-02,4715,124.04514634811277,2604.737147810495,True,163,4909.982311152287,5203.780186539476
163,2020-07-03,4736,124.04514634811277,2604.737147810495,True,164,4929.617178860807,5203.780186539476
164,2020-07-04,4736,124.04514634811277,2604.737147810495,True,165,4948.033316504709,5203.780186539476
165,2020-07-05,4792,124.04514634811277,2604.737147810495,True,166,4965.297598702304,5203.780186539476
166,2020-07-06,4822,124.04514634811277,2604.737147810495,True,167,4981.474364420936,5203.780186539476
167,2020-07-07,4878,124.04514634811277,2604.737147810495,True,168,4996.625356988056,5203.780186539476
168,2020-07-08,4889,124.04514634811277,2604.737147810495,True,169,5010.809691973594,5203.780186539476
169,2020-07-09,4955,124.04514634811277,2604.737147810495,True,170,5024.083849147521,5203.780186539476
170,2020-07-10,4968,124.04514634811277,2604.737147810495,True,171,5036.501685022142,5203.780186539476
171,2020-07-11,4968,124.04514634811277,2604.737147810495,True,172,5048.114462797324,5203.780186539476
172,2020-07-12,4972,124.04514634811277,2604.737147810495,True,173,5058.970896831432,5203.780186539476
173,2020-07-13,4977,124.04514634811277,2604.737147810495,True,174,5069.117209055796,5203.780186539476
174,2020-07-14,4979,124.04514634811277,2604.737147810495,True,175,5078.597195032331,5203.780186539476
175,2020-07-15,4985,124.04514634811277,2604.737147810495,True,176,5087.452297619264,5203.780186539476
176,2020-07-16,4993,124.04514634811277,2604.737147810495,True,177,5095.721686457586,5203.780186539476
177,2020-07-17,5003,124.04514634811277,2604.737147810495,True,178,5103.442341719336,5203.780186539476
178,2020-07-18,5003,124.04514634811277,2604.737147810495,True,179,5110.649140768178,5203.780186539476
179,2020-07-19,5011,124.04514634811277,2604.737147810495,True,180,5117.374946572893,5203.780186539476
180,2020-07-20,5020,124.04514634811277,2604.737147810495,True,181,5123.650696886031,5203.780186539476
181,2020-07-21,5027,124.04514634811277,2604.737147810495,True,182,5129.505493353738,5203.780186539476
182,2020-07-22,5030,124.04514634811277,2604.737147810495,True,183,5134.966689859829,5203.780186539476
183,2020-07-23,5031,124.04514634811277,2604.737147810495,True,184,5140.059979528467,5203.780186539476
184,2020-07-24,5039,124.04514634811277,2604.737147810495,True,185,5144.809479916637,5203.780186539476
185,2020-07-25,5039,124.04514634811277,2604.737147810495,True,186,5149.237816021103,5203.780186539476
186,2020-07-26,5050,124.04514634811277,2604.737147810495,True,187,5153.366200805911,5203.780186539476
187,2020-07-27,5059,124.04514634811277,2604.737147810495,True,188,5157.214513026924,5203.780186539476
188,2020-07-28,5068,124.04514634811277,2604.737147810495,True,189,5160.801372190435,5203.780186539476
189,2020-07-29,5081,124.04514634811277,2604.737147810495,True,190,5164.144210534655,5203.780186539476
190,2020-07-30,5081,124.04514634811277,2604.737147810495,True,191,5167.259341966773,5203.780186539476
191,2020-07-31,5084,124.04514634811277,2604.737147810495,True,192,5170.1620279253375,5203.780186539476
192,2020-08-01,5084,124.04514634811277,2604.737147810495,True,193,5172.866540168489,5203.780186539476
193,2020-08-02,5161,124.04514634811277,2604.737147810495,True,194,5175.3862205142195,5203.780186539476
194,2020-08-03,5240,124.04514634811277,2604.737147810495,True,195,5177.733537579628,5203.780186539476
195,2020-08-04,5248,124.04514634811277,2604.737147810495,True,196,5179.920140583008,5203.780186539476
196,2020-08-05,5330,124.04514634811277,2604.737147810495,True,197,5181.9569102859,5203.780186539476
197,2020-08-06,5330,124.04514634811277,2604.737147810495,True,198,5183.854007162574,5203.780186539476
198,2020-08-07,5338,124.04514634811277,2604.737147810495,True,199,5185.62091689212,5203.780186539476
199,2020-08-08,5338,124.04514634811277,2604.737147810495,True,200,5187.266493273896,5203.780186539476
200,2020-08-09,5344,124.04514634811277,2604.737147810495,True,201,5188.798998670753,5203.780186539476
201,2020-08-10,5347,124.04514634811277,2604.737147810495,True,202,5190.226142086594,5203.780186539476
202,2020-08-11,5348,124.04514634811277,2604.737147810495,True,203,5191.555114985678,5203.780186539476
203,2020-08-12,5358,124.04514634811277,2604.737147810495,True,204,5192.7926249608145,5203.780186539476
204,2020-08-13,5358,124.04514634811277,2604.737147810495,True,205,5193.944927356497,5203.780186539476
205,2020-08-14,5367,124.04514634811277,2604.737147810495,True,206,5195.017854951192,5203.780186539476
206,2020-08-15,5367,124.04514634811277,2604.737147810495,True,207,5196.016845800575,5203.780186539476
207,2020-08-16,5369,124.04514634811277,2604.737147810495,True,208,5196.946969340722,5203.780186539476
208,2020-08-17,5372,124.04514634811277,2604.737147810495,True,209,5197.812950847031,5203.780186539476
