,Report_Date,Djibouti_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,124.04514634811277,2604.737147810495,True,1,0.7584426906584611,5203.780186539476
1,2020-01-23,0,124.04514634811277,2604.737147810495,True,2,0.8148922331490424,5203.780186539476
2,2020-01-24,0,124.04514634811277,2604.737147810495,True,3,0.8755425086066854,5203.780186539476
3,2020-01-25,0,124.04514634811277,2604.737147810495,True,4,0.9407060085358835,5203.780186539476
4,2020-01-26,0,124.04514634811277,2604.737147810495,True,5,1.0107184537745129,5203.780186539476
5,2020-01-27,0,124.04514634811277,2604.737147810495,True,6,1.08594051866792,5203.780186539476
6,2020-01-28,0,124.04514634811277,2604.737147810495,True,7,1.1667596828167328,5203.780186539476
7,2020-01-29,0,124.04514634811277,2604.737147810495,True,8,1.2535922197756886,5203.780186539476
8,2020-01-30,0,124.04514634811277,2604.737147810495,True,9,1.3468853327604604,5203.780186539476
9,2020-01-31,0,124.04514634811277,2604.737147810495,True,10,1.4471194481468783,5203.780186539476
10,2020-02-01,0,124.04514634811277,2604.737147810495,True,11,1.554810678325293,5203.780186539476
11,2020-02-02,0,124.04514634811277,2604.737147810495,True,12,1.6705134663053174,5203.780186539476
12,2020-02-03,0,124.04514634811277,2604.737147810495,True,13,1.794823425356335,5203.780186539476
13,2020-02-04,0,124.04514634811277,2604.737147810495,True,14,1.9283803879205532,5203.780186539476
14,2020-02-05,0,124.04514634811277,2604.737147810495,True,15,2.0718716790518346,5203.780186539476
15,2020-02-06,0,124.04514634811277,2604.737147810495,True,16,2.2260356307190015,5203.780186539476
16,2020-02-07,0,124.04514634811277,2604.737147810495,True,17,2.391665354470902,5203.780186539476
17,2020-02-08,0,124.04514634811277,2604.737147810495,True,18,2.569612791196515,5203.780186539476
18,2020-02-09,0,124.04514634811277,2604.737147810495,True,19,2.760793058031182,5203.780186539476
19,2020-02-10,0,124.04514634811277,2604.737147810495,True,20,2.9661891138641963,5203.780186539476
20,2020-02-11,0,124.04514634811277,2604.737147810495,True,21,3.1868567663981175,5203.780186539476
21,2020-02-12,0,124.04514634811277,2604.737147810495,True,22,3.423930045300979,5203.780186539476
22,2020-02-13,0,124.04514634811277,2604.737147810495,True,23,3.678626967683801,5203.780186539476
23,2020-02-14,0,124.04514634811277,2604.737147810495,True,24,3.9522557239322555,5203.780186539476
24,2020-02-15,0,124.04514634811277,2604.737147810495,True,25,4.246221313827579,5203.780186539476
25,2020-02-16,0,124.04514634811277,2604.737147810495,True,26,4.562032664912486,5203.780186539476
26,2020-02-17,0,124.04514634811277,2604.737147810495,True,27,4.901310267197299,5203.780186539476
27,2020-02-18,0,124.04514634811277,2604.737147810495,True,28,5.265794360563705,5203.780186539476
28,2020-02-19,0,124.04514634811277,2604.737147810495,True,29,5.6573537136122125,5203.780186539476
29,2020-02-20,0,124.04514634811277,2604.737147810495,True,30,6.077995035217563,5203.780186539476
30,2020-02-21,0,124.04514634811277,2604.737147810495,True,31,6.529873062706393,5203.780186539476
31,2020-02-22,0,124.04514634811277,2604.737147810495,True,32,7.015301373354854,5203.780186539476
32,2020-02-23,0,124.04514634811277,2604.737147810495,True,33,7.5367639688209564,5203.780186539476
33,2020-02-24,0,124.04514634811277,2604.737147810495,True,34,8.096927685176162,5203.780186539476
34,2020-02-25,0,124.04514634811277,2604.737147810495,True,35,8.698655484380282,5203.780186539476
35,2020-02-26,0,124.04514634811277,2604.737147810495,True,36,9.345020686348512,5203.780186539476
36,2020-02-27,0,124.04514634811277,2604.737147810495,True,37,10.039322204181945,5203.780186539476
37,2020-02-28,0,124.04514634811277,2604.737147810495,True,38,10.785100848663014,5203.780186539476
38,2020-02-29,0,124.04514634811277,2604.737147810495,True,39,11.586156771741578,5203.780186539476
39,2020-03-01,0,124.04514634811277,2604.737147810495,True,40,12.446568122437464,5203.780186539476
40,2020-03-02,0,124.04514634811277,2604.737147810495,True,41,13.37071099233901,5203.780186539476
41,2020-03-03,0,124.04514634811277,2604.737147810495,True,42,14.363280731655832,5203.780186539476
42,2020-03-04,0,124.04514634811277,2604.737147810495,True,43,15.429314720552767,5203.780186539476
43,2020-03-05,0,124.04514634811277,2604.737147810495,True,44,16.5742166842076,5203.780186539476
44,2020-03-06,0,124.04514634811277,2604.737147810495,True,45,17.803782643646585,5203.780186539476
45,2020-03-07,0,124.04514634811277,2604.737147810495,True,46,19.124228597855936,5203.780186539476
46,2020-03-08,0,124.04514634811277,2604.737147810495,True,47,20.5422200358705,5203.780186539476
47,2020-03-09,0,124.04514634811277,2604.737147810495,True,48,22.0649033804151,5203.780186539476
48,2020-03-10,0,124.04514634811277,2604.737147810495,True,49,23.69993946711487,5203.780186539476
49,2020-03-11,0,124.04514634811277,2604.737147810495,True,50,25.45553916517696,5203.780186539476
50,2020-03-12,0,124.04514634811277,2604.737147810495,True,51,27.340501246635014,5203.780186539476
51,2020-03-13,0,124.04514634811277,2604.737147810495,True,52,29.36425261157314,5203.780186539476
52,2020-03-14,0,124.04514634811277,2604.737147810495,True,53,31.5368909760164,5203.780186539476
53,2020-03-15,0,124.04514634811277,2604.737147810495,True,54,33.869230127168024,5203.780186539476
54,2020-03-16,0,124.04514634811277,2604.737147810495,True,55,36.3728478471337,5203.780186539476
55,2020-03-17,0,124.04514634811277,2604.737147810495,True,56,39.060136600909225,5203.780186539476
56,2020-03-18,1,124.04514634811277,2604.737147810495,True,57,41.9443570768837,5203.780186539476
57,2020-03-19,1,124.04514634811277,2604.737147810495,True,58,45.03969465804947,5203.780186539476
58,2020-03-20,1,124.04514634811277,2604.737147810495,True,59,48.36131888907833,5203.780186539476
59,2020-03-21,1,124.04514634811277,2604.737147810495,True,60,51.92544598793932,5203.780186539476
60,2020-03-22,1,124.04514634811277,2604.737147810495,True,61,55.7494044302518,5203.780186539476
61,2020-03-23,3,124.04514634811277,2604.737147810495,True,62,59.85170360947693,5203.780186539476
62,2020-03-24,3,124.04514634811277,2604.737147810495,True,63,64.25210554567842,5203.780186539476
63,2020-03-25,11,124.04514634811277,2604.737147810495,True,64,68.97169957917971,5203.780186539476
64,2020-03-26,11,124.04514634811277,2604.737147810495,True,65,74.03297994218758,5203.780186539476
65,2020-03-27,12,124.04514634811277,2604.737147810495,True,66,79.45992605044665,5203.780186539476
66,2020-03-28,14,124.04514634811277,2604.737147810495,True,67,85.27808529726533,5203.780186539476
67,2020-03-29,18,124.04514634811277,2604.737147810495,True,68,91.51465806277054,5203.780186539476
68,2020-03-30,18,124.04514634811277,2604.737147810495,True,69,98.19858457090623,5203.780186539476
69,2020-03-31,30,124.04514634811277,2604.737147810495,True,70,105.36063313433222,5203.780186539476
70,2020-04-01,33,124.04514634811277,2604.737147810495,True,71,113.03348922181887,5203.780186539476
71,2020-04-02,40,124.04514634811277,2604.737147810495,True,72,121.2518446627691,5203.780186539476
72,2020-04-03,49,124.04514634811277,2604.737147810495,True,73,130.05248616794924,5203.780186539476
73,2020-04-04,50,124.04514634811277,2604.737147810495,True,74,139.4743821932639,5203.780186539476
74,2020-04-05,59,124.04514634811277,2604.737147810495,True,75,149.558767003453,5203.780186539476
75,2020-04-06,90,124.04514634811277,2604.737147810495,True,76,160.34922060411023,5203.780186539476
76,2020-04-07,90,124.04514634811277,2604.737147810495,True,77,171.89174300285393,5203.780186539476
77,2020-04-08,135,124.04514634811277,2604.737147810495,True,78,184.23482103363443,5203.780186539476
78,2020-04-09,135,124.04514634811277,2604.737147810495,True,79,197.42948573231968,5203.780186539476
79,2020-04-10,150,124.04514634811277,2604.737147810495,True,80,211.5293579877746,5203.780186539476
80,2020-04-11,187,124.04514634811277,2604.737147810495,True,81,226.59067991233584,5203.780186539476
81,2020-04-12,214,124.04514634811277,2604.737147810495,True,82,242.67232908154833,5203.780186539476
82,2020-04-13,298,124.04514634811277,2604.737147810495,True,83,259.8358124891191,5203.780186539476
83,2020-04-14,363,124.04514634811277,2604.737147810495,True,84,278.1452367545054,5203.780186539476
84,2020-04-15,435,124.04514634811277,2604.737147810495,True,85,297.66725081427916,5203.780186539476
85,2020-04-16,591,124.04514634811277,2604.737147810495,True,86,318.47095703317905,5203.780186539476
86,2020-04-17,732,124.04514634811277,2604.737147810495,True,87,340.6277863974921,5203.780186539476
87,2020-04-18,732,124.04514634811277,2604.737147810495,True,88,364.2113332153491,5203.780186539476
88,2020-04-19,846,124.04514634811277,2604.737147810495,True,89,389.29714456148025,5203.780186539476
89,2020-04-20,846,124.04514634811277,2604.737147810495,True,90,415.9624595863857,5203.780186539476
90,2020-04-21,945,124.04514634811277,2604.737147810495,True,91,444.2858937828351,5203.780186539476
91,2020-04-22,974,124.04514634811277,2604.737147810495,True,92,474.3470633897496,5203.780186539476
92,2020-04-23,986,124.04514634811277,2604.737147810495,True,93,506.2261453407109,5203.780186539476
