,Report_Date,Canada_recovered_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
64,2020-03-26,0,30.98959449612595,6.29399158532796e-06,True,65,1.2587873692840033e-05,1.258798314979086e-05
65,2020-03-27,0,30.98959449612595,6.29399158532796e-06,True,66,1.2587905451010615e-05,1.258798314979086e-05
66,2020-03-28,0,30.98959449612595,6.29399158532796e-06,True,67,1.2587927996566113e-05,1.258798314979086e-05
67,2020-03-29,0,30.98959449612595,6.29399158532796e-06,True,68,1.2587944001941337e-05,1.258798314979086e-05
68,2020-03-30,0,30.98959449612595,6.29399158532796e-06,True,69,1.2587955364349708e-05,1.258798314979086e-05
69,2020-03-31,0,30.98959449612595,6.29399158532796e-06,True,70,1.2587963430654979e-05,1.258798314979086e-05
70,2020-04-01,0,30.98959449612595,6.29399158532796e-06,True,71,1.258796915701593e-05,1.258798314979086e-05
71,2020-04-02,0,30.98959449612595,6.29399158532796e-06,True,72,1.2587973222222763e-05,1.258798314979086e-05
72,2020-04-03,0,30.98959449612595,6.29399158532796e-06,True,73,1.2587976108157308e-05,1.258798314979086e-05
73,2020-04-04,0,30.98959449612595,6.29399158532796e-06,True,74,1.2587978156913298e-05,1.258798314979086e-05
74,2020-04-05,0,30.98959449612595,6.29399158532796e-06,True,75,1.258797961134706e-05,1.258798314979086e-05
75,2020-04-06,0,30.98959449612595,6.29399158532796e-06,True,76,1.2587980643865036e-05,1.258798314979086e-05
76,2020-04-07,0,30.98959449612595,6.29399158532796e-06,True,77,1.2587981376860478e-05,1.258798314979086e-05
77,2020-04-08,0,30.98959449612595,6.29399158532796e-06,True,78,1.2587981897221677e-05,1.258798314979086e-05
78,2020-04-09,0,30.98959449612595,6.29399158532796e-06,True,79,1.2587982266631573e-05,1.258798314979086e-05
79,2020-04-10,0,30.98959449612595,6.29399158532796e-06,True,80,1.2587982528879547e-05,1.258798314979086e-05
