,Report_Date,Italy_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
73,2020-04-04,124632,80.86114924019094,133469.50767113976,True,74,106855.50505748879,266936.60319442366
74,2020-04-05,128948,80.86114924019094,133469.50767113976,True,75,110651.99707259035,266936.60319442366
75,2020-04-06,132547,80.86114924019094,133469.50767113976,True,76,114486.90878646394,266936.60319442366
76,2020-04-07,135586,80.86114924019094,133469.50767113976,True,77,118354.07906749575,266936.60319442366
77,2020-04-08,139422,80.86114924019094,133469.50767113976,True,78,122247.13003755492,266936.60319442366
78,2020-04-09,143626,80.86114924019094,133469.50767113976,True,79,126159.50793939822,266936.60319442366
79,2020-04-10,147577,80.86114924019094,133469.50767113976,True,80,130084.52652141936,266936.60319442366
80,2020-04-11,152271,80.86114924019094,133469.50767113976,True,81,134015.41234149013,266936.60319442366
81,2020-04-12,156363,80.86114924019094,133469.50767113976,True,82,137945.35134424345,266936.60319442366
82,2020-04-13,159516,80.86114924019094,133469.50767113976,True,83,141867.53603436457,266936.60319442366
83,2020-04-14,162488,80.86114924019094,133469.50767113976,True,84,145775.21255349016,266936.60319442366
84,2020-04-15,165155,80.86114924019094,133469.50767113976,True,85,149661.72697073952,266936.60319442366
85,2020-04-16,168941,80.86114924019094,133469.50767113976,True,86,153520.570116624,266936.60319442366
86,2020-04-17,172434,80.86114924019094,133469.50767113976,True,87,157345.42032634738,266936.60319442366
87,2020-04-18,175925,80.86114924019094,133469.50767113976,True,88,161130.18350994965,266936.60319442366
88,2020-04-19,178972,80.86114924019094,133469.50767113976,True,89,164869.03003143967,266936.60319442366
89,2020-04-20,181228,80.86114924019094,133469.50767113976,True,90,168556.42795464722,266936.60319442366
90,2020-04-21,183957,80.86114924019094,133469.50767113976,True,91,172187.17229730997,266936.60319442366
91,2020-04-22,187327,80.86114924019094,133469.50767113976,True,92,175756.41002401893,266936.60319442366
92,2020-04-23,189973,80.86114924019094,133469.50767113976,True,93,179259.66060013874,266936.60319442366
93,2020-04-24,192994,80.86114924019094,133469.50767113976,True,94,182692.8320198408,266936.60319442366
94,2020-04-25,195351,80.86114924019094,133469.50767113976,True,95,186052.23230927196,266936.60319442366
95,2020-04-26,197675,80.86114924019094,133469.50767113976,True,96,189334.57658826342,266936.60319442366
96,2020-04-27,199414,80.86114924019094,133469.50767113976,True,97,192536.98984887128,266936.60319442366
97,2020-04-28,201505,80.86114924019094,133469.50767113976,True,98,195657.00567486035,266936.60319442366
98,2020-04-29,203591,80.86114924019094,133469.50767113976,True,99,198692.56118188353,266936.60319442366
99,2020-04-30,205463,80.86114924019094,133469.50767113976,True,100,201641.98850290562,266936.60319442366
100,2020-05-01,207428,80.86114924019094,133469.50767113976,True,101,204504.00317714256,266936.60319442366
101,2020-05-02,209328,80.86114924019094,133469.50767113976,True,102,207277.68982359933,266936.60319442366
102,2020-05-03,210717,80.86114924019094,133469.50767113976,True,103,209962.48549269713,266936.60319442366
103,2020-05-04,211938,80.86114924019094,133469.50767113976,True,104,212558.16109227258,266936.60319442366
104,2020-05-05,213013,80.86114924019094,133469.50767113976,True,105,215064.8012784041,266936.60319442366
105,2020-05-06,214457,80.86114924019094,133469.50767113976,True,106,217482.78318823088,266936.60319442366
106,2020-05-07,215858,80.86114924019094,133469.50767113976,True,107,219812.75437240285,266936.60319442366
107,2020-05-08,217185,80.86114924019094,133469.50767113976,True,108,222055.6102603074,266936.60319442366
108,2020-05-09,218268,80.86114924019094,133469.50767113976,True,109,224212.47146299048,266936.60319442366
109,2020-05-10,219070,80.86114924019094,133469.50767113976,True,110,226284.66118790908,266936.60319442366
110,2020-05-11,219814,80.86114924019094,133469.50767113976,True,111,228273.6830073951,266936.60319442366
111,2020-05-12,221216,80.86114924019094,133469.50767113976,True,112,230181.19918994504,266936.60319442366
112,2020-05-13,222104,80.86114924019094,133469.50767113976,True,113,232009.00977100196,266936.60319442366
113,2020-05-14,223096,80.86114924019094,133469.50767113976,True,114,233759.03250846954,266936.60319442366
114,2020-05-15,223885,80.86114924019094,133469.50767113976,True,115,235433.2838383416,266936.60319442366
115,2020-05-16,224760,80.86114924019094,133469.50767113976,True,116,237033.86091797712,266936.60319442366
116,2020-05-17,225435,80.86114924019094,133469.50767113976,True,117,238562.9248190005,266936.60319442366
117,2020-05-18,225886,80.86114924019094,133469.50767113976,True,118,240022.6849087562,266936.60319442366
118,2020-05-19,226699,80.86114924019094,133469.50767113976,True,119,241415.38443879117,266936.60319442366
119,2020-05-20,227364,80.86114924019094,133469.50767113976,True,120,242743.2873409944,266936.60319442366
120,2020-05-21,228006,80.86114924019094,133469.50767113976,True,121,244008.66621673937,266936.60319442366
121,2020-05-22,228658,80.86114924019094,133469.50767113976,True,122,245213.79149154684,266936.60319442366
122,2020-05-23,229327,80.86114924019094,133469.50767113976,True,123,246360.92169726818,266936.60319442366
123,2020-05-24,229858,80.86114924019094,133469.50767113976,True,124,247452.29483540836,266936.60319442366
124,2020-05-25,230158,80.86114924019094,133469.50767113976,True,125,248490.1207687734,266936.60319442366
125,2020-05-26,230555,80.86114924019094,133469.50767113976,True,126,249476.5745839363,266936.60319442366
126,2020-05-27,231139,80.86114924019094,133469.50767113976,True,127,250413.79086386567,266936.60319442366
127,2020-05-28,231732,80.86114924019094,133469.50767113976,True,128,251303.85880825022,266936.60319442366
128,2020-05-29,232248,80.86114924019094,133469.50767113976,True,129,252148.8181383925,266936.60319442366
129,2020-05-30,232664,80.86114924019094,133469.50767113976,True,130,252950.6557238467,266936.60319442366
130,2020-05-31,232997,80.86114924019094,133469.50767113976,True,131,253711.30286908068,266936.60319442366
131,2020-06-01,233197,80.86114924019094,133469.50767113976,True,132,254432.63320018846,266936.60319442366
132,2020-06-02,233515,80.86114924019094,133469.50767113976,True,133,255116.46109393617,266936.60319442366
133,2020-06-03,233836,80.86114924019094,133469.50767113976,True,134,255764.54059406533,266936.60319442366
134,2020-06-04,234013,80.86114924019094,133469.50767113976,True,135,256378.56476269732,266936.60319442366
135,2020-06-05,234531,80.86114924019094,133469.50767113976,True,136,256960.16541778983,266936.60319442366
136,2020-06-06,234801,80.86114924019094,133469.50767113976,True,137,257510.91321080973,266936.60319442366
137,2020-06-07,234998,80.86114924019094,133469.50767113976,True,138,258032.318002046,266936.60319442366
138,2020-06-08,235278,80.86114924019094,133469.50767113976,True,139,258525.82949422795,266936.60319442366
139,2020-06-09,235561,80.86114924019094,133469.50767113976,True,140,258992.83808830698,266936.60319442366
140,2020-06-10,235763,80.86114924019094,133469.50767113976,True,141,259434.67592835383,266936.60319442366
141,2020-06-11,236142,80.86114924019094,133469.50767113976,True,142,259852.61810550673,266936.60319442366
142,2020-06-12,236305,80.86114924019094,133469.50767113976,True,143,260247.88399374665,266936.60319442366
143,2020-06-13,236651,80.86114924019094,133469.50767113976,True,144,260621.6386929667,266936.60319442366
144,2020-06-14,236989,80.86114924019094,133469.50767113976,True,145,260974.99455733193,266936.60319442366
145,2020-06-15,237290,80.86114924019094,133469.50767113976,True,146,261309.01278929246,266936.60319442366
146,2020-06-16,237500,80.86114924019094,133469.50767113976,True,147,261624.7050818059,266936.60319442366
147,2020-06-17,237828,80.86114924019094,133469.50767113976,True,148,261923.03529336007,266936.60319442366
148,2020-06-18,238159,80.86114924019094,133469.50767113976,True,149,262204.9211422539,266936.60319442366
149,2020-06-19,238011,80.86114924019094,133469.50767113976,True,150,262471.2359083074,266936.60319442366
150,2020-06-20,238275,80.86114924019094,133469.50767113976,True,151,262722.8101317324,266936.60319442366
151,2020-06-21,238499,80.86114924019094,133469.50767113976,True,152,262960.43330031465,266936.60319442366
152,2020-06-22,238720,80.86114924019094,133469.50767113976,True,153,263184.8555173416,266936.60319442366
153,2020-06-23,238833,80.86114924019094,133469.50767113976,True,154,263396.789143864,266936.60319442366
154,2020-06-24,239410,80.86114924019094,133469.50767113976,True,155,263596.9104099216,266936.60319442366
155,2020-06-25,239706,80.86114924019094,133469.50767113976,True,156,263785.8609902881,266936.60319442366
156,2020-06-26,239961,80.86114924019094,133469.50767113976,True,157,263964.2495411191,266936.60319442366
157,2020-06-27,240136,80.86114924019094,133469.50767113976,True,158,264132.6531946215,266936.60319442366
158,2020-06-28,240310,80.86114924019094,133469.50767113976,True,159,264291.61900950817,266936.60319442366
159,2020-06-29,240436,80.86114924019094,133469.50767113976,True,160,264441.6653755762,266936.60319442366
160,2020-06-30,240578,80.86114924019094,133469.50767113976,True,161,264583.2833712441,266936.60319442366
161,2020-07-01,240760,80.86114924019094,133469.50767113976,True,162,264716.93807331903,266936.60319442366
162,2020-07-02,240961,80.86114924019094,133469.50767113976,True,163,264843.0698186446,266936.60319442366
163,2020-07-03,241184,80.86114924019094,133469.50767113976,True,164,264962.0954176024,266936.60319442366
164,2020-07-04,241419,80.86114924019094,133469.50767113976,True,165,265074.4093197222,266936.60319442366
165,2020-07-05,241611,80.86114924019094,133469.50767113976,True,166,265180.3847318901,266936.60319442366
166,2020-07-06,241819,80.86114924019094,133469.50767113976,True,167,265280.3746898441,266936.60319442366
167,2020-07-07,241956,80.86114924019094,133469.50767113976,True,168,265374.71308381396,266936.60319442366
168,2020-07-08,242149,80.86114924019094,133469.50767113976,True,169,265463.7156392966,266936.60319442366
169,2020-07-09,242363,80.86114924019094,133469.50767113976,True,170,265547.6808540722,266936.60319442366
170,2020-07-10,242639,80.86114924019094,133469.50767113976,True,171,265626.89089265163,266936.60319442366
171,2020-07-11,242827,80.86114924019094,133469.50767113976,True,172,265701.612439415,266936.60319442366
172,2020-07-12,243061,80.86114924019094,133469.50767113976,True,173,265772.09751175245,266936.60319442366
173,2020-07-13,243230,80.86114924019094,133469.50767113976,True,174,265838.58423455036,266936.60319442366
174,2020-07-14,243344,80.86114924019094,133469.50767113976,True,175,265901.2975773931,266936.60319442366
175,2020-07-15,243506,80.86114924019094,133469.50767113976,True,176,265960.4500558568,266936.60319442366
176,2020-07-16,243736,80.86114924019094,133469.50767113976,True,177,266016.24239827384,266936.60319442366
177,2020-07-17,243967,80.86114924019094,133469.50767113976,True,178,266068.8641793422,266936.60319442366
178,2020-07-18,244216,80.86114924019094,133469.50767113976,True,179,266118.4944219345,266936.60319442366
179,2020-07-19,244434,80.86114924019094,133469.50767113976,True,180,266165.30216844566,266936.60319442366
180,2020-07-20,244624,80.86114924019094,133469.50767113976,True,181,266209.447022992,266936.60319442366
181,2020-07-21,244752,80.86114924019094,133469.50767113976,True,182,266251.0796657434,266936.60319442366
182,2020-07-22,245032,80.86114924019094,133469.50767113976,True,183,266290.34234064125,266936.60319442366
183,2020-07-23,245338,80.86114924019094,133469.50767113976,True,184,266327.36931771867,266936.60319442366
184,2020-07-24,245590,80.86114924019094,133469.50767113976,True,185,266362.28733120236,266936.60319442366
185,2020-07-25,245864,80.86114924019094,133469.50767113976,True,186,266395.21599453816,266936.60319442366
186,2020-07-26,246118,80.86114924019094,133469.50767113976,True,187,266426.2681934438,266936.60319442366
187,2020-07-27,246286,80.86114924019094,133469.50767113976,True,188,266455.55045805185,266936.60319442366
188,2020-07-28,246488,80.86114924019094,133469.50767113976,True,189,266483.16331516637,266936.60319442366
189,2020-07-29,246776,80.86114924019094,133469.50767113976,True,190,266509.2016216173,266936.60319442366
190,2020-07-30,247158,80.86114924019094,133469.50767113976,True,191,266533.7548796571,266936.60319442366
191,2020-07-31,247537,80.86114924019094,133469.50767113976,True,192,266556.9075353038,266936.60319442366
192,2020-08-01,247832,80.86114924019094,133469.50767113976,True,193,266578.7392604986,266936.60319442366
193,2020-08-02,248070,80.86114924019094,133469.50767113976,True,194,266599.3252199062,266936.60319442366
194,2020-08-03,248229,80.86114924019094,133469.50767113976,True,195,266618.73632315,266936.60319442366
195,2020-08-04,248419,80.86114924019094,133469.50767113976,True,196,266637.03946323873,266936.60319442366
196,2020-08-05,248803,80.86114924019094,133469.50767113976,True,197,266654.2977419065,266936.60319442366
197,2020-08-06,249204,80.86114924019094,133469.50767113976,True,198,266670.5706825528,266936.60319442366
198,2020-08-07,249756,80.86114924019094,133469.50767113976,True,199,266685.9144314388,266936.60319442366
199,2020-08-08,250103,80.86114924019094,133469.50767113976,True,200,266700.381947763,266936.60319442366
200,2020-08-09,250566,80.86114924019094,133469.50767113976,True,201,266714.0231832085,266936.60319442366
201,2020-08-10,250825,80.86114924019094,133469.50767113976,True,202,266726.8852515279,266936.60319442366
202,2020-08-11,251237,80.86114924019094,133469.50767113976,True,203,266739.01258870005,266936.60319442366
203,2020-08-12,251713,80.86114924019094,133469.50767113976,True,204,266750.44710416795,266936.60319442366
204,2020-08-13,252235,80.86114924019094,133469.50767113976,True,205,266761.22832364193,266936.60319442366
205,2020-08-14,252809,80.86114924019094,133469.50767113976,True,206,266771.39352392615,266936.60319442366
206,2020-08-15,253438,80.86114924019094,133469.50767113976,True,207,266780.9778602023,266936.60319442366
207,2020-08-16,253915,80.86114924019094,133469.50767113976,True,208,266790.0144861857,266936.60319442366
208,2020-08-17,254235,80.86114924019094,133469.50767113976,True,209,266798.5346675415,266936.60319442366
209,2020-08-18,254636,80.86114924019094,133469.50767113976,True,210,266806.56788893393,266936.60319442366
210,2020-08-19,255278,80.86114924019094,133469.50767113976,True,211,266814.1419550585,266936.60319442366
211,2020-08-20,256118,80.86114924019094,133469.50767113976,True,212,266821.28308598936,266936.60319442366
212,2020-08-21,257065,80.86114924019094,133469.50767113976,True,213,266828.0160071568,266936.60319442366
213,2020-08-22,258136,80.86114924019094,133469.50767113976,True,214,266834.3640342529,266936.60319442366
214,2020-08-23,259345,80.86114924019094,133469.50767113976,True,215,266840.34915334586,266936.60319442366
215,2020-08-24,260298,80.86114924019094,133469.50767113976,True,216,266845.9920964722,266936.60319442366
216,2020-08-25,261174,80.86114924019094,133469.50767113976,True,217,266851.31241295574,266936.60319442366
217,2020-08-26,262540,80.86114924019094,133469.50767113976,True,218,266856.3285366947,266936.60319442366
218,2020-08-27,263949,80.86114924019094,133469.50767113976,True,219,266861.0578496404,266936.60319442366
219,2020-08-28,265409,80.86114924019094,133469.50767113976,True,220,266865.51674168225,266936.60319442366
220,2020-08-29,266853,80.86114924019094,133469.50767113976,True,221,266869.72066713957,266936.60319442366
221,2020-08-30,268218,80.86114924019094,133469.50767113976,True,222,266873.6841980507,266936.60319442366
222,2020-08-31,269214,80.86114924019094,133469.50767113976,True,223,266877.42107443983,266936.60319442366
223,2020-09-01,270189,80.86114924019094,133469.50767113976,True,224,266880.94425173145,266936.60319442366
224,2020-09-02,271515,80.86114924019094,133469.50767113976,True,225,266884.26594547264,266936.60319442366
225,2020-09-03,272912,80.86114924019094,133469.50767113976,True,226,266887.3976735152,266936.60319442366
226,2020-09-04,274644,80.86114924019094,133469.50767113976,True,227,266890.3502958011,266936.60319442366
227,2020-09-05,276338,80.86114924019094,133469.50767113976,True,228,266893.134051886,266936.60319442366
228,2020-09-06,277634,80.86114924019094,133469.50767113976,True,229,266895.75859632884,266936.60319442366
229,2020-09-07,278784,80.86114924019094,133469.50767113976,True,230,266898.2330320689,266936.60319442366
230,2020-09-08,280153,80.86114924019094,133469.50767113976,True,231,266900.56594190275,266936.60319442366
231,2020-09-09,281583,80.86114924019094,133469.50767113976,True,232,266902.7654181702,266936.60319442366
232,2020-09-10,283180,80.86114924019094,133469.50767113976,True,233,266904.83909074904,266936.60319442366
233,2020-09-11,284796,80.86114924019094,133469.50767113976,True,234,266906.7941534563,266936.60319442366
234,2020-09-12,286297,80.86114924019094,133469.50767113976,True,235,266908.63738894486,266936.60319442366
235,2020-09-13,287753,80.86114924019094,133469.50767113976,True,236,266910.3751921814,266936.60319442366
236,2020-09-14,288761,80.86114924019094,133469.50767113976,True,237,266912.0135925865,266936.60319442366
237,2020-09-15,289990,80.86114924019094,133469.50767113976,True,238,266913.5582749122,266936.60319442366
238,2020-09-16,291442,80.86114924019094,133469.50767113976,True,239,266915.01459892915,266936.60319442366
239,2020-09-17,293025,80.86114924019094,133469.50767113976,True,240,266916.3876179914,266936.60319442366
240,2020-09-18,294932,80.86114924019094,133469.50767113976,True,241,266917.68209654174,266936.60319442366
241,2020-09-19,296569,80.86114924019094,133469.50767113976,True,242,266918.9025266181,266936.60319442366
242,2020-09-20,298156,80.86114924019094,133469.50767113976,True,243,266920.05314341915,266936.60319442366
243,2020-09-21,299506,80.86114924019094,133469.50767113976,True,244,266921.1379399803,266936.60319442366
244,2020-09-22,300897,80.86114924019094,133469.50767113976,True,245,266922.1606810131,266936.60319442366
245,2020-09-23,302537,80.86114924019094,133469.50767113976,True,246,266923.12491595343,266936.60319442366
246,2020-09-24,304323,80.86114924019094,133469.50767113976,True,247,266924.03399126633,266936.60319442366
247,2020-09-25,306235,80.86114924019094,133469.50767113976,True,248,266924.89106204663,266936.60319442366
248,2020-09-26,308104,80.86114924019094,133469.50767113976,True,249,266925.699102958,266936.60319442366
249,2020-09-27,309870,80.86114924019094,133469.50767113976,True,250,266926.4609185471,266936.60319442366
250,2020-09-28,311364,80.86114924019094,133469.50767113976,True,251,266927.17915296875,266936.60319442366
251,2020-09-29,313011,80.86114924019094,133469.50767113976,True,252,266927.85629915487,266936.60319442366
252,2020-09-30,314861,80.86114924019094,133469.50767113976,True,253,266928.4947074607,266936.60319442366
253,2020-10-01,317409,80.86114924019094,133469.50767113976,True,254,266929.096593816,266936.60319442366
254,2020-10-02,319908,80.86114924019094,133469.50767113976,True,255,266929.66404741135,266936.60319442366
255,2020-10-03,322751,80.86114924019094,133469.50767113976,True,256,266930.19903794455,266936.60319442366
256,2020-10-04,325329,80.86114924019094,133469.50767113976,True,257,266930.7034224535,266936.60319442366
257,2020-10-05,327586,80.86114924019094,133469.50767113976,True,258,266931.17895175796,266936.60319442366
258,2020-10-06,330263,80.86114924019094,133469.50767113976,True,259,266931.6272765338,266936.60319442366
259,2020-10-07,333940,80.86114924019094,133469.50767113976,True,260,266932.0499530397,266936.60319442366
260,2020-10-08,338398,80.86114924019094,133469.50767113976,True,261,266932.44844851637,266936.60319442366
261,2020-10-09,343770,80.86114924019094,133469.50767113976,True,262,266932.82414627756,266936.60319442366
262,2020-10-10,349494,80.86114924019094,133469.50767113976,True,263,266933.1783505099,266936.60319442366
263,2020-10-11,354950,80.86114924019094,133469.50767113976,True,264,266933.5122907977,266936.60319442366
264,2020-10-12,359569,80.86114924019094,133469.50767113976,True,265,266933.8271263904,266936.60319442366
265,2020-10-13,365467,80.86114924019094,133469.50767113976,True,266,266934.12395022466,266936.60319442366
266,2020-10-14,372799,80.86114924019094,133469.50767113976,True,267,266934.40379271726,266936.60319442366
267,2020-10-15,372799,80.86114924019094,133469.50767113976,True,268,266934.66762534104,266936.60319442366
