,Report_Date,Italy_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,80.86114924019094,133469.50767113976,True,1,2394.241451417317,266936.60319442366
1,2020-01-23,0,80.86114924019094,133469.50767113976,True,2,2538.152287980389,266936.60319442366
2,2020-01-24,0,80.86114924019094,133469.50767113976,True,3,2690.6252053586722,266936.60319442366
3,2020-01-25,0,80.86114924019094,133469.50767113976,True,4,2852.1587329733384,266936.60319442366
4,2020-01-26,0,80.86114924019094,133469.50767113976,True,5,3023.279083847214,266936.60319442366
5,2020-01-27,0,80.86114924019094,133469.50767113976,True,6,3204.5415252956777,266936.60319442366
6,2020-01-28,0,80.86114924019094,133469.50767113976,True,7,3396.531796381735,266936.60319442366
7,2020-01-29,0,80.86114924019094,133469.50767113976,True,8,3599.86757083931,266936.60319442366
8,2020-01-30,0,80.86114924019094,133469.50767113976,True,9,3815.199963650081,266936.60319442366
9,2020-01-31,2,80.86114924019094,133469.50767113976,True,10,4043.2150788677486,266936.60319442366
10,2020-02-01,2,80.86114924019094,133469.50767113976,True,11,4284.635595612217,266936.60319442366
11,2020-02-02,2,80.86114924019094,133469.50767113976,True,12,4540.2223883972965,266936.60319442366
12,2020-02-03,2,80.86114924019094,133469.50767113976,True,13,4810.776177101142,266936.60319442366
13,2020-02-04,2,80.86114924019094,133469.50767113976,True,14,5097.139200930651,266936.60319442366
14,2020-02-05,2,80.86114924019094,133469.50767113976,True,15,5400.196909660912,266936.60319442366
15,2020-02-06,2,80.86114924019094,133469.50767113976,True,16,5720.879664240029,266936.60319442366
16,2020-02-07,3,80.86114924019094,133469.50767113976,True,17,6060.16443752975,266936.60319442366
17,2020-02-08,3,80.86114924019094,133469.50767113976,True,18,6419.076504495032,266936.60319442366
18,2020-02-09,3,80.86114924019094,133469.50767113976,True,19,6798.6911095530995,266936.60319442366
19,2020-02-10,3,80.86114924019094,133469.50767113976,True,20,7200.1350970374515,266936.60319442366
20,2020-02-11,3,80.86114924019094,133469.50767113976,True,21,7624.588488818701,266936.60319442366
21,2020-02-12,3,80.86114924019094,133469.50767113976,True,22,8073.285991046981,266936.60319442366
22,2020-02-13,3,80.86114924019094,133469.50767113976,True,23,8547.518409737215,266936.60319442366
23,2020-02-14,3,80.86114924019094,133469.50767113976,True,24,9048.63395250819,266936.60319442366
24,2020-02-15,3,80.86114924019094,133469.50767113976,True,25,9578.039391211094,266936.60319442366
25,2020-02-16,3,80.86114924019094,133469.50767113976,True,26,10137.201057449485,266936.60319442366
26,2020-02-17,3,80.86114924019094,133469.50767113976,True,27,10727.645640110246,266936.60319442366
27,2020-02-18,3,80.86114924019094,133469.50767113976,True,28,11350.960751010058,266936.60319442366
28,2020-02-19,3,80.86114924019094,133469.50767113976,True,29,12008.795221635617,266936.60319442366
29,2020-02-20,3,80.86114924019094,133469.50767113976,True,30,12702.859090747625,266936.60319442366
30,2020-02-21,20,80.86114924019094,133469.50767113976,True,31,13434.923239365315,266936.60319442366
31,2020-02-22,62,80.86114924019094,133469.50767113976,True,32,14206.818626397257,266936.60319442366
32,2020-02-23,155,80.86114924019094,133469.50767113976,True,33,15020.435074992229,266936.60319442366
33,2020-02-24,229,80.86114924019094,133469.50767113976,True,34,15877.719556620843,266936.60319442366
34,2020-02-25,322,80.86114924019094,133469.50767113976,True,35,16780.673917046053,266936.60319442366
35,2020-02-26,453,80.86114924019094,133469.50767113976,True,36,17731.351985795303,266936.60319442366
36,2020-02-27,655,80.86114924019094,133469.50767113976,True,37,18731.85600861927,266936.60319442366
37,2020-02-28,888,80.86114924019094,133469.50767113976,True,38,19784.332340839137,266936.60319442366
38,2020-02-29,1128,80.86114924019094,133469.50767113976,True,39,20890.96633858706,266936.60319442366
39,2020-03-01,1694,80.86114924019094,133469.50767113976,True,40,22053.976384891226,266936.60319442366
40,2020-03-02,2036,80.86114924019094,133469.50767113976,True,41,23275.60698851914,266936.60319442366
41,2020-03-03,2502,80.86114924019094,133469.50767113976,True,42,24558.120895654854,266936.60319442366
42,2020-03-04,3089,80.86114924019094,133469.50767113976,True,43,25903.790158043714,266936.60319442366
43,2020-03-05,3858,80.86114924019094,133469.50767113976,True,44,27314.88610639253,266936.60319442366
44,2020-03-06,4636,80.86114924019094,133469.50767113976,True,45,28793.668184768314,266936.60319442366
45,2020-03-07,5883,80.86114924019094,133469.50767113976,True,46,30342.371610694252,266936.60319442366
46,2020-03-08,7375,80.86114924019094,133469.50767113976,True,47,31963.193836783987,266936.60319442366
47,2020-03-09,9172,80.86114924019094,133469.50767113976,True,48,33658.27980325301,266936.60319442366
48,2020-03-10,10149,80.86114924019094,133469.50767113976,True,49,35429.70598663175,266936.60319442366
49,2020-03-11,12462,80.86114924019094,133469.50767113976,True,50,37279.46326857155,266936.60319442366
50,2020-03-12,15113,80.86114924019094,133469.50767113976,True,51,39209.438669816154,266936.60319442366
51,2020-03-13,17660,80.86114924019094,133469.50767113976,True,52,41221.396018169595,266936.60319442366
52,2020-03-14,21157,80.86114924019094,133469.50767113976,True,53,43316.95564550524,266936.60319442366
53,2020-03-15,24747,80.86114924019094,133469.50767113976,True,54,45497.57323730588,266936.60319442366
54,2020-03-16,27980,80.86114924019094,133469.50767113976,True,55,47764.51798856474,266936.60319442366
55,2020-03-17,31506,80.86114924019094,133469.50767113976,True,56,50118.85025165092,266936.60319442366
56,2020-03-18,35713,80.86114924019094,133469.50767113976,True,57,52561.398894352635,266936.60319442366
57,2020-03-19,41035,80.86114924019094,133469.50767113976,True,58,55092.73861902662,266936.60319442366
58,2020-03-20,47021,80.86114924019094,133469.50767113976,True,59,57713.167525730394,266936.60319442366
59,2020-03-21,53578,80.86114924019094,133469.50767113976,True,60,60422.68523239935,266936.60319442366
60,2020-03-22,59138,80.86114924019094,133469.50767113976,True,61,63220.971892441674,266936.60319442366
61,2020-03-23,63927,80.86114924019094,133469.50767113976,True,62,66107.36847336542,266936.60319442366
62,2020-03-24,69176,80.86114924019094,133469.50767113976,True,63,69080.85867797158,266936.60319442366
63,2020-03-25,74386,80.86114924019094,133469.50767113976,True,64,72140.05290098749,266936.60319442366
64,2020-03-26,80589,80.86114924019094,133469.50767113976,True,65,75283.17461755728,266936.60319442366
65,2020-03-27,86498,80.86114924019094,133469.50767113976,True,66,78508.04959463792,266936.60319442366
66,2020-03-28,92472,80.86114924019094,133469.50767113976,True,67,81812.09830111919,266936.60319442366
67,2020-03-29,97689,80.86114924019094,133469.50767113976,True,68,85192.33186668235,266936.60319442366
68,2020-03-30,101739,80.86114924019094,133469.50767113976,True,69,88645.35190261423,266936.60319442366
69,2020-03-31,105792,80.86114924019094,133469.50767113976,True,70,92167.35444994553,266936.60319442366
70,2020-04-01,110574,80.86114924019094,133469.50767113976,True,71,95754.13826172805,266936.60319442366
71,2020-04-02,115242,80.86114924019094,133469.50767113976,True,72,99401.11755779645,266936.60319442366
72,2020-04-03,119827,80.86114924019094,133469.50767113976,True,73,103103.33931321572,266936.60319442366
