,Report_Date,Timor-Leste_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
23,2020-02-14,0,95.61110875261585,4.293903582435025,False,24,0.023422765140945972,0.01054135946947682
24,2020-02-15,0,95.61110875261585,4.293903582435025,False,25,0.02542891134577748,0.01054135946947682
25,2020-02-16,0,95.61110875261585,4.293903582435025,False,26,0.02760632894632895,0.01054135946947682
26,2020-02-17,0,95.61110875261585,4.293903582435025,False,27,0.02996954108023815,0.01054135946947682
27,2020-02-18,0,95.61110875261585,4.293903582435025,False,28,0.03253428474940848,0.01054135946947682
28,2020-02-19,0,95.61110875261585,4.293903582435025,False,29,0.035317609126474,0.01054135946947682
29,2020-02-20,0,95.61110875261585,4.293903582435025,False,30,0.03833798125730598,0.01054135946947682
30,2020-02-21,0,95.61110875261585,4.293903582435025,False,31,0.041615399612704364,0.01054135946947682
31,2020-02-22,0,95.61110875261585,4.293903582435025,False,32,0.045171515950274355,0.01054135946947682
32,2020-02-23,0,95.61110875261585,4.293903582435025,False,33,0.04902976595088604,0.01054135946947682
33,2020-02-24,0,95.61110875261585,4.293903582435025,False,34,0.053215509091863976,0.01054135946947682
34,2020-02-25,0,95.61110875261585,4.293903582435025,False,35,0.0577561782097556,0.01054135946947682
35,2020-02-26,0,95.61110875261585,4.293903582435025,False,36,0.06268143918753237,0.01054135946947682
36,2020-02-27,0,95.61110875261585,4.293903582435025,False,37,0.06802336117246228,0.01054135946947682
37,2020-02-28,0,95.61110875261585,4.293903582435025,False,38,0.07381659768941554,0.01054135946947682
38,2020-02-29,0,95.61110875261585,4.293903582435025,False,39,0.08009857895743361,0.01054135946947682
39,2020-03-01,0,95.61110875261585,4.293903582435025,False,40,0.08690971564202146,0.01054135946947682
40,2020-03-02,0,95.61110875261585,4.293903582435025,False,41,0.09429361417839613,0.01054135946947682
41,2020-03-03,0,95.61110875261585,4.293903582435025,False,42,0.10229730367795395,0.01054135946947682
42,2020-03-04,0,95.61110875261585,4.293903582435025,False,43,0.11097147427711418,0.01054135946947682
43,2020-03-05,0,95.61110875261585,4.293903582435025,False,44,0.12037072659952623,0.01054135946947682
44,2020-03-06,0,95.61110875261585,4.293903582435025,False,45,0.13055383177391625,0.01054135946947682
45,2020-03-07,0,95.61110875261585,4.293903582435025,False,46,0.14158400117455344,0.01054135946947682
46,2020-03-08,0,95.61110875261585,4.293903582435025,False,47,0.15352916472286388,0.01054135946947682
47,2020-03-09,0,95.61110875261585,4.293903582435025,False,48,0.16646225620003308,0.01054135946947682
48,2020-03-10,0,95.61110875261585,4.293903582435025,False,49,0.1804615035640451,0.01054135946947682
49,2020-03-11,0,95.61110875261585,4.293903582435025,False,50,0.19561072173274843,0.01054135946947682
50,2020-03-12,0,95.61110875261585,4.293903582435025,False,51,0.21199960467939807,0.01054135946947682
51,2020-03-13,0,95.61110875261585,4.293903582435025,False,52,0.22972401298109596,0.01054135946947682
52,2020-03-14,0,95.61110875261585,4.293903582435025,False,53,0.24888625215660362,0.01054135946947682
53,2020-03-15,0,95.61110875261585,4.293903582435025,False,54,0.26959533622225,0.01054135946947682
54,2020-03-16,0,95.61110875261585,4.293903582435025,False,55,0.2919672298788883,0.01054135946947682
55,2020-03-17,0,95.61110875261585,4.293903582435025,False,56,0.31612506161751197,0.01054135946947682
56,2020-03-18,0,95.61110875261585,4.293903582435025,False,57,0.34219929879812144,0.01054135946947682
57,2020-03-19,0,95.61110875261585,4.293903582435025,False,58,0.3703278744225271,0.01054135946947682
58,2020-03-20,0,95.61110875261585,4.293903582435025,False,59,0.4006562538998537,0.01054135946947682
59,2020-03-21,0,95.61110875261585,4.293903582435025,False,60,0.43333742861442964,0.01054135946947682
60,2020-03-22,1,95.61110875261585,4.293903582435025,False,61,0.46853182157992035,0.01054135946947682
61,2020-03-23,1,95.61110875261585,4.293903582435025,False,62,0.50640708894329,0.01054135946947682
62,2020-03-24,1,95.61110875261585,4.293903582435025,False,63,0.5471377996433908,0.01054135946947682
63,2020-03-25,1,95.61110875261585,4.293903582435025,False,64,0.5909049742037009,0.01054135946947682
64,2020-03-26,1,95.61110875261585,4.293903582435025,False,65,0.6378954625365306,0.01054135946947682
65,2020-03-27,1,95.61110875261585,4.293903582435025,False,66,0.688301139865875,0.01054135946947682
66,2020-03-28,1,95.61110875261585,4.293903582435025,False,67,0.7423178995666565,0.01054135946947682
67,2020-03-29,1,95.61110875261585,4.293903582435025,False,68,0.8001444220176447,0.01054135946947682
68,2020-03-30,1,95.61110875261585,4.293903582435025,False,69,0.8619806996395032,0.01054135946947682
69,2020-03-31,1,95.61110875261585,4.293903582435025,False,70,0.9280263003171304,0.01054135946947682
70,2020-04-01,1,95.61110875261585,4.293903582435025,False,71,0.9984783545724705,0.01054135946947682
71,2020-04-02,1,95.61110875261585,4.293903582435025,False,72,1.0735292563425873,0.01054135946947682
72,2020-04-03,1,95.61110875261585,4.293903582435025,False,73,1.153364073193979,0.01054135946947682
73,2020-04-04,1,95.61110875261585,4.293903582435025,False,74,1.2381576693998935,0.01054135946947682
74,2020-04-05,1,95.61110875261585,4.293903582435025,False,75,1.3280715546006117,0.01054135946947682
75,2020-04-06,1,95.61110875261585,4.293903582435025,False,76,1.4232504817565725,0.01054135946947682
76,2020-04-07,1,95.61110875261585,4.293903582435025,False,77,1.5238188306865446,0.01054135946947682
77,2020-04-08,1,95.61110875261585,4.293903582435025,False,78,1.6298768274237367,0.01054135946947682
78,2020-04-09,1,95.61110875261585,4.293903582435025,False,79,1.7414966645357834,0.01054135946947682
79,2020-04-10,2,95.61110875261585,4.293903582435025,False,80,1.8587186028849243,0.01054135946947682
80,2020-04-11,2,95.61110875261585,4.293903582435025,False,81,1.9815471503229025,0.01054135946947682
81,2020-04-12,2,95.61110875261585,4.293903582435025,False,82,2.109947426624848,0.01054135946947682
82,2020-04-13,4,95.61110875261585,4.293903582435025,False,83,2.2438418355329937,0.01054135946947682
