,Report_Date,Timor-Leste_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,95.61110875261585,4.293903582435025,False,1,0.003527320444576235,0.01054135946947682
1,2020-01-23,0,95.61110875261585,4.293903582435025,False,2,0.0038301954721578087,0.01054135946947682
2,2020-01-24,0,95.61110875261585,4.293903582435025,False,3,0.004159064406219634,0.01054135946947682
3,2020-01-25,0,95.61110875261585,4.293903582435025,False,4,0.004516155887868555,0.01054135946947682
4,2020-01-26,0,95.61110875261585,4.293903582435025,False,5,0.0049038892312742565,0.01054135946947682
5,2020-01-27,0,95.61110875261585,4.293903582435025,False,6,0.005324890664480325,0.01054135946947682
6,2020-01-28,0,95.61110875261585,4.293903582435025,False,7,0.0057820109405767525,0.01054135946947682
7,2020-01-29,0,95.61110875261585,4.293903582435025,False,8,0.006278344432532118,0.01054135946947682
8,2020-01-30,0,95.61110875261585,4.293903582435025,False,9,0.0068172498339298514,0.01054135946947682
9,2020-01-31,0,95.61110875261585,4.293903582435025,False,10,0.007402372597428398,0.01054135946947682
10,2020-02-01,0,95.61110875261585,4.293903582435025,False,11,0.008037669252999122,0.01054135946947682
11,2020-02-02,0,95.61110875261585,4.293903582435025,False,12,0.008727433758916343,0.01054135946947682
12,2020-02-03,0,95.61110875261585,4.293903582435025,False,13,0.009476326050106025,0.01054135946947682
13,2020-02-04,0,95.61110875261585,4.293903582435025,False,14,0.010289402960824845,0.01054135946947682
14,2020-02-05,0,95.61110875261585,4.293903582435025,False,15,0.011172151711756204,0.01054135946947682
15,2020-02-06,0,95.61110875261585,4.293903582435025,False,16,0.012130526165483936,0.01054135946947682
16,2020-02-07,0,95.61110875261585,4.293903582435025,False,17,0.013170986068939487,0.01054135946947682
17,2020-02-08,0,95.61110875261585,4.293903582435025,False,18,0.014300539516804673,0.01054135946947682
18,2020-02-09,0,95.61110875261585,4.293903582435025,False,19,0.015526788885966971,0.01054135946947682
19,2020-02-10,0,95.61110875261585,4.293903582435025,False,20,0.016857980507927604,0.01054135946947682
20,2020-02-11,0,95.61110875261585,4.293903582435025,False,21,0.01830305836349445,0.01054135946947682
21,2020-02-12,0,95.61110875261585,4.293903582435025,False,22,0.019871722102066107,0.01054135946947682
22,2020-02-13,0,95.61110875261585,4.293903582435025,False,23,0.021574489706214284,0.01054135946947682
