,Report_Date,France_french guiana_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,75.3379839877818,65.682839980445,True,1,0.007760166944678933,114.57504575363551
1,2020-01-23,0,75.3379839877818,65.682839980445,True,2,0.008846076923937768,114.57504575363551
2,2020-01-24,0,75.3379839877818,65.682839980445,True,3,0.010083930794092161,114.57504575363551
3,2020-01-25,0,75.3379839877818,65.682839980445,True,4,0.011494985522390751,114.57504575363551
4,2020-01-26,0,75.3379839877818,65.682839980445,True,5,0.01310347088223169,114.57504575363551
5,2020-01-27,0,75.3379839877818,65.682839980445,True,6,0.01493700488960853,114.57504575363551
6,2020-01-28,0,75.3379839877818,65.682839980445,True,7,0.017027067201163624,114.57504575363551
7,2020-01-29,0,75.3379839877818,65.682839980445,True,8,0.019409538532544485,114.57504575363551
8,2020-01-30,0,75.3379839877818,65.682839980445,True,9,0.022125315267775166,114.57504575363551
9,2020-01-31,0,75.3379839877818,65.682839980445,True,10,0.025221009693285716,114.57504575363551
10,2020-02-01,0,75.3379839877818,65.682839980445,True,11,0.028749747723803825,114.57504575363551
11,2020-02-02,0,75.3379839877818,65.682839980445,True,12,0.03277207761355967,114.57504575363551
12,2020-02-03,0,75.3379839877818,65.682839980445,True,13,0.037357004989789035,114.57504575363551
13,2020-02-04,0,75.3379839877818,65.682839980445,True,14,0.042583171633680146,114.57504575363551
14,2020-02-05,0,75.3379839877818,65.682839980445,True,15,0.048540197796952886,114.57504575363551
15,2020-02-06,0,75.3379839877818,65.682839980445,True,16,0.055330210513492684,114.57504575363551
16,2020-02-07,0,75.3379839877818,65.682839980445,True,17,0.06306958338132777,114.57504575363551
17,2020-02-08,0,75.3379839877818,65.682839980445,True,18,0.07189091669030094,114.57504575363551
18,2020-02-09,0,75.3379839877818,65.682839980445,True,19,0.08194529059758439,114.57504575363551
19,2020-02-10,0,75.3379839877818,65.682839980445,True,20,0.09340482835190668,114.57504575363551
20,2020-02-11,0,75.3379839877818,65.682839980445,True,21,0.10646561138523594,114.57504575363551
21,2020-02-12,0,75.3379839877818,65.682839980445,True,22,0.12135099347602621,114.57504575363551
22,2020-02-13,0,75.3379839877818,65.682839980445,True,23,0.13831536718896228,114.57504575363551
23,2020-02-14,0,75.3379839877818,65.682839980445,True,24,0.15764844245797002,114.57504575363551
24,2020-02-15,0,75.3379839877818,65.682839980445,True,25,0.1796801045422181,114.57504575363551
25,2020-02-16,0,75.3379839877818,65.682839980445,True,26,0.20478592667953482,114.57504575363551
26,2020-02-17,0,75.3379839877818,65.682839980445,True,27,0.2333934216035859,114.57504575363551
27,2020-02-18,0,75.3379839877818,65.682839980445,True,28,0.2659891256731472,114.57504575363551
28,2020-02-19,0,75.3379839877818,65.682839980445,True,29,0.30312661964398874,114.57504575363551
29,2020-02-20,0,75.3379839877818,65.682839980445,True,30,0.34543560101048865,114.57504575363551
30,2020-02-21,0,75.3379839877818,65.682839980445,True,31,0.39363213420610205,114.57504575363551
31,2020-02-22,0,75.3379839877818,65.682839980445,True,32,0.4485302165446418,114.57504575363551
32,2020-02-23,0,75.3379839877818,65.682839980445,True,33,0.5110548092590231,114.57504575363551
33,2020-02-24,0,75.3379839877818,65.682839980445,True,34,0.5822564938508193,114.57504575363551
34,2020-02-25,0,75.3379839877818,65.682839980445,True,35,0.6633279235057589,114.57504575363551
35,2020-02-26,0,75.3379839877818,65.682839980445,True,36,0.7556222466056701,114.57504575363551
36,2020-02-27,0,75.3379839877818,65.682839980445,True,37,0.8606736830994044,114.57504575363551
37,2020-02-28,0,75.3379839877818,65.682839980445,True,38,0.9802204329953692,114.57504575363551
38,2020-02-29,0,75.3379839877818,65.682839980445,True,39,1.1162300873033562,114.57504575363551
39,2020-03-01,0,75.3379839877818,65.682839980445,True,40,1.2709276925454043,114.57504575363551
40,2020-03-02,0,75.3379839877818,65.682839980445,True,41,1.4468265868650005,114.57504575363551
41,2020-03-03,0,75.3379839877818,65.682839980445,True,42,1.6467620742606477,114.57504575363551
42,2020-03-04,0,75.3379839877818,65.682839980445,True,43,1.8739279279488052,114.57504575363551
43,2020-03-05,0,75.3379839877818,65.682839980445,True,44,2.1319156074995678,114.57504575363551
44,2020-03-06,0,75.3379839877818,65.682839980445,True,45,2.4247559290374325,114.57504575363551
45,2020-03-07,5,75.3379839877818,65.682839980445,True,46,2.756962733950043,114.57504575363551
46,2020-03-08,5,75.3379839877818,65.682839980445,True,47,3.133577848427559,114.57504575363551
47,2020-03-09,5,75.3379839877818,65.682839980445,True,48,3.5602163020394406,114.57504575363551
48,2020-03-10,5,75.3379839877818,65.682839980445,True,49,4.043110366402615,114.57504575363551
