,Report_Date,France_french guiana_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
49,2020-03-11,5,75.3379839877818,65.682839980445,True,50,4.589150473557355,114.57504575363551
50,2020-03-12,5,75.3379839877818,65.682839980445,True,51,5.205920469255516,114.57504575363551
51,2020-03-13,5,75.3379839877818,65.682839980445,True,52,5.901723945481366,114.57504575363551
52,2020-03-14,5,75.3379839877818,65.682839980445,True,53,6.6855975845746265,114.57504575363551
53,2020-03-15,7,75.3379839877818,65.682839980445,True,54,7.567306553595848,114.57504575363551
54,2020-03-16,11,75.3379839877818,65.682839980445,True,55,8.557316051530389,114.57504575363551
55,2020-03-17,11,75.3379839877818,65.682839980445,True,56,9.666732200647703,114.57504575363551
56,2020-03-18,11,75.3379839877818,65.682839980445,True,57,10.907204689488928,114.57504575363551
57,2020-03-19,11,75.3379839877818,65.682839980445,True,58,12.290783064099644,114.57504575363551
58,2020-03-20,15,75.3379839877818,65.682839980445,True,59,13.829718519167745,114.57504575363551
59,2020-03-21,18,75.3379839877818,65.682839980445,True,60,15.536203700448135,114.57504575363551
60,2020-03-22,18,75.3379839877818,65.682839980445,True,61,17.422044667206837,114.57504575363551
61,2020-03-23,20,75.3379839877818,65.682839980445,True,62,19.498262058741442,114.57504575363551
62,2020-03-24,23,75.3379839877818,65.682839980445,True,63,21.774622903678942,114.57504575363551
63,2020-03-25,28,75.3379839877818,65.682839980445,True,64,24.25911053874515,114.57504575363551
64,2020-03-26,28,75.3379839877818,65.682839980445,True,65,26.957347704139202,114.57504575363551
65,2020-03-27,28,75.3379839877818,65.682839980445,True,66,29.871996703520992,114.57504575363551
66,2020-03-28,28,75.3379839877818,65.682839980445,True,67,33.0021698315169,114.57504575363551
67,2020-03-29,28,75.3379839877818,65.682839980445,True,68,36.34289194167824,114.57504575363551
68,2020-03-30,43,75.3379839877818,65.682839980445,True,69,39.88466354742409,114.57504575363551
69,2020-03-31,43,75.3379839877818,65.682839980445,True,70,43.61317550931872,114.57504575363551
70,2020-04-01,51,75.3379839877818,65.682839980445,True,71,47.50922354784059,114.57504575363551
71,2020-04-02,51,75.3379839877818,65.682839980445,True,72,51.54886140643106,114.57504575363551
72,2020-04-03,57,75.3379839877818,65.682839980445,True,73,55.703815265957715,114.57504575363551
73,2020-04-04,61,75.3379839877818,65.682839980445,True,74,59.942160013068765,114.57504575363551
74,2020-04-05,61,75.3379839877818,65.682839980445,True,75,64.2292325604056,114.57504575363551
75,2020-04-06,72,75.3379839877818,65.682839980445,True,76,68.52873206411384,114.57504575363551
76,2020-04-07,72,75.3379839877818,65.682839980445,True,77,72.8039355366149,114.57504575363551
77,2020-04-08,77,75.3379839877818,65.682839980445,True,78,77.01894363056682,114.57504575363551
78,2020-04-09,83,75.3379839877818,65.682839980445,True,79,81.13986771768877,114.57504575363551
79,2020-04-10,83,75.3379839877818,65.682839980445,True,80,85.13587646818294,114.57504575363551
