,Report_Date,Guinea_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,140.62917990325894,4127.753717521233,True,1,31.84912824730302,7905.44813459845
1,2020-01-23,0,140.62917990325894,4127.753717521233,True,2,33.13627327384225,7905.44813459845
2,2020-01-24,0,140.62917990325894,4127.753717521233,True,3,34.47521867971118,7905.44813459845
3,2020-01-25,0,140.62917990325894,4127.753717521233,True,4,35.868031165166784,7905.44813459845
4,2020-01-26,0,140.62917990325894,4127.753717521233,True,5,37.316858405299136,7905.44813459845
5,2020-01-27,0,140.62917990325894,4127.753717521233,True,6,38.823932100427285,7905.44813459845
6,2020-01-28,0,140.62917990325894,4127.753717521233,True,7,40.391571131237114,7905.44813459845
7,2020-01-29,0,140.62917990325894,4127.753717521233,True,8,42.02218482139131,7905.44813459845
8,2020-01-30,0,140.62917990325894,4127.753717521233,True,9,43.718276310333685,7905.44813459845
9,2020-01-31,0,140.62917990325894,4127.753717521233,True,10,45.48244603899256,7905.44813459845
10,2020-02-01,0,140.62917990325894,4127.753717521233,True,11,47.317395351060256,7905.44813459845
11,2020-02-02,0,140.62917990325894,4127.753717521233,True,12,49.22593021248644,7905.44813459845
12,2020-02-03,0,140.62917990325894,4127.753717521233,True,13,51.21096505177153,7905.44813459845
13,2020-02-04,0,140.62917990325894,4127.753717521233,True,14,53.27552672358043,7905.44813459845
14,2020-02-05,0,140.62917990325894,4127.753717521233,True,15,55.422758598115976,7905.44813459845
15,2020-02-06,0,140.62917990325894,4127.753717521233,True,16,57.655924778594155,7905.44813459845
16,2020-02-07,0,140.62917990325894,4127.753717521233,True,17,59.97841444904632,7905.44813459845
17,2020-02-08,0,140.62917990325894,4127.753717521233,True,18,62.393746354538564,7905.44813459845
18,2020-02-09,0,140.62917990325894,4127.753717521233,True,19,64.90557341573951,7905.44813459845
19,2020-02-10,0,140.62917990325894,4127.753717521233,True,20,67.5176874795868,7905.44813459845
20,2020-02-11,0,140.62917990325894,4127.753717521233,True,21,70.23402420759439,7905.44813459845
21,2020-02-12,0,140.62917990325894,4127.753717521233,True,22,73.05866810310721,7905.44813459845
22,2020-02-13,0,140.62917990325894,4127.753717521233,True,23,75.99585767854323,7905.44813459845
23,2020-02-14,0,140.62917990325894,4127.753717521233,True,24,79.04999076336397,7905.44813459845
24,2020-02-15,0,140.62917990325894,4127.753717521233,True,25,82.22562995317905,7905.44813459845
25,2020-02-16,0,140.62917990325894,4127.753717521233,True,26,85.52750820001691,7905.44813459845
26,2020-02-17,0,140.62917990325894,4127.753717521233,True,27,88.96053454337888,7905.44813459845
27,2020-02-18,0,140.62917990325894,4127.753717521233,True,28,92.52979998123307,7905.44813459845
28,2020-02-19,0,140.62917990325894,4127.753717521233,True,29,96.24058347959752,7905.44813459845
29,2020-02-20,0,140.62917990325894,4127.753717521233,True,30,100.09835811880143,7905.44813459845
30,2020-02-21,0,140.62917990325894,4127.753717521233,True,31,104.10879737389845,7905.44813459845
31,2020-02-22,0,140.62917990325894,4127.753717521233,True,32,108.27778152603156,7905.44813459845
32,2020-02-23,0,140.62917990325894,4127.753717521233,True,33,112.61140420081165,7905.44813459845
33,2020-02-24,0,140.62917990325894,4127.753717521233,True,34,117.11597902896565,7905.44813459845
34,2020-02-25,0,140.62917990325894,4127.753717521233,True,35,121.79804642363382,7905.44813459845
35,2020-02-26,0,140.62917990325894,4127.753717521233,True,36,126.66438046774059,7905.44813459845
36,2020-02-27,0,140.62917990325894,4127.753717521233,True,37,131.72199590382897,7905.44813459845
37,2020-02-28,0,140.62917990325894,4127.753717521233,True,38,136.97815521762618,7905.44813459845
38,2020-02-29,0,140.62917990325894,4127.753717521233,True,39,142.44037580539595,7905.44813459845
39,2020-03-01,0,140.62917990325894,4127.753717521233,True,40,148.11643721382325,7905.44813459845
40,2020-03-02,0,140.62917990325894,4127.753717521233,True,41,154.01438843976706,7905.44813459845
41,2020-03-03,0,140.62917990325894,4127.753717521233,True,42,160.14255527569946,7905.44813459845
42,2020-03-04,0,140.62917990325894,4127.753717521233,True,43,166.50954768501938,7905.44813459845
43,2020-03-05,0,140.62917990325894,4127.753717521233,True,44,173.12426718968482,7905.44813459845
