,Report_Date,China_shandong_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
24,2020-02-15,532,18.33525127076502,386.43249612157655,True,25,567.7454727136858,772.8513847379464
25,2020-02-16,537,18.33525127076502,386.43249612157655,True,26,589.9248821427603,772.8513847379464
26,2020-02-17,541,18.33525127076502,386.43249612157655,True,27,610.3923584902515,772.8513847379464
27,2020-02-18,543,18.33525127076502,386.43249612157655,True,28,629.1278639404982,772.8513847379464
28,2020-02-19,544,18.33525127076502,386.43249612157655,True,29,646.1513899987492,772.8513847379464
29,2020-02-20,546,18.33525127076502,386.43249612157655,True,30,661.5155770389924,772.8513847379464
30,2020-02-21,749,18.33525127076502,386.43249612157655,True,31,675.2981329364421,772.8513847379464
31,2020-02-22,750,18.33525127076502,386.43249612157655,True,32,687.5946203153887,772.8513847379464
32,2020-02-23,754,18.33525127076502,386.43249612157655,True,33,698.5119971206424,772.8513847379464
33,2020-02-24,755,18.33525127076502,386.43249612157655,True,34,708.1631245325864,772.8513847379464
34,2020-02-25,756,18.33525127076502,386.43249612157655,True,35,716.6623169128518,772.8513847379464
35,2020-02-26,756,18.33525127076502,386.43249612157655,True,36,724.1219067475325,772.8513847379464
36,2020-02-27,756,18.33525127076502,386.43249612157655,True,37,730.6497319913908,772.8513847379464
37,2020-02-28,756,18.33525127076502,386.43249612157655,True,38,736.3474180013484,772.8513847379464
38,2020-02-29,756,18.33525127076502,386.43249612157655,True,39,741.3093139243218,772.8513847379464
39,2020-03-01,758,18.33525127076502,386.43249612157655,True,40,745.6219466661587,772.8513847379464
40,2020-03-02,758,18.33525127076502,386.43249612157655,True,41,749.3638682233537,772.8513847379464
41,2020-03-03,758,18.33525127076502,386.43249612157655,True,42,752.6057894814637,772.8513847379464
42,2020-03-04,758,18.33525127076502,386.43249612157655,True,43,755.410912281826,772.8513847379464
43,2020-03-05,758,18.33525127076502,386.43249612157655,True,44,757.8353895494724,772.8513847379464
44,2020-03-06,758,18.33525127076502,386.43249612157655,True,45,759.9288594014461,772.8513847379464
45,2020-03-07,758,18.33525127076502,386.43249612157655,True,46,761.7350129054037,772.8513847379464
46,2020-03-08,758,18.33525127076502,386.43249612157655,True,47,763.2921664417986,772.8513847379464
47,2020-03-09,758,18.33525127076502,386.43249612157655,True,48,764.633818593052,772.8513847379464
48,2020-03-10,758,18.33525127076502,386.43249612157655,True,49,765.789178418068,772.8513847379464
49,2020-03-11,760,18.33525127076502,386.43249612157655,True,50,766.78365719306,772.8513847379464
50,2020-03-12,760,18.33525127076502,386.43249612157655,True,51,767.6393195297371,772.8513847379464
51,2020-03-13,760,18.33525127076502,386.43249612157655,True,52,768.3752925103938,772.8513847379464
52,2020-03-14,760,18.33525127076502,386.43249612157655,True,53,769.0081333570042,772.8513847379464
53,2020-03-15,760,18.33525127076502,386.43249612157655,True,54,769.5521573858342,772.8513847379464
54,2020-03-16,760,18.33525127076502,386.43249612157655,True,55,770.0197287576312,772.8513847379464
55,2020-03-17,761,18.33525127076502,386.43249612157655,True,56,770.4215169475593,772.8513847379464
56,2020-03-18,761,18.33525127076502,386.43249612157655,True,57,770.76672203,772.8513847379464
57,2020-03-19,761,18.33525127076502,386.43249612157655,True,58,771.0632718776952,772.8513847379464
58,2020-03-20,762,18.33525127076502,386.43249612157655,True,59,771.31799426937,772.8513847379464
59,2020-03-21,764,18.33525127076502,386.43249612157655,True,60,771.5367667265097,772.8513847379464
60,2020-03-22,767,18.33525127076502,386.43249612157655,True,61,771.7246466881613,772.8513847379464
61,2020-03-23,768,18.33525127076502,386.43249612157655,True,62,771.8859844033507,772.8513847379464
62,2020-03-24,768,18.33525127076502,386.43249612157655,True,63,772.0245206882419,772.8513847379464
63,2020-03-25,769,18.33525127076502,386.43249612157655,True,64,772.143471468872,772.8513847379464
64,2020-03-26,771,18.33525127076502,386.43249612157655,True,65,772.2456008160741,772.8513847379464
65,2020-03-27,772,18.33525127076502,386.43249612157655,True,66,772.3332839804123,772.8513847379464
66,2020-03-28,772,18.33525127076502,386.43249612157655,True,67,772.4085617532111,772.8513847379464
67,2020-03-29,772,18.33525127076502,386.43249612157655,True,68,772.4731873155143,772.8513847379464
68,2020-03-30,773,18.33525127076502,386.43249612157655,True,69,772.5286665896963,772.8513847379464
69,2020-03-31,774,18.33525127076502,386.43249612157655,True,70,772.5762929776253,772.8513847379464
70,2020-04-01,774,18.33525127076502,386.43249612157655,True,71,772.6171772536225,772.8513847379464
71,2020-04-02,775,18.33525127076502,386.43249612157655,True,72,772.6522732786933,772.8513847379464
72,2020-04-03,778,18.33525127076502,386.43249612157655,True,73,772.6824001133052,772.8513847379464
73,2020-04-04,778,18.33525127076502,386.43249612157655,True,74,772.7082610280656,772.8513847379464
74,2020-04-05,779,18.33525127076502,386.43249612157655,True,75,772.7304598437544,772.8513847379464
75,2020-04-06,780,18.33525127076502,386.43249612157655,True,76,772.7495149731446,772.8513847379464
76,2020-04-07,781,18.33525127076502,386.43249612157655,True,77,772.7658714858306,772.8513847379464
77,2020-04-08,783,18.33525127076502,386.43249612157655,True,78,772.7799114729249,772.8513847379464
78,2020-04-09,783,18.33525127076502,386.43249612157655,True,79,772.7919629501025,772.8513847379464
79,2020-04-10,783,18.33525127076502,386.43249612157655,True,80,772.8023075043095,772.8513847379464
