,Report_Date,Canada_northwest territories_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,88.47098680652273,7.54280238656276,False,1,0.0033785816125526686,0.016542623879808507
1,2020-01-23,0,88.47098680652273,7.54280238656276,False,2,0.003719201024935862,0.016542623879808507
2,2020-01-24,0,88.47098680652273,7.54280238656276,False,3,0.004094151438523277,0.016542623879808507
3,2020-01-25,0,88.47098680652273,7.54280238656276,False,4,0.004506891097736074,0.016542623879808507
4,2020-01-26,0,88.47098680652273,7.54280238656276,False,5,0.004961226186195471,0.016542623879808507
5,2020-01-27,0,88.47098680652273,7.54280238656276,False,6,0.005461345744867484,0.016542623879808507
6,2020-01-28,0,88.47098680652273,7.54280238656276,False,7,0.006011860075729546,0.016542623879808507
7,2020-01-29,0,88.47098680652273,7.54280238656276,False,8,0.006617842974903647,0.016542623879808507
8,2020-01-30,0,88.47098680652273,7.54280238656276,False,9,0.007284878172293398,0.016542623879808507
9,2020-01-31,0,88.47098680652273,7.54280238656276,False,10,0.008019110390857594,0.016542623879808507
10,2020-02-01,0,88.47098680652273,7.54280238656276,False,11,0.008827301477982594,0.016542623879808507
11,2020-02-02,0,88.47098680652273,7.54280238656276,False,12,0.009716892104221993,0.016542623879808507
12,2020-02-03,0,88.47098680652273,7.54280238656276,False,13,0.010696069571202204,0.016542623879808507
13,2020-02-04,0,88.47098680652273,7.54280238656276,False,14,0.011773842320998974,0.016542623879808507
14,2020-02-05,0,88.47098680652273,7.54280238656276,False,15,0.01296012179402377,0.016542623879808507
15,2020-02-06,0,88.47098680652273,7.54280238656276,False,16,0.014265812341666448,0.016542623879808507
16,2020-02-07,0,88.47098680652273,7.54280238656276,False,17,0.015702909963855684,0.016542623879808507
17,2020-02-08,0,88.47098680652273,7.54280238656276,False,18,0.0172846107105336,0.016542623879808507
18,2020-02-09,0,88.47098680652273,7.54280238656276,False,19,0.019025429659976174,0.016542623879808507
19,2020-02-10,0,88.47098680652273,7.54280238656276,False,20,0.02094133146606067,0.016542623879808507
20,2020-02-11,0,88.47098680652273,7.54280238656276,False,21,0.02304987355105556,0.016542623879808507
21,2020-02-12,0,88.47098680652273,7.54280238656276,False,22,0.02537036311027177,0.016542623879808507
22,2020-02-13,0,88.47098680652273,7.54280238656276,False,23,0.02792402918983895,0.016542623879808507
23,2020-02-14,0,88.47098680652273,7.54280238656276,False,24,0.030734211198683484,0.016542623879808507
24,2020-02-15,0,88.47098680652273,7.54280238656276,False,25,0.03382656532002793,0.016542623879808507
25,2020-02-16,0,88.47098680652273,7.54280238656276,False,26,0.037229290395709914,0.016542623879808507
26,2020-02-17,0,88.47098680652273,7.54280238656276,False,27,0.04097337496734663,0.016542623879808507
27,2020-02-18,0,88.47098680652273,7.54280238656276,False,28,0.04509286727049561,0.016542623879808507
28,2020-02-19,0,88.47098680652273,7.54280238656276,False,29,0.049625170089680745,0.016542623879808507
29,2020-02-20,0,88.47098680652273,7.54280238656276,False,30,0.05461136249111111,0.016542623879808507
30,2020-02-21,0,88.47098680652273,7.54280238656276,False,31,0.06009655055308666,0.016542623879808507
31,2020-02-22,0,88.47098680652273,7.54280238656276,False,32,0.06613024930761793,0.016542623879808507
32,2020-02-23,0,88.47098680652273,7.54280238656276,False,33,0.07276679818585514,0.016542623879808507
33,2020-02-24,0,88.47098680652273,7.54280238656276,False,34,0.08006581231851582,0.016542623879808507
34,2020-02-25,0,88.47098680652273,7.54280238656276,False,35,0.08809267207320604,0.016542623879808507
35,2020-02-26,0,88.47098680652273,7.54280238656276,False,36,0.09691905320426647,0.016542623879808507
36,2020-02-27,0,88.47098680652273,7.54280238656276,False,37,0.10662349993649808,0.016542623879808507
37,2020-02-28,0,88.47098680652273,7.54280238656276,False,38,0.11729204318850271,0.016542623879808507
38,2020-02-29,0,88.47098680652273,7.54280238656276,False,39,0.12901886594841105,0.016542623879808507
39,2020-03-01,0,88.47098680652273,7.54280238656276,False,40,0.14190701752541912,0.016542623879808507
40,2020-03-02,0,88.47098680652273,7.54280238656276,False,41,0.15606917799227354,0.016542623879808507
41,2020-03-03,0,88.47098680652273,7.54280238656276,False,42,0.17162847358018285,0.016542623879808507
42,2020-03-04,0,88.47098680652273,7.54280238656276,False,43,0.1887193430577782,0.016542623879808507
43,2020-03-05,0,88.47098680652273,7.54280238656276,False,44,0.2074884541841557,0.016542623879808507
44,2020-03-06,0,88.47098680652273,7.54280238656276,False,45,0.22809566813207852,0.016542623879808507
45,2020-03-07,0,88.47098680652273,7.54280238656276,False,46,0.2507150482852467,0.016542623879808507
46,2020-03-08,0,88.47098680652273,7.54280238656276,False,47,0.27553590797206073,0.016542623879808507
47,2020-03-09,0,88.47098680652273,7.54280238656276,False,48,0.30276388945153143,0.016542623879808507
48,2020-03-10,0,88.47098680652273,7.54280238656276,False,49,0.3326220637548734,0.016542623879808507
49,2020-03-11,0,88.47098680652273,7.54280238656276,False,50,0.36535203774603414,0.016542623879808507
50,2020-03-12,0,88.47098680652273,7.54280238656276,False,51,0.4012150509327072,0.016542623879808507
51,2020-03-13,0,88.47098680652273,7.54280238656276,False,52,0.4404930400756923,0.016542623879808507
52,2020-03-14,0,88.47098680652273,7.54280238656276,False,53,0.48348964445564185,0.016542623879808507
53,2020-03-15,0,88.47098680652273,7.54280238656276,False,54,0.5305311187227836,0.016542623879808507
54,2020-03-16,0,88.47098680652273,7.54280238656276,False,55,0.5819671135595089,0.016542623879808507
55,2020-03-17,0,88.47098680652273,7.54280238656276,False,56,0.6381712769427967,0.016542623879808507
56,2020-03-18,0,88.47098680652273,7.54280238656276,False,57,0.6995416206640621,0.016542623879808507
57,2020-03-19,0,88.47098680652273,7.54280238656276,False,58,0.766500588070835,0.016542623879808507
58,2020-03-20,0,88.47098680652273,7.54280238656276,False,59,0.839494749941053,0.016542623879808507
59,2020-03-21,0,88.47098680652273,7.54280238656276,False,60,0.9189940462919263,0.016542623879808507
60,2020-03-22,0,88.47098680652273,7.54280238656276,False,61,1.0054904831912281,0.016542623879808507
61,2020-03-23,0,88.47098680652273,7.54280238656276,False,62,1.099496185857023,0.016542623879808507
62,2020-03-24,0,88.47098680652273,7.54280238656276,False,63,1.201540703247723,0.016542623879808507
63,2020-03-25,0,88.47098680652273,7.54280238656276,False,64,1.3121674558861354,0.016542623879808507
64,2020-03-26,1,88.47098680652273,7.54280238656276,False,65,1.4319292189439412,0.016542623879808507
65,2020-03-27,1,88.47098680652273,7.54280238656276,False,66,1.5613825379260784,0.016542623879808507
66,2020-03-28,1,88.47098680652273,7.54280238656276,False,67,1.701080986065679,0.016542623879808507
67,2020-03-29,1,88.47098680652273,7.54280238656276,False,68,1.8515671922679289,0.016542623879808507
68,2020-03-30,1,88.47098680652273,7.54280238656276,False,69,2.013363597587901,0.016542623879808507
69,2020-03-31,1,88.47098680652273,7.54280238656276,False,70,2.1869619380679097,0.016542623879808507
70,2020-04-01,2,88.47098680652273,7.54280238656276,False,71,2.3728115031814094,0.016542623879808507
71,2020-04-02,2,88.47098680652273,7.54280238656276,False,72,2.571306282390178,0.016542623879808507
72,2020-04-03,2,88.47098680652273,7.54280238656276,False,73,2.782771186771871,0.016542623879808507
73,2020-04-04,4,88.47098680652273,7.54280238656276,False,74,3.0074476164831028,0.016542623879808507
74,2020-04-05,4,88.47098680652273,7.54280238656276,False,75,3.245478734721768,0.016542623879808507
75,2020-04-06,5,88.47098680652273,7.54280238656276,False,76,3.496894899971877,0.016542623879808507
76,2020-04-07,5,88.47098680652273,7.54280238656276,False,77,3.761599794159582,0.016542623879808507
77,2020-04-08,5,88.47098680652273,7.54280238656276,False,78,4.039357856981597,0.016542623879808507
78,2020-04-09,5,88.47098680652273,7.54280238656276,False,79,4.3297836871455955,0.016542623879808507
79,2020-04-10,5,88.47098680652273,7.54280238656276,False,80,4.6323340903727095,0.016542623879808507
