,Report_Date,Guatemala_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
45,2020-03-07,0,140.98012490297756,8127.495970967823,True,46,6.954030027432066,11824.247391069444
46,2020-03-08,0,140.98012490297756,8127.495970967823,True,47,7.545477781914265,11824.247391069444
47,2020-03-09,0,140.98012490297756,8127.495970967823,True,48,8.187203458602072,11824.247391069444
48,2020-03-10,0,140.98012490297756,8127.495970967823,True,49,8.883476599770642,11824.247391069444
49,2020-03-11,0,140.98012490297756,8127.495970967823,True,50,9.638928515339941,11824.247391069444
50,2020-03-12,0,140.98012490297756,8127.495970967823,True,51,10.458582794930855,11824.247391069444
51,2020-03-13,0,140.98012490297756,8127.495970967823,True,52,11.347888368280678,11824.247391069444
52,2020-03-14,1,140.98012490297756,8127.495970967823,True,53,12.312755322395642,11824.247391069444
53,2020-03-15,1,140.98012490297756,8127.495970967823,True,54,13.359593700059254,11824.247391069444
54,2020-03-16,2,140.98012490297756,8127.495970967823,True,55,14.495355521675753,11824.247391069444
55,2020-03-17,6,140.98012490297756,8127.495970967823,True,56,15.727580290959759,11824.247391069444
56,2020-03-18,6,140.98012490297756,8127.495970967823,True,57,17.06444426473146,11824.247391069444
57,2020-03-19,9,140.98012490297756,8127.495970967823,True,58,18.51481378808173,11824.247391069444
58,2020-03-20,12,140.98012490297756,8127.495970967823,True,59,20.088303018469553,11824.247391069444
59,2020-03-21,17,140.98012490297756,8127.495970967823,True,60,21.79533638592564,11824.247391069444
60,2020-03-22,19,140.98012490297756,8127.495970967823,True,61,23.64721616147678,11824.247391069444
61,2020-03-23,20,140.98012490297756,8127.495970967823,True,62,25.656195532166645,11824.247391069444
62,2020-03-24,21,140.98012490297756,8127.495970967823,True,63,27.835557608610113,11824.247391069444
63,2020-03-25,24,140.98012490297756,8127.495970967823,True,64,30.199700819825168,11824.247391069444
64,2020-03-26,25,140.98012490297756,8127.495970967823,True,65,32.76423118006359,11824.247391069444
65,2020-03-27,28,140.98012490297756,8127.495970967823,True,66,35.54606194338405,11824.247391069444
66,2020-03-28,34,140.98012490297756,8127.495970967823,True,67,38.56352119361967,11824.247391069444
67,2020-03-29,34,140.98012490297756,8127.495970967823,True,68,41.8364679499614,11824.247391069444
68,2020-03-30,36,140.98012490297756,8127.495970967823,True,69,45.38641740132182,11824.247391069444
69,2020-03-31,38,140.98012490297756,8127.495970967823,True,70,49.236675915595406,11824.247391069444
70,2020-04-01,39,140.98012490297756,8127.495970967823,True,71,53.41248650242147,11824.247391069444
71,2020-04-02,47,140.98012490297756,8127.495970967823,True,72,57.94118543951576,11824.247391069444
72,2020-04-03,50,140.98012490297756,8127.495970967823,True,73,62.8523708023462,11824.247391069444
73,2020-04-04,61,140.98012490297756,8127.495970967823,True,74,68.17808366403014,11824.247391069444
74,2020-04-05,61,140.98012490297756,8127.495970967823,True,75,73.95300275576172,11824.247391069444
75,2020-04-06,70,140.98012490297756,8127.495970967823,True,76,80.21465339658566,11824.247391069444
76,2020-04-07,77,140.98012490297756,8127.495970967823,True,77,87.00363151338871,11824.247391069444
77,2020-04-08,87,140.98012490297756,8127.495970967823,True,78,94.363843575793,11824.247391069444
78,2020-04-09,95,140.98012490297756,8127.495970967823,True,79,102.34276326406331,11824.247391069444
79,2020-04-10,126,140.98012490297756,8127.495970967823,True,80,110.99170566867028,11824.247391069444
80,2020-04-11,137,140.98012490297756,8127.495970967823,True,81,120.36611978484473,11824.247391069444
81,2020-04-12,155,140.98012490297756,8127.495970967823,True,82,130.52590001086446,11824.247391069444
82,2020-04-13,156,140.98012490297756,8127.495970967823,True,83,141.5357172809635,11824.247391069444
83,2020-04-14,167,140.98012490297756,8127.495970967823,True,84,153.4653703580184,11824.247391069444
84,2020-04-15,180,140.98012490297756,8127.495970967823,True,85,166.39015767228176,11824.247391069444
85,2020-04-16,196,140.98012490297756,8127.495970967823,True,86,180.39126991433113,11824.247391069444
86,2020-04-17,214,140.98012490297756,8127.495970967823,True,87,195.55620336625537,11824.247391069444
87,2020-04-18,235,140.98012490297756,8127.495970967823,True,88,211.97919367714783,11824.247391069444
88,2020-04-19,257,140.98012490297756,8127.495970967823,True,89,229.7616694485904,11824.247391069444
89,2020-04-20,289,140.98012490297756,8127.495970967823,True,90,249.0127245833769,11824.247391069444
90,2020-04-21,294,140.98012490297756,8127.495970967823,True,91,269.8496078556768,11824.247391069444
91,2020-04-22,316,140.98012490297756,8127.495970967823,True,92,292.39822757173425,11824.247391069444
92,2020-04-23,384,140.98012490297756,8127.495970967823,True,93,316.7936684946815,11824.247391069444
93,2020-04-24,430,140.98012490297756,8127.495970967823,True,94,343.1807173921935,11824.247391069444
94,2020-04-25,473,140.98012490297756,8127.495970967823,True,95,371.71439261803476,11824.247391069444
95,2020-04-26,500,140.98012490297756,8127.495970967823,True,96,402.5604720446121,11824.247391069444
96,2020-04-27,530,140.98012490297756,8127.495970967823,True,97,435.89601241027896,11824.247391069444
97,2020-04-28,530,140.98012490297756,8127.495970967823,True,98,471.9098517203868,11824.247391069444
98,2020-04-29,557,140.98012490297756,8127.495970967823,True,99,510.8030847347742,11824.247391069444
99,2020-04-30,599,140.98012490297756,8127.495970967823,True,100,552.7894997795769,11824.247391069444
100,2020-05-01,644,140.98012490297756,8127.495970967823,True,101,598.0959631352868,11824.247391069444
101,2020-05-02,688,140.98012490297756,8127.495970967823,True,102,646.9627350794966,11824.247391069444
102,2020-05-03,703,140.98012490297756,8127.495970967823,True,103,699.6436993135341,11824.247391069444
103,2020-05-04,730,140.98012490297756,8127.495970967823,True,104,756.4064849997386,11824.247391069444
104,2020-05-05,763,140.98012490297756,8127.495970967823,True,105,817.5324580163146,11824.247391069444
105,2020-05-06,798,140.98012490297756,8127.495970967823,True,106,883.3165553521651,11824.247391069444
106,2020-05-07,832,140.98012490297756,8127.495970967823,True,107,954.0669338873332,11824.247391069444
107,2020-05-08,900,140.98012490297756,8127.495970967823,True,108,1030.1044022319404,11824.247391069444
108,2020-05-09,967,140.98012490297756,8127.495970967823,True,109,1111.761601950936,11824.247391069444
109,2020-05-10,1052,140.98012490297756,8127.495970967823,True,110,1199.3819025372295,11824.247391069444
110,2020-05-11,1114,140.98012490297756,8127.495970967823,True,111,1293.3179730982042,11824.247391069444
111,2020-05-12,1199,140.98012490297756,8127.495970967823,True,112,1393.9299931104838,11824.247391069444
112,2020-05-13,1342,140.98012490297756,8127.495970967823,True,113,1501.583465029079,11824.247391069444
113,2020-05-14,1518,140.98012490297756,8127.495970967823,True,114,1616.6465932936005,11824.247391069444
114,2020-05-15,1643,140.98012490297756,8127.495970967823,True,115,1739.4871976639963,11824.247391069444
115,2020-05-16,1763,140.98012490297756,8127.495970967823,True,116,1870.469134161324,11824.247391069444
116,2020-05-17,1763,140.98012490297756,8127.495970967823,True,117,2009.9482045026102,11824.247391069444
117,2020-05-18,1912,140.98012490297756,8127.495970967823,True,118,2158.2675450940383,11824.247391069444
118,2020-05-19,2133,140.98012490297756,8127.495970967823,True,119,2315.752499621349,11824.247391069444
119,2020-05-20,2265,140.98012490297756,8127.495970967823,True,120,2482.7049951995064,11824.247391069444
120,2020-05-21,2512,140.98012490297756,8127.495970967823,True,121,2659.3974609367024,11824.247391069444
121,2020-05-22,2743,140.98012490297756,8127.495970967823,True,122,2846.0663494806604,11824.247391069444
122,2020-05-23,3054,140.98012490297756,8127.495970967823,True,123,3042.905346282414,11824.247391069444
123,2020-05-24,3424,140.98012490297756,8127.495970967823,True,124,3250.0583773147946,11824.247391069444
124,2020-05-25,3760,140.98012490297756,8127.495970967823,True,125,3467.6125529141764,11824.247391069444
125,2020-05-26,3954,140.98012490297756,8127.495970967823,True,126,3695.5912120707026,11824.247391069444
126,2020-05-27,4145,140.98012490297756,8127.495970967823,True,127,3933.9472563792706,11824.247391069444
127,2020-05-28,4348,140.98012490297756,8127.495970967823,True,128,4182.556984236582,11824.247391069444
128,2020-05-29,4607,140.98012490297756,8127.495970967823,True,129,4441.214651807887,11824.247391069444
129,2020-05-30,4739,140.98012490297756,8127.495970967823,True,130,4709.627995809598,11824.247391069444
130,2020-05-31,5087,140.98012490297756,8127.495970967823,True,131,4987.414952367542,11824.247391069444
131,2020-06-01,5336,140.98012490297756,8127.495970967823,True,132,5274.101794493241,11824.247391069444
132,2020-06-02,5586,140.98012490297756,8127.495970967823,True,133,5569.122886916669,11824.247391069444
133,2020-06-03,5760,140.98012490297756,8127.495970967823,True,134,5871.822220629948,11824.247391069444
134,2020-06-04,6154,140.98012490297756,8127.495970967823,True,135,6181.456840870509,11824.247391069444
135,2020-06-05,6485,140.98012490297756,8127.495970967823,True,136,6497.202222688136,11824.247391069444
136,2020-06-06,6792,140.98012490297756,8127.495970967823,True,137,6818.159579967765,11824.247391069444
137,2020-06-07,7055,140.98012490297756,8127.495970967823,True,138,7143.3650200138045,11824.247391069444
138,2020-06-08,7502,140.98012490297756,8127.495970967823,True,139,7471.800380499842,11824.247391069444
139,2020-06-09,7866,140.98012490297756,8127.495970967823,True,140,7802.405513201661,11824.247391069444
140,2020-06-10,8221,140.98012490297756,8127.495970967823,True,141,8134.091714060047,11824.247391069444
141,2020-06-11,8561,140.98012490297756,8127.495970967823,True,142,8465.755946108624,11824.247391069444
142,2020-06-12,8561,140.98012490297756,8127.495970967823,True,143,8796.295464342318,11824.247391069444
