,Report_Date,New Zealand_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
72,2020-04-03,868,73.10453442509635,828.6789916150938,True,73,821.8580043704601,1619.7641685480623
73,2020-04-04,950,73.10453442509635,828.6789916150938,True,74,887.0137879387495,1619.7641685480623
74,2020-04-05,1039,73.10453442509635,828.6789916150938,True,75,951.4526961655401,1619.7641685480623
75,2020-04-06,1106,73.10453442509635,828.6789916150938,True,76,1014.4084534693261,1619.7641685480623
76,2020-04-07,1160,73.10453442509635,828.6789916150938,True,77,1075.1850325165115,1619.7641685480623
77,2020-04-08,1210,73.10453442509635,828.6789916150938,True,78,1133.1851756977087,1619.7641685480623
78,2020-04-09,1239,73.10453442509635,828.6789916150938,True,79,1187.9297924435928,1619.7641685480623
79,2020-04-10,1283,73.10453442509635,828.6789916150938,True,80,1239.067381564148,1619.7641685480623
80,2020-04-11,1312,73.10453442509635,828.6789916150938,True,81,1286.3739562920061,1619.7641685480623
81,2020-04-12,1330,73.10453442509635,828.6789916150938,True,82,1329.7449857300194,1619.7641685480623
82,2020-04-13,1349,73.10453442509635,828.6789916150938,True,83,1369.1814796658796,1619.7641685480623
83,2020-04-14,1366,73.10453442509635,828.6789916150938,True,84,1404.772523884698,1619.7641685480623
84,2020-04-15,1386,73.10453442509635,828.6789916150938,True,85,1436.6764008577384,1619.7641685480623
85,2020-04-16,1401,73.10453442509635,828.6789916150938,True,86,1465.102032129136,1619.7641685480623
86,2020-04-17,1409,73.10453442509635,828.6789916150938,True,87,1490.2919826859631,1619.7641685480623
