,Report_Date,Nicaragua_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
56,2020-03-18,0,71.19724449197521,4.585568120187248,True,57,0.8389268295316141,8.864427268767361
57,2020-03-19,1,71.19724449197521,4.585568120187248,True,58,0.9705866300079685,8.864427268767361
58,2020-03-20,1,71.19724449197521,4.585568120187248,True,59,1.1201311673492687,8.864427268767361
59,2020-03-21,2,71.19724449197521,4.585568120187248,True,60,1.2890949926976332,8.864427268767361
60,2020-03-22,2,71.19724449197521,4.585568120187248,True,61,1.4788641835601333,8.864427268767361
61,2020-03-23,2,71.19724449197521,4.585568120187248,True,62,1.6905776430689,8.864427268767361
62,2020-03-24,2,71.19724449197521,4.585568120187248,True,63,1.925015026051758,8.864427268767361
63,2020-03-25,2,71.19724449197521,4.585568120187248,True,64,2.1824775963858016,8.864427268767361
64,2020-03-26,2,71.19724449197521,4.585568120187248,True,65,2.4626717493236367,8.864427268767361
65,2020-03-27,2,71.19724449197521,4.585568120187248,True,66,2.764608108916799,8.864427268767361
66,2020-03-28,4,71.19724449197521,4.585568120187248,True,67,3.0865311928827976,8.864427268767361
67,2020-03-29,4,71.19724449197521,4.585568120187248,True,68,3.425894679017575,8.864427268767361
68,2020-03-30,4,71.19724449197521,4.585568120187248,True,69,3.7793945302671927,8.864427268767361
69,2020-03-31,5,71.19724449197521,4.585568120187248,True,70,4.1430663772767815,8.864427268767361
70,2020-04-01,5,71.19724449197521,4.585568120187248,True,71,4.512445165794461,8.864427268767361
71,2020-04-02,5,71.19724449197521,4.585568120187248,True,72,4.882775586705273,8.864427268767361
72,2020-04-03,5,71.19724449197521,4.585568120187248,True,73,5.249253277609678,8.864427268767361
73,2020-04-04,5,71.19724449197521,4.585568120187248,True,74,5.6072713184704535,8.864427268767361
74,2020-04-05,6,71.19724449197521,4.585568120187248,True,75,5.95264558235336,8.864427268767361
75,2020-04-06,6,71.19724449197521,4.585568120187248,True,76,6.281796306108267,8.864427268767361
76,2020-04-07,6,71.19724449197521,4.585568120187248,True,77,6.59187079618407,8.864427268767361
77,2020-04-08,6,71.19724449197521,4.585568120187248,True,78,6.88080155916886,8.864427268767361
78,2020-04-09,7,71.19724449197521,4.585568120187248,True,79,7.147303187082133,8.864427268767361
79,2020-04-10,7,71.19724449197521,4.585568120187248,True,80,7.390818301339801,8.864427268767361
80,2020-04-11,8,71.19724449197521,4.585568120187248,True,81,7.611426860483475,8.864427268767361
81,2020-04-12,9,71.19724449197521,4.585568120187248,True,82,7.80973413472326,8.864427268767361
