,Report_Date,Canada_quebec_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,84.69044753406644,17127.49893201793,False,1,0.3924491782590122,34254.99786403585
1,2020-01-23,0,84.69044753406644,17127.49893201793,False,2,0.44959443339387695,34254.99786403585
2,2020-01-24,0,84.69044753406644,17127.49893201793,False,3,0.5150605903506191,34254.99786403585
3,2020-01-25,0,84.69044753406644,17127.49893201793,False,4,0.5900592138195521,34254.99786403585
4,2020-01-26,0,84.69044753406644,17127.49893201793,False,5,0.6759782661232379,34254.99786403585
5,2020-01-27,0,84.69044753406644,17127.49893201793,False,6,0.7744077859955146,34254.99786403585
6,2020-01-28,0,84.69044753406644,17127.49893201793,False,7,0.8871693043121242,34254.99786403585
7,2020-01-29,0,84.69044753406644,17127.49893201793,False,8,1.016349540227243,34254.99786403585
8,2020-01-30,0,84.69044753406644,17127.49893201793,False,9,1.1643390000868414,34254.99786403585
9,2020-01-31,0,84.69044753406644,17127.49893201793,False,10,1.3338761918297464,34254.99786403585
10,2020-02-01,0,84.69044753406644,17127.49893201793,False,11,1.5280982709927282,34254.99786403585
11,2020-02-02,0,84.69044753406644,17127.49893201793,False,12,1.7505990527814799,34254.99786403585
12,2020-02-03,0,84.69044753406644,17127.49893201793,False,13,2.005495460094013,34254.99786403585
13,2020-02-04,0,84.69044753406644,17127.49893201793,False,14,2.297503632325647,34254.99786403585
14,2020-02-05,0,84.69044753406644,17127.49893201793,False,15,2.6320260970246587,34254.99786403585
15,2020-02-06,0,84.69044753406644,17127.49893201793,False,16,3.015251609169013,34254.99786403585
16,2020-02-07,0,84.69044753406644,17127.49893201793,False,17,3.454269494596572,34254.99786403585
17,2020-02-08,0,84.69044753406644,17127.49893201793,False,18,3.9572005990335652,34254.99786403585
18,2020-02-09,0,84.69044753406644,17127.49893201793,False,19,4.533347246869563,34254.99786403585
19,2020-02-10,0,84.69044753406644,17127.49893201793,False,20,5.193364959580488,34254.99786403585
20,2020-02-11,0,84.69044753406644,17127.49893201793,False,21,5.949459078452595,34254.99786403585
21,2020-02-12,0,84.69044753406644,17127.49893201793,False,22,6.815609886724684,34254.99786403585
22,2020-02-13,0,84.69044753406644,17127.49893201793,False,23,7.807830340005121,34254.99786403585
23,2020-02-14,0,84.69044753406644,17127.49893201793,False,24,8.944461099326642,34254.99786403585
24,2020-02-15,0,84.69044753406644,17127.49893201793,False,25,10.246508227980208,34254.99786403585
25,2020-02-16,0,84.69044753406644,17127.49893201793,False,26,11.738029671914852,34254.99786403585
26,2020-02-17,0,84.69044753406644,17127.49893201793,False,27,13.446577505758103,34254.99786403585
27,2020-02-18,0,84.69044753406644,17127.49893201793,False,28,15.403703905365832,34254.99786403585
28,2020-02-19,0,84.69044753406644,17127.49893201793,False,29,17.645539917446616,34254.99786403585
29,2020-02-20,0,84.69044753406644,17127.49893201793,False,30,20.21345735262971,34254.99786403585
30,2020-02-21,0,84.69044753406644,17127.49893201793,False,31,23.15482554688591,34254.99786403585
31,2020-02-22,0,84.69044753406644,17127.49893201793,False,32,26.523876334940567,34254.99786403585
32,2020-02-23,0,84.69044753406644,17127.49893201793,False,33,30.382692376351443,34254.99786403585
33,2020-02-24,0,84.69044753406644,17127.49893201793,False,34,34.80233598852799,34254.99786403585
34,2020-02-25,0,84.69044753406644,17127.49893201793,False,35,39.864137888843956,34254.99786403585
35,2020-02-26,0,84.69044753406644,17127.49893201793,False,36,45.66116774622074,34254.99786403585
36,2020-02-27,0,84.69044753406644,17127.49893201793,False,37,52.29991120411607,34254.99786403585
37,2020-02-28,1,84.69044753406644,17127.49893201793,False,38,59.90218106955777,34254.99786403585
38,2020-02-29,1,84.69044753406644,17127.49893201793,False,39,68.60729366656746,34254.99786403585
39,2020-03-01,1,84.69044753406644,17127.49893201793,False,40,78.5745449150976,34254.99786403585
40,2020-03-02,1,84.69044753406644,17127.49893201793,False,41,89.98602448970846,34254.99786403585
41,2020-03-03,1,84.69044753406644,17127.49893201793,False,42,103.04981038333318,34254.99786403585
42,2020-03-04,1,84.69044753406644,17127.49893201793,False,43,118.00359026601733,34254.99786403585
43,2020-03-05,2,84.69044753406644,17127.49893201793,False,44,135.11876005815037,34254.99786403585
44,2020-03-06,2,84.69044753406644,17127.49893201793,False,45,154.70505394577398,34254.99786403585
45,2020-03-07,3,84.69044753406644,17127.49893201793,False,46,177.11576338842178,34254.99786403585
46,2020-03-08,4,84.69044753406644,17127.49893201793,False,47,202.7536051435955,34254.99786403585
47,2020-03-09,4,84.69044753406644,17127.49893201793,False,48,232.0772994628908,34254.99786403585
48,2020-03-10,4,84.69044753406644,17127.49893201793,False,49,265.6089187443817,34254.99786403585
49,2020-03-11,8,84.69044753406644,17127.49893201793,False,50,303.94206318782557,34254.99786403585
50,2020-03-12,9,84.69044753406644,17127.49893201793,False,51,347.7509122694866,34254.99786403585
51,2020-03-13,17,84.69044753406644,17127.49893201793,False,52,397.8001876933813,34254.99786403585
52,2020-03-14,17,84.69044753406644,17127.49893201793,False,53,454.9560430710545,34254.99786403585
53,2020-03-15,24,84.69044753406644,17127.49893201793,False,54,520.1978656803005,34254.99786403585
54,2020-03-16,50,84.69044753406644,17127.49893201793,False,55,594.6309335093098,34254.99786403585
55,2020-03-17,74,84.69044753406644,17127.49893201793,False,56,679.4998131330926,34254.99786403585
56,2020-03-18,94,84.69044753406644,17127.49893201793,False,57,776.2023069956301,34254.99786403585
57,2020-03-19,121,84.69044753406644,17127.49893201793,False,58,886.3036581333371,34254.99786403585
58,2020-03-20,139,84.69044753406644,17127.49893201793,False,59,1011.5505917510246,34254.99786403585
59,2020-03-21,181,84.69044753406644,17127.49893201793,False,60,1153.8846119042814,34254.99786403585
60,2020-03-22,219,84.69044753406644,17127.49893201793,False,61,1315.453774065961,34254.99786403585
61,2020-03-23,628,84.69044753406644,17127.49893201793,False,62,1498.621918343293,34254.99786403585
62,2020-03-24,1013,84.69044753406644,17127.49893201793,False,63,1705.974074249138,34254.99786403585
63,2020-03-25,1342,84.69044753406644,17127.49893201793,False,64,1940.3164416347463,34254.99786403585
64,2020-03-26,1632,84.69044753406644,17127.49893201793,False,65,2204.6690262066663,34254.99786403585
65,2020-03-27,2024,84.69044753406644,17127.49893201793,False,66,2502.248684553305,34254.99786403585
66,2020-03-28,2498,84.69044753406644,17127.49893201793,False,67,2836.4400486188324,34254.99786403585
67,2020-03-29,2840,84.69044753406644,17127.49893201793,False,68,3210.751605208744,34254.99786403585
68,2020-03-30,3430,84.69044753406644,17127.49893201793,False,69,3628.7541728785923,34254.99786403585
69,2020-03-31,4162,84.69044753406644,17127.49893201793,False,70,4093.9992350433577,34254.99786403585
70,2020-04-01,4611,84.69044753406644,17127.49893201793,False,71,4609.915156713329,34254.99786403585
71,2020-04-02,5518,84.69044753406644,17127.49893201793,False,72,5179.6803384864925,34254.99786403585
72,2020-04-03,6101,84.69044753406644,17127.49893201793,False,73,5806.073935345603,34254.99786403585
73,2020-04-04,6101,84.69044753406644,17127.49893201793,False,74,6491.30693599475,34254.99786403585
74,2020-04-05,7944,84.69044753406644,17127.49893201793,False,75,7236.839128182835,34254.99786403585
75,2020-04-06,8580,84.69044753406644,17127.49893201793,False,76,8043.190615857614,34254.99786403585
76,2020-04-07,9340,84.69044753406644,17127.49893201793,False,77,8909.75980428295,34254.99786403585
77,2020-04-08,10031,84.69044753406644,17127.49893201793,False,78,9834.662668391631,34254.99786403585
78,2020-04-09,10912,84.69044753406644,17127.49893201793,False,79,10814.610074402814,34254.99786403585
79,2020-04-10,11677,84.69044753406644,17127.49893201793,False,80,11844.840289516225,34254.99786403585
