,Report_Date,Indonesia_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
21,2020-02-12,0,81.03875949072004,3826.6190600133723,True,22,3.1326956480300123,6197.071706118686
22,2020-02-13,0,81.03875949072004,3826.6190600133723,True,23,3.574990366914071,6197.071706118686
23,2020-02-14,0,81.03875949072004,3826.6190600133723,True,24,4.07969788179039,6197.071706118686
24,2020-02-15,0,81.03875949072004,3826.6190600133723,True,25,4.655615279758754,6197.071706118686
25,2020-02-16,0,81.03875949072004,3826.6190600133723,True,26,5.312776555982209,6197.071706118686
26,2020-02-17,0,81.03875949072004,3826.6190600133723,True,27,6.062625608960685,6197.071706118686
27,2020-02-18,0,81.03875949072004,3826.6190600133723,True,28,6.918213153101527,6197.071706118686
28,2020-02-19,0,81.03875949072004,3826.6190600133723,True,29,7.894420770973041,6197.071706118686
29,2020-02-20,0,81.03875949072004,3826.6190600133723,True,30,9.00821573605264,6197.071706118686
30,2020-02-21,0,81.03875949072004,3826.6190600133723,True,31,10.278940688970918,6197.071706118686
31,2020-02-22,0,81.03875949072004,3826.6190600133723,True,32,11.72864274827845,6197.071706118686
32,2020-02-23,0,81.03875949072004,3826.6190600133723,True,33,13.38244718179311,6197.071706118686
33,2020-02-24,0,81.03875949072004,3826.6190600133723,True,34,15.268981356426258,6197.071706118686
34,2020-02-25,0,81.03875949072004,3826.6190600133723,True,35,17.42085532085133,6197.071706118686
35,2020-02-26,0,81.03875949072004,3826.6190600133723,True,36,19.875206051473217,6197.071706118686
36,2020-02-27,0,81.03875949072004,3826.6190600133723,True,37,22.674313098997192,6197.071706118686
37,2020-02-28,0,81.03875949072004,3826.6190600133723,True,38,25.86629409630631,6197.071706118686
38,2020-02-29,0,81.03875949072004,3826.6190600133723,True,39,29.505889307066,6197.071706118686
39,2020-03-01,0,81.03875949072004,3826.6190600133723,True,40,33.65534507781108,6197.071706118686
40,2020-03-02,2,81.03875949072004,3826.6190600133723,True,41,38.3854066612449,6197.071706118686
41,2020-03-03,2,81.03875949072004,3826.6190600133723,True,42,43.77643134614452,6197.071706118686
42,2020-03-04,2,81.03875949072004,3826.6190600133723,True,43,49.919633080198174,6197.071706118686
43,2020-03-05,2,81.03875949072004,3826.6190600133723,True,44,56.918469700919694,6197.071706118686
44,2020-03-06,4,81.03875949072004,3826.6190600133723,True,45,64.89018335856352,6197.071706118686
45,2020-03-07,4,81.03875949072004,3826.6190600133723,True,46,73.96750354551452,6197.071706118686
46,2020-03-08,6,81.03875949072004,3826.6190600133723,True,47,84.30052011172033,6197.071706118686
47,2020-03-09,19,81.03875949072004,3826.6190600133723,True,48,96.05873045945705,6197.071706118686
48,2020-03-10,27,81.03875949072004,3826.6190600133723,True,49,109.43326041854243,6197.071706118686
49,2020-03-11,34,81.03875949072004,3826.6190600133723,True,50,124.63925167260643,6197.071706118686
50,2020-03-12,34,81.03875949072004,3826.6190600133723,True,51,141.91839952082,6197.071706118686
51,2020-03-13,69,81.03875949072004,3826.6190600133723,True,52,161.54161261303707,6197.071706118686
52,2020-03-14,96,81.03875949072004,3826.6190600133723,True,53,183.81175040425063,6197.071706118686
53,2020-03-15,117,81.03875949072004,3826.6190600133723,True,54,209.06637369070643,6197.071706118686
54,2020-03-16,134,81.03875949072004,3826.6190600133723,True,55,237.68041795028208,6197.071706118686
55,2020-03-17,172,81.03875949072004,3826.6190600133723,True,56,270.0686676032212,6197.071706118686
56,2020-03-18,227,81.03875949072004,3826.6190600133723,True,57,306.68787119557544,6197.071706118686
57,2020-03-19,311,81.03875949072004,3826.6190600133723,True,58,348.0382926897356,6197.071706118686
58,2020-03-20,369,81.03875949072004,3826.6190600133723,True,59,394.6644429150929,6197.071706118686
59,2020-03-21,450,81.03875949072004,3826.6190600133723,True,60,447.1546790931862,6197.071706118686
60,2020-03-22,514,81.03875949072004,3826.6190600133723,True,61,506.1393018399236,6197.071706118686
61,2020-03-23,579,81.03875949072004,3826.6190600133723,True,62,572.2867226104456,6197.071706118686
62,2020-03-24,686,81.03875949072004,3826.6190600133723,True,63,646.2972269669125,6197.071706118686
63,2020-03-25,790,81.03875949072004,3826.6190600133723,True,64,728.89382988134,6197.071706118686
64,2020-03-26,893,81.03875949072004,3826.6190600133723,True,65,820.8097211466733,6197.071706118686
65,2020-03-27,1046,81.03875949072004,3826.6190600133723,True,66,922.7718473581768,6197.071706118686
66,2020-03-28,1155,81.03875949072004,3826.6190600133723,True,67,1035.4802893668111,6197.071706118686
67,2020-03-29,1285,81.03875949072004,3826.6190600133723,True,68,1159.5832882558454,6197.071706118686
68,2020-03-30,1414,81.03875949072004,3826.6190600133723,True,69,1295.648063348668,6197.071706118686
69,2020-03-31,1528,81.03875949072004,3826.6190600133723,True,70,1444.12795942853,6197.071706118686
70,2020-04-01,1677,81.03875949072004,3826.6190600133723,True,71,1605.32695064896,6197.071706118686
71,2020-04-02,1790,81.03875949072004,3826.6190600133723,True,72,1779.363089260177,6197.071706118686
72,2020-04-03,1986,81.03875949072004,3826.6190600133723,True,73,1966.133067287748,6197.071706118686
73,2020-04-04,2092,81.03875949072004,3826.6190600133723,True,74,2165.280581352916,6197.071706118686
74,2020-04-05,2273,81.03875949072004,3826.6190600133723,True,75,2376.1715555756464,6197.071706118686
75,2020-04-06,2491,81.03875949072004,3826.6190600133723,True,76,2597.8793759075666,6197.071706118686
76,2020-04-07,2738,81.03875949072004,3826.6190600133723,True,77,2829.1830232870425,6197.071706118686
77,2020-04-08,2956,81.03875949072004,3826.6190600133723,True,78,3068.580302386697,6197.071706118686
78,2020-04-09,3293,81.03875949072004,3826.6190600133723,True,79,3314.3172515904594,6197.071706118686
79,2020-04-10,3512,81.03875949072004,3826.6190600133723,True,80,3564.4333750677642,6197.071706118686
80,2020-04-11,3842,81.03875949072004,3826.6190600133723,True,81,3816.8207299217493,6197.071706118686
81,2020-04-12,4241,81.03875949072004,3826.6190600133723,True,82,4069.2933626467157,6197.071706118686
