,Report_Date,Dominica_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,71.8169076072622,9.988112360382589,True,1,0.01049907644216091,19.97622471509847
1,2020-01-23,0,71.8169076072622,9.988112360382589,True,2,0.011679649534545698,19.97622471509847
2,2020-01-24,0,71.8169076072622,9.988112360382589,True,3,0.012992886279414482,19.97622471509847
3,2020-01-25,0,71.8169076072622,9.988112360382589,True,4,0.014453673872963034,19.97622471509847
4,2020-01-26,0,71.8169076072622,9.988112360382589,True,5,0.016078565244931103,19.97622471509847
5,2020-01-27,0,71.8169076072622,9.988112360382589,True,6,0.01788596428113997,19.97622471509847
6,2020-01-28,0,71.8169076072622,9.988112360382589,True,7,0.01989633136698957,19.97622471509847
7,2020-01-29,0,71.8169076072622,9.988112360382589,True,8,0.02213241141578295,19.97622471509847
8,2020-01-30,0,71.8169076072622,9.988112360382589,True,9,0.02461948676039952,19.97622471509847
9,2020-01-31,0,71.8169076072622,9.988112360382589,True,10,0.02738565751890986,19.97622471509847
10,2020-02-01,0,71.8169076072622,9.988112360382589,True,11,0.030462152294615574,19.97622471509847
11,2020-02-02,0,71.8169076072622,9.988112360382589,True,12,0.0338836723388005,19.97622471509847
12,2020-02-03,0,71.8169076072622,9.988112360382589,True,13,0.0376887725898638,19.97622471509847
13,2020-02-04,0,71.8169076072622,9.988112360382589,True,14,0.04192028330457693,19.97622471509847
14,2020-02-05,0,71.8169076072622,9.988112360382589,True,15,0.04662577631432637,19.97622471509847
15,2020-02-06,0,71.8169076072622,9.988112360382589,True,16,0.05185808026877073,19.97622471509847
16,2020-02-07,0,71.8169076072622,9.988112360382589,True,17,0.057675849567514176,19.97622471509847
17,2020-02-08,0,71.8169076072622,9.988112360382589,True,18,0.06414419202176512,19.97622471509847
18,2020-02-09,0,71.8169076072622,9.988112360382589,True,19,0.07133536062511087,19.97622471509847
19,2020-02-10,0,71.8169076072622,9.988112360382589,True,20,0.07932951513561722,19.97622471509847
20,2020-02-11,0,71.8169076072622,9.988112360382589,True,21,0.0882155594674916,19.97622471509847
21,2020-02-12,0,71.8169076072622,9.988112360382589,True,22,0.0980920611427607,19.97622471509847
22,2020-02-13,0,71.8169076072622,9.988112360382589,True,23,0.10906825924038041,19.97622471509847
23,2020-02-14,0,71.8169076072622,9.988112360382589,True,24,0.1212651673748128,19.97622471509847
24,2020-02-15,0,71.8169076072622,9.988112360382589,True,25,0.13481677820442609,19.97622471509847
25,2020-02-16,0,71.8169076072622,9.988112360382589,True,26,0.14987137576993234,19.97622471509847
26,2020-02-17,0,71.8169076072622,9.988112360382589,True,27,0.1665929615425678,19.97622471509847
27,2020-02-18,0,71.8169076072622,9.988112360382589,True,28,0.18516279935745053,19.97622471509847
28,2020-02-19,0,71.8169076072622,9.988112360382589,True,29,0.20578108334277612,19.97622471509847
29,2020-02-20,0,71.8169076072622,9.988112360382589,True,30,0.22866873143815805,19.97622471509847
30,2020-02-21,0,71.8169076072622,9.988112360382589,True,31,0.25406930501604996,19.97622471509847
31,2020-02-22,0,71.8169076072622,9.988112360382589,True,32,0.2822510523501553,19.97622471509847
32,2020-02-23,0,71.8169076072622,9.988112360382589,True,33,0.31350907006458995,19.97622471509847
33,2020-02-24,0,71.8169076072622,9.988112360382589,True,34,0.34816757207613847,19.97622471509847
34,2020-02-25,0,71.8169076072622,9.988112360382589,True,35,0.38658224971648525,19.97622471509847
35,2020-02-26,0,71.8169076072622,9.988112360382589,True,36,0.42914269947917083,19.97622471509847
36,2020-02-27,0,71.8169076072622,9.988112360382589,True,37,0.47627488594889117,19.97622471509847
37,2020-02-28,0,71.8169076072622,9.988112360382589,True,38,0.5284435967020797,19.97622471509847
38,2020-02-29,0,71.8169076072622,9.988112360382589,True,39,0.5861548330848413,19.97622471509847
39,2020-03-01,0,71.8169076072622,9.988112360382589,True,40,0.6499580655667175,19.97622471509847
40,2020-03-02,0,71.8169076072622,9.988112360382589,True,41,0.7204482646740751,19.97622471509847
41,2020-03-03,0,71.8169076072622,9.988112360382589,True,42,0.7982675982465633,19.97622471509847
42,2020-03-04,0,71.8169076072622,9.988112360382589,True,43,0.8841066629868046,19.97622471509847
43,2020-03-05,0,71.8169076072622,9.988112360382589,True,44,0.9787050932317367,19.97622471509847
44,2020-03-06,0,71.8169076072622,9.988112360382589,True,45,1.0828513630749856,19.97622471509847
45,2020-03-07,0,71.8169076072622,9.988112360382589,True,46,1.19738157027975,19.97622471509847
46,2020-03-08,0,71.8169076072622,9.988112360382589,True,47,1.323176963162795,19.97622471509847
47,2020-03-09,0,71.8169076072622,9.988112360382589,True,48,1.4611599466847436,19.97622471509847
48,2020-03-10,0,71.8169076072622,9.988112360382589,True,49,1.612288283893618,19.97622471509847
49,2020-03-11,0,71.8169076072622,9.988112360382589,True,50,1.7775471969206056,19.97622471509847
50,2020-03-12,0,71.8169076072622,9.988112360382589,True,51,1.9579390719748235,19.97622471509847
51,2020-03-13,0,71.8169076072622,9.988112360382589,True,52,2.154470490010046,19.97622471509847
52,2020-03-14,0,71.8169076072622,9.988112360382589,True,53,2.3681363442887244,19.97622471509847
53,2020-03-15,0,71.8169076072622,9.988112360382589,True,54,2.5999008735370266,19.97622471509847
54,2020-03-16,0,71.8169076072622,9.988112360382589,True,55,2.850675540075046,19.97622471509847
55,2020-03-17,0,71.8169076072622,9.988112360382589,True,56,3.121293820482263,19.97622471509847
56,2020-03-18,0,71.8169076072622,9.988112360382589,True,57,3.4124831542434113,19.97622471509847
57,2020-03-19,0,71.8169076072622,9.988112360382589,True,58,3.7248345124064355,19.97622471509847
58,2020-03-20,0,71.8169076072622,9.988112360382589,True,59,4.058770298046906,19.97622471509847
59,2020-03-21,0,71.8169076072622,9.988112360382589,True,60,4.4145115620375375,19.97622471509847
60,2020-03-22,1,71.8169076072622,9.988112360382589,True,61,4.792045793489075,19.97622471509847
61,2020-03-23,2,71.8169076072622,9.988112360382589,True,62,5.191096799795854,19.97622471509847
62,2020-03-24,2,71.8169076072622,9.988112360382589,True,63,5.611098396236821,19.97622471509847
63,2020-03-25,7,71.8169076072622,9.988112360382589,True,64,6.051173745748401,19.97622471509847
64,2020-03-26,11,71.8169076072622,9.988112360382589,True,65,6.510122192127932,19.97622471509847
65,2020-03-27,11,71.8169076072622,9.988112360382589,True,66,6.986415285972392,19.97622471509847
66,2020-03-28,11,71.8169076072622,9.988112360382589,True,67,7.478203394348569,19.97622471509847
67,2020-03-29,11,71.8169076072622,9.988112360382589,True,68,7.983333811126371,19.97622471509847
68,2020-03-30,11,71.8169076072622,9.988112360382589,True,69,8.499380664202922,19.97622471509847
69,2020-03-31,12,71.8169076072622,9.988112360382589,True,70,9.023686189658143,19.97622471509847
70,2020-04-01,12,71.8169076072622,9.988112360382589,True,71,9.553412172305942,19.97622471509847
71,2020-04-02,12,71.8169076072622,9.988112360382589,True,72,10.085599612087893,19.97622471509847
72,2020-04-03,12,71.8169076072622,9.988112360382589,True,73,10.61723404556657,19.97622471509847
73,2020-04-04,14,71.8169076072622,9.988112360382589,True,74,11.145313503470419,19.97622471509847
74,2020-04-05,14,71.8169076072622,9.988112360382589,True,75,11.666915872280544,19.97622471509847
75,2020-04-06,15,71.8169076072622,9.988112360382589,True,76,12.179262476213287,19.97622471509847
76,2020-04-07,15,71.8169076072622,9.988112360382589,True,77,12.679774999708375,19.97622471509847
77,2020-04-08,15,71.8169076072622,9.988112360382589,True,78,13.166123392855269,19.97622471509847
78,2020-04-09,15,71.8169076072622,9.988112360382589,True,79,13.636263081598187,19.97622471509847
79,2020-04-10,16,71.8169076072622,9.988112360382589,True,80,14.088460564975444,19.97622471509847
80,2020-04-11,16,71.8169076072622,9.988112360382589,True,81,14.52130724411105,19.97622471509847
81,2020-04-12,16,71.8169076072622,9.988112360382589,True,82,14.933722021364295,19.97622471509847
82,2020-04-13,16,71.8169076072622,9.988112360382589,True,83,15.324943778666198,19.97622471509847
83,2020-04-14,16,71.8169076072622,9.988112360382589,True,84,15.694515258507948,19.97622471509847
84,2020-04-15,16,71.8169076072622,9.988112360382589,True,85,16.042260118033933,19.97622471509847
85,2020-04-16,16,71.8169076072622,9.988112360382589,True,86,16.368255014206106,19.97622471509847
86,2020-04-17,16,71.8169076072622,9.988112360382589,True,87,16.672798528441245,19.97622471509847
87,2020-04-18,16,71.8169076072622,9.988112360382589,True,88,16.95637858355887,19.97622471509847
88,2020-04-19,16,71.8169076072622,9.988112360382589,True,89,17.219639778549826,19.97622471509847
89,2020-04-20,16,71.8169076072622,9.988112360382589,True,90,17.463351800436755,19.97622471509847
90,2020-04-21,16,71.8169076072622,9.988112360382589,True,91,17.688379795661692,19.97622471509847
91,2020-04-22,16,71.8169076072622,9.988112360382589,True,92,17.895657318060746,19.97622471509847
92,2020-04-23,16,71.8169076072622,9.988112360382589,True,93,18.086162231892953,19.97622471509847
93,2020-04-24,16,71.8169076072622,9.988112360382589,True,94,18.260895745600816,19.97622471509847
94,2020-04-25,16,71.8169076072622,9.988112360382589,True,95,18.420864588717322,19.97622471509847
95,2020-04-26,16,71.8169076072622,9.988112360382589,True,96,18.56706622027458,19.97622471509847
96,2020-04-27,16,71.8169076072622,9.988112360382589,True,97,18.70047686911347,19.97622471509847
97,2020-04-28,16,71.8169076072622,9.988112360382589,True,98,18.82204214989213,19.97622471509847
98,2020-04-29,16,71.8169076072622,9.988112360382589,True,99,18.932669967859454,19.97622471509847
99,2020-04-30,16,71.8169076072622,9.988112360382589,True,100,19.033225415046513,19.97622471509847
100,2020-05-01,16,71.8169076072622,9.988112360382589,True,101,19.124527365265713,19.97622471509847
101,2020-05-02,16,71.8169076072622,9.988112360382589,True,102,19.20734649066607,19.97622471509847
102,2020-05-03,16,71.8169076072622,9.988112360382589,True,103,19.28240444480052,19.97622471509847
