,Report_Date,Mozambique_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
44,2020-03-06,0,285.31579500364774,14523.069609936827,False,45,27.81630217929058,29046.139219873654
45,2020-03-07,0,285.31579500364774,14523.069609936827,False,46,28.631705550326995,29046.139219873654
46,2020-03-08,0,285.31579500364774,14523.069609936827,False,47,29.470987271507934,29046.139219873654
47,2020-03-09,0,285.31579500364774,14523.069609936827,False,48,30.334845154747175,29046.139219873654
48,2020-03-10,0,285.31579500364774,14523.069609936827,False,49,31.223997318664992,29046.139219873654
49,2020-03-11,0,285.31579500364774,14523.069609936827,False,50,32.139182774413705,29046.139219873654
50,2020-03-12,0,285.31579500364774,14523.069609936827,False,51,33.081162028099044,29046.139219873654
51,2020-03-13,0,285.31579500364774,14523.069609936827,False,52,34.05071770024913,29046.139219873654
52,2020-03-14,0,285.31579500364774,14523.069609936827,False,53,35.048655162794226,29046.139219873654
53,2020-03-15,0,285.31579500364774,14523.069609936827,False,54,36.075803194031785,29046.139219873654
54,2020-03-16,0,285.31579500364774,14523.069609936827,False,55,37.133014652062755,29046.139219873654
55,2020-03-17,0,285.31579500364774,14523.069609936827,False,56,38.22116716719721,29046.139219873654
56,2020-03-18,0,285.31579500364774,14523.069609936827,False,57,39.34116385383922,29046.139219873654
57,2020-03-19,0,285.31579500364774,14523.069609936827,False,58,40.493934042373084,29046.139219873654
58,2020-03-20,0,285.31579500364774,14523.069609936827,False,59,41.68043403158563,29046.139219873654
59,2020-03-21,0,285.31579500364774,14523.069609936827,False,60,42.90164786217164,29046.139219873654
60,2020-03-22,1,285.31579500364774,14523.069609936827,False,61,44.15858811188268,29046.139219873654
61,2020-03-23,1,285.31579500364774,14523.069609936827,False,62,45.45229671289205,29046.139219873654
62,2020-03-24,3,285.31579500364774,14523.069609936827,False,63,46.783845791962385,29046.139219873654
63,2020-03-25,5,285.31579500364774,14523.069609936827,False,64,48.15433853401531,29046.139219873654
64,2020-03-26,7,285.31579500364774,14523.069609936827,False,65,49.56491006971628,29046.139219873654
65,2020-03-27,7,285.31579500364774,14523.069609936827,False,66,51.016728387701406,29046.139219873654
66,2020-03-28,8,285.31579500364774,14523.069609936827,False,67,52.51099527208697,29046.139219873654
67,2020-03-29,8,285.31579500364774,14523.069609936827,False,68,54.0489472659162,29046.139219873654
68,2020-03-30,8,285.31579500364774,14523.069609936827,False,69,55.631856661211955,29046.139219873654
69,2020-03-31,8,285.31579500364774,14523.069609936827,False,70,57.26103251631858,29046.139219873654
70,2020-04-01,10,285.31579500364774,14523.069609936827,False,71,58.9378217012299,29046.139219873654
71,2020-04-02,10,285.31579500364774,14523.069609936827,False,72,60.663609971615635,29046.139219873654
72,2020-04-03,10,285.31579500364774,14523.069609936827,False,73,62.43982307227172,29046.139219873654
73,2020-04-04,10,285.31579500364774,14523.069609936827,False,74,64.26792787073651,29046.139219873654
74,2020-04-05,10,285.31579500364774,14523.069609936827,False,75,66.14943352182716,29046.139219873654
75,2020-04-06,10,285.31579500364774,14523.069609936827,False,76,68.08589266386743,29046.139219873654
76,2020-04-07,10,285.31579500364774,14523.069609936827,False,77,70.0789026473906,29046.139219873654
77,2020-04-08,17,285.31579500364774,14523.069609936827,False,78,72.13010679711816,29046.139219873654
78,2020-04-09,17,285.31579500364774,14523.069609936827,False,79,74.2411957080266,29046.139219873654
79,2020-04-10,20,285.31579500364774,14523.069609936827,False,80,76.41390857633255,29046.139219873654
80,2020-04-11,20,285.31579500364774,14523.069609936827,False,81,78.65003456623735,29046.139219873654
81,2020-04-12,21,285.31579500364774,14523.069609936827,False,82,80.95141421328945,29046.139219873654
82,2020-04-13,21,285.31579500364774,14523.069609936827,False,83,83.31994086523467,29046.139219873654
83,2020-04-14,28,285.31579500364774,14523.069609936827,False,84,85.7575621612401,29046.139219873654
84,2020-04-15,29,285.31579500364774,14523.069609936827,False,85,88.26628155038917,29046.139219873654
85,2020-04-16,31,285.31579500364774,14523.069609936827,False,86,90.8481598503608,29046.139219873654
86,2020-04-17,34,285.31579500364774,14523.069609936827,False,87,93.50531684721591,29046.139219873654
87,2020-04-18,35,285.31579500364774,14523.069609936827,False,88,96.23993293722981,29046.139219873654
88,2020-04-19,39,285.31579500364774,14523.069609936827,False,89,99.05425081171852,29046.139219873654
89,2020-04-20,39,285.31579500364774,14523.069609936827,False,90,101.950577185821,29046.139219873654
90,2020-04-21,39,285.31579500364774,14523.069609936827,False,91,104.93128457220757,29046.139219873654
91,2020-04-22,41,285.31579500364774,14523.069609936827,False,92,107.99881310069844,29046.139219873654
92,2020-04-23,46,285.31579500364774,14523.069609936827,False,93,111.15567238478201,29046.139219873654
93,2020-04-24,65,285.31579500364774,14523.069609936827,False,94,114.40444343603542,29046.139219873654
94,2020-04-25,70,285.31579500364774,14523.069609936827,False,95,117.74778062745423,29046.139219873654
95,2020-04-26,76,285.31579500364774,14523.069609936827,False,96,121.1884137067081,29046.139219873654
96,2020-04-27,76,285.31579500364774,14523.069609936827,False,97,124.72914986034246,29046.139219873654
97,2020-04-28,76,285.31579500364774,14523.069609936827,False,98,128.3728758299542,29046.139219873654
98,2020-04-29,76,285.31579500364774,14523.069609936827,False,99,132.12256008136941,29046.139219873654
99,2020-04-30,76,285.31579500364774,14523.069609936827,False,100,135.9812550278568,29046.139219873654
100,2020-05-01,79,285.31579500364774,14523.069609936827,False,101,139.95209930840838,29046.139219873654
101,2020-05-02,79,285.31579500364774,14523.069609936827,False,102,144.03832012212058,29046.139219873654
102,2020-05-03,80,285.31579500364774,14523.069609936827,False,103,148.24323561970374,29046.139219873654
103,2020-05-04,80,285.31579500364774,14523.069609936827,False,104,152.57025735314662,29046.139219873654
104,2020-05-05,81,285.31579500364774,14523.069609936827,False,105,157.0228927845527,29046.139219873654
105,2020-05-06,81,285.31579500364774,14523.069609936827,False,106,161.60474785516013,29046.139219873654
106,2020-05-07,81,285.31579500364774,14523.069609936827,False,107,166.31952961554188,29046.139219873654
107,2020-05-08,82,285.31579500364774,14523.069609936827,False,108,171.1710489179745,29046.139219873654
108,2020-05-09,87,285.31579500364774,14523.069609936827,False,109,176.1632231719421,29046.139219873654
109,2020-05-10,91,285.31579500364774,14523.069609936827,False,110,181.30007916372818,29046.139219873654
110,2020-05-11,103,285.31579500364774,14523.069609936827,False,111,186.58575594102214,29046.139219873654
111,2020-05-12,104,285.31579500364774,14523.069609936827,False,112,192.02450776344475,29046.139219873654
112,2020-05-13,104,285.31579500364774,14523.069609936827,False,113,197.62070711986482,29046.139219873654
113,2020-05-14,115,285.31579500364774,14523.069609936827,False,114,203.37884781335143,29046.139219873654
114,2020-05-15,119,285.31579500364774,14523.069609936827,False,115,209.3035481145626,29046.139219873654
115,2020-05-16,129,285.31579500364774,14523.069609936827,False,116,215.39955398433852,29046.139219873654
116,2020-05-17,137,285.31579500364774,14523.069609936827,False,117,221.67174236621378,29046.139219873654
117,2020-05-18,145,285.31579500364774,14523.069609936827,False,118,228.12512454951977,29046.139219873654
118,2020-05-19,146,285.31579500364774,14523.069609936827,False,119,234.76484960368748,29046.139219873654
119,2020-05-20,156,285.31579500364774,14523.069609936827,False,120,241.59620788430485,29046.139219873654
120,2020-05-21,162,285.31579500364774,14523.069609936827,False,121,248.62463461141033,29046.139219873654
121,2020-05-22,164,285.31579500364774,14523.069609936827,False,122,255.85571352043905,29046.139219873654
122,2020-05-23,168,285.31579500364774,14523.069609936827,False,123,263.2951805861494,29046.139219873654
123,2020-05-24,194,285.31579500364774,14523.069609936827,False,124,270.94892781978183,29046.139219873654
124,2020-05-25,209,285.31579500364774,14523.069609936827,False,125,278.8230071395976,29046.139219873654
125,2020-05-26,213,285.31579500364774,14523.069609936827,False,126,286.9236343148537,29046.139219873654
126,2020-05-27,227,285.31579500364774,14523.069609936827,False,127,295.2571929831522,29046.139219873654
127,2020-05-28,233,285.31579500364774,14523.069609936827,False,128,303.83023874099206,29046.139219873654
128,2020-05-29,234,285.31579500364774,14523.069609936827,False,129,312.64950330721695,29046.139219873654
129,2020-05-30,244,285.31579500364774,14523.069609936827,False,130,321.7218987589219,29046.139219873654
130,2020-05-31,254,285.31579500364774,14523.069609936827,False,131,331.05452183923296,29046.139219873654
131,2020-06-01,254,285.31579500364774,14523.069609936827,False,132,340.6546583362128,29046.139219873654
132,2020-06-02,307,285.31579500364774,14523.069609936827,False,133,350.52978753198533,29046.139219873654
133,2020-06-03,316,285.31579500364774,14523.069609936827,False,134,360.68758672098227,29046.139219873654
134,2020-06-04,352,285.31579500364774,14523.069609936827,False,135,371.1359357960312,29046.139219873654
135,2020-06-05,354,285.31579500364774,14523.069609936827,False,136,381.88292190079113,29046.139219873654
136,2020-06-06,409,285.31579500364774,14523.069609936827,False,137,392.9368441468311,29046.139219873654
137,2020-06-07,424,285.31579500364774,14523.069609936827,False,138,404.3062183934046,29046.139219873654
138,2020-06-08,433,285.31579500364774,14523.069609936827,False,139,415.99978208773575,29046.139219873654
139,2020-06-09,453,285.31579500364774,14523.069609936827,False,140,428.0264991633589,29046.139219873654
140,2020-06-10,472,285.31579500364774,14523.069609936827,False,141,440.39556499378244,29046.139219873654
141,2020-06-11,489,285.31579500364774,14523.069609936827,False,142,453.1164113984474,29046.139219873654
142,2020-06-12,509,285.31579500364774,14523.069609936827,False,143,466.19871169763394,29046.139219873654
143,2020-06-13,553,285.31579500364774,14523.069609936827,False,144,479.6523858126463,29046.139219873654
144,2020-06-14,583,285.31579500364774,14523.069609936827,False,145,493.48760540724436,29046.139219873654
145,2020-06-15,609,285.31579500364774,14523.069609936827,False,146,507.71479906592776,29046.139219873654
146,2020-06-16,638,285.31579500364774,14523.069609936827,False,147,522.3446575042758,29046.139219873654
147,2020-06-17,651,285.31579500364774,14523.069609936827,False,148,537.3881388061494,29046.139219873654
148,2020-06-18,662,285.31579500364774,14523.069609936827,False,149,552.8564736821089,29046.139219873654
149,2020-06-19,668,285.31579500364774,14523.069609936827,False,150,568.7611707429566,29046.139219873654
150,2020-06-20,688,285.31579500364774,14523.069609936827,False,151,585.1140217818192,29046.139219873654
151,2020-06-21,733,285.31579500364774,14523.069609936827,False,152,601.9271070576949,29046.139219873654
152,2020-06-22,737,285.31579500364774,14523.069609936827,False,153,619.2128005728409,29046.139219873654
153,2020-06-23,757,285.31579500364774,14523.069609936827,False,154,636.9837753358377,29046.139219873654
154,2020-06-24,762,285.31579500364774,14523.069609936827,False,155,655.2530086015631,29046.139219873654
155,2020-06-25,788,285.31579500364774,14523.069609936827,False,156,674.0337870787246,29046.139219873654
156,2020-06-26,816,285.31579500364774,14523.069609936827,False,157,693.3397120949317,29046.139219873654
157,2020-06-27,839,285.31579500364774,14523.069609936827,False,158,713.1847047086497,29046.139219873654
158,2020-06-28,859,285.31579500364774,14523.069609936827,False,159,733.5830107566585,29046.139219873654
159,2020-06-29,883,285.31579500364774,14523.069609936827,False,160,754.5492058249343,29046.139219873654
160,2020-06-30,889,285.31579500364774,14523.069609936827,False,161,776.098200130106,29046.139219873654
161,2020-07-01,903,285.31579500364774,14523.069609936827,False,162,798.2452432978622,29046.139219873654
162,2020-07-02,918,285.31579500364774,14523.069609936827,False,163,821.0059290238562,29046.139219873654
163,2020-07-03,939,285.31579500364774,14523.069609936827,False,164,844.396199601837,29046.139219873654
164,2020-07-04,969,285.31579500364774,14523.069609936827,False,165,868.4323503028336,29046.139219873654
165,2020-07-05,987,285.31579500364774,14523.069609936827,False,166,893.1310335883338,29046.139219873654
166,2020-07-06,1012,285.31579500364774,14523.069609936827,False,167,918.5092631394499,29046.139219873654
167,2020-07-07,1040,285.31579500364774,14523.069609936827,False,168,944.584417683117,29046.139219873654
168,2020-07-08,1071,285.31579500364774,14523.069609936827,False,169,971.3742445953586,29046.139219873654
169,2020-07-09,1092,285.31579500364774,14523.069609936827,False,170,998.8968632606516,29046.139219873654
170,2020-07-10,1111,285.31579500364774,14523.069609936827,False,171,1027.1707681653522,29046.139219873654
171,2020-07-11,1135,285.31579500364774,14523.069609936827,False,172,1056.2148317021035,29046.139219873654
172,2020-07-12,1157,285.31579500364774,14523.069609936827,False,173,1086.0483066610168,29046.139219873654
173,2020-07-13,1219,285.31579500364774,14523.069609936827,False,174,1116.6908283823198,29046.139219873654
174,2020-07-14,1268,285.31579500364774,14523.069609936827,False,175,1148.1624165440082,29046.139219873654
175,2020-07-15,1330,285.31579500364774,14523.069609936827,False,176,1180.483476556902,29046.139219873654
176,2020-07-16,1383,285.31579500364774,14523.069609936827,False,177,1213.6748005383095,29046.139219873654
177,2020-07-17,1402,285.31579500364774,14523.069609936827,False,178,1247.757567834337,29046.139219873654
178,2020-07-18,1435,285.31579500364774,14523.069609936827,False,179,1282.7533450596613,29046.139219873654
179,2020-07-19,1491,285.31579500364774,14523.069609936827,False,180,1318.6840856224262,29046.139219873654
180,2020-07-20,1507,285.31579500364774,14523.069609936827,False,181,1355.572128700671,29046.139219873654
181,2020-07-21,1536,285.31579500364774,14523.069609936827,False,182,1393.4401976355518,29046.139219873654
182,2020-07-22,1557,285.31579500364774,14523.069609936827,False,183,1432.3113977053824,29046.139219873654
183,2020-07-23,1582,285.31579500364774,14523.069609936827,False,184,1472.2092132434018,29046.139219873654
184,2020-07-24,1590,285.31579500364774,14523.069609936827,False,185,1513.1575040609735,29046.139219873654
185,2020-07-25,1616,285.31579500364774,14523.069609936827,False,186,1555.180501136842,29046.139219873654
186,2020-07-26,1669,285.31579500364774,14523.069609936827,False,187,1598.3028015319421,29046.139219873654
187,2020-07-27,1701,285.31579500364774,14523.069609936827,False,188,1642.5493624882658,29046.139219873654
188,2020-07-28,1720,285.31579500364774,14523.069609936827,False,189,1687.945494669244,29046.139219873654
189,2020-07-29,1748,285.31579500364774,14523.069609936827,False,190,1734.5168544982196,29046.139219873654
190,2020-07-30,1808,285.31579500364774,14523.069609936827,False,191,1782.2894355506824,29046.139219873654
191,2020-07-31,1864,285.31579500364774,14523.069609936827,False,192,1831.2895589552104,29046.139219873654
192,2020-08-01,1907,285.31579500364774,14523.069609936827,False,193,1881.5438627573385,29046.139219873654
193,2020-08-02,1946,285.31579500364774,14523.069609936827,False,194,1933.0792902000098,29046.139219873654
194,2020-08-03,1973,285.31579500364774,14523.069609936827,False,195,1985.9230768738225,29046.139219873654
195,2020-08-04,2029,285.31579500364774,14523.069609936827,False,196,2040.1027366899136,29046.139219873654
196,2020-08-05,2079,285.31579500364774,14523.069609936827,False,197,2095.6460466281956,29046.139219873654
197,2020-08-06,2120,285.31579500364774,14523.069609936827,False,198,2152.581030213583,29046.139219873654
198,2020-08-07,2213,285.31579500364774,14523.069609936827,False,199,2210.9359396730374,29046.139219873654
199,2020-08-08,2241,285.31579500364774,14523.069609936827,False,200,2270.7392367265647,29046.139219873654
200,2020-08-09,2269,285.31579500364774,14523.069609936827,False,201,2332.019571965898,29046.139219873654
201,2020-08-10,2411,285.31579500364774,14523.069609936827,False,202,2394.8057627753224,29046.139219873654
202,2020-08-11,2481,285.31579500364774,14523.069609936827,False,203,2459.1267697501517,29046.139219873654
203,2020-08-12,2559,285.31579500364774,14523.069609936827,False,204,2525.0116715696126,29046.139219873654
204,2020-08-13,2638,285.31579500364774,14523.069609936827,False,205,2592.4896382824795,29046.139219873654
205,2020-08-14,2708,285.31579500364774,14523.069609936827,False,206,2661.58990296562,29046.139219873654
206,2020-08-15,2791,285.31579500364774,14523.069609936827,False,207,2732.341731717798,29046.139219873654
207,2020-08-16,2855,285.31579500364774,14523.069609936827,False,208,2804.774391953543,29046.139219873654
208,2020-08-17,2914,285.31579500364774,14523.069609936827,False,209,2878.917118964778,29046.139219873654
209,2020-08-18,2991,285.31579500364774,14523.069609936827,False,210,2954.799080721095,29046.139219873654
210,2020-08-19,3045,285.31579500364774,14523.069609936827,False,211,3032.449340883139,29046.139219873654
211,2020-08-20,3115,285.31579500364774,14523.069609936827,False,212,3111.896820007581,29046.139219873654
212,2020-08-21,3195,285.31579500364774,14523.069609936827,False,213,3193.170254926581,29046.139219873654
213,2020-08-22,3304,285.31579500364774,14523.069609936827,False,214,3276.298156289447,29046.139219873654
214,2020-08-23,3395,285.31579500364774,14523.069609936827,False,215,3361.3087642595337,29046.139219873654
215,2020-08-24,3440,285.31579500364774,14523.069609936827,False,216,3448.2300023650682,29046.139219873654
216,2020-08-25,3508,285.31579500364774,14523.069609936827,False,217,3537.08942950892,29046.139219873654
217,2020-08-26,3590,285.31579500364774,14523.069609936827,False,218,3627.91419014887,29046.139219873654
218,2020-08-27,3651,285.31579500364774,14523.069609936827,False,219,3720.7309626671768,29046.139219873654
219,2020-08-28,3697,285.31579500364774,14523.069609936827,False,220,3815.5659059557515,29046.139219873654
220,2020-08-29,3760,285.31579500364774,14523.069609936827,False,221,3912.4446042514624,29046.139219873654
221,2020-08-30,3821,285.31579500364774,14523.069609936827,False,222,4011.3920102645297,29046.139219873654
222,2020-08-31,3916,285.31579500364774,14523.069609936827,False,223,4112.432386652082,29046.139219873654
223,2020-09-01,4039,285.31579500364774,14523.069609936827,False,224,4215.5892458982935,29046.139219873654
224,2020-09-02,4117,285.31579500364774,14523.069609936827,False,225,4320.8852886725645,29046.139219873654
225,2020-09-03,4207,285.31579500364774,14523.069609936827,False,226,4428.342340747338,29046.139219873654
226,2020-09-04,4265,285.31579500364774,14523.069609936827,False,227,4537.981288567958,29046.139219873654
227,2020-09-05,4341,285.31579500364774,14523.069609936827,False,228,4649.822013577856,29046.139219873654
228,2020-09-06,4444,285.31579500364774,14523.069609936827,False,229,4763.883325413854,29046.139219873654
229,2020-09-07,4557,285.31579500364774,14523.069609936827,False,230,4880.182894097792,29046.139219873654
230,2020-09-08,4647,285.31579500364774,14523.069609936827,False,231,4998.737181362619,29046.139219873654
231,2020-09-09,4764,285.31579500364774,14523.069609936827,False,232,5119.561371262984,29046.139219873654
232,2020-09-10,4832,285.31579500364774,14523.069609936827,False,233,5242.669300232503,29046.139219873654
233,2020-09-11,4918,285.31579500364774,14523.069609936827,False,234,5368.073386761893,29046.139219873654
234,2020-09-12,5040,285.31579500364774,14523.069609936827,False,235,5495.784560884324,29046.139219873654
235,2020-09-13,5269,285.31579500364774,14523.069609936827,False,236,5625.812193666138,29046.139219873654
236,2020-09-14,5482,285.31579500364774,14523.069609936827,False,237,5758.164026912996,29046.139219873654
237,2020-09-15,5713,285.31579500364774,14523.069609936827,False,238,5892.846103312759,29046.139219873654
238,2020-09-16,5994,285.31579500364774,14523.069609936827,False,239,6029.8626972476095,29046.139219873654
239,2020-09-17,6161,285.31579500364774,14523.069609936827,False,240,6169.216246518313,29046.139219873654
240,2020-09-18,6264,285.31579500364774,14523.069609936827,False,241,6310.907285233618,29046.139219873654
241,2020-09-19,6537,285.31579500364774,14523.069609936827,False,242,6454.9343781269135,29046.139219873654
242,2020-09-20,6771,285.31579500364774,14523.069609936827,False,243,6601.294056570789,29046.139219873654
243,2020-09-21,6912,285.31579500364774,14523.069609936827,False,244,6749.980756567494,29046.139219873654
244,2020-09-22,7114,285.31579500364774,14523.069609936827,False,245,6900.98675899996,29046.139219873654
245,2020-09-23,7262,285.31579500364774,14523.069609936827,False,246,7054.302132433165,29046.139219873654
246,2020-09-24,7399,285.31579500364774,14523.069609936827,False,247,7209.914678759763,29046.139219873654
247,2020-09-25,7589,285.31579500364774,14523.069609936827,False,248,7367.809881986493,29046.139219873654
248,2020-09-26,7757,285.31579500364774,14523.069609936827,False,249,7527.970860459169,29046.139219873654
249,2020-09-27,7983,285.31579500364774,14523.069609936827,False,250,7690.37832282357,29046.139219873654
250,2020-09-28,8288,285.31579500364774,14523.069609936827,False,251,7855.010528017525,29046.139219873654
251,2020-09-29,8556,285.31579500364774,14523.069609936827,False,252,8021.843249585634,29046.139219873654
252,2020-09-30,8728,285.31579500364774,14523.069609936827,False,253,8190.849744602514,29046.139219873654
253,2020-10-01,8888,285.31579500364774,14523.069609936827,False,254,8362.00072748278,29046.139219873654
254,2020-10-02,8979,285.31579500364774,14523.069609936827,False,255,8535.264348946614,29046.139219873654
255,2020-10-03,9049,285.31579500364774,14523.069609936827,False,256,8710.606180398123,29046.139219873654
256,2020-10-04,9196,285.31579500364774,14523.069609936827,False,257,8887.989203960457,29046.139219873654
257,2020-10-05,9296,285.31579500364774,14523.069609936827,False,258,9067.37380839589,29046.139219873654
258,2020-10-06,9398,285.31579500364774,14523.069609936827,False,259,9248.717791121737,29046.139219873654
259,2020-10-07,9494,285.31579500364774,14523.069609936827,False,260,9431.976366513458,29046.139219873654
260,2020-10-08,9639,285.31579500364774,14523.069609936827,False,261,9617.102180664819,29046.139219873654
261,2020-10-09,9742,285.31579500364774,14523.069609936827,False,262,9804.04533275186,29046.139219873654
262,2020-10-10,9844,285.31579500364774,14523.069609936827,False,263,9992.75340312224,29046.139219873654
263,2020-10-11,10001,285.31579500364774,14523.069609936827,False,264,10183.171488204911,29046.139219873654
264,2020-10-12,10088,285.31579500364774,14523.069609936827,False,265,10375.24224230674,29046.139219873654
265,2020-10-13,10258,285.31579500364774,14523.069609936827,False,266,10568.905926333247,29046.139219873654
266,2020-10-14,10392,285.31579500364774,14523.069609936827,False,267,10764.100463439556,29046.139219873654
267,2020-10-15,10392,285.31579500364774,14523.069609936827,False,268,10960.761501585934,29046.139219873654
