,Report_Date,China_chongqing_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,6,12.295831835435754,287.9907122525616,True,1,35.41562258515271,575.9814203552006
1,2020-01-23,9,12.295831835435754,287.9907122525616,True,2,44.33587294473126,575.9814203552006
2,2020-01-24,27,12.295831835435754,287.9907122525616,True,3,55.27316252711554,575.9814203552006
3,2020-01-25,57,12.295831835435754,287.9907122525616,True,4,68.56064010903633,575.9814203552006
4,2020-01-26,75,12.295831835435754,287.9907122525616,True,5,84.52387317964282,575.9814203552006
5,2020-01-27,110,12.295831835435754,287.9907122525616,True,6,103.44615881648292,575.9814203552006
6,2020-01-28,132,12.295831835435754,287.9907122525616,True,7,125.52261851343643,575.9814203552006
7,2020-01-29,147,12.295831835435754,287.9907122525616,True,8,150.80682235156414,575.9814203552006
8,2020-01-30,182,12.295831835435754,287.9907122525616,True,9,179.15843654364994,575.9814203552006
9,2020-01-31,211,12.295831835435754,287.9907122525616,True,10,210.20496161710795,575.9814203552006
10,2020-02-01,247,12.295831835435754,287.9907122525616,True,11,243.33249299656936,575.9814203552006
11,2020-02-02,300,12.295831835435754,287.9907122525616,True,12,277.716910418147,575.9814203552006
12,2020-02-03,337,12.295831835435754,287.9907122525616,True,13,312.3971296128417,575.9814203552006
13,2020-02-04,366,12.295831835435754,287.9907122525616,True,14,346.3787412646394,575.9814203552006
14,2020-02-05,389,12.295831835435754,287.9907122525616,True,15,378.74537308859436,575.9814203552006
15,2020-02-06,411,12.295831835435754,287.9907122525616,True,16,408.75216585509816,575.9814203552006
16,2020-02-07,426,12.295831835435754,287.9907122525616,True,17,435.88248450843594,575.9814203552006
17,2020-02-08,428,12.295831835435754,287.9907122525616,True,18,459.86171933059325,575.9814203552006
18,2020-02-09,468,12.295831835435754,287.9907122525616,True,19,480.63447214045743,575.9814203552006
19,2020-02-10,486,12.295831835435754,287.9907122525616,True,20,498.3187469159679,575.9814203552006
20,2020-02-11,505,12.295831835435754,287.9907122525616,True,21,513.1518308770704,575.9814203552006
21,2020-02-12,518,12.295831835435754,287.9907122525616,True,22,525.4392297855038,575.9814203552006
22,2020-02-13,529,12.295831835435754,287.9907122525616,True,23,535.5131249876683,575.9814203552006
23,2020-02-14,537,12.295831835435754,287.9907122525616,True,24,543.7024758604119,575.9814203552006
24,2020-02-15,544,12.295831835435754,287.9907122525616,True,25,550.3140241440899,575.9814203552006
25,2020-02-16,551,12.295831835435754,287.9907122525616,True,26,555.6220690054156,575.9814203552006
26,2020-02-17,553,12.295831835435754,287.9907122525616,True,27,559.8645529743222,575.9814203552006
27,2020-02-18,555,12.295831835435754,287.9907122525616,True,28,563.243255501642,575.9814203552006
28,2020-02-19,560,12.295831835435754,287.9907122525616,True,29,565.9263758597475,575.9814203552006
