,Report_Date,India_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
56,2020-03-18,156,170.88980288904082,784589.4149752933,False,57,4720.648893505496,1569178.8299505867
57,2020-03-19,194,170.88980288904082,784589.4149752933,False,58,4966.646362897629,1569178.8299505867
58,2020-03-20,244,170.88980288904082,784589.4149752933,False,59,5225.420175543345,1569178.8299505867
59,2020-03-21,330,170.88980288904082,784589.4149752933,False,60,5497.629318159448,1569178.8299505867
60,2020-03-22,396,170.88980288904082,784589.4149752933,False,61,5783.966278062959,1569178.8299505867
61,2020-03-23,499,170.88980288904082,784589.4149752933,False,62,6085.1586939022145,1569178.8299505867
62,2020-03-24,536,170.88980288904082,784589.4149752933,False,63,6401.971082096455,1569178.8299505867
63,2020-03-25,657,170.88980288904082,784589.4149752933,False,64,6735.2066418389895,1569178.8299505867
64,2020-03-26,727,170.88980288904082,784589.4149752933,False,65,7085.709141555391,1569178.8299505867
65,2020-03-27,887,170.88980288904082,784589.4149752933,False,66,7454.364889735215,1569178.8299505867
66,2020-03-28,987,170.88980288904082,784589.4149752933,False,67,7842.10479307176,1569178.8299505867
67,2020-03-29,1024,170.88980288904082,784589.4149752933,False,68,8249.90650484779,1569178.8299505867
68,2020-03-30,1251,170.88980288904082,784589.4149752933,False,69,8678.796666494134,1569178.8299505867
69,2020-03-31,1397,170.88980288904082,784589.4149752933,False,70,9129.853245220193,1569178.8299505867
70,2020-04-01,1998,170.88980288904082,784589.4149752933,False,71,9604.207970568466,1569178.8299505867
71,2020-04-02,2543,170.88980288904082,784589.4149752933,False,72,10103.048872676989,1569178.8299505867
72,2020-04-03,2567,170.88980288904082,784589.4149752933,False,73,10627.622924940259,1569178.8299505867
73,2020-04-04,3082,170.88980288904082,784589.4149752933,False,74,11179.238793638975,1569178.8299505867
74,2020-04-05,3588,170.88980288904082,784589.4149752933,False,75,11759.269696957068,1569178.8299505867
75,2020-04-06,4778,170.88980288904082,784589.4149752933,False,76,12369.156375617908,1569178.8299505867
76,2020-04-07,5311,170.88980288904082,784589.4149752933,False,77,13010.41017714641,1569178.8299505867
77,2020-04-08,5916,170.88980288904082,784589.4149752933,False,78,13684.616255494568,1569178.8299505867
78,2020-04-09,6725,170.88980288904082,784589.4149752933,False,79,14393.436887450694,1569178.8299505867
79,2020-04-10,7598,170.88980288904082,784589.4149752933,False,80,15138.614906881969,1569178.8299505867
80,2020-04-11,8446,170.88980288904082,784589.4149752933,False,81,15921.977257429335,1569178.8299505867
81,2020-04-12,9205,170.88980288904082,784589.4149752933,False,82,16745.43866377811,1569178.8299505867
82,2020-04-13,10453,170.88980288904082,784589.4149752933,False,83,17611.00542105929,1569178.8299505867
83,2020-04-14,11487,170.88980288904082,784589.4149752933,False,84,18520.779301289258,1569178.8299505867
84,2020-04-15,12322,170.88980288904082,784589.4149752933,False,85,19476.961575020578,1569178.8299505867
85,2020-04-16,13430,170.88980288904082,784589.4149752933,False,86,20481.85714554657,1569178.8299505867
86,2020-04-17,14352,170.88980288904082,784589.4149752933,False,87,21537.878792068368,1569178.8299505867
87,2020-04-18,15722,170.88980288904082,784589.4149752933,False,88,22647.551517185562,1569178.8299505867
88,2020-04-19,17615,170.88980288904082,784589.4149752933,False,89,23813.516992901037,1569178.8299505867
89,2020-04-20,18539,170.88980288904082,784589.4149752933,False,90,25038.53809802725,1569178.8299505867
90,2020-04-21,20080,170.88980288904082,784589.4149752933,False,91,26325.503538432953,1569178.8299505867
91,2020-04-22,21370,170.88980288904082,784589.4149752933,False,92,27677.432539967296,1569178.8299505867
92,2020-04-23,23077,170.88980288904082,784589.4149752933,False,93,29097.47960212886,1569178.8299505867
93,2020-04-24,24530,170.88980288904082,784589.4149752933,False,94,30588.93929860003,1569178.8299505867
94,2020-04-25,26283,170.88980288904082,784589.4149752933,False,95,32155.25110863079,1569178.8299505867
95,2020-04-26,27890,170.88980288904082,784589.4149752933,False,96,33800.004260916954,1569178.8299505867
96,2020-04-27,29451,170.88980288904082,784589.4149752933,False,97,35526.942569066865,1569178.8299505867
97,2020-04-28,31324,170.88980288904082,784589.4149752933,False,98,37339.96923497442,1569178.8299505867
98,2020-04-29,33062,170.88980288904082,784589.4149752933,False,99,39243.151593405884,1569178.8299505867
99,2020-04-30,34863,170.88980288904082,784589.4149752933,False,100,41240.725767852,1569178.8299505867
100,2020-05-01,37257,170.88980288904082,784589.4149752933,False,101,43337.10120418972,1569178.8299505867
101,2020-05-02,39699,170.88980288904082,784589.4149752933,False,102,45536.86504492881,1569178.8299505867
102,2020-05-03,42505,170.88980288904082,784589.4149752933,False,103,47844.78630278686,1569178.8299505867
103,2020-05-04,46437,170.88980288904082,784589.4149752933,False,104,50265.81978803733,1569178.8299505867
104,2020-05-05,49400,170.88980288904082,784589.4149752933,False,105,52805.10973951081,1569178.8299505867
105,2020-05-06,52987,170.88980288904082,784589.4149752933,False,106,55467.993104305926,1569178.8299505867
106,2020-05-07,56351,170.88980288904082,784589.4149752933,False,107,58260.0024061911,1569178.8299505867
107,2020-05-08,59695,170.88980288904082,784589.4149752933,False,108,61186.868137367375,1569178.8299505867
108,2020-05-09,62808,170.88980288904082,784589.4149752933,False,109,64254.52060273847,1569178.8299505867
109,2020-05-10,67161,170.88980288904082,784589.4149752933,False,110,67469.09114012374,1569178.8299505867
110,2020-05-11,70768,170.88980288904082,784589.4149752933,False,111,70836.91263398988,1569178.8299505867
111,2020-05-12,74292,170.88980288904082,784589.4149752933,False,112,74364.51923431784,1569178.8299505867
112,2020-05-13,78055,170.88980288904082,784589.4149752933,False,113,78058.64518621369,1569178.8299505867
113,2020-05-14,81997,170.88980288904082,784589.4149752933,False,114,81926.22266989126,1569178.8299505867
114,2020-05-15,85784,170.88980288904082,784589.4149752933,False,115,85974.37854477674,1569178.8299505867
115,2020-05-16,90648,170.88980288904082,784589.4149752933,False,116,90210.42988581296,1569178.8299505867
116,2020-05-17,95698,170.88980288904082,784589.4149752933,False,117,94641.87819467756,1569178.8299505867
117,2020-05-18,100328,170.88980288904082,784589.4149752933,False,118,99276.40216371435,1569178.8299505867
118,2020-05-19,106475,170.88980288904082,784589.4149752933,False,119,104121.84886604296,1569178.8299505867
119,2020-05-20,112028,170.88980288904082,784589.4149752933,False,120,109186.22324173345,1569178.8299505867
120,2020-05-21,118226,170.88980288904082,784589.4149752933,False,121,114477.6757472868,1569178.8299505867
121,2020-05-22,124794,170.88980288904082,784589.4149752933,False,122,120004.48803414867,1569178.8299505867
122,2020-05-23,131423,170.88980288904082,784589.4149752933,False,123,125775.05652182938,1569178.8299505867
123,2020-05-24,138536,170.88980288904082,784589.4149752933,False,124,131797.87373263267,1569178.8299505867
124,2020-05-25,144950,170.88980288904082,784589.4149752933,False,125,138081.50725827314,1569178.8299505867
125,2020-05-26,150793,170.88980288904082,784589.4149752933,False,126,144634.5762340447,1569178.8299505867
126,2020-05-27,158086,170.88980288904082,784589.4149752933,False,127,151465.72520397019,1569178.8299505867
127,2020-05-28,165386,170.88980288904082,784589.4149752933,False,128,158583.59527078978,1569178.8299505867
128,2020-05-29,173491,170.88980288904082,784589.4149752933,False,129,165996.79243802693,1569178.8299505867
129,2020-05-30,181827,170.88980288904082,784589.4149752933,False,130,173713.85306795707,1569178.8299505867
130,2020-05-31,190609,170.88980288904082,784589.4149752933,False,131,181743.20639938125,1569178.8299505867
131,2020-06-01,198370,170.88980288904082,784589.4149752933,False,132,190093.13409288693,1569178.8299505867
132,2020-06-02,207191,170.88980288904082,784589.4149752933,False,133,198771.72679897002,1569178.8299505867
133,2020-06-03,216824,170.88980288904082,784589.4149752933,False,134,207786.83777615367,1569178.8299505867
134,2020-06-04,226713,170.88980288904082,784589.4149752933,False,135,217146.0336221446,1569178.8299505867
135,2020-06-05,236184,170.88980288904082,784589.4149752933,False,136,226856.5422211498,1569178.8299505867
136,2020-06-06,246622,170.88980288904082,784589.4149752933,False,137,236925.19805465452,1569178.8299505867
137,2020-06-07,257486,170.88980288904082,784589.4149752933,False,138,247358.38507105684,1569178.8299505867
138,2020-06-08,265928,170.88980288904082,784589.4149752933,False,139,258161.97736126548,1569178.8299505867
139,2020-06-09,276146,170.88980288904082,784589.4149752933,False,140,269341.2779422752,1569178.8299505867
140,2020-06-10,286605,170.88980288904082,784589.4149752933,False,141,280900.956008237,1569178.8299505867
141,2020-06-11,297535,170.88980288904082,784589.4149752933,False,142,292844.9830679258,1569178.8299505867
142,2020-06-12,308993,170.88980288904082,784589.4149752933,False,143,305176.5684478642,1569178.8299505867
143,2020-06-13,320922,170.88980288904082,784589.4149752933,False,144,317898.0947006256,1569178.8299505867
144,2020-06-14,332424,170.88980288904082,784589.4149752933,False,145,331011.0535167968,1569178.8299505867
145,2020-06-15,343091,170.88980288904082,784589.4149752933,False,146,344515.98279533675,1569178.8299505867
146,2020-06-16,354065,170.88980288904082,784589.4149752933,False,147,358412.40557912085,1569178.8299505867
147,2020-06-17,366946,170.88980288904082,784589.4149752933,False,148,372698.7716086834,1569178.8299505867
148,2020-06-18,380532,170.88980288904082,784589.4149752933,False,149,387372.4022858494,1569178.8299505867
149,2020-06-19,395048,170.88980288904082,784589.4149752933,False,150,402429.4398683498,1569178.8299505867
150,2020-06-20,410451,170.88980288904082,784589.4149752933,False,151,417864.8017349064,1569178.8299505867
151,2020-06-21,425282,170.88980288904082,784589.4149752933,False,152,433672.1405659826,1569178.8299505867
152,2020-06-22,440215,170.88980288904082,784589.4149752933,False,153,449843.8112769051,1569178.8299505867
153,2020-06-23,456183,170.88980288904082,784589.4149752933,False,154,466370.8455160189,1569178.8299505867
154,2020-06-24,473105,170.88980288904082,784589.4149752933,False,155,483242.93449989415,1569178.8299505867
155,2020-06-25,490401,170.88980288904082,784589.4149752933,False,156,500448.42089959275,1569178.8299505867
156,2020-06-26,508953,170.88980288904082,784589.4149752933,False,157,517974.3004163428,1569178.8299505867
157,2020-06-27,528859,170.88980288904082,784589.4149752933,False,158,535806.2335917186,1569178.8299505867
158,2020-06-28,548318,170.88980288904082,784589.4149752933,False,159,553928.5682872613,1569178.8299505867
159,2020-06-29,566840,170.88980288904082,784589.4149752933,False,160,572324.3731425288,1569178.8299505867
160,2020-06-30,585481,170.88980288904082,784589.4149752933,False,161,590975.482180539,1569178.8299505867
161,2020-07-01,604641,170.88980288904082,784589.4149752933,False,162,609862.5505777125,1569178.8299505867
162,2020-07-02,625544,170.88980288904082,784589.4149752933,False,163,628965.1214544765,1569178.8299505867
163,2020-07-03,648315,170.88980288904082,784589.4149752933,False,164,648261.7033758542,1569178.8299505867
164,2020-07-04,673165,170.88980288904082,784589.4149752933,False,165,667729.8580822386,1569178.8299505867
165,2020-07-05,697413,170.88980288904082,784589.4149752933,False,166,687346.2978029512,1569178.8299505867
166,2020-07-06,719664,170.88980288904082,784589.4149752933,False,167,707086.9913431935,1569178.8299505867
167,2020-07-07,742417,170.88980288904082,784589.4149752933,False,168,726927.2779826294,1569178.8299505867
168,2020-07-08,746500,170.88980288904082,784589.4149752933,False,169,746841.988085059,1569178.8299505867
