,Report_Date,Netherlands_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,71.16296017599336,13709.39642233988,True,1,0.32233279600873077,25730.468498828166
1,2020-01-23,0,71.16296017599336,13709.39642233988,True,2,0.37893513006571017,25730.468498828166
2,2020-01-24,0,71.16296017599336,13709.39642233988,True,3,0.4454767945501108,25730.468498828166
3,2020-01-25,0,71.16296017599336,13709.39642233988,True,4,0.5237030672652224,25730.468498828166
4,2020-01-26,0,71.16296017599336,13709.39642233988,True,5,0.6156656611776147,25730.468498828166
5,2020-01-27,0,71.16296017599336,13709.39642233988,True,6,0.7237765191733471,25730.468498828166
6,2020-01-28,0,71.16296017599336,13709.39642233988,True,7,0.8508710490546517,25730.468498828166
7,2020-01-29,0,71.16296017599336,13709.39642233988,True,8,1.000282454095216,25730.468498828166
8,2020-01-30,0,71.16296017599336,13709.39642233988,True,9,1.1759291042250408,25730.468498828166
9,2020-01-31,0,71.16296017599336,13709.39642233988,True,10,1.3824172331960234,25730.468498828166
10,2020-02-01,0,71.16296017599336,13709.39642233988,True,11,1.6251616466244188,25730.468498828166
11,2020-02-02,0,71.16296017599336,13709.39642233988,True,12,1.9105275948363034,25730.468498828166
12,2020-02-03,0,71.16296017599336,13709.39642233988,True,13,2.245997514900698,25730.468498828166
13,2020-02-04,0,71.16296017599336,13709.39642233988,True,14,2.640366992064436,25730.468498828166
14,2020-02-05,0,71.16296017599336,13709.39642233988,True,15,3.1039750482579818,25730.468498828166
15,2020-02-06,0,71.16296017599336,13709.39642233988,True,16,3.648974753343407,25730.468498828166
16,2020-02-07,0,71.16296017599336,13709.39642233988,True,17,4.289651195309481,25730.468498828166
17,2020-02-08,0,71.16296017599336,13709.39642233988,True,18,5.042795064171677,25730.468498828166
18,2020-02-09,0,71.16296017599336,13709.39642233988,True,19,5.928141530376693,25730.468498828166
19,2020-02-10,0,71.16296017599336,13709.39642233988,True,20,6.9688857660050045,25730.468498828166
20,2020-02-11,0,71.16296017599336,13709.39642233988,True,21,8.192288405000134,25730.468498828166
21,2020-02-12,0,71.16296017599336,13709.39642233988,True,22,9.630386511570233,25730.468498828166
22,2020-02-13,0,71.16296017599336,13709.39642233988,True,23,11.320828274385642,25730.468498828166
23,2020-02-14,0,71.16296017599336,13709.39642233988,True,24,13.307852725240858,25730.468498828166
24,2020-02-15,0,71.16296017599336,13709.39642233988,True,25,15.643439358097853,25730.468498828166
25,2020-02-16,0,71.16296017599336,13709.39642233988,True,26,18.388656668045826,25730.468498828166
26,2020-02-17,0,71.16296017599336,13709.39642233988,True,27,21.615243415805676,25730.468498828166
27,2020-02-18,0,71.16296017599336,13709.39642233988,True,28,25.407461932686005,25730.468498828166
28,2020-02-19,0,71.16296017599336,13709.39642233988,True,29,29.864269096243582,25730.468498828166
29,2020-02-20,0,71.16296017599336,13709.39642233988,True,30,35.10185780932415,25730.468498828166
30,2020-02-21,0,71.16296017599336,13709.39642233988,True,31,41.25662997746128,25730.468498828166
31,2020-02-22,0,71.16296017599336,13709.39642233988,True,32,48.48867115679618,25730.468498828166
32,2020-02-23,0,71.16296017599336,13709.39642233988,True,33,56.98580725984493,25730.468498828166
33,2020-02-24,0,71.16296017599336,13709.39642233988,True,34,66.96833493038783,25730.468498828166
34,2020-02-25,0,71.16296017599336,13709.39642233988,True,35,78.69452932109283,25730.468498828166
35,2020-02-26,0,71.16296017599336,13709.39642233988,True,36,92.46704579616353,25730.468498828166
36,2020-02-27,1,71.16296017599336,13709.39642233988,True,37,108.64034512679483,25730.468498828166
37,2020-02-28,1,71.16296017599336,13709.39642233988,True,38,127.6292843864972,25730.468498828166
38,2020-02-29,6,71.16296017599336,13709.39642233988,True,39,149.9190269677333,25730.468498828166
39,2020-03-01,10,71.16296017599336,13709.39642233988,True,40,176.0764334213235,25730.468498828166
40,2020-03-02,18,71.16296017599336,13709.39642233988,True,41,206.7630979896524,25730.468498828166
41,2020-03-03,24,71.16296017599336,13709.39642233988,True,42,242.75019069733955,25730.468498828166
42,2020-03-04,38,71.16296017599336,13709.39642233988,True,43,284.9352474441488,25730.468498828166
43,2020-03-05,82,71.16296017599336,13709.39642233988,True,44,334.36101497968906,25730.468498828166
44,2020-03-06,128,71.16296017599336,13709.39642233988,True,45,392.23639631526737,25730.468498828166
45,2020-03-07,188,71.16296017599336,13709.39642233988,True,46,459.9594451592215,25730.468498828166
46,2020-03-08,265,71.16296017599336,13709.39642233988,True,47,539.1422128343761,25730.468498828166
47,2020-03-09,321,71.16296017599336,13709.39642233988,True,48,631.6370425026583,25730.468498828166
48,2020-03-10,382,71.16296017599336,13709.39642233988,True,49,739.5636153283159,25730.468498828166
49,2020-03-11,503,71.16296017599336,13709.39642233988,True,50,865.3356614455219,25730.468498828166
50,2020-03-12,503,71.16296017599336,13709.39642233988,True,51,1011.6857350888974,25730.468498828166
51,2020-03-13,804,71.16296017599336,13709.39642233988,True,52,1181.685801116715,25730.468498828166
52,2020-03-14,959,71.16296017599336,13709.39642233988,True,53,1378.7605816637756,25730.468498828166
53,2020-03-15,1135,71.16296017599336,13709.39642233988,True,54,1606.6896772801535,25730.468498828166
54,2020-03-16,1413,71.16296017599336,13709.39642233988,True,55,1869.5934483497072,25730.468498828166
55,2020-03-17,1705,71.16296017599336,13709.39642233988,True,56,2171.896609833436,25730.468498828166
56,2020-03-18,2051,71.16296017599336,13709.39642233988,True,57,2518.262613615031,25730.468498828166
57,2020-03-19,2460,71.16296017599336,13709.39642233988,True,58,2913.4914133069788,25730.468498828166
58,2020-03-20,2994,71.16296017599336,13709.39642233988,True,59,3362.3734695820285,25730.468498828166
59,2020-03-21,3631,71.16296017599336,13709.39642233988,True,60,3869.4942911738403,25730.468498828166
60,2020-03-22,4204,71.16296017599336,13709.39642233988,True,61,4438.986889397905,25730.468498828166
61,2020-03-23,4749,71.16296017599336,13709.39642233988,True,62,5074.234661544984,25730.468498828166
62,2020-03-24,5560,71.16296017599336,13709.39642233988,True,63,5777.534587706428,25730.468498828166
63,2020-03-25,6412,71.16296017599336,13709.39642233988,True,64,6549.739945374751,25730.468498828166
64,2020-03-26,7431,71.16296017599336,13709.39642233988,True,65,7389.912044633964,25730.468498828166
65,2020-03-27,8603,71.16296017599336,13709.39642233988,True,66,8295.01996064326,25730.468498828166
66,2020-03-28,9762,71.16296017599336,13709.39642233988,True,67,9259.733344163093,25730.468498828166
67,2020-03-29,10866,71.16296017599336,13709.39642233988,True,68,10276.353284242261,25730.468498828166
68,2020-03-30,11750,71.16296017599336,13709.39642233988,True,69,11334.91757407376,25730.468498828166
69,2020-03-31,12595,71.16296017599336,13709.39642233988,True,70,12423.498867996324,25730.468498828166
70,2020-04-01,13614,71.16296017599336,13709.39642233988,True,71,13528.68884746648,25730.468498828166
71,2020-04-02,14697,71.16296017599336,13709.39642233988,True,72,14636.233025795147,25730.468498828166
72,2020-04-03,15723,71.16296017599336,13709.39642233988,True,73,15731.755435969277,25730.468498828166
73,2020-04-04,16627,71.16296017599336,13709.39642233988,True,74,16801.49644355563,25730.468498828166
74,2020-04-05,17851,71.16296017599336,13709.39642233988,True,75,17832.98454028122,25730.468498828166
75,2020-04-06,18803,71.16296017599336,13709.39642233988,True,76,18815.574850502653,25730.468498828166
