,Report_Date,Switzerland_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,66.56239993587901,13088.662226193474,True,1,0.31119855855300305,25550.619877498983
1,2020-01-23,0,66.56239993587901,13088.662226193474,True,2,0.3699594163573602,25550.619877498983
2,2020-01-24,0,66.56239993587901,13088.662226193474,True,3,0.43981537824186406,25550.619877498983
3,2020-01-25,0,66.56239993587901,13088.662226193474,True,4,0.5228613218494866,25550.619877498983
4,2020-01-26,0,66.56239993587901,13088.662226193474,True,5,0.6215876289136749,25550.619877498983
5,2020-01-27,0,66.56239993587901,13088.662226193474,True,6,0.7389548416076509,25550.619877498983
6,2020-01-28,0,66.56239993587901,13088.662226193474,True,7,0.8784824057754803,25550.619877498983
7,2020-01-29,0,66.56239993587901,13088.662226193474,True,8,1.0443541568458956,25550.619877498983
8,2020-01-30,0,66.56239993587901,13088.662226193474,True,9,1.2415437039988801,25550.619877498983
9,2020-01-31,0,66.56239993587901,13088.662226193474,True,10,1.4759634615861827,25550.619877498983
10,2020-02-01,0,66.56239993587901,13088.662226193474,True,11,1.754641781294382,25550.619877498983
11,2020-02-02,0,66.56239993587901,13088.662226193474,True,12,2.0859334746409606,25550.619877498983
12,2020-02-03,0,66.56239993587901,13088.662226193474,True,13,2.4797700073802136,25550.619877498983
13,2020-02-04,0,66.56239993587901,13088.662226193474,True,14,2.9479568238796117,25550.619877498983
14,2020-02-05,0,66.56239993587901,13088.662226193474,True,15,3.5045266541853755,25550.619877498983
15,2020-02-06,0,66.56239993587901,13088.662226193474,True,16,4.166159308886105,25550.619877498983
16,2020-02-07,0,66.56239993587901,13088.662226193474,True,17,4.952680423357587,25550.619877498983
17,2020-02-08,0,66.56239993587901,13088.662226193474,True,18,5.887653927682531,25550.619877498983
18,2020-02-09,0,66.56239993587901,13088.662226193474,True,19,6.999085754520463,25550.619877498983
19,2020-02-10,0,66.56239993587901,13088.662226193474,True,20,8.3202595274984,25550.619877498983
20,2020-02-11,0,66.56239993587901,13088.662226193474,True,21,9.890728781469306,25550.619877498983
21,2020-02-12,0,66.56239993587901,13088.662226193474,True,22,11.757494749543485,25550.619877498983
22,2020-02-13,0,66.56239993587901,13088.662226193474,True,23,13.97640401933296,25550.619877498983
23,2020-02-14,0,66.56239993587901,13088.662226193474,True,24,16.6138065347331,25550.619877498983
24,2020-02-15,0,66.56239993587901,13088.662226193474,True,25,19.748521634824076,25550.619877498983
25,2020-02-16,0,66.56239993587901,13088.662226193474,True,26,23.474168223954237,25550.619877498983
26,2020-02-17,0,66.56239993587901,13088.662226193474,True,27,27.901924909587354,25550.619877498983
27,2020-02-18,0,66.56239993587901,13088.662226193474,True,28,33.1637971799463,25550.619877498983
28,2020-02-19,0,66.56239993587901,13088.662226193474,True,29,39.41648156343032,25550.619877498983
29,2020-02-20,0,66.56239993587901,13088.662226193474,True,30,46.84593132849015,25550.619877498983
30,2020-02-21,0,66.56239993587901,13088.662226193474,True,31,55.67274470175071,25550.619877498983
31,2020-02-22,0,66.56239993587901,13088.662226193474,True,32,66.1585147620113,25550.619877498983
32,2020-02-23,0,66.56239993587901,13088.662226193474,True,33,78.61329991015107,25550.619877498983
33,2020-02-24,0,66.56239993587901,13088.662226193474,True,34,93.40439468033036,25550.619877498983
34,2020-02-25,1,66.56239993587901,13088.662226193474,True,35,110.96660184547997,25550.619877498983
35,2020-02-26,1,66.56239993587901,13088.662226193474,True,36,131.81422695161297,25550.619877498983
36,2020-02-27,8,66.56239993587901,13088.662226193474,True,37,156.5550335075134,25550.619877498983
37,2020-02-28,8,66.56239993587901,13088.662226193474,True,38,185.9064079143732,25550.619877498983
38,2020-02-29,18,66.56239993587901,13088.662226193474,True,39,220.71398323584472,25550.619877498983
39,2020-03-01,27,66.56239993587901,13088.662226193474,True,40,261.9729534947265,25550.619877498983
40,2020-03-02,42,66.56239993587901,13088.662226193474,True,41,310.85226612997496,25550.619877498983
41,2020-03-03,56,66.56239993587901,13088.662226193474,True,42,368.72179697253904,25550.619877498983
42,2020-03-04,90,66.56239993587901,13088.662226193474,True,43,437.18247281047206,25550.619877498983
43,2020-03-05,114,66.56239993587901,13088.662226193474,True,44,518.0990895223241,25550.619877498983
44,2020-03-06,214,66.56239993587901,13088.662226193474,True,45,613.63525152844,25550.619877498983
45,2020-03-07,268,66.56239993587901,13088.662226193474,True,46,726.2893981609717,25550.619877498983
46,2020-03-08,337,66.56239993587901,13088.662226193474,True,47,858.9302476373717,25550.619877498983
47,2020-03-09,374,66.56239993587901,13088.662226193474,True,48,1014.8291423788401,25550.619877498983
48,2020-03-10,491,66.56239993587901,13088.662226193474,True,49,1197.6856901081032,25550.619877498983
49,2020-03-11,652,66.56239993587901,13088.662226193474,True,50,1411.6417529031582,25550.619877498983
50,2020-03-12,652,66.56239993587901,13088.662226193474,True,51,1661.2772706396593,25550.619877498983
51,2020-03-13,1139,66.56239993587901,13088.662226193474,True,52,1951.5797148248744,25550.619877498983
52,2020-03-14,1359,66.56239993587901,13088.662226193474,True,53,2287.877359811014,25550.619877498983
53,2020-03-15,2200,66.56239993587901,13088.662226193474,True,54,2675.7253863960836,25550.619877498983
54,2020-03-16,2200,66.56239993587901,13088.662226193474,True,55,3120.7336376971316,25550.619877498983
55,2020-03-17,2700,66.56239993587901,13088.662226193474,True,56,3628.3263573708186,25550.619877498983
56,2020-03-18,3028,66.56239993587901,13088.662226193474,True,57,4203.428311850381,25550.619877498983
57,2020-03-19,4075,66.56239993587901,13088.662226193474,True,58,4850.079145358339,25550.619877498983
58,2020-03-20,5294,66.56239993587901,13088.662226193474,True,59,5570.989098212232,25550.619877498983
59,2020-03-21,6575,66.56239993587901,13088.662226193474,True,60,6367.063990203038,25550.619877498983
60,2020-03-22,7474,66.56239993587901,13088.662226193474,True,61,7236.943989813034,25550.619877498983
61,2020-03-23,8795,66.56239993587901,13088.662226193474,True,62,8176.615899101412,25550.619877498983
62,2020-03-24,9877,66.56239993587901,13088.662226193474,True,63,9179.167782431628,25550.619877498983
63,2020-03-25,10897,66.56239993587901,13088.662226193474,True,64,10234.752573712001,25550.619877498983
64,2020-03-26,11811,66.56239993587901,13088.662226193474,True,65,11330.809945532501,25550.619877498983
65,2020-03-27,12928,66.56239993587901,13088.662226193474,True,66,12452.56283642181,25550.619877498983
66,2020-03-28,14076,66.56239993587901,13088.662226193474,True,67,13583.76128096855,25550.619877498983
67,2020-03-29,14829,66.56239993587901,13088.662226193474,True,68,14707.601101009664,25550.619877498983
68,2020-03-30,15922,66.56239993587901,13088.662226193474,True,69,15807.710472763412,25550.619877498983
69,2020-03-31,16605,66.56239993587901,13088.662226193474,True,70,16869.083446367502,25550.619877498983
