,Report_Date,France_mayotte_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,77.8897423723737,178.38783419999606,True,1,0.004136028273289713,291.39230888593926
1,2020-01-23,0,77.8897423723737,178.38783419999606,True,2,0.0047948607820728715,291.39230888593926
2,2020-01-24,0,77.8897423723737,178.38783419999606,True,3,0.005558637813263298,291.39230888593926
3,2020-01-25,0,77.8897423723737,178.38783419999606,True,4,0.0064440752728149135,291.39230888593926
4,2020-01-26,0,77.8897423723737,178.38783419999606,True,5,0.007470551437286085,291.39230888593926
5,2020-01-27,0,77.8897423723737,178.38783419999606,True,6,0.008660530927573771,291.39230888593926
6,2020-01-28,0,77.8897423723737,178.38783419999606,True,7,0.010040056176181207,291.39230888593926
7,2020-01-29,0,77.8897423723737,178.38783419999606,True,8,0.011639317124626588,291.39230888593926
8,2020-01-30,0,77.8897423723737,178.38783419999606,True,9,0.01349331159282955,291.39230888593926
9,2020-01-31,0,77.8897423723737,178.38783419999606,True,10,0.015642610737440204,291.39230888593926
10,2020-02-01,0,77.8897423723737,178.38783419999606,True,11,0.018134246303499912,291.39230888593926
11,2020-02-02,0,77.8897423723737,178.38783419999606,True,12,0.021022739022490276,291.39230888593926
12,2020-02-03,0,77.8897423723737,178.38783419999606,True,13,0.024371290576205417,291.39230888593926
13,2020-02-04,0,77.8897423723737,178.38783419999606,True,14,0.02825316509506769,291.39230888593926
14,2020-02-05,0,77.8897423723737,178.38783419999606,True,15,0.032753290266465375,291.39230888593926
15,2020-02-06,0,77.8897423723737,178.38783419999606,True,16,0.037970112879667846,291.39230888593926
16,2020-02-07,0,77.8897423723737,178.38783419999606,True,17,0.04401774912795597,291.39230888593926
17,2020-02-08,0,77.8897423723737,178.38783419999606,True,18,0.05102847633946662,291.39230888593926
18,2020-02-09,0,77.8897423723737,178.38783419999606,True,19,0.05915562014605714,291.39230888593926
19,2020-02-10,0,77.8897423723737,178.38783419999606,True,20,0.0685768995729894,291.39230888593926
20,2020-02-11,0,77.8897423723737,178.38783419999606,True,21,0.0794983023109499,291.39230888593926
21,2020-02-12,0,77.8897423723737,178.38783419999606,True,22,0.09215857370850576,291.39230888593926
22,2020-02-13,0,77.8897423723737,178.38783419999606,True,23,0.10683441601566872,291.39230888593926
23,2020-02-14,0,77.8897423723737,178.38783419999606,True,24,0.12384650936366487,291.39230888593926
24,2020-02-15,0,77.8897423723737,178.38783419999606,True,25,0.1435664831579493,291.39230888593926
25,2020-02-16,0,77.8897423723737,178.38783419999606,True,26,0.16642498629797686,291.39230888593926
26,2020-02-17,0,77.8897423723737,178.38783419999606,True,27,0.19292102725737467,291.39230888593926
27,2020-02-18,0,77.8897423723737,178.38783419999606,True,28,0.2236327809326149,291.39230888593926
28,2020-02-19,0,77.8897423723737,178.38783419999606,True,29,0.2592300886967434,291.39230888593926
29,2020-02-20,0,77.8897423723737,178.38783419999606,True,30,0.3004889117003946,291.39230888593926
30,2020-02-21,0,77.8897423723737,178.38783419999606,True,31,0.3483080355823315,291.39230888593926
31,2020-02-22,0,77.8897423723737,178.38783419999606,True,32,0.4037283678215474,291.39230888593926
32,2020-02-23,0,77.8897423723737,178.38783419999606,True,33,0.46795521739245166,291.39230888593926
33,2020-02-24,0,77.8897423723737,178.38783419999606,True,34,0.5423840005230395,291.39230888593926
34,2020-02-25,0,77.8897423723737,178.38783419999606,True,35,0.6286298764409495,291.39230888593926
35,2020-02-26,0,77.8897423723737,178.38783419999606,True,36,0.7285618830785313,291.39230888593926
36,2020-02-27,0,77.8897423723737,178.38783419999606,True,37,0.8443422145672995,291.39230888593926
37,2020-02-28,0,77.8897423723737,178.38783419999606,True,38,0.9784713593365831,291.39230888593926
38,2020-02-29,0,77.8897423723737,178.38783419999606,True,39,1.1338398984877922,291.39230888593926
39,2020-03-01,0,77.8897423723737,178.38783419999606,True,40,1.3137878467372635,291.39230888593926
40,2020-03-02,0,77.8897423723737,178.38783419999606,True,41,1.522172499315614,291.39230888593926
41,2020-03-03,0,77.8897423723737,178.38783419999606,True,42,1.7634458228707437,291.39230888593926
42,2020-03-04,0,77.8897423723737,178.38783419999606,True,43,2.0427424895572903,291.39230888593926
43,2020-03-05,0,77.8897423723737,178.38783419999606,True,44,2.3659796911236617,291.39230888593926
44,2020-03-06,0,77.8897423723737,178.38783419999606,True,45,2.7399698701479287,291.39230888593926
45,2020-03-07,0,77.8897423723737,178.38783419999606,True,46,3.1725474499366233,291.39230888593926
46,2020-03-08,0,77.8897423723737,178.38783419999606,True,47,3.6727105080542106,291.39230888593926
47,2020-03-09,0,77.8897423723737,178.38783419999606,True,48,4.250778088271417,291.39230888593926
48,2020-03-10,0,77.8897423723737,178.38783419999606,True,49,4.91856343967765,291.39230888593926
49,2020-03-11,0,77.8897423723737,178.38783419999606,True,50,5.68956285630574,291.39230888593926
50,2020-03-12,0,77.8897423723737,178.38783419999606,True,51,6.579158899559391,291.39230888593926
