,Report_Date,France_mayotte_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
51,2020-03-13,0,77.8897423723737,178.38783419999606,True,52,7.6048355389473095,291.39230888593926
52,2020-03-14,0,77.8897423723737,178.38783419999606,True,53,8.786401050626568,291.39230888593926
53,2020-03-15,1,77.8897423723737,178.38783419999606,True,54,10.146212263784228,291.39230888593926
54,2020-03-16,1,77.8897423723737,178.38783419999606,True,55,11.709390833359116,291.39230888593926
55,2020-03-17,1,77.8897423723737,178.38783419999606,True,56,13.504018543397855,291.39230888593926
56,2020-03-18,3,77.8897423723737,178.38783419999606,True,57,15.56129413650382,291.39230888593926
57,2020-03-19,3,77.8897423723737,178.38783419999606,True,58,17.915628810337115,291.39230888593926
58,2020-03-20,6,77.8897423723737,178.38783419999606,True,59,20.604651418610523,291.39230888593926
59,2020-03-21,7,77.8897423723737,178.38783419999606,True,60,23.669087829310854,291.39230888593926
60,2020-03-22,11,77.8897423723737,178.38783419999606,True,61,27.152472345506926,291.39230888593926
61,2020-03-23,24,77.8897423723737,178.38783419999606,True,62,31.100643443220406,291.39230888593926
62,2020-03-24,36,77.8897423723737,178.38783419999606,True,63,35.5609726112996,291.39230888593926
63,2020-03-25,36,77.8897423723737,178.38783419999606,True,64,40.58127555275751,291.39230888593926
64,2020-03-26,36,77.8897423723737,178.38783419999606,True,65,46.2083616402224,291.39230888593926
65,2020-03-27,50,77.8897423723737,178.38783419999606,True,66,52.4861928107032,291.39230888593926
66,2020-03-28,63,77.8897423723737,178.38783419999606,True,67,59.453649448197595,291.39230888593926
67,2020-03-29,63,77.8897423723737,178.38783419999606,True,68,67.14193991764229,291.39230888593926
68,2020-03-30,82,77.8897423723737,178.38783419999606,True,69,75.5717423208292,291.39230888593926
69,2020-03-31,94,77.8897423723737,178.38783419999606,True,70,84.75022907006009,291.39230888593926
70,2020-04-01,94,77.8897423723737,178.38783419999606,True,71,94.6681906545635,291.39230888593926
71,2020-04-02,116,77.8897423723737,178.38783419999606,True,72,105.29753401685451,291.39230888593926
72,2020-04-03,128,77.8897423723737,178.38783419999606,True,73,116.5894692864051,291.39230888593926
73,2020-04-04,134,77.8897423723737,178.38783419999606,True,74,128.4737009579132,291.39230888593926
74,2020-04-05,147,77.8897423723737,178.38783419999606,True,75,140.85889314825494,291.39230888593926
75,2020-04-06,147,77.8897423723737,178.38783419999606,True,76,153.63457773375703,291.39230888593926
76,2020-04-07,171,77.8897423723737,178.38783419999606,True,77,166.67452485480842,291.39230888593926
77,2020-04-08,171,77.8897423723737,178.38783419999606,True,78,179.8414167283087,291.39230888593926
