,Report_Date,UK_bermuda_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
23,2020-02-14,0,72.25187545872892,30.396886798739803,True,24,0.027830229400111896,56.2218612089093
24,2020-02-15,0,72.25187545872892,30.396886798739803,True,25,0.032635088921000095,56.2218612089093
25,2020-02-16,0,72.25187545872892,30.396886798739803,True,26,0.03826897989657046,56.2218612089093
26,2020-02-17,0,72.25187545872892,30.396886798739803,True,27,0.044874747666821056,56.2218612089093
27,2020-02-18,0,72.25187545872892,30.396886798739803,True,28,0.052619776924406864,56.2218612089093
28,2020-02-19,0,72.25187545872892,30.396886798739803,True,29,0.0617001797832265,56.2218612089093
29,2020-02-20,0,72.25187545872892,30.396886798739803,True,30,0.07234568828253038,56.2218612089093
30,2020-02-21,0,72.25187545872892,30.396886798739803,True,31,0.08482536592612323,56.2218612089093
31,2020-02-22,0,72.25187545872892,30.396886798739803,True,32,0.09945427002477282,56.2218612089093
32,2020-02-23,0,72.25187545872892,30.396886798739803,True,33,0.11660121577740432,56.2218612089093
33,2020-02-24,0,72.25187545872892,30.396886798739803,True,34,0.13669781418726504,56.2218612089093
34,2020-02-25,0,72.25187545872892,30.396886798739803,True,35,0.16024897893153248,56.2218612089093
35,2020-02-26,0,72.25187545872892,30.396886798739803,True,36,0.1878451218654506,56.2218612089093
36,2020-02-27,0,72.25187545872892,30.396886798739803,True,37,0.22017628234497508,56.2218612089093
37,2020-02-28,0,72.25187545872892,30.396886798739803,True,38,0.25804846099530643,56.2218612089093
38,2020-02-29,0,72.25187545872892,30.396886798739803,True,39,0.30240245237393304,56.2218612089093
39,2020-03-01,0,72.25187545872892,30.396886798739803,True,40,0.35433549083381105,56.2218612089093
40,2020-03-02,0,72.25187545872892,30.396886798739803,True,41,0.41512603638036183,56.2218612089093
41,2020-03-03,0,72.25187545872892,30.396886798739803,True,42,0.4862620276039889,56.2218612089093
42,2020-03-04,0,72.25187545872892,30.396886798739803,True,43,0.5694729101439133,56.2218612089093
43,2020-03-05,0,72.25187545872892,30.396886798739803,True,44,0.666765702445706,56.2218612089093
44,2020-03-06,0,72.25187545872892,30.396886798739803,True,45,0.7804652735684661,56.2218612089093
45,2020-03-07,0,72.25187545872892,30.396886798739803,True,46,0.9132588644201155,56.2218612089093
46,2020-03-08,0,72.25187545872892,30.396886798739803,True,47,1.0682446634594338,56.2218612089093
47,2020-03-09,0,72.25187545872892,30.396886798739803,True,48,1.2489839248893686,56.2218612089093
48,2020-03-10,0,72.25187545872892,30.396886798739803,True,49,1.4595556606282782,56.2218612089093
49,2020-03-11,0,72.25187545872892,30.396886798739803,True,50,1.7046123110376965,56.2218612089093
50,2020-03-12,0,72.25187545872892,30.396886798739803,True,51,1.9894339647589703,56.2218612089093
51,2020-03-13,0,72.25187545872892,30.396886798739803,True,52,2.3199776175278646,56.2218612089093
52,2020-03-14,0,72.25187545872892,30.396886798739803,True,53,2.70291660465296,56.2218612089093
53,2020-03-15,0,72.25187545872892,30.396886798739803,True,54,3.145663704095011,56.2218612089093
54,2020-03-16,0,72.25187545872892,30.396886798739803,True,55,3.6563695184444747,56.2218612089093
55,2020-03-17,0,72.25187545872892,30.396886798739803,True,56,4.243885701712483,56.2218612089093
56,2020-03-18,0,72.25187545872892,30.396886798739803,True,57,4.917680596451538,56.2218612089093
57,2020-03-19,2,72.25187545872892,30.396886798739803,True,58,5.687693219901104,56.2218612089093
58,2020-03-20,2,72.25187545872892,30.396886798739803,True,59,6.564110785751035,56.2218612089093
59,2020-03-21,2,72.25187545872892,30.396886798739803,True,60,7.55705575647757,56.2218612089093
60,2020-03-22,6,72.25187545872892,30.396886798739803,True,61,8.67617163304488,56.2218612089093
61,2020-03-23,6,72.25187545872892,30.396886798739803,True,62,9.930103203232981,56.2218612089093
62,2020-03-24,6,72.25187545872892,30.396886798739803,True,63,11.325877535333268,56.2218612089093
63,2020-03-25,7,72.25187545872892,30.396886798739803,True,64,12.868206888908613,56.2218612089093
64,2020-03-26,15,72.25187545872892,30.396886798739803,True,65,14.558753281118815,56.2218612089093
65,2020-03-27,17,72.25187545872892,30.396886798739803,True,66,16.395414725997075,56.2218612089093
66,2020-03-28,17,72.25187545872892,30.396886798739803,True,67,18.371711613573222,56.2218612089093
67,2020-03-29,22,72.25187545872892,30.396886798739803,True,68,20.476363401293188,56.2218612089093
68,2020-03-30,27,72.25187545872892,30.396886798739803,True,69,22.69314532520501,56.2218612089093
69,2020-03-31,32,72.25187545872892,30.396886798739803,True,70,25.00109782586535,56.2218612089093
70,2020-04-01,32,72.25187545872892,30.396886798739803,True,71,27.37512644491973,56.2218612089093
71,2020-04-02,35,72.25187545872892,30.396886798739803,True,72,29.786980327223063,56.2218612089093
72,2020-04-03,35,72.25187545872892,30.396886798739803,True,73,32.206541424831755,56.2218612089093
73,2020-04-04,35,72.25187545872892,30.396886798739803,True,74,34.603305851108814,56.2218612089093
74,2020-04-05,37,72.25187545872892,30.396886798739803,True,75,36.94790569120539,56.2218612089093
75,2020-04-06,39,72.25187545872892,30.396886798739803,True,76,39.21351243328047,56.2218612089093
76,2020-04-07,39,72.25187545872892,30.396886798739803,True,77,41.37698392439353,56.2218612089093
77,2020-04-08,39,72.25187545872892,30.396886798739803,True,78,43.419659961255164,56.2218612089093
