,Report_Date,Costa Rica_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,68.15885095448868,299.9450515339979,True,1,0.007102718441058542,579.5848170327441
1,2020-01-23,0,68.15885095448868,299.9450515339979,True,2,0.008409723113981046,579.5848170327441
2,2020-01-24,0,68.15885095448868,299.9450515339979,True,3,0.009957231880432345,579.5848170327441
3,2020-01-25,0,68.15885095448868,299.9450515339979,True,4,0.011789498692423774,579.5848170327441
4,2020-01-26,0,68.15885095448868,299.9450515339979,True,5,0.013958919804946191,579.5848170327441
5,2020-01-27,0,68.15885095448868,299.9450515339979,True,6,0.016527531622545645,579.5848170327441
6,2020-01-28,0,68.15885095448868,299.9450515339979,True,7,0.019568783983502935,579.5848170327441
7,2020-01-29,0,68.15885095448868,299.9450515339979,True,8,0.023169639489724028,579.5848170327441
8,2020-01-30,0,68.15885095448868,299.9450515339979,True,9,0.027433058772209043,579.5848170327441
9,2020-01-31,0,68.15885095448868,299.9450515339979,True,10,0.03248094255927792,579.5848170327441
10,2020-02-01,0,68.15885095448868,299.9450515339979,True,11,0.03845761439460088,579.5848170327441
11,2020-02-02,0,68.15885095448868,299.9450515339979,True,12,0.045533943196008154,579.5848170327441
12,2020-02-03,0,68.15885095448868,299.9450515339979,True,13,0.053912222979244376,579.5848170327441
13,2020-02-04,0,68.15885095448868,299.9450515339979,True,14,0.06383194849280266,579.5848170327441
14,2020-02-05,0,68.15885095448868,299.9450515339979,True,15,0.07557665080663908,579.5848170327441
15,2020-02-06,0,68.15885095448868,299.9450515339979,True,16,0.08948198675494252,579.5848170327441
16,2020-02-07,0,68.15885095448868,299.9450515339979,True,17,0.10594531135265332,579.5848170327441
17,2020-02-08,0,68.15885095448868,299.9450515339979,True,18,0.12543700382086312,579.5848170327441
18,2020-02-09,0,68.15885095448868,299.9450515339979,True,19,0.14851386675201794,579.5848170327441
19,2020-02-10,0,68.15885095448868,299.9450515339979,True,20,0.1758349754763378,579.5848170327441
20,2020-02-11,0,68.15885095448868,299.9450515339979,True,21,0.2081804222998179,579.5848170327441
21,2020-02-12,0,68.15885095448868,299.9450515339979,True,22,0.24647347962312374,579.5848170327441
22,2020-02-13,0,68.15885095448868,299.9450515339979,True,23,0.29180679889423167,579.5848170327441
23,2020-02-14,0,68.15885095448868,299.9450515339979,True,24,0.3454733710024948,579.5848170327441
24,2020-02-15,0,68.15885095448868,299.9450515339979,True,25,0.4090031004249176,579.5848170327441
25,2020-02-16,0,68.15885095448868,299.9450515339979,True,26,0.48420599273455517,579.5848170327441
26,2020-02-17,0,68.15885095448868,299.9450515339979,True,27,0.5732231256875576,579.5848170327441
27,2020-02-18,0,68.15885095448868,299.9450515339979,True,28,0.6785867708058557,579.5848170327441
28,2020-02-19,0,68.15885095448868,299.9450515339979,True,29,0.8032912578776089,579.5848170327441
29,2020-02-20,0,68.15885095448868,299.9450515339979,True,30,0.950876431502552,579.5848170327441
30,2020-02-21,0,68.15885095448868,299.9450515339979,True,31,1.1255258384250413,579.5848170327441
31,2020-02-22,0,68.15885095448868,299.9450515339979,True,32,1.3321821074002527,579.5848170327441
32,2020-02-23,0,68.15885095448868,299.9450515339979,True,33,1.5766823381656432,579.5848170327441
33,2020-02-24,0,68.15885095448868,299.9450515339979,True,34,1.8659166979837625,579.5848170327441
34,2020-02-25,0,68.15885095448868,299.9450515339979,True,35,2.2080138235996007,579.5848170327441
35,2020-02-26,0,68.15885095448868,299.9450515339979,True,36,2.6125570266289917,579.5848170327441
36,2020-02-27,0,68.15885095448868,299.9450515339979,True,37,3.0908356744488916,579.5848170327441
37,2020-02-28,0,68.15885095448868,299.9450515339979,True,38,3.656136425224878,579.5848170327441
38,2020-02-29,0,68.15885095448868,299.9450515339979,True,39,4.324079173343711,579.5848170327441
