,Report_Date,France_guadeloupe_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
24,2020-02-15,0,65.5617088433088,81.29673832703689,True,25,0.13102485974366862,159.4924488452151
25,2020-02-16,0,65.5617088433088,81.29673832703689,True,26,0.15615307956510155,159.4924488452151
26,2020-02-17,0,65.5617088433088,81.29673832703689,True,27,0.18609492143592443,159.4924488452151
27,2020-02-18,0,65.5617088433088,81.29673832703689,True,28,0.22177017514249758,159.4924488452151
28,2020-02-19,0,65.5617088433088,81.29673832703689,True,29,0.2642734105526887,159.4924488452151
29,2020-02-20,0,65.5617088433088,81.29673832703689,True,30,0.31490678073026596,159.4924488452151
30,2020-02-21,0,65.5617088433088,81.29673832703689,True,31,0.37521880972801114,159.4924488452151
31,2020-02-22,0,65.5617088433088,81.29673832703689,True,32,0.44705018429141713,159.4924488452151
32,2020-02-23,0,65.5617088433088,81.29673832703689,True,33,0.5325877110795654,159.4924488452151
33,2020-02-24,0,65.5617088433088,81.29673832703689,True,34,0.6344277491571853,159.4924488452151
34,2020-02-25,0,65.5617088433088,81.29673832703689,True,35,0.7556505740547556,159.4924488452151
35,2020-02-26,0,65.5617088433088,81.29673832703689,True,36,0.8999072626621213,159.4924488452151
36,2020-02-27,0,65.5617088433088,81.29673832703689,True,37,1.0715207890967111,159.4924488452151
37,2020-02-28,0,65.5617088433088,81.29673832703689,True,38,1.2756030627869597,159.4924488452151
38,2020-02-29,0,65.5617088433088,81.29673832703689,True,39,1.5181895810737376,159.4924488452151
39,2020-03-01,0,65.5617088433088,81.29673832703689,True,40,1.8063931524962613,159.4924488452151
40,2020-03-02,0,65.5617088433088,81.29673832703689,True,41,2.148577694284866,159.4924488452151
41,2020-03-03,0,65.5617088433088,81.29673832703689,True,42,2.5545523109843566,159.4924488452151
42,2020-03-04,0,65.5617088433088,81.29673832703689,True,43,3.0357845788383018,159.4924488452151
43,2020-03-05,0,65.5617088433088,81.29673832703689,True,44,3.6056300114761095,159.4924488452151
44,2020-03-06,0,65.5617088433088,81.29673832703689,True,45,4.279571844496278,159.4924488452151
45,2020-03-07,0,65.5617088433088,81.29673832703689,True,46,5.07546129263814,159.4924488452151
46,2020-03-08,0,65.5617088433088,81.29673832703689,True,47,6.013743031232964,159.4924488452151
47,2020-03-09,0,65.5617088433088,81.29673832703689,True,48,7.117643589906208,159.4924488452151
48,2020-03-10,0,65.5617088433088,81.29673832703689,True,49,8.41329148603691,159.4924488452151
49,2020-03-11,0,65.5617088433088,81.29673832703689,True,50,9.929727373430767,159.4924488452151
50,2020-03-12,0,65.5617088433088,81.29673832703689,True,51,11.698750779996539,159.4924488452151
51,2020-03-13,1,65.5617088433088,81.29673832703689,True,52,13.754538400597722,159.4924488452151
52,2020-03-14,1,65.5617088433088,81.29673832703689,True,53,16.13295965359359,159.4924488452151
53,2020-03-15,3,65.5617088433088,81.29673832703689,True,54,18.8705118539857,159.4924488452151
54,2020-03-16,6,65.5617088433088,81.29673832703689,True,55,22.00280485811954,159.4924488452151
55,2020-03-17,18,65.5617088433088,81.29673832703689,True,56,25.562549437707,159.4924488452151
56,2020-03-18,27,65.5617088433088,81.29673832703689,True,57,29.57705101359391,159.4924488452151
57,2020-03-19,33,65.5617088433088,81.29673832703689,True,58,34.06528471586742,159.4924488452151
58,2020-03-20,45,65.5617088433088,81.29673832703689,True,59,39.03472777999039,159.4924488452151
59,2020-03-21,53,65.5617088433088,81.29673832703689,True,60,44.47824085375429,159.4924488452151
60,2020-03-22,58,65.5617088433088,81.29673832703689,True,61,50.37139906851549,159.4924488452151
61,2020-03-23,62,65.5617088433088,81.29673832703689,True,62,56.67074392369173,159.4924488452151
62,2020-03-24,62,65.5617088433088,81.29673832703689,True,63,63.31342070256327,159.4924488452151
63,2020-03-25,73,65.5617088433088,81.29673832703689,True,64,70.21855390137237,159.4924488452151
64,2020-03-26,73,65.5617088433088,81.29673832703689,True,65,77.2904897674574,159.4924488452151
65,2020-03-27,73,65.5617088433088,81.29673832703689,True,66,84.42373161521455,159.4924488452151
66,2020-03-28,102,65.5617088433088,81.29673832703689,True,67,91.50907719325953,159.4924488452151
67,2020-03-29,106,65.5617088433088,81.29673832703689,True,68,98.44022331925434,159.4924488452151
68,2020-03-30,106,65.5617088433088,81.29673832703689,True,69,105.12000427088094,159.4924488452151
69,2020-03-31,114,65.5617088433088,81.29673832703689,True,70,111.46550797980555,159.4924488452151
70,2020-04-01,125,65.5617088433088,81.29673832703689,True,71,117.4115435363228,159.4924488452151
71,2020-04-02,128,65.5617088433088,81.29673832703689,True,72,122.91224566424906,159.4924488452151
72,2020-04-03,130,65.5617088433088,81.29673832703689,True,73,127.94091108894285,159.4924488452151
73,2020-04-04,134,65.5617088433088,81.29673832703689,True,74,132.48839746822875,159.4924488452151
74,2020-04-05,135,65.5617088433088,81.29673832703689,True,75,136.5605418812145,159.4924488452151
75,2020-04-06,135,65.5617088433088,81.29673832703689,True,76,140.17507401688496,159.4924488452151
76,2020-04-07,139,65.5617088433088,81.29673832703689,True,77,143.35843644744497,159.4924488452151
77,2020-04-08,141,65.5617088433088,81.29673832703689,True,78,146.14281796094767,159.4924488452151
