,Report_Date,China_henan_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,5,13.702097032321374,636.3568144829334,True,1,34.494578408419805,1272.7136279452695
1,2020-01-23,5,13.702097032321374,636.3568144829334,True,2,45.327218845463136,1272.7136279452695
2,2020-01-24,9,13.702097032321374,636.3568144829334,True,3,59.39853911658768,1272.7136279452695
3,2020-01-25,32,13.702097032321374,636.3568144829334,True,4,77.56209660219837,1272.7136279452695
4,2020-01-26,83,13.702097032321374,636.3568144829334,True,5,100.81839044413812,1272.7136279452695
5,2020-01-27,128,13.702097032321374,636.3568144829334,True,6,130.28770176444462,1272.7136279452695
6,2020-01-28,168,13.702097032321374,636.3568144829334,True,7,167.1423563333904,1272.7136279452695
7,2020-01-29,206,13.702097032321374,636.3568144829334,True,8,212.48313635737523,1272.7136279452695
8,2020-01-30,278,13.702097032321374,636.3568144829334,True,9,267.15143775266074,1272.7136279452695
9,2020-01-31,352,13.702097032321374,636.3568144829334,True,10,331.48738783278816,1272.7136279452695
10,2020-02-01,422,13.702097032321374,636.3568144829334,True,11,405.0755239183989,1272.7136279452695
11,2020-02-02,493,13.702097032321374,636.3568144829334,True,12,486.55502320849956,1272.7136279452695
12,2020-02-03,566,13.702097032321374,636.3568144829334,True,13,573.5889841010928,1272.7136279452695
13,2020-02-04,675,13.702097032321374,636.3568144829334,True,14,663.0606778250368,1272.7136279452695
14,2020-02-05,764,13.702097032321374,636.3568144829334,True,15,751.4870840118377,1272.7136279452695
15,2020-02-06,851,13.702097032321374,636.3568144829334,True,16,835.5440370285587,1272.7136279452695
16,2020-02-07,914,13.702097032321374,636.3568144829334,True,17,912.5422606908292,1272.7136279452695
17,2020-02-08,981,13.702097032321374,636.3568144829334,True,18,980.7182108271559,1272.7136279452695
18,2020-02-09,1033,13.702097032321374,636.3568144829334,True,19,1039.2902956422834,1272.7136279452695
19,2020-02-10,1073,13.702097032321374,636.3568144829334,True,20,1088.3222907119853,1272.7136279452695
20,2020-02-11,1105,13.702097032321374,636.3568144829334,True,21,1128.4841445786808,1272.7136279452695
21,2020-02-12,1135,13.702097032321374,636.3568144829334,True,22,1160.7979769107058,1272.7136279452695
22,2020-02-13,1169,13.702097032321374,636.3568144829334,True,23,1186.425647291213,1272.7136279452695
23,2020-02-14,1184,13.702097032321374,636.3568144829334,True,24,1206.5194630847466,1272.7136279452695
24,2020-02-15,1212,13.702097032321374,636.3568144829334,True,25,1222.1335340376952,1272.7136279452695
25,2020-02-16,1231,13.702097032321374,636.3568144829334,True,26,1234.182136352006,1272.7136279452695
26,2020-02-17,1246,13.702097032321374,636.3568144829334,True,27,1243.4294321432717,1272.7136279452695
27,2020-02-18,1257,13.702097032321374,636.3568144829334,True,28,1250.4973888408892,1272.7136279452695
28,2020-02-19,1262,13.702097032321374,636.3568144829334,True,29,1255.882533262705,1272.7136279452695
29,2020-02-20,1265,13.702097032321374,636.3568144829334,True,30,1259.9756328311614,1272.7136279452695
30,2020-02-21,1267,13.702097032321374,636.3568144829334,True,31,1263.0809794396077,1272.7136279452695
31,2020-02-22,1270,13.702097032321374,636.3568144829334,True,32,1265.4336597355375,1272.7136279452695
32,2020-02-23,1271,13.702097032321374,636.3568144829334,True,33,1267.2142227830795,1272.7136279452695
33,2020-02-24,1271,13.702097032321374,636.3568144829334,True,34,1268.560718047498,1272.7136279452695
34,2020-02-25,1271,13.702097032321374,636.3568144829334,True,35,1269.578348035106,1272.7136279452695
35,2020-02-26,1271,13.702097032321374,636.3568144829334,True,36,1270.34708299049,1272.7136279452695
36,2020-02-27,1272,13.702097032321374,636.3568144829334,True,37,1270.9275981030785,1272.7136279452695
37,2020-02-28,1272,13.702097032321374,636.3568144829334,True,38,1271.3658635978188,1272.7136279452695
38,2020-02-29,1272,13.702097032321374,636.3568144829334,True,39,1271.6966712910282,1272.7136279452695
39,2020-03-01,1272,13.702097032321374,636.3568144829334,True,40,1271.9463315628807,1272.7136279452695
40,2020-03-02,1272,13.702097032321374,636.3568144829334,True,41,1272.1347288353124,1272.7136279452695
41,2020-03-03,1272,13.702097032321374,636.3568144829334,True,42,1272.2768841358545,1272.7136279452695
42,2020-03-04,1272,13.702097032321374,636.3568144829334,True,43,1272.3841406785373,1272.7136279452695
43,2020-03-05,1272,13.702097032321374,636.3568144829334,True,44,1272.4650621220753,1272.7136279452695
44,2020-03-06,1272,13.702097032321374,636.3568144829334,True,45,1272.526112404092,1272.7136279452695
45,2020-03-07,1272,13.702097032321374,636.3568144829334,True,46,1272.5721698474254,1272.7136279452695
46,2020-03-08,1272,13.702097032321374,636.3568144829334,True,47,1272.6069157021911,1272.7136279452695
47,2020-03-09,1272,13.702097032321374,636.3568144829334,True,48,1272.6331276563776,1272.7136279452695
48,2020-03-10,1272,13.702097032321374,636.3568144829334,True,49,1272.6529014815774,1272.7136279452695
49,2020-03-11,1273,13.702097032321374,636.3568144829334,True,50,1272.6678183660558,1272.7136279452695
50,2020-03-12,1273,13.702097032321374,636.3568144829334,True,51,1272.6790712192808,1272.7136279452695
51,2020-03-13,1273,13.702097032321374,636.3568144829334,True,52,1272.6875599936147,1272.7136279452695
52,2020-03-14,1273,13.702097032321374,636.3568144829334,True,53,1272.693963615317,1272.7136279452695
53,2020-03-15,1273,13.702097032321374,636.3568144829334,True,54,1272.6987942600515,1272.7136279452695
54,2020-03-16,1273,13.702097032321374,636.3568144829334,True,55,1272.7024383038502,1272.7136279452695
55,2020-03-17,1273,13.702097032321374,636.3568144829334,True,56,1272.705187219205,1272.7136279452695
56,2020-03-18,1273,13.702097032321374,636.3568144829334,True,57,1272.7072608842657,1272.7136279452695
57,2020-03-19,1273,13.702097032321374,636.3568144829334,True,58,1272.7088251677112,1272.7136279452695
58,2020-03-20,1273,13.702097032321374,636.3568144829334,True,59,1272.7100051948162,1272.7136279452695
59,2020-03-21,1273,13.702097032321374,636.3568144829334,True,60,1272.7108953552506,1272.7136279452695
60,2020-03-22,1274,13.702097032321374,636.3568144829334,True,61,1272.7115668527772,1272.7136279452695
61,2020-03-23,1274,13.702097032321374,636.3568144829334,True,62,1272.7120734005575,1272.7136279452695
62,2020-03-24,1274,13.702097032321374,636.3568144829334,True,63,1272.7124555175205,1272.7136279452695
63,2020-03-25,1274,13.702097032321374,636.3568144829334,True,64,1272.7127437693975,1272.7136279452695
64,2020-03-26,1275,13.702097032321374,636.3568144829334,True,65,1272.7129612136403,1272.7136279452695
65,2020-03-27,1275,13.702097032321374,636.3568144829334,True,66,1272.713125243775,1272.7136279452695
66,2020-03-28,1275,13.702097032321374,636.3568144829334,True,67,1272.7132489807052,1272.7136279452695
67,2020-03-29,1276,13.702097032321374,636.3568144829334,True,68,1272.7133423222554,1272.7136279452695
68,2020-03-30,1276,13.702097032321374,636.3568144829334,True,69,1272.7134127349007,1272.7136279452695
69,2020-03-31,1276,13.702097032321374,636.3568144829334,True,70,1272.7134658510156,1272.7136279452695
70,2020-04-01,1276,13.702097032321374,636.3568144829334,True,71,1272.7135059194093,1272.7136279452695
71,2020-04-02,1276,13.702097032321374,636.3568144829334,True,72,1272.7135361451915,1272.7136279452695
72,2020-04-03,1276,13.702097032321374,636.3568144829334,True,73,1272.7135589461534,1272.7136279452695
73,2020-04-04,1276,13.702097032321374,636.3568144829334,True,74,1272.7135761461666,1272.7136279452695
74,2020-04-05,1276,13.702097032321374,636.3568144829334,True,75,1272.7135891210776,1272.7136279452695
75,2020-04-06,1276,13.702097032321374,636.3568144829334,True,76,1272.7135989087626,1272.7136279452695
76,2020-04-07,1276,13.702097032321374,636.3568144829334,True,77,1272.713606292149,1272.7136279452695
77,2020-04-08,1276,13.702097032321374,636.3568144829334,True,78,1272.7136118618412,1272.7136279452695
