,Report_Date,France_french guiana_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,75.86142113993812,68.08275996153085,True,1,0.008611403562510923,112.67124488885665
1,2020-01-23,0,75.86142113993812,68.08275996153085,True,2,0.009798509183120864,112.67124488885665
2,2020-01-24,0,75.86142113993812,68.08275996153085,True,3,0.011149247172124016,112.67124488885665
3,2020-01-25,0,75.86142113993812,68.08275996153085,True,4,0.012686168904549568,112.67124488885665
4,2020-01-26,0,75.86142113993812,68.08275996153085,True,5,0.01443493256181123,112.67124488885665
5,2020-01-27,0,75.86142113993812,68.08275996153085,True,6,0.016424730800166282,112.67124488885665
6,2020-01-28,0,75.86142113993812,68.08275996153085,True,7,0.01868877718894019,112.67124488885665
7,2020-01-29,0,75.86142113993812,68.08275996153085,True,8,0.02126485946479734,112.67124488885665
8,2020-01-30,0,75.86142113993812,68.08275996153085,True,9,0.02419596874117508,112.67124488885665
9,2020-01-31,0,75.86142113993812,68.08275996153085,True,10,0.02753101505065981,112.67124488885665
10,2020-02-01,0,75.86142113993812,68.08275996153085,True,11,0.031325641001254734,112.67124488885665
11,2020-02-02,0,75.86142113993812,68.08275996153085,True,12,0.035643146916012246,112.67124488885665
12,2020-02-03,0,75.86142113993812,68.08275996153085,True,13,0.04055554262255862,112.67124488885665
13,2020-02-04,0,75.86142113993812,68.08275996153085,True,14,0.04614474309030601,112.67124488885665
14,2020-02-05,0,75.86142113993812,68.08275996153085,True,15,0.05250392740695021,112.67124488885665
15,2020-02-06,0,75.86142113993812,68.08275996153085,True,16,0.05973908317326499,112.67124488885665
16,2020-02-07,0,75.86142113993812,68.08275996153085,True,17,0.06797076131008736,112.67124488885665
17,2020-02-08,0,75.86142113993812,68.08275996153085,True,18,0.07733606955035059,112.67124488885665
18,2020-02-09,0,75.86142113993812,68.08275996153085,True,19,0.08799093657123505,112.67124488885665
19,2020-02-10,0,75.86142113993812,68.08275996153085,True,20,0.10011268284835262,112.67124488885665
20,2020-02-11,0,75.86142113993812,68.08275996153085,True,21,0.11390293892832758,112.67124488885665
21,2020-02-12,0,75.86142113993812,68.08275996153085,True,22,0.12959095696180706,112.67124488885665
22,2020-02-13,0,75.86142113993812,68.08275996153085,True,23,0.14743736705865343,112.67124488885665
23,2020-02-14,0,75.86142113993812,68.08275996153085,True,24,0.1677384363608879,112.67124488885665
24,2020-02-15,0,75.86142113993812,68.08275996153085,True,25,0.19083089571125023,112.67124488885665
25,2020-02-16,0,75.86142113993812,68.08275996153085,True,26,0.2170974064508868,112.67124488885665
26,2020-02-17,0,75.86142113993812,68.08275996153085,True,27,0.24697274821872828,112.67124488885665
27,2020-02-18,0,75.86142113993812,68.08275996153085,True,28,0.28095081763577084,112.67124488885665
28,2020-02-19,0,75.86142113993812,68.08275996153085,True,29,0.3195925373967729,112.67124488885665
29,2020-02-20,0,75.86142113993812,68.08275996153085,True,30,0.3635347854734338,112.67124488885665
30,2020-02-21,0,75.86142113993812,68.08275996153085,True,31,0.413500464711314,112.67124488885665
31,2020-02-22,0,75.86142113993812,68.08275996153085,True,32,0.4703098438521681,112.67124488885665
32,2020-02-23,0,75.86142113993812,68.08275996153085,True,33,0.5348933116027398,112.67124488885665
33,2020-02-24,0,75.86142113993812,68.08275996153085,True,34,0.6083056953300972,112.67124488885665
34,2020-02-25,0,75.86142113993812,68.08275996153085,True,35,0.6917423046413926,112.67124488885665
35,2020-02-26,0,75.86142113993812,68.08275996153085,True,36,0.7865568666194099,112.67124488885665
36,2020-02-27,0,75.86142113993812,68.08275996153085,True,37,0.8942815226557799,112.67124488885665
37,2020-02-28,0,75.86142113993812,68.08275996153085,True,38,1.0166490551003335,112.67124488885665
38,2020-02-29,0,75.86142113993812,68.08275996153085,True,39,1.1556175033133411,112.67124488885665
39,2020-03-01,0,75.86142113993812,68.08275996153085,True,40,1.3133973105830943,112.67124488885665
40,2020-03-02,0,75.86142113993812,68.08275996153085,True,41,1.4924811124801283,112.67124488885665
