,Report_Date,Sri Lanka_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
45,2020-03-07,1,63.83504464884759,96.5590461735698,True,46,7.443695298014105,190.67728580505377
46,2020-03-08,1,63.83504464884759,96.5590461735698,True,47,8.847478762639348,190.67728580505377
47,2020-03-09,1,63.83504464884759,96.5590461735698,True,48,10.501025010597584,190.67728580505377
48,2020-03-10,1,63.83504464884759,96.5590461735698,True,49,12.442742535379136,190.67728580505377
49,2020-03-11,2,63.83504464884759,96.5590461735698,True,50,14.714568177794987,190.67728580505377
50,2020-03-12,2,63.83504464884759,96.5590461735698,True,51,17.361330942225827,190.67728580505377
51,2020-03-13,6,63.83504464884759,96.5590461735698,True,52,20.4296584935675,190.67728580505377
52,2020-03-14,10,63.83504464884759,96.5590461735698,True,53,23.966316946989128,190.67728580505377
53,2020-03-15,18,63.83504464884759,96.5590461735698,True,54,28.01589346049173,190.67728580505377
54,2020-03-16,28,63.83504464884759,96.5590461735698,True,55,32.6177790264458,190.67728580505377
55,2020-03-17,44,63.83504464884759,96.5590461735698,True,56,37.80249431462821,190.67728580505377
56,2020-03-18,51,63.83504464884759,96.5590461735698,True,57,43.58752787482917,190.67728580505377
57,2020-03-19,60,63.83504464884759,96.5590461735698,True,58,49.973016059973816,190.67728580505377
58,2020-03-20,73,63.83504464884759,96.5590461735698,True,59,56.937763819543356,190.67728580505377
59,2020-03-21,77,63.83504464884759,96.5590461735698,True,60,64.43624240554921,190.67728580505377
60,2020-03-22,82,63.83504464884759,96.5590461735698,True,61,72.39724791519059,190.67728580505377
61,2020-03-23,97,63.83504464884759,96.5590461735698,True,62,80.72480975014005,190.67728580505377
62,2020-03-24,102,63.83504464884759,96.5590461735698,True,63,89.30167379439135,190.67728580505377
63,2020-03-25,102,63.83504464884759,96.5590461735698,True,64,97.99527578283545,190.67728580505377
64,2020-03-26,106,63.83504464884759,96.5590461735698,True,65,106.66565031547846,190.67728580505377
65,2020-03-27,106,63.83504464884759,96.5590461735698,True,66,115.17431638922922,190.67728580505377
66,2020-03-28,113,63.83504464884759,96.5590461735698,True,67,123.39296500041975,190.67728580505377
67,2020-03-29,117,63.83504464884759,96.5590461735698,True,68,131.21081858277583,190.67728580505377
68,2020-03-30,122,63.83504464884759,96.5590461735698,True,69,138.53982113975238,190.67728580505377
69,2020-03-31,143,63.83504464884759,96.5590461735698,True,70,145.31725899305542,190.67728580505377
70,2020-04-01,146,63.83504464884759,96.5590461735698,True,71,151.5058746605646,190.67728580505377
71,2020-04-02,151,63.83504464884759,96.5590461735698,True,72,157.09190432299255,190.67728580505377
72,2020-04-03,159,63.83504464884759,96.5590461735698,True,73,162.0816775171938,190.67728580505377
73,2020-04-04,166,63.83504464884759,96.5590461735698,True,74,166.49746062191966,190.67728580505377
74,2020-04-05,176,63.83504464884759,96.5590461735698,True,75,170.37314195572193,190.67728580505377
75,2020-04-06,178,63.83504464884759,96.5590461735698,True,76,173.75020280088953,190.67728580505377
76,2020-04-07,185,63.83504464884759,96.5590461735698,True,77,176.6742482804378,190.67728580505377
77,2020-04-08,189,63.83504464884759,96.5590461735698,True,78,179.19222131178842,190.67728580505377
