,Report_Date,Sri Lanka_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,63.83504464884759,96.5590461735698,True,1,0.002312834959865229,190.67728580505377
1,2020-01-23,0,63.83504464884759,96.5590461735698,True,2,0.00276994086318874,190.67728580505377
2,2020-01-24,0,63.83504464884759,96.5590461735698,True,3,0.0033173870723101494,190.67728580505377
3,2020-01-25,0,63.83504464884759,96.5590461735698,True,4,0.003973027355207063,190.67728580505377
4,2020-01-26,0,63.83504464884759,96.5590461735698,True,5,0.004758243590372015,190.67728580505377
5,2020-01-27,1,63.83504464884759,96.5590461735698,True,6,0.005698642834995343,190.67728580505377
6,2020-01-28,1,63.83504464884759,96.5590461735698,True,7,0.006824892061511234,190.67728580505377
7,2020-01-29,1,63.83504464884759,96.5590461735698,True,8,0.008173717727505136,190.67728580505377
8,2020-01-30,1,63.83504464884759,96.5590461735698,True,9,0.009789102693810217,190.67728580505377
9,2020-01-31,1,63.83504464884759,96.5590461735698,True,10,0.01172371940450578,190.67728580505377
10,2020-02-01,1,63.83504464884759,96.5590461735698,True,11,0.014040645894209792,190.67728580505377
11,2020-02-02,1,63.83504464884759,96.5590461735698,True,12,0.016815420334975843,190.67728580505377
12,2020-02-03,1,63.83504464884759,96.5590461735698,True,13,0.02013850076538749,190.67728580505377
13,2020-02-04,1,63.83504464884759,96.5590461735698,True,14,0.02411820969995586,190.67728580505377
14,2020-02-05,1,63.83504464884759,96.5590461735698,True,15,0.028884258902510312,190.67728580505377
15,2020-02-06,1,63.83504464884759,96.5590461735698,True,16,0.034591968201203416,190.67728580505377
16,2020-02-07,1,63.83504464884759,96.5590461735698,True,17,0.04142731438841575,190.67728580505377
17,2020-02-08,1,63.83504464884759,96.5590461735698,True,18,0.04961297264749133,190.67728580505377
18,2020-02-09,1,63.83504464884759,96.5590461735698,True,19,0.05941554435250608,190.67728580505377
19,2020-02-10,1,63.83504464884759,96.5590461735698,True,20,0.071154202394923,190.67728580505377
20,2020-02-11,1,63.83504464884759,96.5590461735698,True,21,0.0852110294377521,190.67728580505377
21,2020-02-12,1,63.83504464884759,96.5590461735698,True,22,0.10204337686779462,190.67728580505377
22,2020-02-13,1,63.83504464884759,96.5590461735698,True,23,0.1221986340473685,190.67728580505377
23,2020-02-14,1,63.83504464884759,96.5590461735698,True,24,0.14633187024591232,190.67728580505377
24,2020-02-15,1,63.83504464884759,96.5590461735698,True,25,0.17522689697695,190.67728580505377
25,2020-02-16,1,63.83504464884759,96.5590461735698,True,26,0.20982139808235165,190.67728580505377
26,2020-02-17,1,63.83504464884759,96.5590461735698,True,27,0.2512368905060385,190.67728580505377
27,2020-02-18,1,63.83504464884759,96.5590461735698,True,28,0.3008144118665979,190.67728580505377
28,2020-02-19,1,63.83504464884759,96.5590461735698,True,29,0.36015698290829834,190.67728580505377
29,2020-02-20,1,63.83504464884759,96.5590461735698,True,30,0.4311800642316768,190.67728580505377
30,2020-02-21,1,63.83504464884759,96.5590461735698,True,31,0.5161714167290127,190.67728580505377
31,2020-02-22,1,63.83504464884759,96.5590461735698,True,32,0.6178619812735404,190.67728580505377
32,2020-02-23,1,63.83504464884759,96.5590461735698,True,33,0.7395096097803914,190.67728580505377
33,2020-02-24,1,63.83504464884759,96.5590461735698,True,34,0.8849976965022239,190.67728580505377
34,2020-02-25,1,63.83504464884759,96.5590461735698,True,35,1.0589509582602417,190.67728580505377
35,2020-02-26,1,63.83504464884759,96.5590461735698,True,36,1.2668707683154965,190.67728580505377
36,2020-02-27,1,63.83504464884759,96.5590461735698,True,37,1.51529251989073,190.67728580505377
37,2020-02-28,1,63.83504464884759,96.5590461735698,True,38,1.8119674217527688,190.67728580505377
38,2020-02-29,1,63.83504464884759,96.5590461735698,True,39,2.166070823303133,190.67728580505377
39,2020-03-01,1,63.83504464884759,96.5590461735698,True,40,2.5884385091303788,190.67728580505377
40,2020-03-02,1,63.83504464884759,96.5590461735698,True,41,3.091831227341747,190.67728580505377
41,2020-03-03,1,63.83504464884759,96.5590461735698,True,42,3.6912258021318545,190.67728580505377
42,2020-03-04,1,63.83504464884759,96.5590461735698,True,43,4.404128246226063,190.67728580505377
43,2020-03-05,1,63.83504464884759,96.5590461735698,True,44,5.250899985460204,190.67728580505377
44,2020-03-06,1,63.83504464884759,96.5590461735698,True,45,6.2550822343239485,190.67728580505377
