,Report_Date,Algeria_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,79.9603986109941,1914.8104052682345,False,1,0.044226412564649265,3829.620810536468
1,2020-01-23,0,79.9603986109941,1914.8104052682345,False,2,0.051075413357331095,3829.620810536468
2,2020-01-24,0,79.9603986109941,1914.8104052682345,False,3,0.05898504933665984,3829.620810536468
3,2020-01-25,0,79.9603986109941,1914.8104052682345,False,4,0.0681195648493621,3829.620810536468
4,2020-01-26,0,79.9603986109941,1914.8104052682345,False,5,0.07866863643245492,3829.620810536468
5,2020-01-27,0,79.9603986109941,1914.8104052682345,False,6,0.0908513102187401,3829.620810536468
6,2020-01-28,0,79.9603986109941,1914.8104052682345,False,7,0.10492054872786777,3829.620810536468
7,2020-01-29,0,79.9603986109941,1914.8104052682345,False,8,0.12116848128892911,3829.620810536468
8,2020-01-30,0,79.9603986109941,1914.8104052682345,False,9,0.13993246689380284,3829.620810536468
9,2020-01-31,0,79.9603986109941,1914.8104052682345,False,10,0.16160209507348872,3829.620810536468
10,2020-02-01,0,79.9603986109941,1914.8104052682345,False,11,0.18662726976459773,3829.620810536468
11,2020-02-02,0,79.9603986109941,1914.8104052682345,False,12,0.21552754348363748,3829.620810536468
12,2020-02-03,0,79.9603986109941,1914.8104052682345,False,13,0.24890289490521725,3829.620810536468
13,2020-02-04,0,79.9603986109941,1914.8104052682345,False,14,0.2874461726665885,3829.620810536468
14,2020-02-05,0,79.9603986109941,1914.8104052682345,False,15,0.3319574624916263,3829.620810536468
15,2020-02-06,0,79.9603986109941,1914.8104052682345,False,16,0.3833606742264901,3829.620810536468
16,2020-02-07,0,79.9603986109941,1914.8104052682345,False,17,0.4427226908902223,3829.620810536468
17,2020-02-08,0,79.9603986109941,1914.8104052682345,False,18,0.5112754742624571,3829.620810536468
18,2020-02-09,0,79.9603986109941,1914.8104052682345,False,19,0.590441581880351,3829.620810536468
19,2020-02-10,0,79.9603986109941,1914.8104052682345,False,20,0.6818636197638673,3829.620810536468
20,2020-02-11,0,79.9603986109941,1914.8104052682345,False,21,0.7874382350586554,3829.620810536468
21,2020-02-12,0,79.9603986109941,1914.8104052682345,False,22,0.9093553445827735,3829.620810536468
22,2020-02-13,0,79.9603986109941,1914.8104052682345,False,23,1.0501434006875305,3829.620810536468
23,2020-02-14,0,79.9603986109941,1914.8104052682345,False,24,1.2127216168084987,3829.620810536468
24,2020-02-15,0,79.9603986109941,1914.8104052682345,False,25,1.4004602137366449,3829.620810536468
25,2020-02-16,0,79.9603986109941,1914.8104052682345,False,26,1.6172499063742931,3829.620810536468
26,2020-02-17,0,79.9603986109941,1914.8104052682345,False,27,1.8675820322050267,3829.620810536468
27,2020-02-18,0,79.9603986109941,1914.8104052682345,False,28,2.156640929807614,3829.620810536468
28,2020-02-19,0,79.9603986109941,1914.8104052682345,False,29,2.490410411636949,3829.620810536468
29,2020-02-20,0,79.9603986109941,1914.8104052682345,False,30,2.875796443356329,3829.620810536468
30,2020-02-21,0,79.9603986109941,1914.8104052682345,False,31,3.320768445779754,3829.620810536468
31,2020-02-22,0,79.9603986109941,1914.8104052682345,False,32,3.834521978594822,3829.620810536468
32,2020-02-23,0,79.9603986109941,1914.8104052682345,False,33,4.427665951051183,3829.620810536468
33,2020-02-24,0,79.9603986109941,1914.8104052682345,False,34,5.112437937014473,3829.620810536468
34,2020-02-25,1,79.9603986109941,1914.8104052682345,False,35,5.902951652930234,3829.620810536468
35,2020-02-26,1,79.9603986109941,1914.8104052682345,False,36,6.815481189047794,3829.620810536468
36,2020-02-27,1,79.9603986109941,1914.8104052682345,False,37,7.868787166855201,3829.620810536468
37,2020-02-28,1,79.9603986109941,1914.8104052682345,False,38,9.08449062678899,3829.620810536468
38,2020-02-29,1,79.9603986109941,1914.8104052682345,False,39,10.48750112408329,3829.620810536468
39,2020-03-01,1,79.9603986109941,1914.8104052682345,False,40,12.10650621624594,3829.620810536468
40,2020-03-02,3,79.9603986109941,1914.8104052682345,False,41,13.974530245187529,3829.620810536468
41,2020-03-03,5,79.9603986109941,1914.8104052682345,False,42,16.12957102290038,3829.620810536468
42,2020-03-04,12,79.9603986109941,1914.8104052682345,False,43,18.615323681105206,3829.620810536468
43,2020-03-05,12,79.9603986109941,1914.8104052682345,False,44,21.482001484262227,3829.620810536468
44,2020-03-06,17,79.9603986109941,1914.8104052682345,False,45,24.787263750479035,3829.620810536468
45,2020-03-07,17,79.9603986109941,1914.8104052682345,False,46,28.597261064727338,3829.620810536468
46,2020-03-08,19,79.9603986109941,1914.8104052682345,False,47,32.987807553289876,3829.620810536468
47,2020-03-09,20,79.9603986109941,1914.8104052682345,False,48,38.045688918372356,3829.620810536468
48,2020-03-10,20,79.9603986109941,1914.8104052682345,False,49,43.870112947230986,3829.620810536468
49,2020-03-11,20,79.9603986109941,1914.8104052682345,False,50,50.57430597659684,3829.620810536468
50,2020-03-12,24,79.9603986109941,1914.8104052682345,False,51,58.28725388811091,3829.620810536468
51,2020-03-13,26,79.9603986109941,1914.8104052682345,False,52,67.15557911051977,3829.620810536468
52,2020-03-14,37,79.9603986109941,1914.8104052682345,False,53,77.34553517632246,3829.620810536468
53,2020-03-15,48,79.9603986109941,1914.8104052682345,False,54,89.04508688080638,3829.620810536468
54,2020-03-16,54,79.9603986109941,1914.8104052682345,False,55,102.46602618064006,3829.620810536468
55,2020-03-17,60,79.9603986109941,1914.8104052682345,False,56,117.84605075223176,3829.620810536468
56,2020-03-18,74,79.9603986109941,1914.8104052682345,False,57,135.45070273494073,3829.620810536468
57,2020-03-19,87,79.9603986109941,1914.8104052682345,False,58,155.57502889845907,3829.620810536468
58,2020-03-20,90,79.9603986109941,1914.8104052682345,False,59,178.54477995960153,3829.620810536468
59,2020-03-21,139,79.9603986109941,1914.8104052682345,False,60,204.7169163865103,3829.620810536468
60,2020-03-22,201,79.9603986109941,1914.8104052682345,False,61,234.47913225624637,3829.620810536468
61,2020-03-23,230,79.9603986109941,1914.8104052682345,False,62,268.24805076635806,3829.620810536468
62,2020-03-24,264,79.9603986109941,1914.8104052682345,False,63,306.465690413883,3829.620810536468
63,2020-03-25,302,79.9603986109941,1914.8104052682345,False,64,349.5937583080887,3829.620810536468
64,2020-03-26,367,79.9603986109941,1914.8104052682345,False,65,398.10530891536155,3829.620810536468
65,2020-03-27,409,79.9603986109941,1914.8104052682345,False,66,452.4733289607695,3829.620810536468
66,2020-03-28,454,79.9603986109941,1914.8104052682345,False,67,513.1558917359494,3829.620810536468
67,2020-03-29,511,79.9603986109941,1914.8104052682345,False,68,580.577687614662,3829.620810536468
68,2020-03-30,584,79.9603986109941,1914.8104052682345,False,69,655.1080008434336,3829.620810536468
69,2020-03-31,716,79.9603986109941,1914.8104052682345,False,70,737.0355763239844,3829.620810536468
70,2020-04-01,847,79.9603986109941,1914.8104052682345,False,71,826.541299080467,3829.620810536468
71,2020-04-02,986,79.9603986109941,1914.8104052682345,False,72,923.6701640972084,3829.620810536468
72,2020-04-03,1171,79.9603986109941,1914.8104052682345,False,73,1028.3045846494722,3829.620810536468
73,2020-04-04,1251,79.9603986109941,1914.8104052682345,False,74,1140.1415793859858,3829.620810536468
74,2020-04-05,1320,79.9603986109941,1914.8104052682345,False,75,1258.6766726267974,3829.620810536468
75,2020-04-06,1423,79.9603986109941,1914.8104052682345,False,76,1383.197312625216,3829.620810536468
76,2020-04-07,1468,79.9603986109941,1914.8104052682345,False,77,1512.7881580440317,3829.620810536468
77,2020-04-08,1572,79.9603986109941,1914.8104052682345,False,78,1646.3496656179723,3829.620810536468
