,Report_Date,UK_gibraltar_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,73.32263890759822,91.53880495409108,True,1,0.002142012079141714,166.46465421203146
1,2020-01-23,0,73.32263890759822,91.53880495409108,True,2,0.002506183200349845,166.46465421203146
2,2020-01-24,0,73.32263890759822,91.53880495409108,True,3,0.002932267362416668,166.46465421203146
3,2020-01-25,0,73.32263890759822,91.53880495409108,True,4,0.0034307900880217613,166.46465421203146
4,2020-01-26,0,73.32263890759822,91.53880495409108,True,5,0.004014066155703565,166.46465421203146
5,2020-01-27,0,73.32263890759822,91.53880495409108,True,6,0.004696503709451486,166.46465421203146
6,2020-01-28,0,73.32263890759822,91.53880495409108,True,7,0.005494960037696199,166.46465421203146
7,2020-01-29,0,73.32263890759822,91.53880495409108,True,8,0.006429157793750972,166.46465421203146
8,2020-01-30,0,73.32263890759822,91.53880495409108,True,9,0.007522171916510498,166.46465421203146
9,2020-01-31,0,73.32263890759822,91.53880495409108,True,10,0.008800999248030019,166.46465421203146
10,2020-02-01,0,73.32263890759822,91.53880495409108,True,11,0.010297224875541114,166.46465421203146
11,2020-02-02,0,73.32263890759822,91.53880495409108,True,12,0.012047801598483735,166.46465421203146
12,2020-02-03,0,73.32263890759822,91.53880495409108,True,13,0.014095961693227878,166.46465421203146
13,2020-02-04,0,73.32263890759822,91.53880495409108,True,14,0.016492283385556573,166.46465421203146
14,2020-02-05,0,73.32263890759822,91.53880495409108,True,15,0.01929593822058551,166.46465421203146
15,2020-02-06,0,73.32263890759822,91.53880495409108,True,16,0.022576149930765312,166.46465421203146
16,2020-02-07,0,73.32263890759822,91.53880495409108,True,17,0.026413900548159872,166.46465421203146
17,2020-02-08,0,73.32263890759822,91.53880495409108,True,18,0.03090392550655568,166.46465421203146
18,2020-02-09,0,73.32263890759822,91.53880495409108,True,19,0.03615704646956372,166.46465421203146
19,2020-02-10,0,73.32263890759822,91.53880495409108,True,20,0.04230289876068763,166.46465421203146
20,2020-02-11,0,73.32263890759822,91.53880495409108,True,21,0.04949311974128428,166.46465421203146
21,2020-02-12,0,73.32263890759822,91.53880495409108,True,22,0.0579050754888387,166.46465421203146
22,2020-02-13,0,73.32263890759822,91.53880495409108,True,23,0.06774621590527713,166.46465421203146
23,2020-02-14,0,73.32263890759822,91.53880495409108,True,24,0.07925916319737734,166.46465421203146
24,2020-02-15,0,73.32263890759822,91.53880495409108,True,25,0.09272765581439946,166.46465421203146
25,2020-02-16,0,73.32263890759822,91.53880495409108,True,26,0.10848348972948757,166.46465421203146
26,2020-02-17,0,73.32263890759822,91.53880495409108,True,27,0.1269146217695555,166.46465421203146
27,2020-02-18,0,73.32263890759822,91.53880495409108,True,28,0.14847462591859822,166.46465421203146
28,2020-02-19,0,73.32263890759822,91.53880495409108,True,29,0.17369372354635038,166.46465421203146
29,2020-02-20,0,73.32263890759822,91.53880495409108,True,30,0.2031916427587669,166.46465421203146
30,2020-02-21,0,73.32263890759822,91.53880495409108,True,31,0.2376926009246932,166.46465421203146
31,2020-02-22,0,73.32263890759822,91.53880495409108,True,32,0.27804274825247727,166.46465421203146
32,2020-02-23,0,73.32263890759822,91.53880495409108,True,33,0.32523045932341305,166.46465421203146
33,2020-02-24,0,73.32263890759822,91.53880495409108,True,34,0.38040991382207795,166.46465421203146
34,2020-02-25,0,73.32263890759822,91.53880495409108,True,35,0.4449284671573702,166.46465421203146
35,2020-02-26,0,73.32263890759822,91.53880495409108,True,36,0.5203583756571993,166.46465421203146
36,2020-02-27,0,73.32263890759822,91.53880495409108,True,37,0.6085335083598868,166.46465421203146
37,2020-02-28,0,73.32263890759822,91.53880495409108,True,38,0.7115917460681961,166.46465421203146
38,2020-02-29,0,73.32263890759822,91.53880495409108,True,39,0.8320238350087485,166.46465421203146
39,2020-03-01,0,73.32263890759822,91.53880495409108,True,40,0.9727295221857691,166.46465421203146
40,2020-03-02,0,73.32263890759822,91.53880495409108,True,41,1.137081845049081,166.46465421203146
41,2020-03-03,0,73.32263890759822,91.53880495409108,True,42,1.3290004690011972,166.46465421203146
42,2020-03-04,1,73.32263890759822,91.53880495409108,True,43,1.5530349479881975,166.46465421203146
43,2020-03-05,1,73.32263890759822,91.53880495409108,True,44,1.8144587059827648,166.46465421203146
44,2020-03-06,1,73.32263890759822,91.53880495409108,True,45,2.119374373678605,166.46465421203146
45,2020-03-07,1,73.32263890759822,91.53880495409108,True,46,2.474830829618513,166.46465421203146
46,2020-03-08,1,73.32263890759822,91.53880495409108,True,47,2.888951842210076,166.46465421203146
47,2020-03-09,1,73.32263890759822,91.53880495409108,True,48,3.371075530324198,166.46465421203146
48,2020-03-10,1,73.32263890759822,91.53880495409108,True,49,3.9319028836152414,166.46465421203146
49,2020-03-11,1,73.32263890759822,91.53880495409108,True,50,4.583652224035739,166.46465421203146
50,2020-03-12,1,73.32263890759822,91.53880495409108,True,51,5.34021465073859,166.46465421203146
51,2020-03-13,1,73.32263890759822,91.53880495409108,True,52,6.217303090275748,166.46465421203146
52,2020-03-14,1,73.32263890759822,91.53880495409108,True,53,7.232584479093223,166.46465421203146
53,2020-03-15,1,73.32263890759822,91.53880495409108,True,54,8.405780771998494,166.46465421203146
54,2020-03-16,1,73.32263890759822,91.53880495409108,True,55,9.75871989966775,166.46465421203146
55,2020-03-17,3,73.32263890759822,91.53880495409108,True,56,11.315312608069231,166.46465421203146
56,2020-03-18,8,73.32263890759822,91.53880495409108,True,57,13.101425607528876,166.46465421203146
57,2020-03-19,10,73.32263890759822,91.53880495409108,True,58,15.144616217886465,166.46465421203146
58,2020-03-20,10,73.32263890759822,91.53880495409108,True,59,17.47368966649825,166.46465421203146
59,2020-03-21,10,73.32263890759822,91.53880495409108,True,60,20.11803877387714,166.46465421203146
60,2020-03-22,15,73.32263890759822,91.53880495409108,True,61,23.10672881543831,166.46465421203146
61,2020-03-23,15,73.32263890759822,91.53880495409108,True,62,26.467300121394217,166.46465421203146
62,2020-03-24,15,73.32263890759822,91.53880495409108,True,63,30.22427979733043,166.46465421203146
63,2020-03-25,26,73.32263890759822,91.53880495409108,True,64,34.39742365716945,166.46465421203146
64,2020-03-26,35,73.32263890759822,91.53880495409108,True,65,38.99975054172502,166.46465421203146
65,2020-03-27,55,73.32263890759822,91.53880495409108,True,66,44.03548167808702,166.46465421203146
66,2020-03-28,56,73.32263890759822,91.53880495409108,True,67,49.498052132329015,166.46465421203146
67,2020-03-29,65,73.32263890759822,91.53880495409108,True,68,55.368410183419904,166.46465421203146
68,2020-03-30,69,73.32263890759822,91.53880495409108,True,69,61.61385061977554,166.46465421203146
69,2020-03-31,69,73.32263890759822,91.53880495409108,True,70,68.18762540128193,166.46465421203146
70,2020-04-01,81,73.32263890759822,91.53880495409108,True,71,75.02952858925131,166.46465421203146
71,2020-04-02,88,73.32263890759822,91.53880495409108,True,72,82.06755850824011,166.46465421203146
72,2020-04-03,95,73.32263890759822,91.53880495409108,True,73,89.22062727853657,166.46465421203146
73,2020-04-04,98,73.32263890759822,91.53880495409108,True,74,96.40213758456451,166.46465421203146
74,2020-04-05,103,73.32263890759822,91.53880495409108,True,75,103.52410949413002,166.46465421203146
75,2020-04-06,109,73.32263890759822,91.53880495409108,True,76,110.50144809290006,166.46465421203146
76,2020-04-07,113,73.32263890759822,91.53880495409108,True,77,117.25591854241803,166.46465421203146
77,2020-04-08,120,73.32263890759822,91.53880495409108,True,78,123.71944509530286,166.46465421203146
