,Report_Date,Colombia_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,79.71531007084089,2252.9653311271027,False,1,0.052059823945093626,4505.930662254204
1,2020-01-23,0,79.71531007084089,2252.9653311271027,False,2,0.06014854466953021,4505.930662254204
2,2020-01-24,0,79.71531007084089,2252.9653311271027,False,3,0.06949401943028896,4505.930662254204
3,2020-01-25,0,79.71531007084089,2252.9653311271027,False,4,0.08029150508645184,4505.930662254204
4,2020-01-26,0,79.71531007084089,2252.9653311271027,False,5,0.09276659260226347,4505.930662254204
5,2020-01-27,0,79.71531007084089,2252.9653311271027,False,6,0.1071799188703143,4505.930662254204
6,2020-01-28,0,79.71531007084089,2252.9653311271027,False,7,0.12383261018256553,4505.930662254204
7,2020-01-29,0,79.71531007084089,2252.9653311271027,False,8,0.14307257087721376,4505.930662254204
8,2020-01-30,0,79.71531007084089,2252.9653311271027,False,9,0.16530174827790348,4505.930662254204
9,2020-01-31,0,79.71531007084089,2252.9653311271027,False,10,0.19098452534606783,4505.930662254204
10,2020-02-01,0,79.71531007084089,2252.9653311271027,False,11,0.22065741590346716,4505.930662254204
11,2020-02-02,0,79.71531007084089,2252.9653311271027,False,12,0.2549402643293153,4505.930662254204
12,2020-02-03,0,79.71531007084089,2252.9653311271027,False,13,0.2945491828456383,4505.930662254204
13,2020-02-04,0,79.71531007084089,2252.9653311271027,False,14,0.34031149550878903,4505.930662254204
14,2020-02-05,0,79.71531007084089,2252.9653311271027,False,15,0.3931829995512701,4505.930662254204
15,2020-02-06,0,79.71531007084089,2252.9653311271027,False,16,0.4542679026000198,4505.930662254204
16,2020-02-07,0,79.71531007084089,2252.9653311271027,False,17,0.5248418494903917,4505.930662254204
17,2020-02-08,0,79.71531007084089,2252.9653311271027,False,18,0.6063785159921983,4505.930662254204
18,2020-02-09,0,79.71531007084089,2252.9653311271027,False,19,0.7005803200138243,4505.930662254204
19,2020-02-10,0,79.71531007084089,2252.9653311271027,False,20,0.8094138851758534,4505.930662254204
20,2020-02-11,0,79.71531007084089,2252.9653311271027,False,21,0.9351509886658557,4505.930662254204
21,2020-02-12,0,79.71531007084089,2252.9653311271027,False,22,1.0804158368374273,4505.930662254204
22,2020-02-13,0,79.71531007084089,2252.9653311271027,False,23,1.2482396401759364,4505.930662254204
23,2020-02-14,0,79.71531007084089,2252.9653311271027,False,24,1.4421236063596108,4505.930662254204
24,2020-02-15,0,79.71531007084089,2252.9653311271027,False,25,1.666111638819873,4505.930662254204
25,2020-02-16,0,79.71531007084089,2252.9653311271027,False,26,1.9248742213719194,4505.930662254204
26,2020-02-17,0,79.71531007084089,2252.9653311271027,False,27,2.223805190380457,4505.930662254204
27,2020-02-18,0,79.71531007084089,2252.9653311271027,False,28,2.5691333480950957,4505.930662254204
28,2020-02-19,0,79.71531007084089,2252.9653311271027,False,29,2.9680511580845237,4505.930662254204
29,2020-02-20,0,79.71531007084089,2252.9653311271027,False,30,3.4288630902332926,4505.930662254204
30,2020-02-21,0,79.71531007084089,2252.9653311271027,False,31,3.9611565528523878,4505.930662254204
31,2020-02-22,0,79.71531007084089,2252.9653311271027,False,32,4.575998767493223,4505.930662254204
32,2020-02-23,0,79.71531007084089,2252.9653311271027,False,33,5.286163412352602,4505.930662254204
33,2020-02-24,0,79.71531007084089,2252.9653311271027,False,34,6.106391386668956,4505.930662254204
34,2020-02-25,0,79.71531007084089,2252.9653311271027,False,35,7.053690634460697,4505.930662254204
35,2020-02-26,0,79.71531007084089,2252.9653311271027,False,36,8.147680613294616,4505.930662254204
36,2020-02-27,0,79.71531007084089,2252.9653311271027,False,37,9.410987702417698,4505.930662254204
37,2020-02-28,0,79.71531007084089,2252.9653311271027,False,38,10.869698611397554,4505.930662254204
38,2020-02-29,0,79.71531007084089,2252.9653311271027,False,39,12.553879667779565,4505.930662254204
39,2020-03-01,0,79.71531007084089,2252.9653311271027,False,40,14.498170716203209,4505.930662254204
40,2020-03-02,0,79.71531007084089,2252.9653311271027,False,41,16.74246322906342,4505.930662254204
41,2020-03-03,0,79.71531007084089,2252.9653311271027,False,42,19.332673075102353,4505.930662254204
42,2020-03-04,0,79.71531007084089,2252.9653311271027,False,43,22.321619165716616,4505.930662254204
43,2020-03-05,0,79.71531007084089,2252.9653311271027,False,44,25.770019825673018,4505.930662254204
44,2020-03-06,1,79.71531007084089,2252.9653311271027,False,45,29.747619112680116,4505.930662254204
45,2020-03-07,1,79.71531007084089,2252.9653311271027,False,46,34.33445529835881,4505.930662254204
46,2020-03-08,1,79.71531007084089,2252.9653311271027,False,47,39.62228313249813,4505.930662254204
47,2020-03-09,1,79.71531007084089,2252.9653311271027,False,48,45.71616009253196,4505.930662254204
48,2020-03-10,3,79.71531007084089,2252.9653311271027,False,49,52.736204244091454,4505.930662254204
49,2020-03-11,9,79.71531007084089,2252.9653311271027,False,50,60.81952718673014,4505.930662254204
50,2020-03-12,9,79.71531007084089,2252.9653311271027,False,51,70.12233930238197,4505.930662254204
51,2020-03-13,13,79.71531007084089,2252.9653311271027,False,52,80.82221550899916,4505.930662254204
52,2020-03-14,22,79.71531007084089,2252.9653311271027,False,53,93.12049715981202,4505.930662254204
53,2020-03-15,34,79.71531007084089,2252.9653311271027,False,54,107.24478869840198,4505.930662254204
54,2020-03-16,54,79.71531007084089,2252.9653311271027,False,55,123.45148514853749,4505.930662254204
55,2020-03-17,65,79.71531007084089,2252.9653311271027,False,56,142.02823739625904,4505.930662254204
56,2020-03-18,93,79.71531007084089,2252.9653311271027,False,57,163.29622547018738,4505.930662254204
57,2020-03-19,102,79.71531007084089,2252.9653311271027,False,58,187.6120648340751,4505.930662254204
58,2020-03-20,128,79.71531007084089,2252.9653311271027,False,59,215.36911677370165,4505.930662254204
59,2020-03-21,196,79.71531007084089,2252.9653311271027,False,60,246.9979119112758,4505.930662254204
60,2020-03-22,231,79.71531007084089,2252.9653311271027,False,61,282.96532782448713,4505.930662254204
61,2020-03-23,277,79.71531007084089,2252.9653311271027,False,62,323.77209200247097,4505.930662254204
62,2020-03-24,378,79.71531007084089,2252.9653311271027,False,63,369.9481173059803,4505.930662254204
63,2020-03-25,470,79.71531007084089,2252.9653311271027,False,64,422.0451299899457,4505.930662254204
64,2020-03-26,491,79.71531007084089,2252.9653311271027,False,65,480.62603603496353,4505.930662254204
65,2020-03-27,539,79.71531007084089,2252.9653311271027,False,66,546.2505105316748,4505.930662254204
66,2020-03-28,608,79.71531007084089,2252.9653311271027,False,67,619.4564113893214,4505.930662254204
67,2020-03-29,702,79.71531007084089,2252.9653311271027,False,68,700.7368379728351,4505.930662254204
68,2020-03-30,798,79.71531007084089,2252.9653311271027,False,69,790.512998787906,4505.930662254204
69,2020-03-31,906,79.71531007084089,2252.9653311271027,False,70,889.103529944231,4505.930662254204
70,2020-04-01,1065,79.71531007084089,2252.9653311271027,False,71,996.6915065293338,4505.930662254204
71,2020-04-02,1161,79.71531007084089,2252.9653311271027,False,72,1113.29106938714,4505.930662254204
72,2020-04-03,1267,79.71531007084089,2252.9653311271027,False,73,1238.7162681021402,4505.930662254204
73,2020-04-04,1406,79.71531007084089,2252.9653311271027,False,74,1372.5552756670324,4505.930662254204
74,2020-04-05,1485,79.71531007084089,2252.9653311271027,False,75,1514.1534120828414,4505.930662254204
75,2020-04-06,1579,79.71531007084089,2252.9653311271027,False,76,1662.6082732277207,4505.930662254204
76,2020-04-07,1780,79.71531007084089,2252.9653311271027,False,77,1816.7795883794026,4505.930662254204
77,2020-04-08,2054,79.71531007084089,2252.9653311271027,False,78,1975.3152018958651,4505.930662254204
