,Report_Date,Canada_grand princess_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
32,2020-02-23,0,57.208834266697025,7.160053789766471,True,33,0.10884353718110584,14.291004234217496
33,2020-02-24,0,57.208834266697025,7.160053789766471,True,34,0.13288210473498527,14.291004234217496
34,2020-02-25,0,57.208834266697025,7.160053789766471,True,35,0.16216911137255507,14.291004234217496
35,2020-02-26,0,57.208834266697025,7.160053789766471,True,36,0.19782092489767192,14.291004234217496
36,2020-02-27,0,57.208834266697025,7.160053789766471,True,37,0.2411770400527418,14.291004234217496
37,2020-02-28,0,57.208834266697025,7.160053789766471,True,38,0.29383773878664077,14.291004234217496
38,2020-02-29,0,57.208834266697025,7.160053789766471,True,39,0.35770469302496893,14.291004234217496
39,2020-03-01,0,57.208834266697025,7.160053789766471,True,40,0.43502287582131216,14.291004234217496
40,2020-03-02,0,57.208834266697025,7.160053789766471,True,41,0.5284209545205623,14.291004234217496
41,2020-03-03,0,57.208834266697025,7.160053789766471,True,42,0.6409456865770684,14.291004234217496
42,2020-03-04,0,57.208834266697025,7.160053789766471,True,43,0.7760836619270975,14.291004234217496
43,2020-03-05,0,57.208834266697025,7.160053789766471,True,44,0.9377610480352543,14.291004234217496
44,2020-03-06,0,57.208834266697025,7.160053789766471,True,45,1.1303089633365262,14.291004234217496
45,2020-03-07,0,57.208834266697025,7.160053789766471,True,46,1.3583791697880683,14.291004234217496
46,2020-03-08,0,57.208834266697025,7.160053789766471,True,47,1.6267927784468736,14.291004234217496
47,2020-03-09,0,57.208834266697025,7.160053789766471,True,48,1.9403049621363528,14.291004234217496
48,2020-03-10,0,57.208834266697025,7.160053789766471,True,49,2.303273129988295,14.291004234217496
49,2020-03-11,0,57.208834266697025,7.160053789766471,True,50,2.7192267177860945,14.291004234217496
50,2020-03-12,0,57.208834266697025,7.160053789766471,True,51,3.1903552282570486,14.291004234217496
51,2020-03-13,2,57.208834266697025,7.160053789766471,True,52,3.7169571408129705,14.291004234217496
52,2020-03-14,2,57.208834266697025,7.160053789766471,True,53,4.2969221409966964,14.291004234217496
53,2020-03-15,2,57.208834266697025,7.160053789766471,True,54,4.925344710193094,14.291004234217496
54,2020-03-16,2,57.208834266697025,7.160053789766471,True,55,5.594376739855273,14.291004234217496
55,2020-03-17,8,57.208834266697025,7.160053789766471,True,56,6.293408869860993,14.291004234217496
56,2020-03-18,9,57.208834266697025,7.160053789766471,True,57,7.009619538084594,14.291004234217496
57,2020-03-19,9,57.208834266697025,7.160053789766471,True,58,7.728854664486721,14.291004234217496
58,2020-03-20,10,57.208834266697025,7.160053789766471,True,59,8.436720613432778,14.291004234217496
59,2020-03-21,10,57.208834266697025,7.160053789766471,True,60,9.119716570615292,14.291004234217496
60,2020-03-22,13,57.208834266697025,7.160053789766471,True,61,9.766221668787153,14.291004234217496
61,2020-03-23,13,57.208834266697025,7.160053789766471,True,62,10.367191461223253,14.291004234217496
62,2020-03-24,13,57.208834266697025,7.160053789766471,True,63,10.916492069545304,14.291004234217496
63,2020-03-25,13,57.208834266697025,7.160053789766471,True,64,11.41088136875006,14.291004234217496
64,2020-03-26,13,57.208834266697025,7.160053789766471,True,65,11.849709618185491,14.291004234217496
65,2020-03-27,13,57.208834266697025,7.160053789766471,True,66,12.234443576185985,14.291004234217496
66,2020-03-28,13,57.208834266697025,7.160053789766471,True,67,12.568118831728404,14.291004234217496
67,2020-03-29,13,57.208834266697025,7.160053789766471,True,68,12.854804624115035,14.291004234217496
68,2020-03-30,13,57.208834266697025,7.160053789766471,True,69,13.099136122604442,14.291004234217496
69,2020-03-31,13,57.208834266697025,7.160053789766471,True,70,13.305940857497559,14.291004234217496
70,2020-04-01,13,57.208834266697025,7.160053789766471,True,71,13.479964186385851,14.291004234217496
71,2020-04-02,13,57.208834266697025,7.160053789766471,True,72,13.625684847873227,14.291004234217496
72,2020-04-03,13,57.208834266697025,7.160053789766471,True,73,13.74720483373571,14.291004234217496
73,2020-04-04,13,57.208834266697025,7.160053789766471,True,74,13.848196022400343,14.291004234217496
74,2020-04-05,13,57.208834266697025,7.160053789766471,True,75,13.93188725076918,14.291004234217496
75,2020-04-06,13,57.208834266697025,7.160053789766471,True,76,14.001078174915024,14.291004234217496
76,2020-04-07,13,57.208834266697025,7.160053789766471,True,77,14.058169334136124,14.291004234217496
77,2020-04-08,13,57.208834266697025,7.160053789766471,True,78,14.105200696773682,14.291004234217496
