,Report_Date,Eritrea_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,82.99664424445506,52.212715256916105,False,1,0.001199798059752698,5.534495435414442
1,2020-01-23,0,82.99664424445506,52.212715256916105,False,2,0.0013783199374844555,5.534495435414442
2,2020-01-24,0,82.99664424445506,52.212715256916105,False,3,0.0015834042665538242,5.534495435414442
3,2020-01-25,0,82.99664424445506,52.212715256916105,False,4,0.0018190031722710343,5.534495435414442
4,2020-01-26,0,82.99664424445506,52.212715256916105,False,5,0.002089656760347999,5.534495435414442
5,2020-01-27,0,82.99664424445506,52.212715256916105,False,6,0.0024005805809587384,5.534495435414442
6,2020-01-28,0,82.99664424445506,52.212715256916105,False,7,0.002757766099163785,5.534495435414442
7,2020-01-29,0,82.99664424445506,52.212715256916105,False,8,0.003168096104467203,5.534495435414442
8,2020-01-30,0,82.99664424445506,52.212715256916105,False,9,0.003639477279057343,5.534495435414442
9,2020-01-31,0,82.99664424445506,52.212715256916105,False,10,0.004180992473479648,5.534495435414442
10,2020-02-01,0,82.99664424445506,52.212715256916105,False,11,0.0048030756163308964,5.534495435414442
11,2020-02-02,0,82.99664424445506,52.212715256916105,False,12,0.005517712618178664,5.534495435414442
12,2020-02-03,0,82.99664424445506,52.212715256916105,False,13,0.006338672127453471,5.534495435414442
13,2020-02-04,0,82.99664424445506,52.212715256916105,False,14,0.007281770566857775,5.534495435414442
14,2020-02-05,0,82.99664424445506,52.212715256916105,False,15,0.008365176533536545,5.534495435414442
15,2020-02-06,0,82.99664424445506,52.212715256916105,False,16,0.009609760397014888,5.534495435414442
16,2020-02-07,0,82.99664424445506,52.212715256916105,False,17,0.01103949578958971,5.534495435414442
17,2020-02-08,0,82.99664424445506,52.212715256916105,False,18,0.012681920670248988,5.534495435414442
18,2020-02-09,0,82.99664424445506,52.212715256916105,False,19,0.014568666773235732,5.534495435414442
19,2020-02-10,0,82.99664424445506,52.212715256916105,False,20,0.01673606754645647,5.534495435414442
