,Report_Date,UK_turks and caicos islands_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,80.30385887137555,9.901969981618512,False,1,0.00022856520139691154,0.003434335887274768
1,2020-01-23,0,80.30385887137555,9.901969981618512,False,2,0.00026379881860664074,0.003434335887274768
2,2020-01-24,0,80.30385887137555,9.901969981618512,False,3,0.00030446365932985226,0.003434335887274768
3,2020-01-25,0,80.30385887137555,9.901969981618512,False,4,0.0003513969129964582,0.003434335887274768
4,2020-01-26,0,80.30385887137555,9.901969981618512,False,5,0.0004055648073889351,0.003434335887274768
5,2020-01-27,0,80.30385887137555,9.901969981618512,False,6,0.0004680824946277638,0.003434335887274768
6,2020-01-28,0,80.30385887137555,9.901969981618512,False,7,0.0005402370007530901,0.003434335887274768
7,2020-01-29,0,80.30385887137555,9.901969981618512,False,8,0.0006235137105371212,0.003434335887274768
8,2020-01-30,0,80.30385887137555,9.901969981618512,False,9,0.0007196269316569725,0.003434335887274768
9,2020-01-31,0,80.30385887137555,9.901969981618512,False,10,0.0008305551659589511,0.003434335887274768
10,2020-02-01,0,80.30385887137555,9.901969981618512,False,11,0.0009585818119416171,0.003434335887274768
11,2020-02-02,0,80.30385887137555,9.901969981618512,False,12,0.0011063421337182127,0.003434335887274768
12,2020-02-03,0,80.30385887137555,9.901969981618512,False,13,0.0012768774598201054,0.003434335887274768
13,2020-02-04,0,80.30385887137555,9.901969981618512,False,14,0.0014736977228331386,0.003434335887274768
14,2020-02-05,0,80.30385887137555,9.901969981618512,False,15,0.001700853620956341,0.003434335887274768
15,2020-02-06,0,80.30385887137555,9.901969981618512,False,16,0.001963019878504508,0.003434335887274768
16,2020-02-07,0,80.30385887137555,9.901969981618512,False,17,0.0022655913079969994,0.003434335887274768
17,2020-02-08,0,80.30385887137555,9.901969981618512,False,18,0.002614793636190743,0.003434335887274768
18,2020-02-09,0,80.30385887137555,9.901969981618512,False,19,0.003017811355254596,0.003434335887274768
19,2020-02-10,0,80.30385887137555,9.901969981618512,False,20,0.0034829352039737757,0.003434335887274768
20,2020-02-11,0,80.30385887137555,9.901969981618512,False,21,0.004019732278928941,0.003434335887274768
21,2020-02-12,0,80.30385887137555,9.901969981618512,False,22,0.004639242229397756,0.003434335887274768
22,2020-02-13,0,80.30385887137555,9.901969981618512,False,23,0.005354203510621683,0.003434335887274768
23,2020-02-14,0,80.30385887137555,9.901969981618512,False,24,0.006179314267463538,0.003434335887274768
24,2020-02-15,0,80.30385887137555,9.901969981618512,False,25,0.007131533104884161,0.003434335887274768
25,2020-02-16,0,80.30385887137555,9.901969981618512,False,26,0.008230425784831666,0.003434335887274768
26,2020-02-17,0,80.30385887137555,9.901969981618512,False,27,0.009498564784066126,0.003434335887274768
27,2020-02-18,0,80.30385887137555,9.901969981618512,False,28,0.010961989668413446,0.003434335887274768
28,2020-02-19,0,80.30385887137555,9.901969981618512,False,29,0.012650737401465948,0.003434335887274768
29,2020-02-20,0,80.30385887137555,9.901969981618512,False,30,0.0145994530264448,0.003434335887274768
30,2020-02-21,0,80.30385887137555,9.901969981618512,False,31,0.016848092656299968,0.003434335887274768
31,2020-02-22,0,80.30385887137555,9.901969981618512,False,32,0.019442732397088106,0.003434335887274768
32,2020-02-23,0,80.30385887137555,9.901969981618512,False,33,0.022436498730986694,0.003434335887274768
33,2020-02-24,0,80.30385887137555,9.901969981618512,False,34,0.025890638014551666,0.003434335887274768
34,2020-02-25,0,80.30385887137555,9.901969981618512,False,35,0.029875745118999347,0.003434335887274768
35,2020-02-26,0,80.30385887137555,9.901969981618512,False,36,0.03447317386178361,0.003434335887274768
36,2020-02-27,0,80.30385887137555,9.901969981618512,False,37,0.039776654754523535,0.003434335887274768
37,2020-02-28,0,80.30385887137555,9.901969981618512,False,38,0.04589414871210621,0.003434335887274768
38,2020-02-29,0,80.30385887137555,9.901969981618512,False,39,0.052949968705680035,0.003434335887274768
39,2020-03-01,0,80.30385887137555,9.901969981618512,False,40,0.06108720484877283,0.003434335887274768
40,2020-03-02,0,80.30385887137555,9.901969981618512,False,41,0.07047049199837296,0.003434335887274768
41,2020-03-03,0,80.30385887137555,9.901969981618512,False,42,0.08128916250351492,0.003434335887274768
42,2020-03-04,0,80.30385887137555,9.901969981618512,False,43,0.093760830053124,0.003434335887274768
43,2020-03-05,0,80.30385887137555,9.901969981618512,False,44,0.10813545339062396,0.003434335887274768
44,2020-03-06,0,80.30385887137555,9.901969981618512,False,45,0.12469993059425567,0.003434335887274768
45,2020-03-07,0,80.30385887137555,9.901969981618512,False,46,0.14378327514638933,0.003434335887274768
46,2020-03-08,0,80.30385887137555,9.901969981618512,False,47,0.16576242342674435,0.003434335887274768
47,2020-03-09,0,80.30385887137555,9.901969981618512,False,48,0.1910687186259227,0.003434335887274768
48,2020-03-10,0,80.30385887137555,9.901969981618512,False,49,0.22019510716035273,0.003434335887274768
49,2020-03-11,0,80.30385887137555,9.901969981618512,False,50,0.2537040688973774,0.003434335887274768
50,2020-03-12,0,80.30385887137555,9.901969981618512,False,51,0.2922362798680105,0.003434335887274768
51,2020-03-13,0,80.30385887137555,9.901969981618512,False,52,0.33651997316684024,0.003434335887274768
52,2020-03-14,0,80.30385887137555,9.901969981618512,False,53,0.3873809173903531,0.003434335887274768
53,2020-03-15,0,80.30385887137555,9.901969981618512,False,54,0.4457528686742042,0.003434335887274768
54,2020-03-16,0,80.30385887137555,9.901969981618512,False,55,0.5126882680877913,0.003434335887274768
55,2020-03-17,0,80.30385887137555,9.901969981618512,False,56,0.5893688464297039,0.003434335887274768
56,2020-03-18,0,80.30385887137555,9.901969981618512,False,57,0.677115658945743,0.003434335887274768
57,2020-03-19,0,80.30385887137555,9.901969981618512,False,58,0.7773978993721928,0.003434335887274768
58,2020-03-20,0,80.30385887137555,9.901969981618512,False,59,0.891839633764584,0.003434335887274768
59,2020-03-21,0,80.30385887137555,9.901969981618512,False,60,1.0222233505784764,0.003434335887274768
60,2020-03-22,0,80.30385887137555,9.901969981618512,False,61,1.1704889502101998,0.003434335887274768
61,2020-03-23,0,80.30385887137555,9.901969981618512,False,62,1.3387265081317836,0.003434335887274768
62,2020-03-24,0,80.30385887137555,9.901969981618512,False,63,1.529160865199866,0.003434335887274768
63,2020-03-25,0,80.30385887137555,9.901969981618512,False,64,1.7441258654042975,0.003434335887274768
64,2020-03-26,0,80.30385887137555,9.901969981618512,False,65,1.986025931499528,0.003434335887274768
65,2020-03-27,0,80.30385887137555,9.901969981618512,False,66,2.2572827180404427,0.003434335887274768
66,2020-03-28,4,80.30385887137555,9.901969981618512,False,67,2.5602649022535724,0.003434335887274768
67,2020-03-29,4,80.30385887137555,9.901969981618512,False,68,2.897199869124947,0.003434335887274768
68,2020-03-30,5,80.30385887137555,9.901969981618512,False,69,3.270067216182934,0.003434335887274768
69,2020-03-31,5,80.30385887137555,9.901969981618512,False,70,3.680475713207196,0.003434335887274768
70,2020-04-01,6,80.30385887137555,9.901969981618512,False,71,4.129527603861035,0.003434335887274768
71,2020-04-02,5,80.30385887137555,9.901969981618512,False,72,4.617676823553099,0.003434335887274768
72,2020-04-03,5,80.30385887137555,9.901969981618512,False,73,5.14459057819375,0.003434335887274768
73,2020-04-04,5,80.30385887137555,9.901969981618512,False,74,5.709026364585067,0.003434335887274768
74,2020-04-05,5,80.30385887137555,9.901969981618512,False,75,6.3087383531814964,0.003434335887274768
75,2020-04-06,8,80.30385887137555,9.901969981618512,False,76,6.940427468714762,0.003434335887274768
76,2020-04-07,8,80.30385887137555,9.901969981618512,False,77,7.599747935621223,0.003434335887274768
77,2020-04-08,8,80.30385887137555,9.901969981618512,False,78,8.28137919729886,0.003434335887274768
