,Report_Date,Bahrain_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,69.66215067293035,570.9070738244787,True,1,1.0265697806995697,989.7374091078441
1,2020-01-23,0,69.66215067293035,570.9070738244787,True,2,1.1368572955031482,989.7374091078441
2,2020-01-24,0,69.66215067293035,570.9070738244787,True,3,1.2589802574598552,989.7374091078441
3,2020-01-25,0,69.66215067293035,570.9070738244787,True,4,1.3942058217112219,989.7374091078441
4,2020-01-26,0,69.66215067293035,570.9070738244787,True,5,1.5439361408698449,989.7374091078441
5,2020-01-27,0,69.66215067293035,570.9070738244787,True,6,1.709722595507681,989.7374091078441
6,2020-01-28,0,69.66215067293035,570.9070738244787,True,7,1.8932814903604016,989.7374091078441
7,2020-01-29,0,69.66215067293035,570.9070738244787,True,8,2.0965113593830838,989.7374091078441
8,2020-01-30,0,69.66215067293035,570.9070738244787,True,9,2.3215120349588725,989.7374091078441
9,2020-01-31,0,69.66215067293035,570.9070738244787,True,10,2.570605649326006,989.7374091078441
10,2020-02-01,0,69.66215067293035,570.9070738244787,True,11,2.846359749560117,989.7374091078441
11,2020-02-02,0,69.66215067293035,570.9070738244787,True,12,3.1516127210962273,989.7374091078441
12,2020-02-03,0,69.66215067293035,570.9070738244787,True,13,3.4895017286137207,989.7374091078441
13,2020-02-04,0,69.66215067293035,570.9070738244787,True,14,3.863493396886773,989.7374091078441
14,2020-02-05,0,69.66215067293035,570.9070738244787,True,15,4.2774174675889505,989.7374091078441
15,2020-02-06,0,69.66215067293035,570.9070738244787,True,16,4.735503680599007,989.7374091078441
16,2020-02-07,0,69.66215067293035,570.9070738244787,True,17,5.242422139525788,989.7374091078441
17,2020-02-08,0,69.66215067293035,570.9070738244787,True,18,5.803327430242288,989.7374091078441
18,2020-02-09,0,69.66215067293035,570.9070738244787,True,19,6.42390676729728,989.7374091078441
19,2020-02-10,0,69.66215067293035,570.9070738244787,True,20,7.1104324450414165,989.7374091078441
20,2020-02-11,0,69.66215067293035,570.9070738244787,True,21,7.869818866783346,989.7374091078441
21,2020-02-12,0,69.66215067293035,570.9070738244787,True,22,8.709684414587036,989.7374091078441
22,2020-02-13,0,69.66215067293035,570.9070738244787,True,23,9.638418402373379,989.7374091078441
23,2020-02-14,0,69.66215067293035,570.9070738244787,True,24,10.665253323307173,989.7374091078441
24,2020-02-15,0,69.66215067293035,570.9070738244787,True,25,11.800342556050975,989.7374091078441
25,2020-02-16,0,69.66215067293035,570.9070738244787,True,26,13.054843629803221,989.7374091078441
26,2020-02-17,0,69.66215067293035,570.9070738244787,True,27,14.441007060932055,989.7374091078441
27,2020-02-18,0,69.66215067293035,570.9070738244787,True,28,15.972270659595912,989.7374091078441
28,2020-02-19,0,69.66215067293035,570.9070738244787,True,29,17.66335905738891,989.7374091078441
29,2020-02-20,0,69.66215067293035,570.9070738244787,True,30,19.530388020368598,989.7374091078441
30,2020-02-21,0,69.66215067293035,570.9070738244787,True,31,21.590972878647584,989.7374091078441
31,2020-02-22,0,69.66215067293035,570.9070738244787,True,32,23.864340116179,989.7374091078441
32,2020-02-23,0,69.66215067293035,570.9070738244787,True,33,26.37144081397657,989.7374091078441
33,2020-02-24,1,69.66215067293035,570.9070738244787,True,34,29.135064217986915,989.7374091078441
34,2020-02-25,23,69.66215067293035,570.9070738244787,True,35,32.17994920042554,989.7374091078441
35,2020-02-26,33,69.66215067293035,570.9070738244787,True,36,35.53289079247952,989.7374091078441
36,2020-02-27,33,69.66215067293035,570.9070738244787,True,37,39.222838280200214,989.7374091078441
37,2020-02-28,36,69.66215067293035,570.9070738244787,True,38,43.28098057005985,989.7374091078441
38,2020-02-29,41,69.66215067293035,570.9070738244787,True,39,47.740813645993406,989.7374091078441
39,2020-03-01,47,69.66215067293035,570.9070738244787,True,40,52.63818396171968,989.7374091078441
40,2020-03-02,49,69.66215067293035,570.9070738244787,True,41,58.01130055499622,989.7374091078441
41,2020-03-03,49,69.66215067293035,570.9070738244787,True,42,63.90070755963118,989.7374091078441
42,2020-03-04,52,69.66215067293035,570.9070738244787,True,43,70.34920766639945,989.7374091078441
43,2020-03-05,55,69.66215067293035,570.9070738244787,True,44,77.4017260032915,989.7374091078441
44,2020-03-06,60,69.66215067293035,570.9070738244787,True,45,85.1051029481446,989.7374091078441
45,2020-03-07,85,69.66215067293035,570.9070738244787,True,46,93.50780365683858,989.7374091078441
46,2020-03-08,85,69.66215067293035,570.9070738244787,True,47,102.65953171912435,989.7374091078441
47,2020-03-09,95,69.66215067293035,570.9070738244787,True,48,112.61073450057005,989.7374091078441
48,2020-03-10,110,69.66215067293035,570.9070738244787,True,49,123.41198857690023,989.7374091078441
49,2020-03-11,195,69.66215067293035,570.9070738244787,True,50,135.1132554185035,989.7374091078441
50,2020-03-12,195,69.66215067293035,570.9070738244787,True,51,147.76300034669813,989.7374091078441
51,2020-03-13,195,69.66215067293035,570.9070738244787,True,52,161.40717195529945,989.7374091078441
52,2020-03-14,210,69.66215067293035,570.9070738244787,True,53,176.08804482740229,989.7374091078441
53,2020-03-15,214,69.66215067293035,570.9070738244787,True,54,191.8429355601635,989.7374091078441
54,2020-03-16,214,69.66215067293035,570.9070738244787,True,55,208.70281080667627,989.7374091078441
55,2020-03-17,228,69.66215067293035,570.9070738244787,True,56,226.69081606141228,989.7374091078441
56,2020-03-18,256,69.66215067293035,570.9070738244787,True,57,245.8207648609607,989.7374091078441
57,2020-03-19,278,69.66215067293035,570.9070738244787,True,58,266.09563932017363,989.7374091078441
58,2020-03-20,285,69.66215067293035,570.9070738244787,True,59,287.5061636094974,989.7374091078441
59,2020-03-21,305,69.66215067293035,570.9070738244787,True,60,310.02952101806335,989.7374091078441
60,2020-03-22,334,69.66215067293035,570.9070738244787,True,61,333.6282914014276,989.7374091078441
61,2020-03-23,377,69.66215067293035,570.9070738244787,True,62,358.24968780426525,989.7374091078441
62,2020-03-24,392,69.66215067293035,570.9070738244787,True,63,383.8251677153061,989.7374091078441
63,2020-03-25,419,69.66215067293035,570.9070738244787,True,64,410.2704849000914,989.7374091078441
64,2020-03-26,458,69.66215067293035,570.9070738244787,True,65,437.4862317173881,989.7374091078441
65,2020-03-27,466,69.66215067293035,570.9070738244787,True,66,465.3588995830435,989.7374091078441
66,2020-03-28,476,69.66215067293035,570.9070738244787,True,67,493.7624579036722,989.7374091078441
67,2020-03-29,499,69.66215067293035,570.9070738244787,True,68,522.560421239153,989.7374091078441
68,2020-03-30,515,69.66215067293035,570.9070738244787,True,69,551.6083431882126,989.7374091078441
69,2020-03-31,567,69.66215067293035,570.9070738244787,True,70,580.7566464302666,989.7374091078441
70,2020-04-01,569,69.66215067293035,570.9070738244787,True,71,609.8536744289164,989.7374091078441
71,2020-04-02,643,69.66215067293035,570.9070738244787,True,72,638.7488340586019,989.7374091078441
72,2020-04-03,672,69.66215067293035,570.9070738244787,True,73,667.2956916501479,989.7374091078441
73,2020-04-04,688,69.66215067293035,570.9070738244787,True,74,695.3548884244611,989.7374091078441
74,2020-04-05,700,69.66215067293035,570.9070738244787,True,75,722.7967546047153,989.7374091078441
75,2020-04-06,756,69.66215067293035,570.9070738244787,True,76,749.5035231830868,989.7374091078441
76,2020-04-07,811,69.66215067293035,570.9070738244787,True,77,775.3710720253794,989.7374091078441
77,2020-04-08,823,69.66215067293035,570.9070738244787,True,78,800.3101538744032,989.7374091078441
