,Report_Date,France_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,80.32920825805823,139612.1371052871,False,1,3.2224932673506466,279224.27421057416
1,2020-01-23,0,80.32920825805823,139612.1371052871,False,2,3.719076454268424,279224.27421057416
2,2020-01-24,2,80.32920825805823,139612.1371052871,False,3,4.292181467740691,279224.27421057416
3,2020-01-25,3,80.32920825805823,139612.1371052871,False,4,4.953599677660277,279224.27421057416
4,2020-01-26,3,80.32920825805823,139612.1371052871,False,5,5.716939275238047,279224.27421057416
5,2020-01-27,3,80.32920825805823,139612.1371052871,False,6,6.597905166893421,279224.27421057416
6,2020-01-28,4,80.32920825805823,139612.1371052871,False,7,7.614621973453107,279224.27421057416
7,2020-01-29,5,80.32920825805823,139612.1371052871,False,8,8.788006768388446,279224.27421057416
8,2020-01-30,5,80.32920825805823,139612.1371052871,False,9,10.142199208151501,279224.27421057416
9,2020-01-31,5,80.32920825805823,139612.1371052871,False,10,11.70505788310566,279224.27421057416
10,2020-02-01,6,80.32920825805823,139612.1371052871,False,11,13.508733072820984,279224.27421057416
11,2020-02-02,6,80.32920825805823,139612.1371052871,False,12,15.590327651901005,279224.27421057416
12,2020-02-03,6,80.32920825805823,139612.1371052871,False,13,17.992659693371106,279224.27421057416
13,2020-02-04,6,80.32920825805823,139612.1371052871,False,14,20.76514239197435,279224.27421057416
14,2020-02-05,6,80.32920825805823,139612.1371052871,False,15,23.96479932076661,279224.27421057416
15,2020-02-06,6,80.32920825805823,139612.1371052871,False,16,27.65743578848187,279224.27421057416
16,2020-02-07,6,80.32920825805823,139612.1371052871,False,17,31.918990236394826,279224.27421057416
17,2020-02-08,11,80.32920825805823,139612.1371052871,False,18,36.83709326373444,279224.27421057416
18,2020-02-09,11,80.32920825805823,139612.1371052871,False,19,42.51286607073569,279224.27421057416
19,2020-02-10,11,80.32920825805823,139612.1371052871,False,20,49.062994938627064,279224.27421057416
20,2020-02-11,11,80.32920825805823,139612.1371052871,False,21,56.62212391770588,279224.27421057416
21,2020-02-12,11,80.32920825805823,139612.1371052871,False,22,65.34561427184877,279224.27421057416
22,2020-02-13,11,80.32920825805823,139612.1371052871,False,23,75.41272654754384,279224.27421057416
23,2020-02-14,11,80.32920825805823,139612.1371052871,False,24,87.03028952977785,279224.27421057416
24,2020-02-15,12,80.32920825805823,139612.1371052871,False,25,100.43692996380092,279224.27421057416
25,2020-02-16,12,80.32920825805823,139612.1371052871,False,26,115.90794792583499,279224.27421057416
26,2020-02-17,12,80.32920825805823,139612.1371052871,False,27,133.76093529981395,279224.27421057416
27,2020-02-18,12,80.32920825805823,139612.1371052871,False,28,154.3622491617839,279224.27421057416
28,2020-02-19,12,80.32920825805823,139612.1371052871,False,29,178.134468206525,279224.27421057416
29,2020-02-20,12,80.32920825805823,139612.1371052871,False,30,205.56497890579828,279224.27421057416
30,2020-02-21,12,80.32920825805823,139612.1371052871,False,31,237.21585911007662,279224.27421057416
31,2020-02-22,12,80.32920825805823,139612.1371052871,False,32,273.7352505478598,279224.27421057416
32,2020-02-23,12,80.32920825805823,139612.1371052871,False,33,315.8704383882226,279224.27421057416
33,2020-02-24,12,80.32920825805823,139612.1371052871,False,34,364.48288594634766,279224.27421057416
34,2020-02-25,14,80.32920825805823,139612.1371052871,False,35,420.5655059255955,279224.27421057416
35,2020-02-26,18,80.32920825805823,139612.1371052871,False,36,485.26248643598717,279224.27421057416
36,2020-02-27,38,80.32920825805823,139612.1371052871,False,37,559.8920304369136,279224.27421057416
37,2020-02-28,57,80.32920825805823,139612.1371052871,False,38,645.9724110926351,279224.27421057416
38,2020-02-29,100,80.32920825805823,139612.1371052871,False,39,745.2517924421444,279224.27421057416
39,2020-03-01,130,80.32920825805823,139612.1371052871,False,40,859.742314079016,279224.27421057416
40,2020-03-02,191,80.32920825805823,139612.1371052871,False,41,991.7589890579604,279224.27421057416
41,2020-03-03,204,80.32920825805823,139612.1371052871,False,42,1143.9640142028888,279224.27421057416
42,2020-03-04,285,80.32920825805823,139612.1371052871,False,43,1319.417138733683,279224.27421057416
43,2020-03-05,377,80.32920825805823,139612.1371052871,False,44,1521.63277684939,279224.27421057416
44,2020-03-06,653,80.32920825805823,139612.1371052871,False,45,1754.6445772737125,279224.27421057416
45,2020-03-07,949,80.32920825805823,139612.1371052871,False,46,2023.0781704656586,279224.27421057416
46,2020-03-08,1126,80.32920825805823,139612.1371052871,False,47,2332.232792345585,279224.27421057416
47,2020-03-09,1209,80.32920825805823,139612.1371052871,False,48,2688.172418858354,279224.27421057416
48,2020-03-10,1784,80.32920825805823,139612.1371052871,False,49,3097.8269213129943,279224.27421057416
49,2020-03-11,2281,80.32920825805823,139612.1371052871,False,50,3569.103546069147,279224.27421057416
50,2020-03-12,2281,80.32920825805823,139612.1371052871,False,51,4111.008705742312,279224.27421057416
51,2020-03-13,3661,80.32920825805823,139612.1371052871,False,52,4733.779607811601,279224.27421057416
52,2020-03-14,4469,80.32920825805823,139612.1371052871,False,53,5449.0245979592255,279224.27421057416
53,2020-03-15,4499,80.32920825805823,139612.1371052871,False,54,6269.87020955754,279224.27421057416
54,2020-03-16,6633,80.32920825805823,139612.1371052871,False,55,7211.111730355427,279224.27421057416
55,2020-03-17,7652,80.32920825805823,139612.1371052871,False,56,8289.362560786878,279224.27421057416
56,2020-03-18,9043,80.32920825805823,139612.1371052871,False,57,9523.195683606398,279224.27421057416
57,2020-03-19,10871,80.32920825805823,139612.1371052871,False,58,10933.26813823967,279224.27421057416
58,2020-03-20,12612,80.32920825805823,139612.1371052871,False,59,12542.416463504798,279224.27421057416
59,2020-03-21,14282,80.32920825805823,139612.1371052871,False,60,14375.707649108921,279224.27421057416
60,2020-03-22,16018,80.32920825805823,139612.1371052871,False,61,16460.426299329803,279224.27421057416
61,2020-03-23,19856,80.32920825805823,139612.1371052871,False,62,18825.974648263058,279224.27421057416
62,2020-03-24,22304,80.32920825805823,139612.1371052871,False,63,21503.658113716374,279224.27421057416
