,Report_Date,Chile_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,78.14597823910498,5685.680233863404,False,1,0.13176201072886223,11371.360467726807
1,2020-01-23,0,78.14597823910498,5685.680233863404,False,2,0.1526765135854808,11371.360467726807
2,2020-01-24,0,78.14597823910498,5685.680233863404,False,3,0.1769107109587913,11371.360467726807
3,2020-01-25,0,78.14597823910498,5685.680233863404,False,4,0.2049915100208879,11371.360467726807
4,2020-01-26,0,78.14597823910498,5685.680233863404,False,5,0.2375294434208951,11371.360467726807
5,2020-01-27,0,78.14597823910498,5685.680233863404,False,6,0.27523193941292506,11371.360467726807
6,2020-01-28,0,78.14597823910498,5685.680233863404,False,7,0.3189186970453515,11371.360467726807
7,2020-01-29,0,78.14597823910498,5685.680233863404,False,8,0.3695395000966181,11371.360467726807
8,2020-01-30,0,78.14597823910498,5685.680233863404,False,9,0.4281948562535116,11371.360467726807
9,2020-01-31,0,78.14597823910498,5685.680233863404,False,10,0.49615990916796315,11371.360467726807
10,2020-02-01,0,78.14597823910498,5685.680233863404,False,11,0.574912141801876,11371.360467726807
11,2020-02-02,0,78.14597823910498,5685.680233863404,False,12,0.6661634713808233,11371.360467726807
12,2020-02-03,0,78.14597823910498,5685.680233863404,False,13,0.7718974310617791,11371.360467726807
13,2020-02-04,0,78.14597823910498,5685.680233863404,False,14,0.8944122430765366,11371.360467726807
14,2020-02-05,0,78.14597823910498,5685.680233863404,False,15,1.0363707149425985,11371.360467726807
15,2020-02-06,0,78.14597823910498,5685.680233863404,False,16,1.2008580369836168,11371.360467726807
16,2020-02-07,0,78.14597823910498,5685.680233863404,False,17,1.3914487289113358,11371.360467726807
17,2020-02-08,0,78.14597823910498,5685.680233863404,False,18,1.6122841790759437,11371.360467726807
18,2020-02-09,0,78.14597823910498,5685.680233863404,False,19,1.8681624461815916,11371.360467726807
19,2020-02-10,0,78.14597823910498,5685.680233863404,False,20,2.164642254346271,11371.360467726807
20,2020-02-11,0,78.14597823910498,5685.680233863404,False,21,2.508163413553537,11371.360467726807
21,2020-02-12,0,78.14597823910498,5685.680233863404,False,22,2.906186244697667,11371.360467726807
22,2020-02-13,0,78.14597823910498,5685.680233863404,False,23,3.3673529882426014,11371.360467726807
23,2020-02-14,0,78.14597823910498,5685.680233863404,False,24,3.901674635526084,11371.360467726807
24,2020-02-15,0,78.14597823910498,5685.680233863404,False,25,4.520747150384105,11371.360467726807
25,2020-02-16,0,78.14597823910498,5685.680233863404,False,26,5.238001655448265,11371.360467726807
26,2020-02-17,0,78.14597823910498,5685.680233863404,False,27,6.068993852568436,11371.360467726807
27,2020-02-18,0,78.14597823910498,5685.680233863404,False,28,7.031738741695987,11371.360467726807
28,2020-02-19,0,78.14597823910498,5685.680233863404,False,29,8.147097609490618,11371.360467726807
29,2020-02-20,0,78.14597823910498,5685.680233863404,False,30,9.43922529089049,11371.360467726807
30,2020-02-21,0,78.14597823910498,5685.680233863404,False,31,10.936086877372672,11371.360467726807
31,2020-02-22,0,78.14597823910498,5685.680233863404,False,32,12.670054368091629,11371.360467726807
32,2020-02-23,0,78.14597823910498,5685.680233863404,False,33,14.678595247274357,11371.360467726807
33,2020-02-24,0,78.14597823910498,5685.680233863404,False,34,17.005066634182967,11371.360467726807
34,2020-02-25,0,78.14597823910498,5685.680233863404,False,35,19.699630498391112,11371.360467726807
35,2020-02-26,0,78.14597823910498,5685.680233863404,False,36,22.820307465450128,11371.360467726807
36,2020-02-27,0,78.14597823910498,5685.680233863404,False,37,26.434188950307295,11371.360467726807
37,2020-02-28,0,78.14597823910498,5685.680233863404,False,38,30.618829729763345,11371.360467726807
38,2020-02-29,0,78.14597823910498,5685.680233863404,False,39,35.4638455646123,11371.360467726807
39,2020-03-01,0,78.14597823910498,5685.680233863404,False,40,41.072743045417816,11371.360467726807
40,2020-03-02,0,78.14597823910498,5685.680233863404,False,41,47.56501136659866,11371.360467726807
41,2020-03-03,1,78.14597823910498,5685.680233863404,False,42,55.07850808714605,11371.360467726807
42,2020-03-04,1,78.14597823910498,5685.680233863404,False,43,63.772172903798726,11371.360467726807
43,2020-03-05,4,78.14597823910498,5685.680233863404,False,44,73.82910474884814,11371.360467726807
44,2020-03-06,4,78.14597823910498,5685.680233863404,False,45,85.46003772215684,11371.360467726807
45,2020-03-07,4,78.14597823910498,5685.680233863404,False,46,98.90724992172149,11371.360467726807
46,2020-03-08,8,78.14597823910498,5685.680233863404,False,47,114.44893540957897,11371.360467726807
47,2020-03-09,8,78.14597823910498,5685.680233863404,False,48,132.40406236787513,11371.360467726807
48,2020-03-10,13,78.14597823910498,5685.680233863404,False,49,153.13772870681612,11371.360467726807
49,2020-03-11,23,78.14597823910498,5685.680233863404,False,50,177.06700838686777,11371.360467726807
50,2020-03-12,23,78.14597823910498,5685.680233863404,False,51,204.66725552909713,11371.360467726807
51,2020-03-13,43,78.14597823910498,5685.680233863404,False,52,236.47879660648428,11371.360467726807
52,2020-03-14,61,78.14597823910498,5685.680233863404,False,53,273.11389081380975,11371.360467726807
53,2020-03-15,74,78.14597823910498,5685.680233863404,False,54,315.26377193198664,11371.360467726807
54,2020-03-16,155,78.14597823910498,5685.680233863404,False,55,363.7054982861758,11371.360467726807
55,2020-03-17,201,78.14597823910498,5685.680233863404,False,56,419.30822756312307,11371.360467726807
56,2020-03-18,238,78.14597823910498,5685.680233863404,False,57,483.038397870289,11371.360467726807
57,2020-03-19,238,78.14597823910498,5685.680233863404,False,58,555.9631347269734,11371.360467726807
58,2020-03-20,434,78.14597823910498,5685.680233863404,False,59,639.2510179362531,11371.360467726807
59,2020-03-21,537,78.14597823910498,5685.680233863404,False,60,734.1691396293841,11371.360467726807
60,2020-03-22,632,78.14597823910498,5685.680233863404,False,61,842.075179564809,11371.360467726807
61,2020-03-23,746,78.14597823910498,5685.680233863404,False,62,964.4030403163651,11371.360467726807
62,2020-03-24,922,78.14597823910498,5685.680233863404,False,63,1102.6404602549176,11371.360467726807
63,2020-03-25,1142,78.14597823910498,5685.680233863404,False,64,1258.2970076942427,11371.360467726807
64,2020-03-26,1306,78.14597823910498,5685.680233863404,False,65,1432.8610210461982,11371.360467726807
65,2020-03-27,1610,78.14597823910498,5685.680233863404,False,66,1627.7444733920295,11371.360467726807
66,2020-03-28,1909,78.14597823910498,5685.680233863404,False,67,1844.215481828011,11371.360467726807
67,2020-03-29,2139,78.14597823910498,5685.680233863404,False,68,2083.319310901849,11371.360467726807
68,2020-03-30,2449,78.14597823910498,5685.680233863404,False,69,2345.790250041187,11371.360467726807
69,2020-03-31,2738,78.14597823910498,5685.680233863404,False,70,2631.958615340302,11371.360467726807
70,2020-04-01,3031,78.14597823910498,5685.680233863404,False,71,2941.6591667802813,11371.360467726807
71,2020-04-02,3404,78.14597823910498,5685.680233863404,False,72,3274.149146996615,11371.360467726807
72,2020-04-03,3737,78.14597823910498,5685.680233863404,False,73,3628.045525856456,11371.360467726807
73,2020-04-04,4161,78.14597823910498,5685.680233863404,False,74,4001.291405370349,11371.360467726807
74,2020-04-05,4471,78.14597823910498,5685.680233863404,False,75,4391.160476642752,11371.360467726807
75,2020-04-06,4815,78.14597823910498,5685.680233863404,False,76,4794.305686951445,11371.360467726807
76,2020-04-07,5116,78.14597823910498,5685.680233863404,False,77,5206.853959730991,11371.360467726807
77,2020-04-08,5546,78.14597823910498,5685.680233863404,False,78,5624.543409262644,11371.360467726807
