,Report_Date,India_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,88.51122713448784,12546.79305123706,False,1,0.28579053310810126,25093.586102474113
1,2020-01-23,0,88.51122713448784,12546.79305123706,False,2,0.3254896323479829,25093.586102474113
2,2020-01-24,0,88.51122713448784,12546.79305123706,False,3,0.3707032431456913,25093.586102474113
3,2020-01-25,0,88.51122713448784,12546.79305123706,False,4,0.42219734955090465,25093.586102474113
4,2020-01-26,0,88.51122713448784,12546.79305123706,False,5,0.48084432616121314,25093.586102474113
5,2020-01-27,0,88.51122713448784,12546.79305123706,False,6,0.547637712988508,25093.586102474113
6,2020-01-28,0,88.51122713448784,12546.79305123706,False,7,0.6237090415332822,25093.586102474113
7,2020-01-29,0,88.51122713448784,12546.79305123706,False,8,0.7103469966492324,25093.586102474113
8,2020-01-30,1,88.51122713448784,12546.79305123706,False,9,0.8090192382071435,25093.586102474113
9,2020-01-31,1,88.51122713448784,12546.79305123706,False,10,0.9213972514391962,25093.586102474113
10,2020-02-01,1,88.51122713448784,12546.79305123706,False,11,1.0493846459097422,25093.586102474113
11,2020-02-02,2,88.51122713448784,12546.79305123706,False,12,1.1951493811644553,25093.586102474113
12,2020-02-03,3,88.51122713448784,12546.79305123706,False,13,1.3611604632190437,25093.586102474113
13,2020-02-04,3,88.51122713448784,12546.79305123706,False,14,1.5502297312529707,25093.586102474113
14,2020-02-05,3,88.51122713448784,12546.79305123706,False,15,1.7655594394100034,25093.586102474113
15,2020-02-06,3,88.51122713448784,12546.79305123706,False,16,2.0107964358771824,25093.586102474113
16,2020-02-07,3,88.51122713448784,12546.79305123706,False,17,2.2900938520027223,25093.586102474113
17,2020-02-08,3,88.51122713448784,12546.79305123706,False,18,2.608181339914515,25093.586102474113
18,2020-02-09,3,88.51122713448784,12546.79305123706,False,19,2.9704450399393907,25093.586102474113
19,2020-02-10,3,88.51122713448784,12546.79305123706,False,20,3.3830186213836737,25093.586102474113
20,2020-02-11,3,88.51122713448784,12546.79305123706,False,21,3.8528869244912483,25093.586102474113
21,2020-02-12,3,88.51122713448784,12546.79305123706,False,22,4.388003940540328,25093.586102474113
22,2020-02-13,3,88.51122713448784,12546.79305123706,False,23,4.997427104322845,25093.586102474113
23,2020-02-14,3,88.51122713448784,12546.79305123706,False,24,5.691470142308528,25093.586102474113
24,2020-02-15,3,88.51122713448784,12546.79305123706,False,25,6.481877024692289,25093.586102474113
25,2020-02-16,3,88.51122713448784,12546.79305123706,False,26,7.382019914782619,25093.586102474113
26,2020-02-17,3,88.51122713448784,12546.79305123706,False,27,8.407124399828362,25093.586102474113
27,2020-02-18,3,88.51122713448784,12546.79305123706,False,28,9.574525728943412,25093.586102474113
28,2020-02-19,3,88.51122713448784,12546.79305123706,False,29,10.90396028236161,25093.586102474113
29,2020-02-20,3,88.51122713448784,12546.79305123706,False,30,12.417897058480243,25093.586102474113
30,2020-02-21,3,88.51122713448784,12546.79305123706,False,31,14.14191459822289,25093.586102474113
31,2020-02-22,3,88.51122713448784,12546.79305123706,False,32,16.105129477878243,25093.586102474113
32,2020-02-23,3,88.51122713448784,12546.79305123706,False,33,18.34068329990585,25093.586102474113
33,2020-02-24,3,88.51122713448784,12546.79305123706,False,34,20.88629600472758,25093.586102474113
34,2020-02-25,3,88.51122713448784,12546.79305123706,False,35,23.784894323870294,25093.586102474113
35,2020-02-26,3,88.51122713448784,12546.79305123706,False,36,27.085325304485053,25093.586102474113
36,2020-02-27,3,88.51122713448784,12546.79305123706,False,37,30.843166065201444,25093.586102474113
37,2020-02-28,3,88.51122713448784,12546.79305123706,False,38,35.12164230034734,25093.586102474113
38,2020-02-29,3,88.51122713448784,12546.79305123706,False,39,39.99266953878195,25093.586102474113
39,2020-03-01,3,88.51122713448784,12546.79305123706,False,40,45.53803278704251,25093.586102474113
40,2020-03-02,5,88.51122713448784,12546.79305123706,False,41,51.85072194197554,25093.586102474113
41,2020-03-03,5,88.51122713448784,12546.79305123706,False,42,59.03644223712251,25093.586102474113
42,2020-03-04,28,88.51122713448784,12546.79305123706,False,43,67.2153209728458,25093.586102474113
43,2020-03-05,30,88.51122713448784,12546.79305123706,False,44,76.52383384371875,25093.586102474113
44,2020-03-06,31,88.51122713448784,12546.79305123706,False,45,87.11697627335866,25093.586102474113
45,2020-03-07,34,88.51122713448784,12546.79305123706,False,46,99.17070723079557,25093.586102474113
46,2020-03-08,39,88.51122713448784,12546.79305123706,False,47,112.88469493996209,25093.586102474113
47,2020-03-09,43,88.51122713448784,12546.79305123706,False,48,128.48539557507945,25093.586102474113
48,2020-03-10,56,88.51122713448784,12546.79305123706,False,49,146.22949728308927,25093.586102474113
49,2020-03-11,62,88.51122713448784,12546.79305123706,False,50,166.40776245392044,25093.586102474113
50,2020-03-12,73,88.51122713448784,12546.79305123706,False,51,189.3493007594197,25093.586102474113
51,2020-03-13,82,88.51122713448784,12546.79305123706,False,52,215.42630369797607,25093.586102474113
52,2020-03-14,102,88.51122713448784,12546.79305123706,False,53,245.05926769512735,25093.586102474113
53,2020-03-15,113,88.51122713448784,12546.79305123706,False,54,278.7227265624357,25093.586102474113
54,2020-03-16,119,88.51122713448784,12546.79305123706,False,55,316.95150448379854,25093.586102474113
55,2020-03-17,142,88.51122713448784,12546.79305123706,False,56,360.34748666359997,25093.586102474113
56,2020-03-18,156,88.51122713448784,12546.79305123706,False,57,409.5868851007528,25093.586102474113
57,2020-03-19,194,88.51122713448784,12546.79305123706,False,58,465.4279501769804,25093.586102474113
58,2020-03-20,244,88.51122713448784,12546.79305123706,False,59,528.7190431562534,25093.586102474113
59,2020-03-21,330,88.51122713448784,12546.79305123706,False,60,600.4069383531073,25093.586102474113
60,2020-03-22,396,88.51122713448784,12546.79305123706,False,61,681.5451645440937,25093.586102474113
61,2020-03-23,499,88.51122713448784,12546.79305123706,False,62,773.3021210230494,25093.586102474113
62,2020-03-24,536,88.51122713448784,12546.79305123706,False,63,876.9686125414711,25093.586102474113
63,2020-03-25,657,88.51122713448784,12546.79305123706,False,64,993.964337699329,25093.586102474113
64,2020-03-26,727,88.51122713448784,12546.79305123706,False,65,1125.842736561127,25093.586102474113
65,2020-03-27,887,88.51122713448784,12546.79305123706,False,66,1274.2934563591496,25093.586102474113
66,2020-03-28,987,88.51122713448784,12546.79305123706,False,67,1441.1415325717287,25093.586102474113
67,2020-03-29,1024,88.51122713448784,12546.79305123706,False,68,1628.342213467811,25093.586102474113
68,2020-03-30,1251,88.51122713448784,12546.79305123706,False,69,1837.9701913150184,25093.586102474113
69,2020-03-31,1397,88.51122713448784,12546.79305123706,False,70,2072.2018610720384,25093.586102474113
70,2020-04-01,1998,88.51122713448784,12546.79305123706,False,71,2333.2891333186517,25093.586102474113
71,2020-04-02,2543,88.51122713448784,12546.79305123706,False,72,2623.52331658982,25093.586102474113
72,2020-04-03,2567,88.51122713448784,12546.79305123706,False,73,2945.1876975031655,25093.586102474113
73,2020-04-04,3082,88.51122713448784,12546.79305123706,False,74,3300.4977336073002,25093.586102474113
74,2020-04-05,3588,88.51122713448784,12546.79305123706,False,75,3691.5282838312796,25093.586102474113
75,2020-04-06,4778,88.51122713448784,12546.79305123706,False,76,4120.128078493882,25093.586102474113
76,2020-04-07,5311,88.51122713448784,12546.79305123706,False,77,4587.822700548813,25093.586102474113
77,2020-04-08,5916,88.51122713448784,12546.79305123706,False,78,5095.708704165338,25093.586102474113
