,Report_Date,Peru_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
57,2020-03-19,234,89.55879618501992,8737.010805144904,False,58,297.19342587257887,17474.021610289805
58,2020-03-20,234,89.55879618501992,8737.010805144904,False,59,337.17577305007694,17474.021610289805
59,2020-03-21,318,89.55879618501992,8737.010805144904,False,60,382.41731404163824,17474.021610289805
60,2020-03-22,363,89.55879618501992,8737.010805144904,False,61,433.5756842222634,17474.021610289805
61,2020-03-23,395,89.55879618501992,8737.010805144904,False,62,491.38107388914636,17474.021610289805
62,2020-03-24,416,89.55879618501992,8737.010805144904,False,63,556.6414738325569,17474.021610289805
63,2020-03-25,480,89.55879618501992,8737.010805144904,False,64,630.2474655562418,17474.021610289805
64,2020-03-26,580,89.55879618501992,8737.010805144904,False,65,713.1762358023108,17474.021610289805
65,2020-03-27,635,89.55879618501992,8737.010805144904,False,66,806.4944101274572,17474.021610289805
66,2020-03-28,671,89.55879618501992,8737.010805144904,False,67,911.3592044074801,17474.021610289805
67,2020-03-29,852,89.55879618501992,8737.010805144904,False,68,1029.0172889615521,17474.021610289805
68,2020-03-30,950,89.55879618501992,8737.010805144904,False,69,1160.800652516191,17474.021610289805
69,2020-03-31,1065,89.55879618501992,8737.010805144904,False,70,1308.1186506990923,17474.021610289805
70,2020-04-01,1323,89.55879618501992,8737.010805144904,False,71,1472.4453384394426,17474.021610289805
71,2020-04-02,1414,89.55879618501992,8737.010805144904,False,72,1655.3011346117244,17474.021610289805
72,2020-04-03,1595,89.55879618501992,8737.010805144904,False,73,1858.2278727242165,17474.021610289805
73,2020-04-04,1746,89.55879618501992,8737.010805144904,False,74,2082.756380514828,17474.021610289805
74,2020-04-05,2281,89.55879618501992,8737.010805144904,False,75,2330.3659344783055,17474.021610289805
75,2020-04-06,2561,89.55879618501992,8737.010805144904,False,76,2602.4352834175506,17474.021610289805
76,2020-04-07,2954,89.55879618501992,8737.010805144904,False,77,2900.1854539906813,17474.021610289805
77,2020-04-08,4342,89.55879618501992,8737.010805144904,False,78,3224.6152544090273,17474.021610289805
