,Report_Date,France_st martin_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,77.89988115316874,34.36885888656126,True,1,0.0010931486755576395,55.68997624094311
1,2020-01-23,0,77.89988115316874,34.36885888656126,True,2,0.0012620530147312682,55.68997624094311
2,2020-01-24,0,77.89988115316874,34.36885888656126,True,3,0.0014570545094783685,55.68997624094311
3,2020-01-25,0,77.89988115316874,34.36885888656126,True,4,0.0016821852079204143,55.68997624094311
4,2020-01-26,0,77.89988115316874,34.36885888656126,True,5,0.0019421000541148968,55.68997624094311
5,2020-01-27,0,77.89988115316874,34.36885888656126,True,6,0.0022421730964954202,55.68997624094311
6,2020-01-28,0,77.89988115316874,34.36885888656126,True,7,0.002588608549245511,55.68997624094311
7,2020-01-29,0,77.89988115316874,34.36885888656126,True,8,0.0029885689973825538,55.68997624094311
8,2020-01-30,0,77.89988115316874,34.36885888656126,True,9,0.003450323388882748,55.68997624094311
9,2020-01-31,0,77.89988115316874,34.36885888656126,True,10,0.003983417863740232,55.68997624094311
10,2020-02-01,0,77.89988115316874,34.36885888656126,True,11,0.004598872938613097,55.68997624094311
11,2020-02-02,0,77.89988115316874,34.36885888656126,True,12,0.005309411106069437,55.68997624094311
12,2020-02-03,0,77.89988115316874,34.36885888656126,True,13,0.006129719530195455,55.68997624094311
13,2020-02-04,0,77.89988115316874,34.36885888656126,True,14,0.0070767532378278085,55.68997624094311
14,2020-02-05,0,77.89988115316874,34.36885888656126,True,15,0.008170085031075056,55.68997624094311
15,2020-02-06,0,77.89988115316874,34.36885888656126,True,16,0.009432309298273437,55.68997624094311
16,2020-02-07,0,77.89988115316874,34.36885888656126,True,17,0.0108895079955387,55.68997624094311
17,2020-02-08,0,77.89988115316874,34.36885888656126,True,18,0.012571788330650866,55.68997624094311
18,2020-02-09,0,77.89988115316874,34.36885888656126,True,19,0.014513903129030342,55.68997624094311
19,2020-02-10,0,77.89988115316874,34.36885888656126,True,20,0.01675596652510093,55.68997624094311
20,2020-02-11,0,77.89988115316874,34.36885888656126,True,21,0.01934427953196173,55.68997624094311
21,2020-02-12,0,77.89988115316874,34.36885888656126,True,22,0.022332282232401964,55.68997624094311
22,2020-02-13,0,77.89988115316874,34.36885888656126,True,23,0.025781651843403093,55.68997624094311
23,2020-02-14,0,77.89988115316874,34.36885888656126,True,24,0.029763568777253047,55.68997624094311
24,2020-02-15,0,77.89988115316874,34.36885888656126,True,25,0.03436017610262937,55.68997624094311
25,2020-02-16,0,77.89988115316874,34.36885888656126,True,26,0.03966626155038871,55.68997624094311
26,2020-02-17,0,77.89988115316874,34.36885888656126,True,27,0.04579119546752369,55.68997624094311
27,2020-02-18,0,77.89988115316874,34.36885888656126,True,28,0.0528611629587597,55.68997624094311
28,2020-02-19,0,77.89988115316874,34.36885888656126,True,29,0.0610217339312427,55.68997624094311
29,2020-02-20,0,77.89988115316874,34.36885888656126,True,30,0.07044082093743963,55.68997624094311
30,2020-02-21,0,77.89988115316874,34.36885888656126,True,31,0.08131208165689945,55.68997624094311
31,2020-02-22,0,77.89988115316874,34.36885888656126,True,32,0.09385883062562349,55.68997624094311
32,2020-02-23,0,77.89988115316874,34.36885888656126,True,33,0.10833853345813717,55.68997624094311
33,2020-02-24,0,77.89988115316874,34.36885888656126,True,34,0.12504796633860743,55.68997624094311
34,2020-02-25,0,77.89988115316874,34.36885888656126,True,35,0.14432913398015848,55.68997624094311
35,2020-02-26,0,77.89988115316874,34.36885888656126,True,36,0.16657605051735558,55.68997624094311
36,2020-02-27,0,77.89988115316874,34.36885888656126,True,37,0.1922424997913851,55.68997624094311
37,2020-02-28,0,77.89988115316874,34.36885888656126,True,38,0.2218509040032429,55.68997624094311
38,2020-02-29,0,77.89988115316874,34.36885888656126,True,39,0.2560024424099126,55.68997624094311
39,2020-03-01,0,77.89988115316874,34.36885888656126,True,40,0.2953885741069637,55.68997624094311
40,2020-03-02,0,77.89988115316874,34.36885888656126,True,41,0.3408041302229986,55.68997624094311
41,2020-03-03,0,77.89988115316874,34.36885888656126,True,42,0.3931621499715427,55.68997624094311
42,2020-03-04,0,77.89988115316874,34.36885888656126,True,43,0.4535106404674689,55.68997624094311
43,2020-03-05,0,77.89988115316874,34.36885888656126,True,44,0.5230514399731694,55.68997624094311
44,2020-03-06,0,77.89988115316874,34.36885888656126,True,45,0.6031613555472676,55.68997624094311
45,2020-03-07,0,77.89988115316874,34.36885888656126,True,46,0.695415725291639,55.68997624094311
46,2020-03-08,0,77.89988115316874,34.36885888656126,True,47,0.8016145177965143,55.68997624094311
47,2020-03-09,2,77.89988115316874,34.36885888656126,True,48,0.9238110208986626,55.68997624094311
48,2020-03-10,2,77.89988115316874,34.36885888656126,True,49,1.0643430808471501,55.68997624094311
49,2020-03-11,2,77.89988115316874,34.36885888656126,True,50,1.2258667219727606,55.68997624094311
50,2020-03-12,2,77.89988115316874,34.36885888656126,True,51,1.4113917946011354,55.68997624094311
51,2020-03-13,2,77.89988115316874,34.36885888656126,True,52,1.6243190519344406,55.68997624094311
52,2020-03-14,2,77.89988115316874,34.36885888656126,True,53,1.8684777300289428,55.68997624094311
53,2020-03-15,2,77.89988115316874,34.36885888656126,True,54,2.148162283039926,55.68997624094311
54,2020-03-16,2,77.89988115316874,34.36885888656126,True,55,2.4681663934463547,55.68997624094311
55,2020-03-17,2,77.89988115316874,34.36885888656126,True,56,2.8338117220215446,55.68997624094311
56,2020-03-18,3,77.89988115316874,34.36885888656126,True,57,3.2509680800162526,55.68997624094311
57,2020-03-19,4,77.89988115316874,34.36885888656126,True,58,3.7260608044127586,55.68997624094311
58,2020-03-20,4,77.89988115316874,34.36885888656126,True,59,4.266060125115412,55.68997624094311
59,2020-03-21,4,77.89988115316874,34.36885888656126,True,60,4.878446290577218,55.68997624094311
60,2020-03-22,5,77.89988115316874,34.36885888656126,True,61,5.571143268725209,55.68997624094311
61,2020-03-23,8,77.89988115316874,34.36885888656126,True,62,6.352413121693211,55.68997624094311
62,2020-03-24,8,77.89988115316874,34.36885888656126,True,63,7.230702889638981,55.68997624094311
63,2020-03-25,11,77.89988115316874,34.36885888656126,True,64,8.214436302367954,55.68997624094311
64,2020-03-26,11,77.89988115316874,34.36885888656126,True,65,9.311744214823088,55.68997624094311
65,2020-03-27,11,77.89988115316874,34.36885888656126,True,66,10.530130701226728,55.68997624094311
66,2020-03-28,11,77.89988115316874,34.36885888656126,True,67,11.876076563069386,55.68997624094311
67,2020-03-29,11,77.89988115316874,34.36885888656126,True,68,13.35458877666517,55.68997624094311
68,2020-03-30,15,77.89988115316874,34.36885888656126,True,69,14.968713005869818,55.68997624094311
69,2020-03-31,15,77.89988115316874,34.36885888656126,True,70,16.71903617582579,55.68997624094311
70,2020-04-01,15,77.89988115316874,34.36885888656126,True,71,18.6032161293927,55.68997624094311
71,2020-04-02,22,77.89988115316874,34.36885888656126,True,72,20.6155838758537,55.68997624094311
72,2020-04-03,22,77.89988115316874,34.36885888656126,True,73,22.746868763422068,55.68997624094311
73,2020-04-04,24,77.89988115316874,34.36885888656126,True,74,24.98409586020319,55.68997624094311
74,2020-04-05,32,77.89988115316874,34.36885888656126,True,75,27.31069620001997,55.68997624094311
75,2020-04-06,32,77.89988115316874,34.36885888656126,True,76,29.706853779807926,55.68997624094311
76,2020-04-07,32,77.89988115316874,34.36885888656126,True,77,32.1500894294536,55.68997624094311
77,2020-04-08,32,77.89988115316874,34.36885888656126,True,78,34.61605395258497,55.68997624094311
