,Report_Date,Canada_ontario_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,85.43741269122633,9688.0382498842,False,1,0.221709044542696,19376.076499768416
1,2020-01-23,0,85.43741269122633,9688.0382498842,False,2,0.2536910015180801,19376.076499768416
2,2020-01-24,0,85.43741269122633,9688.0382498842,False,3,0.29028634830782946,19376.076499768416
3,2020-01-25,0,85.43741269122633,9688.0382498842,False,4,0.33216054393476185,19376.076499768416
4,2020-01-26,1,85.43741269122633,9688.0382498842,False,5,0.3800750300335619,19376.076499768416
5,2020-01-27,1,85.43741269122633,9688.0382498842,False,6,0.43490107287613133,19376.076499768416
6,2020-01-28,1,85.43741269122633,9688.0382498842,False,7,0.4976356009765234,19376.076499768416
7,2020-01-29,1,85.43741269122633,9688.0382498842,False,8,0.5694193257788295,19376.076499768416
8,2020-01-30,1,85.43741269122633,9688.0382498842,False,9,0.6515574742914758,19376.076499768416
9,2020-01-31,3,85.43741269122633,9688.0382498842,False,10,0.7455435098227816,19376.076499768416
10,2020-02-01,3,85.43741269122633,9688.0382498842,False,11,0.8530862710400945,19376.076499768416
11,2020-02-02,3,85.43741269122633,9688.0382498842,False,12,0.9761410213816599,19376.076499768416
12,2020-02-03,3,85.43741269122633,9688.0382498842,False,13,1.1169449714944597,19376.076499768416
13,2020-02-04,3,85.43741269122633,9688.0382498842,False,14,1.2780579181030818,19376.076499768416
14,2020-02-05,3,85.43741269122633,9688.0382498842,False,15,1.4624087349576531,19376.076499768416
15,2020-02-06,3,85.43741269122633,9688.0382498842,False,16,1.6733485568818887,19376.076499768416
16,2020-02-07,3,85.43741269122633,9688.0382498842,False,17,1.914711618284987,19376.076499768416
17,2020-02-08,3,85.43741269122633,9688.0382498842,False,18,2.190884844901562,19376.076499768416
18,2020-02-09,3,85.43741269122633,9688.0382498842,False,19,2.5068874543494943,19376.076499768416
19,2020-02-10,3,85.43741269122633,9688.0382498842,False,20,2.868462000026621,19376.076499768416
20,2020-02-11,3,85.43741269122633,9688.0382498842,False,21,3.2821784969327616,19376.076499768416
21,2020-02-12,3,85.43741269122633,9688.0382498842,False,22,3.7555535006206906,19376.076499768416
22,2020-02-13,3,85.43741269122633,9688.0382498842,False,23,4.297186275493943,19376.076499768416
23,2020-02-14,3,85.43741269122633,9688.0382498842,False,24,4.916914490397183,19376.076499768416
24,2020-02-15,3,85.43741269122633,9688.0382498842,False,25,5.625992222715637,19376.076499768416
25,2020-02-16,3,85.43741269122633,9688.0382498842,False,26,6.437293442396361,19376.076499768416
26,2020-02-17,3,85.43741269122633,9688.0382498842,False,27,7.365544590398016,19376.076499768416
27,2020-02-18,3,85.43741269122633,9688.0382498842,False,28,8.427590368656379,19376.076499768416
28,2020-02-19,3,85.43741269122633,9688.0382498842,False,29,9.642697427941323,19376.076499768416
29,2020-02-20,3,85.43741269122633,9688.0382498842,False,30,11.032901283824653,19376.076499768416
30,2020-02-21,3,85.43741269122633,9688.0382498842,False,31,12.623402517814974,19376.076499768416
31,2020-02-22,3,85.43741269122633,9688.0382498842,False,32,14.443019139496085,19376.076499768416
32,2020-02-23,3,85.43741269122633,9688.0382498842,False,33,16.52470290555314,19376.076499768416
33,2020-02-24,4,85.43741269122633,9688.0382498842,False,34,18.90612842236346,19376.076499768416
34,2020-02-25,4,85.43741269122633,9688.0382498842,False,35,21.630365009662164,19376.076499768416
35,2020-02-26,4,85.43741269122633,9688.0382498842,False,36,24.74664258229668,19376.076499768416
36,2020-02-27,6,85.43741269122633,9688.0382498842,False,37,28.311224222533518,19376.076499768416
37,2020-02-28,6,85.43741269122633,9688.0382498842,False,38,32.38839967173825,19376.076499768416
38,2020-02-29,11,85.43741269122633,9688.0382498842,False,39,37.05161566885952,19376.076499768416
39,2020-03-01,15,85.43741269122633,9688.0382498842,False,40,42.38476089996213,19376.076499768416
40,2020-03-02,18,85.43741269122633,9688.0382498842,False,41,48.483625286275924,19376.076499768416
41,2020-03-03,20,85.43741269122633,9688.0382498842,False,42,55.457555405178795,19376.076499768416
42,2020-03-04,20,85.43741269122633,9688.0382498842,False,43,63.431329971563116,19376.076499768416
43,2020-03-05,22,85.43741269122633,9688.0382498842,False,44,72.54728144819921,19376.076499768416
44,2020-03-06,25,85.43741269122633,9688.0382498842,False,45,82.96769191792062,19376.076499768416
45,2020-03-07,28,85.43741269122633,9688.0382498842,False,46,94.87749321676482,19376.076499768416
