,Report_Date,Canada_ontario_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
46,2020-03-08,29,85.43741269122633,9688.0382498842,False,47,108.48730282780129,19376.076499768416
47,2020-03-09,34,85.43741269122633,9688.0382498842,False,48,124.03682794189959,19376.076499768416
48,2020-03-10,36,85.43741269122633,9688.0382498842,False,49,141.79867009839404,19376.076499768416
49,2020-03-11,41,85.43741269122633,9688.0382498842,False,50,162.08256152205533,19376.076499768416
50,2020-03-12,42,85.43741269122633,9688.0382498842,False,51,185.24006114788173,19376.076499768416
51,2020-03-13,74,85.43741269122633,9688.0382498842,False,52,211.66973269758665,19376.076499768416
52,2020-03-14,79,85.43741269122633,9688.0382498842,False,53,241.82281818718025,19376.076499768416
53,2020-03-15,104,85.43741269122633,9688.0382498842,False,54,276.2094068380144,19376.076499768416
54,2020-03-16,177,85.43741269122633,9688.0382498842,False,55,315.40508022664926,19376.076499768416
55,2020-03-17,185,85.43741269122633,9688.0382498842,False,56,360.0579880692721,19376.076499768416
56,2020-03-18,221,85.43741269122633,9688.0382498842,False,57,410.8962734477323,19376.076499768416
57,2020-03-19,257,85.43741269122633,9688.0382498842,False,58,468.73571944478414,19376.076499768416
58,2020-03-20,308,85.43741269122633,9688.0382498842,False,59,534.487428771967,19376.076499768416
59,2020-03-21,377,85.43741269122633,9688.0382498842,False,60,609.1652716911505,19376.076499768416
60,2020-03-22,425,85.43741269122633,9688.0382498842,False,61,693.8927431709157,19376.076499768416
61,2020-03-23,503,85.43741269122633,9688.0382498842,False,62,789.9087561524846,19376.076499768416
62,2020-03-24,588,85.43741269122633,9688.0382498842,False,63,898.5717635115521,19376.076499768416
63,2020-03-25,688,85.43741269122633,9688.0382498842,False,64,1021.3614481894377,19376.076499768416
64,2020-03-26,858,85.43741269122633,9688.0382498842,False,65,1159.8770534097541,19376.076499768416
65,2020-03-27,994,85.43741269122633,9688.0382498842,False,66,1315.8312516072685,19376.076499768416
66,2020-03-28,1144,85.43741269122633,9688.0382498842,False,67,1491.0382862911558,19376.076499768416
67,2020-03-29,1355,85.43741269122633,9688.0382498842,False,68,1687.3949877103278,19376.076499768416
68,2020-03-30,1706,85.43741269122633,9688.0382498842,False,69,1906.8531919955365,19376.076499768416
69,2020-03-31,1966,85.43741269122633,9688.0382498842,False,70,2151.3821251140225,19376.076499768416
70,2020-04-01,2392,85.43741269122633,9688.0382498842,False,71,2422.9194968673646,19376.076499768416
71,2020-04-02,2793,85.43741269122633,9688.0382498842,False,72,2723.3104409537013,19376.076499768416
72,2020-04-03,3255,85.43741269122633,9688.0382498842,False,73,3054.2340877587576,19376.076499768416
73,2020-04-04,3630,85.43741269122633,9688.0382498842,False,74,3417.1185068648447,19376.076499768416
74,2020-04-05,4354,85.43741269122633,9688.0382498842,False,75,3813.0460169779108,19376.076499768416
75,2020-04-06,4347,85.43741269122633,9688.0382498842,False,76,4242.652394359971,19376.076499768416
76,2020-04-07,4726,85.43741269122633,9688.0382498842,False,77,4706.025211601554,19376.076499768416
77,2020-04-08,5276,85.43741269122633,9688.0382498842,False,78,5202.608220559906,19376.076499768416
