,Report_Date,Russia_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
62,2020-03-24,495,87.93428751748262,17050.837462071817,False,63,1255.4448795737828,34101.67492414365
63,2020-03-25,658,87.93428751748262,17050.837462071817,False,64,1423.7180104738816,34101.67492414365
64,2020-03-26,840,87.93428751748262,17050.837462071817,False,65,1613.4376787999736,34101.67492414365
65,2020-03-27,1036,87.93428751748262,17050.837462071817,False,66,1827.0252423393783,34101.67492414365
66,2020-03-28,1264,87.93428751748262,17050.837462071817,False,67,2067.0886117769746,34101.67492414365
67,2020-03-29,1534,87.93428751748262,17050.837462071817,False,68,2336.41182106153,34101.67492414365
68,2020-03-30,1836,87.93428751748262,17050.837462071817,False,69,2637.935869958453,34101.67492414365
69,2020-03-31,2337,87.93428751748262,17050.837462071817,False,70,2974.728808351171,34101.67492414365
70,2020-04-01,2777,87.93428751748262,17050.837462071817,False,71,3349.9429427613977,34101.67492414365
71,2020-04-02,3548,87.93428751748262,17050.837462071817,False,72,3766.7571010696915,34101.67492414365
72,2020-04-03,4149,87.93428751748262,17050.837462071817,False,73,4228.302157438332,34101.67492414365
73,2020-04-04,4731,87.93428751748262,17050.837462071817,False,74,4737.568568394594,34101.67492414365
74,2020-04-05,5389,87.93428751748262,17050.837462071817,False,75,5297.295572989128,34101.67492414365
75,2020-04-06,6343,87.93428751748262,17050.837462071817,False,76,5909.843018317152,34101.67492414365
76,2020-04-07,7497,87.93428751748262,17050.837462071817,False,77,6577.048503373362,34101.67492414365
77,2020-04-08,8672,87.93428751748262,17050.837462071817,False,78,7300.074645567952,34101.67492414365
