,Report_Date,Russia_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,87.93428751748262,17050.837462071817,False,1,0.3890013653293549,34101.67492414365
1,2020-01-23,0,87.93428751748262,17050.837462071817,False,2,0.44341195324250376,34101.67492414365
2,2020-01-24,0,87.93428751748262,17050.837462071817,False,3,0.5054329725361489,34101.67492414365
3,2020-01-25,0,87.93428751748262,17050.837462071817,False,4,0.5761288636255649,34101.67492414365
4,2020-01-26,0,87.93428751748262,17050.837462071817,False,5,0.6567129358187964,34101.67492414365
5,2020-01-27,0,87.93428751748262,17050.837462071817,False,6,0.7485681845718803,34101.67492414365
6,2020-01-28,0,87.93428751748262,17050.837462071817,False,7,0.853271018843945,34101.67492414365
7,2020-01-29,0,87.93428751748262,17050.837462071817,False,8,0.9726183050918679,34101.67492414365
8,2020-01-30,0,87.93428751748262,17050.837462071817,False,9,1.1086581911564541,34101.67492414365
9,2020-01-31,2,87.93428751748262,17050.837462071817,False,10,1.2637252378914619,34101.67492414365
10,2020-02-01,2,87.93428751748262,17050.837462071817,False,11,1.4404804599627805,34101.67492414365
11,2020-02-02,2,87.93428751748262,17050.837462071817,False,12,1.6419569610356428,34101.67492414365
12,2020-02-03,2,87.93428751748262,17050.837462071817,False,13,1.8716119439786165,34101.67492414365
13,2020-02-04,2,87.93428751748262,17050.837462071817,False,14,2.133385985339907,34101.67492414365
14,2020-02-05,2,87.93428751748262,17050.837462071817,False,15,2.431770587003907,34101.67492414365
15,2020-02-06,2,87.93428751748262,17050.837462071817,False,16,2.771885158665404,34101.67492414365
16,2020-02-07,2,87.93428751748262,17050.837462071817,False,17,3.1595647448885913,34101.67492414365
17,2020-02-08,2,87.93428751748262,17050.837462071817,False,18,3.601459992676717,34101.67492414365
18,2020-02-09,2,87.93428751748262,17050.837462071817,False,19,4.105151062636922,34101.67492414365
19,2020-02-10,2,87.93428751748262,17050.837462071817,False,20,4.679277422337188,34101.67492414365
20,2020-02-11,2,87.93428751748262,17050.837462071817,False,21,5.333685728098509,34101.67492414365
21,2020-02-12,2,87.93428751748262,17050.837462071817,False,22,6.079598305498723,34101.67492414365
22,2020-02-13,2,87.93428751748262,17050.837462071817,False,23,6.929805084061525,34101.67492414365
23,2020-02-14,2,87.93428751748262,17050.837462071817,False,24,7.898882233316106,34101.67492414365
24,2020-02-15,2,87.93428751748262,17050.837462071817,False,25,9.003441191618782,34101.67492414365
25,2020-02-16,2,87.93428751748262,17050.837462071817,False,26,10.262412282486116,34101.67492414365
26,2020-02-17,2,87.93428751748262,17050.837462071817,False,27,11.697367683085778,34101.67492414365
27,2020-02-18,2,87.93428751748262,17050.837462071817,False,28,13.332889154123569,34101.67492414365
28,2020-02-19,2,87.93428751748262,17050.837462071817,False,29,15.196986668608309,34101.67492414365
29,2020-02-20,2,87.93428751748262,17050.837462071817,False,30,17.32157489863864,34101.67492414365
30,2020-02-21,2,87.93428751748262,17050.837462071817,False,31,19.743015444999735,34101.67492414365
31,2020-02-22,2,87.93428751748262,17050.837462071817,False,32,22.502733735284792,34101.67492414365
32,2020-02-23,2,87.93428751748262,17050.837462071817,False,33,25.647920684394062,34101.67492414365
33,2020-02-24,2,87.93428751748262,17050.837462071817,False,34,29.232330518977577,34101.67492414365
34,2020-02-25,2,87.93428751748262,17050.837462071817,False,35,33.31718762717995,34101.67492414365
35,2020-02-26,2,87.93428751748262,17050.837462071817,False,36,37.97221691912156,34101.67492414365
36,2020-02-27,2,87.93428751748262,17050.837462071817,False,37,43.27681398318726,34101.67492414365
37,2020-02-28,2,87.93428751748262,17050.837462071817,False,38,49.321373307851175,34101.67492414365
38,2020-02-29,2,87.93428751748262,17050.837462071817,False,39,56.20879501488888,34101.67492414365
39,2020-03-01,2,87.93428751748262,17050.837462071817,False,40,64.05619291917964,34101.67492414365
40,2020-03-02,3,87.93428751748262,17050.837462071817,False,41,72.99682928778489,34101.67492414365
41,2020-03-03,3,87.93428751748262,17050.837462071817,False,42,83.18230440170205,34101.67492414365
42,2020-03-04,3,87.93428751748262,17050.837462071817,False,43,94.7850318991264,34101.67492414365
43,2020-03-05,4,87.93428751748262,17050.837462071817,False,44,108.00103385206103,34101.67492414365
44,2020-03-06,13,87.93428751748262,17050.837462071817,False,45,123.05309252653092,34101.67492414365
45,2020-03-07,13,87.93428751748262,17050.837462071817,False,46,140.19429869499916,34101.67492414365
46,2020-03-08,17,87.93428751748262,17050.837462071817,False,47,159.71203905869214,34101.67492414365
47,2020-03-09,17,87.93428751748262,17050.837462071817,False,48,181.93246759140436,34101.67492414365
48,2020-03-10,20,87.93428751748262,17050.837462071817,False,49,207.22550715593823,34101.67492414365
49,2020-03-11,20,87.93428751748262,17050.837462071817,False,50,236.01042819758533,34101.67492414365
50,2020-03-12,28,87.93428751748262,17050.837462071817,False,51,268.7620501969244,34101.67492414365
51,2020-03-13,45,87.93428751748262,17050.837462071817,False,52,306.01760823217086,34101.67492414365
52,2020-03-14,59,87.93428751748262,17050.837462071817,False,53,348.3843206463913,34101.67492414365
53,2020-03-15,63,87.93428751748262,17050.837462071817,False,54,396.54768340898096,34101.67492414365
54,2020-03-16,90,87.93428751748262,17050.837462071817,False,55,451.2805010210531,34101.67492414365
55,2020-03-17,114,87.93428751748262,17050.837462071817,False,56,513.4526411643538,34101.67492414365
56,2020-03-18,147,87.93428751748262,17050.837462071817,False,57,584.0414688284899,34101.67492414365
57,2020-03-19,199,87.93428751748262,17050.837462071817,False,58,664.142873118074,34101.67492414365
58,2020-03-20,253,87.93428751748262,17050.837462071817,False,59,754.9827437400548,34101.67492414365
59,2020-03-21,306,87.93428751748262,17050.837462071817,False,60,857.9286814015786,34101.67492414365
60,2020-03-22,367,87.93428751748262,17050.837462071817,False,61,974.5016339200803,34101.67492414365
61,2020-03-23,438,87.93428751748262,17050.837462071817,False,62,1106.3870346906917,34101.67492414365
