,Report_Date,Kenya_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,85.32928381494062,333.4645745717613,False,1,0.0076850339857834574,666.9291491435222
1,2020-01-23,0,85.32928381494062,333.4645745717613,False,2,0.008794402278899922,666.9291491435222
2,2020-01-24,0,85.32928381494062,333.4645745717613,False,3,0.010063910324253664,666.9291491435222
3,2020-01-25,0,85.32928381494062,333.4645745717613,False,4,0.011516673899138066,666.9291491435222
4,2020-01-26,0,85.32928381494062,333.4645745717613,False,5,0.013179145254595773,666.9291491435222
5,2020-01-27,0,85.32928381494062,333.4645745717613,False,6,0.015081594622058898,666.9291491435222
6,2020-01-28,0,85.32928381494062,333.4645745717613,False,7,0.01725866118692816,666.9291491435222
7,2020-01-29,0,85.32928381494062,333.4645745717613,False,8,0.0197499835442145,666.9291491435222
8,2020-01-30,0,85.32928381494062,333.4645745717613,False,9,0.022600921093130978,666.9291491435222
9,2020-01-31,0,85.32928381494062,333.4645745717613,False,10,0.025863379476183196,666.9291491435222
10,2020-02-01,0,85.32928381494062,333.4645745717613,False,11,0.029596755053348033,666.9291491435222
11,2020-02-02,0,85.32928381494062,333.4645745717613,False,12,0.033869015556978084,666.9291491435222
12,2020-02-03,0,85.32928381494062,333.4645745717613,False,13,0.03875793653644571,666.9291491435222
13,2020-02-04,0,85.32928381494062,333.4645745717613,False,14,0.04435251601690129,666.9291491435222
14,2020-02-05,0,85.32928381494062,333.4645745717613,False,15,0.05075459301355613,666.9291491435222
15,2020-02-06,0,85.32928381494062,333.4645745717613,False,16,0.05808069921813114,666.9291491435222
16,2020-02-07,0,85.32928381494062,333.4645745717613,False,17,0.06646417737176266,666.9291491435222
17,2020-02-08,0,85.32928381494062,333.4645745717613,False,18,0.076057604631633,666.9291491435222
18,2020-02-09,0,85.32928381494062,333.4645745717613,False,19,0.08703556470954739,666.9291491435222
19,2020-02-10,0,85.32928381494062,333.4645745717613,False,20,0.09959781880318565,666.9291491435222
20,2020-02-11,0,85.32928381494062,333.4645745717613,False,21,0.11397293246056951,666.9291491435222
21,2020-02-12,0,85.32928381494062,333.4645745717613,False,22,0.13042242363469275,666.9291491435222
22,2020-02-13,0,85.32928381494062,333.4645745717613,False,23,0.14924550643250317,666.9291491435222
23,2020-02-14,0,85.32928381494062,333.4645745717613,False,24,0.17078451559116006,666.9291491435222
24,2020-02-15,0,85.32928381494062,333.4645745717613,False,25,0.19543110869325225,666.9291491435222
25,2020-02-16,0,85.32928381494062,333.4645745717613,False,26,0.22363335674925908,666.9291491435222
26,2020-02-17,0,85.32928381494062,333.4645745717613,False,27,0.255903849238282,666.9291491435222
27,2020-02-18,0,85.32928381494062,333.4645745717613,False,28,0.29282895723673436,666.9291491435222
28,2020-02-19,0,85.32928381494062,333.4645745717613,False,29,0.3350794181309376,666.9291491435222
29,2020-02-20,0,85.32928381494062,333.4645745717613,False,30,0.3834224278767861,666.9291491435222
30,2020-02-21,0,85.32928381494062,333.4645745717613,False,31,0.4387354521315054,666.9291491435222
31,2020-02-22,0,85.32928381494062,333.4645745717613,False,32,0.5020219961502441,666.9291491435222
32,2020-02-23,0,85.32928381494062,333.4645745717613,False,33,0.5744296054375476,666.9291491435222
33,2020-02-24,0,85.32928381494062,333.4645745717613,False,34,0.6572704050990033,666.9291491435222
34,2020-02-25,0,85.32928381494062,333.4645745717613,False,35,0.7520445259726363,666.9291491435222
35,2020-02-26,0,85.32928381494062,333.4645745717613,False,36,0.8604668102294515,666.9291491435222
36,2020-02-27,0,85.32928381494062,333.4645745717613,False,37,0.9844972384653597,666.9291491435222
37,2020-02-28,0,85.32928381494062,333.4645745717613,False,38,1.1263755745270339,666.9291491435222
38,2020-02-29,0,85.32928381494062,333.4645745717613,False,39,1.2886607834570452,666.9291491435222
39,2020-03-01,0,85.32928381494062,333.4645745717613,False,40,1.4742758418517088,666.9291491435222
40,2020-03-02,0,85.32928381494062,333.4645745717613,False,41,1.6865586281652802,666.9291491435222
41,2020-03-03,0,85.32928381494062,333.4645745717613,False,42,1.9293196522467595,666.9291491435222
42,2020-03-04,0,85.32928381494062,333.4645745717613,False,43,2.2069074573090037,666.9291491435222
43,2020-03-05,0,85.32928381494062,333.4645745717613,False,44,2.5242826015327773,666.9291491435222
44,2020-03-06,0,85.32928381494062,333.4645745717613,False,45,2.887101197567096,666.9291491435222
45,2020-03-07,0,85.32928381494062,333.4645745717613,False,46,3.3018090519980867,666.9291491435222
46,2020-03-08,0,85.32928381494062,333.4645745717613,False,47,3.7757474974588012,666.9291491435222
47,2020-03-09,0,85.32928381494062,333.4645745717613,False,48,4.31727203933757,666.9291491435222
48,2020-03-10,0,85.32928381494062,333.4645745717613,False,49,4.935884936172851,666.9291491435222
49,2020-03-11,0,85.32928381494062,333.4645745717613,False,50,5.642382783509036,666.9291491435222
50,2020-03-12,0,85.32928381494062,333.4645745717613,False,51,6.449020056648332,666.9291491435222
51,2020-03-13,1,85.32928381494062,333.4645745717613,False,52,7.369689364527628,666.9291491435222
52,2020-03-14,1,85.32928381494062,333.4645745717613,False,53,8.420118844711844,666.9291491435222
53,2020-03-15,3,85.32928381494062,333.4645745717613,False,54,9.618086650635092,666.9291491435222
54,2020-03-16,3,85.32928381494062,333.4645745717613,False,55,10.98365180068391,666.9291491435222
55,2020-03-17,3,85.32928381494062,333.4645745717613,False,56,12.539399719204017,666.9291491435222
56,2020-03-18,3,85.32928381494062,333.4645745717613,False,57,14.31069953724249,666.9291491435222
57,2020-03-19,7,85.32928381494062,333.4645745717613,False,58,16.32596856229589,666.9291491435222
58,2020-03-20,7,85.32928381494062,333.4645745717613,False,59,18.616937191636136,666.9291491435222
59,2020-03-21,7,85.32928381494062,333.4645745717613,False,60,21.218904851530166,666.9291491435222
60,2020-03-22,15,85.32928381494062,333.4645745717613,False,61,24.170974220434285,666.9291491435222
61,2020-03-23,16,85.32928381494062,333.4645745717613,False,62,27.516246984135044,666.9291491435222
62,2020-03-24,25,85.32928381494062,333.4645745717613,False,63,31.30195966168223,666.9291491435222
63,2020-03-25,28,85.32928381494062,333.4645745717613,False,64,35.57953268894755,666.9291491435222
64,2020-03-26,31,85.32928381494062,333.4645745717613,False,65,40.4045001151682,666.9291491435222
65,2020-03-27,31,85.32928381494062,333.4645745717613,False,66,45.836281275253455,666.9291491435222
66,2020-03-28,38,85.32928381494062,333.4645745717613,False,67,51.93775017531926,666.9291491435222
67,2020-03-29,42,85.32928381494062,333.4645745717613,False,68,58.774553866028754,666.9291491435222
68,2020-03-30,50,85.32928381494062,333.4645745717613,False,69,66.414128886727,666.9291491435222
69,2020-03-31,59,85.32928381494062,333.4645745717613,False,70,74.9243663839188,666.9291491435222
70,2020-04-01,81,85.32928381494062,333.4645745717613,False,71,84.37188347548185,666.9291491435222
71,2020-04-02,110,85.32928381494062,333.4645745717613,False,72,94.81987274809258,666.9291491435222
72,2020-04-03,122,85.32928381494062,333.4645745717613,False,73,106.32552525031515,666.9291491435222
73,2020-04-04,126,85.32928381494062,333.4645745717613,False,74,118.93705628595116,666.9291491435222
74,2020-04-05,142,85.32928381494062,333.4645745717613,False,75,132.6904079584314,666.9291491435222
75,2020-04-06,158,85.32928381494062,333.4645745717613,False,76,147.6057562572999,666.9291491435222
76,2020-04-07,172,85.32928381494062,333.4645745717613,False,77,163.68400959967204,666.9291491435222
77,2020-04-08,179,85.32928381494062,333.4645745717613,False,78,180.90354340519494,666.9291491435222
