,Report_Date,Maldives_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,53.09033496415999,8.889258965149098,True,1,0.00022083568991978583,17.769357605513818
1,2020-01-23,0,53.09033496415999,8.889258965149098,True,2,0.00027431342117179025,17.769357605513818
2,2020-01-24,0,53.09033496415999,8.889258965149098,True,3,0.0003407411105048927,17.769357605513818
3,2020-01-25,0,53.09033496415999,8.889258965149098,True,4,0.00042325453431521243,17.769357605513818
4,2020-01-26,0,53.09033496415999,8.889258965149098,True,5,0.0005257487105334625,17.769357605513818
5,2020-01-27,0,53.09033496415999,8.889258965149098,True,6,0.0006530616882377637,17.769357605513818
6,2020-01-28,0,53.09033496415999,8.889258965149098,True,7,0.0008112028056510418,17.769357605513818
7,2020-01-29,0,53.09033496415999,8.889258965149098,True,8,0.0010076361640539982,17.769357605513818
8,2020-01-30,0,53.09033496415999,8.889258965149098,True,9,0.0012516326563459833,17.769357605513818
9,2020-01-31,0,53.09033496415999,8.889258965149098,True,10,0.0015547071014617717,17.769357605513818
10,2020-02-01,0,53.09033496415999,8.889258965149098,True,11,0.0019311610166784236,17.769357605513818
11,2020-02-02,0,53.09033496415999,8.889258965149098,True,12,0.0023987564898875916,17.769357605513818
12,2020-02-03,0,53.09033496415999,8.889258965149098,True,13,0.002979552715010874,17.769357605513818
13,2020-02-04,0,53.09033496415999,8.889258965149098,True,14,0.003700944297128017,17.769357605513818
14,2020-02-05,0,53.09033496415999,8.889258965149098,True,15,0.004596949749797062,17.769357605513818
15,2020-02-06,0,53.09033496415999,8.889258965149098,True,16,0.005709810095380454,17.769357605513818
16,2020-02-07,0,53.09033496415999,8.889258965149098,True,17,0.007091971620878154,17.769357605513818
17,2020-02-08,0,53.09033496415999,8.889258965149098,True,18,0.00880854420987154,17.769357605513818
18,2020-02-09,0,53.09033496415999,8.889258965149098,True,19,0.010940347940181042,17.769357605513818
19,2020-02-10,0,53.09033496415999,8.889258965149098,True,20,0.01358768658724625,17.769357605513818
20,2020-02-11,0,53.09033496415999,8.889258965149098,True,21,0.016875018186794533,17.769357605513818
21,2020-02-12,0,53.09033496415999,8.889258965149098,True,22,0.0209567308481387,17.769357605513818
22,2020-02-13,0,53.09033496415999,8.889258965149098,True,23,0.026024277560503736,17.769357605513818
23,2020-02-14,0,53.09033496415999,8.889258965149098,True,24,0.032314977716288266,17.769357605513818
24,2020-02-15,0,53.09033496415999,8.889258965149098,True,25,0.04012285615436238,17.769357605513818
25,2020-02-16,0,53.09033496415999,8.889258965149098,True,26,0.049811962820050806,17.769357605513818
26,2020-02-17,0,53.09033496415999,8.889258965149098,True,27,0.06183269672299093,17.769357605513818
27,2020-02-18,0,53.09033496415999,8.889258965149098,True,28,0.07674174401209545,17.769357605513818
28,2020-02-19,0,53.09033496415999,8.889258965149098,True,29,0.09522632593256852,17.769357605513818
29,2020-02-20,0,53.09033496415999,8.889258965149098,True,30,0.11813352763093916,17.769357605513818
30,2020-02-21,0,53.09033496415999,8.889258965149098,True,31,0.1465055252327677,17.769357605513818
31,2020-02-22,0,53.09033496415999,8.889258965149098,True,32,0.18162151713541172,17.769357605513818
32,2020-02-23,0,53.09033496415999,8.889258965149098,True,33,0.22504705049465204,17.769357605513818
33,2020-02-24,0,53.09033496415999,8.889258965149098,True,34,0.27869114689782654,17.769357605513818
34,2020-02-25,0,53.09033496415999,8.889258965149098,True,35,0.3448710727565531,17.769357605513818
35,2020-02-26,0,53.09033496415999,8.889258965149098,True,36,0.4263836316873469,17.769357605513818
36,2020-02-27,0,53.09033496415999,8.889258965149098,True,37,0.5265802958384292,17.769357605513818
37,2020-02-28,0,53.09033496415999,8.889258965149098,True,38,0.6494411187849575,17.769357605513818
