,Report_Date,Bolivia_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,78.96325630890388,225.53204234593008,False,1,0.005218597646722778,451.0640846368792
1,2020-01-23,0,78.96325630890388,225.53204234593008,False,2,0.0060377289947054005,451.0640846368792
2,2020-01-24,0,78.96325630890388,225.53204234593008,False,3,0.00698543238817505,451.0640846368792
3,2020-01-25,0,78.96325630890388,225.53204234593008,False,4,0.008081888007890156,451.0640846368792
4,2020-01-26,0,78.96325630890388,225.53204234593008,False,5,0.009350443211024856,451.0640846368792
5,2020-01-27,0,78.96325630890388,225.53204234593008,False,6,0.010818109526076041,451.0640846368792
6,2020-01-28,0,78.96325630890388,225.53204234593008,False,7,0.012516137610297526,451.0640846368792
7,2020-01-29,0,78.96325630890388,225.53204234593008,False,8,0.014480682390617844,451.0640846368792
8,2020-01-30,0,78.96325630890388,225.53204234593008,False,9,0.016753572521684846,451.0640846368792
9,2020-01-31,0,78.96325630890388,225.53204234593008,False,10,0.0193832005057031,451.0640846368792
10,2020-02-01,0,78.96325630890388,225.53204234593008,False,11,0.022425552374277066,451.0640846368792
11,2020-02-02,0,78.96325630890388,225.53204234593008,False,12,0.02594539878576775,451.0640846368792
12,2020-02-03,0,78.96325630890388,225.53204234593008,False,13,0.030017672803999192,451.0640846368792
13,2020-02-04,0,78.96325630890388,225.53204234593008,False,14,0.03472906356603476,451.0640846368792
14,2020-02-05,0,78.96325630890388,225.53204234593008,False,15,0.04017985959925202,451.0640846368792
15,2020-02-06,0,78.96325630890388,225.53204234593008,False,16,0.046486080804184225,451.0640846368792
16,2020-02-07,0,78.96325630890388,225.53204234593008,False,17,0.05378194418635591,451.0640846368792
17,2020-02-08,0,78.96325630890388,225.53204234593008,False,18,0.062222715419936514,451.0640846368792
18,2020-02-09,0,78.96325630890388,225.53204234593008,False,19,0.07198800639832593,451.0640846368792
