,Report_Date,Cote d'Ivoire_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
22,2020-02-13,0,81.86971427759582,510.0969956574502,False,23,0.2589663537224602,1020.1939913149001
23,2020-02-14,0,81.86971427759582,510.0969956574502,False,24,0.2980570107870679,1020.1939913149001
24,2020-02-15,0,81.86971427759582,510.0969956574502,False,25,0.3430463704877614,1020.1939913149001
25,2020-02-16,0,81.86971427759582,510.0969956574502,False,26,0.3948238910509754,1020.1939913149001
26,2020-02-17,0,81.86971427759582,510.0969956574502,False,27,0.45441294188468495,1020.1939913149001
27,2020-02-18,0,81.86971427759582,510.0969956574502,False,28,0.522990896504016,1020.1939913149001
28,2020-02-19,0,81.86971427759582,510.0969956574502,False,29,0.6019122182861921,1020.1939913149001
29,2020-02-20,0,81.86971427759582,510.0969956574502,False,30,0.6927349776646536,1020.1939913149001
30,2020-02-21,0,81.86971427759582,510.0969956574502,False,31,0.7972513013099153,1020.1939913149001
31,2020-02-22,0,81.86971427759582,510.0969956574502,False,32,0.9175223237550765,1020.1939913149001
32,2020-02-23,0,81.86971427759582,510.0969956574502,False,33,1.0559182905696622,1020.1939913149001
33,2020-02-24,0,81.86971427759582,510.0969956574502,False,34,1.2151645503051856,1020.1939913149001
34,2020-02-25,0,81.86971427759582,510.0969956574502,False,35,1.398394270696436,1020.1939913149001
35,2020-02-26,0,81.86971427759582,510.0969956574502,False,36,1.6092088235323272,1020.1939913149001
36,2020-02-27,0,81.86971427759582,510.0969956574502,False,37,1.8517469025044315,1020.1939913149001
37,2020-02-28,0,81.86971427759582,510.0969956574502,False,38,2.130763569131979,1020.1939913149001
38,2020-02-29,0,81.86971427759582,510.0969956574502,False,39,2.451720562940909,1020.1939913149001
39,2020-03-01,0,81.86971427759582,510.0969956574502,False,40,2.820889362054119,1020.1939913149001
40,2020-03-02,0,81.86971427759582,510.0969956574502,False,41,3.245468636746324,1020.1939913149001
41,2020-03-03,0,81.86971427759582,510.0969956574502,False,42,3.7337178973303704,1020.1939913149001
42,2020-03-04,0,81.86971427759582,510.0969956574502,False,43,4.295109292909327,1020.1939913149001
43,2020-03-05,0,81.86971427759582,510.0969956574502,False,44,4.940499660217188,1020.1939913149001
44,2020-03-06,0,81.86971427759582,510.0969956574502,False,45,5.682325039473394,1020.1939913149001
45,2020-03-07,0,81.86971427759582,510.0969956574502,False,46,6.5348199495706645,1020.1939913149001
46,2020-03-08,0,81.86971427759582,510.0969956574502,False,47,7.5142637244484645,1020.1939913149001
47,2020-03-09,0,81.86971427759582,510.0969956574502,False,48,8.639256124658873,1020.1939913149001
48,2020-03-10,0,81.86971427759582,510.0969956574502,False,49,9.931024211360278,1020.1939913149001
49,2020-03-11,1,81.86971427759582,510.0969956574502,False,50,11.413762050305312,1020.1939913149001
50,2020-03-12,1,81.86971427759582,510.0969956574502,False,51,13.115004131759418,1020.1939913149001
51,2020-03-13,1,81.86971427759582,510.0969956574502,False,52,15.066032361758774,1020.1939913149001
52,2020-03-14,1,81.86971427759582,510.0969956574502,False,53,17.302314993266172,1020.1939913149001
53,2020-03-15,1,81.86971427759582,510.0969956574502,False,54,19.863973792755303,1020.1939913149001
54,2020-03-16,1,81.86971427759582,510.0969956574502,False,55,22.796272925807465,1020.1939913149001
55,2020-03-17,5,81.86971427759582,510.0969956574502,False,56,26.15011932108005,1020.1939913149001
56,2020-03-18,6,81.86971427759582,510.0969956574502,False,57,29.982559448324405,1020.1939913149001
57,2020-03-19,9,81.86971427759582,510.0969956574502,False,58,34.357251335832636,1020.1939913149001
58,2020-03-20,9,81.86971427759582,510.0969956574502,False,59,39.344883092804245,1020.1939913149001
59,2020-03-21,14,81.86971427759582,510.0969956574502,False,60,45.02350009240584,1020.1939913149001
60,2020-03-22,14,81.86971427759582,510.0969956574502,False,61,51.47869233166712,1020.1939913149001
61,2020-03-23,25,81.86971427759582,510.0969956574502,False,62,58.80358153538429,1020.1939913149001
62,2020-03-24,73,81.86971427759582,510.0969956574502,False,63,67.09853484007658,1020.1939913149001
63,2020-03-25,80,81.86971427759582,510.0969956574502,False,64,76.47051934417055,1020.1939913149001
64,2020-03-26,96,81.86971427759582,510.0969956574502,False,65,87.032000984774,1020.1939913149001
65,2020-03-27,101,81.86971427759582,510.0969956574502,False,66,98.89928435564252,1020.1939913149001
66,2020-03-28,101,81.86971427759582,510.0969956574502,False,67,112.19019026687961,1020.1939913149001
67,2020-03-29,165,81.86971427759582,510.0969956574502,False,68,127.02097887800016,1020.1939913149001
68,2020-03-30,168,81.86971427759582,510.0969956574502,False,69,143.5024524492092,1020.1939913149001
69,2020-03-31,179,81.86971427759582,510.0969956574502,False,70,161.7352174679009,1020.1939913149001
70,2020-04-01,190,81.86971427759582,510.0969956574502,False,71,181.80415447868504,1020.1939913149001
71,2020-04-02,194,81.86971427759582,510.0969956574502,False,72,203.7722364248975,1020.1939913149001
72,2020-04-03,218,81.86971427759582,510.0969956574502,False,73,227.67394976867664,1020.1939913149001
73,2020-04-04,245,81.86971427759582,510.0969956574502,False,74,253.50869851698656,1020.1939913149001
74,2020-04-05,261,81.86971427759582,510.0969956574502,False,75,281.2346941934901,1020.1939913149001
75,2020-04-06,323,81.86971427759582,510.0969956574502,False,76,310.76393282358526,1020.1939913149001
76,2020-04-07,349,81.86971427759582,510.0969956574502,False,77,341.95890686796525,1020.1939913149001
77,2020-04-08,384,81.86971427759582,510.0969956574502,False,78,374.63166988593747,1020.1939913149001
