,Report_Date,Cabo Verde_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,66.01373876132766,4.21062917812761,True,1,0.00010025675183318249,8.243097924181741
1,2020-01-23,0,66.01373876132766,4.21062917812761,True,2,0.00011935880278392816,8.243097924181741
2,2020-01-24,0,66.01373876132766,4.21062917812761,True,3,0.00014210033124270155,8.243097924181741
3,2020-01-25,0,66.01373876132766,4.21062917812761,True,4,0.00016917473431864448,8.243097924181741
4,2020-01-26,0,66.01373876132766,4.21062917812761,True,5,0.00020140750517472507,8.243097924181741
5,2020-01-27,0,66.01373876132766,4.21062917812761,True,6,0.00023978139360504464,8.243097924181741
6,2020-01-28,0,66.01373876132766,4.21062917812761,True,7,0.00028546635712994374,8.243097924181741
7,2020-01-29,0,66.01373876132766,4.21062917812761,True,8,0.00033985521393502266,8.243097924181741
8,2020-01-30,0,66.01373876132766,4.21062917812761,True,9,0.0004046060820219719,8.243097924181741
9,2020-01-31,0,66.01373876132766,4.21062917812761,True,10,0.00048169289470227384,8.243097924181741
10,2020-02-01,0,66.01373876132766,4.21062917812761,True,11,0.000573465527180093,8.243097924181741
11,2020-02-02,0,66.01373876132766,4.21062917812761,True,12,0.000682721359693597,8.243097924181741
12,2020-02-03,0,66.01373876132766,4.21062917812761,True,13,0.0008127904480912587,8.243097924181741
13,2020-02-04,0,66.01373876132766,4.21062917812761,True,14,0.000967636882935473,8.243097924181741
14,2020-02-05,0,66.01373876132766,4.21062917812761,True,15,0.0011519794051803164,8.243097924181741
15,2020-02-06,0,66.01373876132766,4.21062917812761,True,16,0.0013714349241928411,8.243097924181741
16,2020-02-07,0,66.01373876132766,4.21062917812761,True,17,0.0016326892688342926,8.243097924181741
17,2020-02-08,0,66.01373876132766,4.21062917812761,True,18,0.001943700313732483,8.243097924181741
18,2020-02-09,0,66.01373876132766,4.21062917812761,True,19,0.002313939583176715,8.243097924181741
19,2020-02-10,0,66.01373876132766,4.21062917812761,True,20,0.0027546795702442627,8.243097924181741
20,2020-02-11,0,66.01373876132766,4.21062917812761,True,21,0.0032793353487827184,8.243097924181741
21,2020-02-12,0,66.01373876132766,4.21062917812761,True,22,0.0039038706350041866,8.243097924181741
22,2020-02-13,0,66.01373876132766,4.21062917812761,True,23,0.004647280312542973,8.243097924181741
23,2020-02-14,0,66.01373876132766,4.21062917812761,True,24,0.005532163613370795,8.243097924181741
24,2020-02-15,0,66.01373876132766,4.21062917812761,True,25,0.006585404694821952,8.243097924181741
25,2020-02-16,0,66.01373876132766,4.21062917812761,True,26,0.007838980321659694,8.243097924181741
26,2020-02-17,0,66.01373876132766,4.21062917812761,True,27,0.009330917805223658,8.243097924181741
27,2020-02-18,0,66.01373876132766,4.21062917812761,True,28,0.011106430322246551,8.243097924181741
28,2020-02-19,0,66.01373876132766,4.21062917812761,True,29,0.01321926128188693,8.243097924181741
29,2020-02-20,0,66.01373876132766,4.21062917812761,True,30,0.015733274566862715,8.243097924181741
30,2020-02-21,0,66.01373876132766,4.21062917812761,True,31,0.018724333256668224,8.243097924181741
