,Report_Date,Chad_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,75.0354278475256,8.812048459532868,True,1,0.00020546459642873866,15.503178269977482
1,2020-01-23,0,75.0354278475256,8.812048459532868,True,2,0.00023953630717944146,15.503178269977482
2,2020-01-24,0,75.0354278475256,8.812048459532868,True,3,0.0002792579600564405,15.503178269977482
3,2020-01-25,0,75.0354278475256,8.812048459532868,True,4,0.0003255664246735859,15.503178269977482
4,2020-01-26,0,75.0354278475256,8.812048459532868,True,5,0.00037955391018767206,15.503178269977482
5,2020-01-27,0,75.0354278475256,8.812048459532868,True,6,0.0004424937175350355,15.503178269977482
6,2020-01-28,0,75.0354278475256,8.812048459532868,True,7,0.0005158702593921654,15.503178269977482
7,2020-01-29,0,75.0354278475256,8.812048459532868,True,8,0.0006014140545830196,15.503178269977482
8,2020-01-30,0,75.0354278475256,8.812048459532868,True,9,0.0007011425204947507,15.503178269977482
9,2020-01-31,0,75.0354278475256,8.812048459532868,True,10,0.0008174075231498986,15.503178269977482
10,2020-02-01,0,75.0354278475256,8.812048459532868,True,11,0.0009529508030626133,15.503178269977482
11,2020-02-02,0,75.0354278475256,8.812048459532868,True,12,0.0011109685795301497,15.503178269977482
12,2020-02-03,0,75.0354278475256,8.812048459532868,True,13,0.0012951868508127937,15.503178269977482
13,2020-02-04,0,75.0354278475256,8.812048459532868,True,14,0.0015099491576412829,15.503178269977482
14,2020-02-05,0,75.0354278475256,8.812048459532868,True,15,0.0017603188683387096,15.503178269977482
15,2020-02-06,0,75.0354278475256,8.812048459532868,True,16,0.0020521983821172544,15.503178269977482
16,2020-02-07,0,75.0354278475256,8.812048459532868,True,17,0.0023924680403846466,15.503178269977482
17,2020-02-08,0,75.0354278475256,8.812048459532868,True,18,0.00278914799289952,15.503178269977482
18,2020-02-09,0,75.0354278475256,8.812048459532868,True,19,0.003251586796384546,15.503178269977482
19,2020-02-10,0,75.0354278475256,8.812048459532868,True,20,0.0037906811392507517,15.503178269977482
20,2020-02-11,0,75.0354278475256,8.812048459532868,True,21,0.00441913180056549,15.503178269977482
21,2020-02-12,0,75.0354278475256,8.812048459532868,True,22,0.0051517417793015005,15.503178269977482
22,2020-02-13,0,75.0354278475256,8.812048459532868,True,23,0.006005763488237945,15.503178269977482
23,2020-02-14,0,75.0354278475256,8.812048459532868,True,24,0.00700130301482441,15.503178269977482
24,2020-02-15,0,75.0354278475256,8.812048459532868,True,25,0.008161790730352114,15.503178269977482
25,2020-02-16,0,75.0354278475256,8.812048459532868,True,26,0.00951452900277263,15.503178269977482
26,2020-02-17,0,75.0354278475256,8.812048459532868,True,27,0.011091329463694169,15.503178269977482
27,2020-02-18,0,75.0354278475256,8.812048459532868,True,28,0.012929254224892144,15.503178269977482
28,2020-02-19,0,75.0354278475256,8.812048459532868,True,29,0.015071477664316614,15.503178269977482
29,2020-02-20,0,75.0354278475256,8.812048459532868,True,30,0.017568287937368032,15.503178269977482
30,2020-02-21,0,75.0354278475256,8.812048459532868,True,31,0.020478250247344114,15.503178269977482
31,2020-02-22,0,75.0354278475256,8.812048459532868,True,32,0.023869557158686563,15.503178269977482
32,2020-02-23,0,75.0354278475256,8.812048459532868,True,33,0.027821594882517463,15.503178269977482
33,2020-02-24,0,75.0354278475256,8.812048459532868,True,34,0.03242675852175134,15.503178269977482
34,2020-02-25,0,75.0354278475256,8.812048459532868,True,35,0.037792553734100634,15.503178269977482
35,2020-02-26,0,75.0354278475256,8.812048459532868,True,36,0.044044027134267257,15.503178269977482
36,2020-02-27,0,75.0354278475256,8.812048459532868,True,37,0.051326572956425724,15.503178269977482
37,2020-02-28,0,75.0354278475256,8.812048459532868,True,38,0.0598091689304844,15.503178269977482
38,2020-02-29,0,75.0354278475256,8.812048459532868,True,39,0.0696880998163577,15.503178269977482
39,2020-03-01,0,75.0354278475256,8.812048459532868,True,40,0.08119123231771173,15.503178269977482
40,2020-03-02,0,75.0354278475256,8.812048459532868,True,41,0.09458290975417022,15.503178269977482
41,2020-03-03,0,75.0354278475256,8.812048459532868,True,42,0.11016953832062604,15.503178269977482
42,2020-03-04,0,75.0354278475256,8.812048459532868,True,43,0.12830593817288327,15.503178269977482
43,2020-03-05,0,75.0354278475256,8.812048459532868,True,44,0.1494025307993229,15.503178269977482
44,2020-03-06,0,75.0354278475256,8.812048459532868,True,45,0.17393342760357458,15.503178269977482
45,2020-03-07,0,75.0354278475256,8.812048459532868,True,46,0.20244547124214943,15.503178269977482
46,2020-03-08,0,75.0354278475256,8.812048459532868,True,47,0.2355682582890034,15.503178269977482
47,2020-03-09,0,75.0354278475256,8.812048459532868,True,48,0.27402513570244774,15.503178269977482
48,2020-03-10,0,75.0354278475256,8.812048459532868,True,49,0.3186451098983538,15.503178269977482
49,2020-03-11,0,75.0354278475256,8.812048459532868,True,50,0.3703755305288249,15.503178269977482
50,2020-03-12,0,75.0354278475256,8.812048459532868,True,51,0.4302953048546501,15.503178269977482
51,2020-03-13,0,75.0354278475256,8.812048459532868,True,52,0.49962825555075924,15.503178269977482
52,2020-03-14,0,75.0354278475256,8.812048459532868,True,53,0.5797560471351745,15.503178269977482
53,2020-03-15,0,75.0354278475256,8.812048459532868,True,54,0.672229866638104,15.503178269977482
54,2020-03-16,0,75.0354278475256,8.812048459532868,True,55,0.7787797472486242,15.503178269977482
55,2020-03-17,0,75.0354278475256,8.812048459532868,True,56,0.9013200684601219,15.503178269977482
56,2020-03-18,0,75.0354278475256,8.812048459532868,True,57,1.0419493595500675,15.503178269977482
57,2020-03-19,1,75.0354278475256,8.812048459532868,True,58,1.2029420947188978,15.503178269977482
58,2020-03-20,1,75.0354278475256,8.812048459532868,True,59,1.3867297364518865,15.503178269977482
59,2020-03-21,1,75.0354278475256,8.812048459532868,True,60,1.5958679230814372,15.503178269977482
60,2020-03-22,1,75.0354278475256,8.812048459532868,True,61,1.8329865037583488,15.503178269977482
61,2020-03-23,1,75.0354278475256,8.812048459532868,True,62,2.1007192312800016,15.503178269977482
62,2020-03-24,3,75.0354278475256,8.812048459532868,True,63,2.401610494552305,15.503178269977482
63,2020-03-25,3,75.0354278475256,8.812048459532868,True,64,2.7379976879180012,15.503178269977482
64,2020-03-26,3,75.0354278475256,8.812048459532868,True,65,3.1118698362635966,15.503178269977482
65,2020-03-27,3,75.0354278475256,8.812048459532868,True,66,3.524706011234218,15.503178269977482
66,2020-03-28,3,75.0354278475256,8.812048459532868,True,67,3.977300824588156,15.503178269977482
67,2020-03-29,3,75.0354278475256,8.812048459532868,True,68,4.469588577894169,15.503178269977482
68,2020-03-30,5,75.0354278475256,8.812048459532868,True,69,5.0004818981067745,15.503178269977482
69,2020-03-31,7,75.0354278475256,8.812048459532868,True,70,5.567744016192333,15.503178269977482
70,2020-04-01,7,75.0354278475256,8.812048459532868,True,71,6.1679151803037575,15.503178269977482
71,2020-04-02,8,75.0354278475256,8.812048459532868,True,72,6.796312007929862,15.503178269977482
72,2020-04-03,8,75.0354278475256,8.812048459532868,True,73,7.447113227335944,15.503178269977482
73,2020-04-04,9,75.0354278475256,8.812048459532868,True,74,8.113536330676572,15.503178269977482
74,2020-04-05,9,75.0354278475256,8.812048459532868,True,75,8.788098217397671,15.503178269977482
75,2020-04-06,9,75.0354278475256,8.812048459532868,True,76,9.462940914856832,15.503178269977482
76,2020-04-07,10,75.0354278475256,8.812048459532868,True,77,10.130193395619823,15.503178269977482
77,2020-04-08,10,75.0354278475256,8.812048459532868,True,78,10.782334667453984,15.503178269977482
